CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
A. Statewide,N.A.,State Average - All Operating Types,N.A.,N.A.,21690,,N.A.,N.A.,22816,,N.A.,N.A.
A. Statewide,N.A.,State Median - All Operating Types,N.A.,N.A.,21464,,N.A.,N.A.,22382,,N.A.,N.A.
Atlantic,10,Absecon City,16497646,913,18066,12,18176978,907,20031,20,"K. K-12|K-8,751+",KK-12K-8751plus
Atlantic,110,Atlantic City,172165007,7153,24068,78,181543446,6742,26927,87,"N. K-12|K-12,3500+",NK-12K-123500plus
Atlantic,120,Atlantic Co Vocational,32296966,1603,20150,5,34603580,1636,21150,4,Q. County Voc,QCountyVoc
Atlantic,125,Atlantic Co Special Serv,22831287,348,65579,3,22395389,320,69965,4,P. CSSD,PCSSD
Atlantic,570,Brigantine City,21767781,687,31703,67,21735200,656,33153,67,"J. K-12|K-8,401-750",JK-12K-8401-750
Atlantic,590,Buena Regional,45589351,1798,25354,39,47748612,1731,27583,40,"L. K-12|K-12,0-1800",LK-12K-120-1800
Atlantic,960,Corbin City,1170341,66,17732,3,1208941,64,18890,4,K-12|Non-Operating,
Atlantic,1300,Egg Harbor City,12945232,553,23399,44,14141604,543,26049,55,"D. K-8|K-8,401-750",DK-8K-8401-750
Atlantic,1310,Egg Harbor Twp,156806451,7485,20950,42,166887716,7422,22487,47,"N. K-12|K-12,3500+",NK-12K-123500plus
Atlantic,1410,Estell Manor City,5053506,210,24015,43,5316505,222,23990,32,"I. K-12|K-8,0-400",IK-12K-80-400
Atlantic,1540,Folsom Boro,9820770,475,20670,18,10108443,483,20918,11,"I. K-12|K-8,0-400",IK-12K-80-400
Atlantic,1690,Galloway Twp,72249780,3357,21525,40,75541229,3346,22578,41,"E. K-8|K-8,751+",EK-8K-8751plus
Atlantic,1790,Greater Egg Harbor Reg,84487317,3184,26538,31,87192824,3156,27629,29,"G. G9-12|7-12,9-12",GG9-127-129-12
Atlantic,1940,Hamilton Twp,57815244,3049,18965,17,61110716,3076,19864,17,"E. K-8|K-8,751+",EK-8K-8751plus
Atlantic,1960,Hammonton Town,58596553,3546,16525,3,61520785,3564,17262,1,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Atlantic,2680,Linwood City,16472791,823,20015,31,16595825,817,20308,24,"E. K-8|K-8,751+",EK-8K-8751plus
Atlantic,2780,Longport,1205626,53,22748,11,1190358,56,21256,8,K-12|Non-Operating,
Atlantic,2910,Mainland Regional,33318112,1273,26172,28,33592616,1250,26881,23,"G. G9-12|7-12,9-12",GG9-127-129-12
Atlantic,3020,Margate City,15954619,434,36796,75,15935489,423,37687,74,"I. K-12|K-8,0-400",IK-12K-80-400
Atlantic,3480,Mullica Twp,13343987,746,17885,7,13867361,698,19865,9,"D. K-8|K-8,401-750",DK-8K-8401-750
Atlantic,3720,Northfield City,17432898,909,19186,19,18482692,956,19340,13,"E. K-8|K-8,751+",EK-8K-8751plus
Atlantic,4180,Pleasantville City,96345838,3929,24519,68,94943246,3771,25175,65,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Atlantic,4240,Port Republic City,3131663,162,19281,5,3340640,161,20772,10,"I. K-12|K-8,0-400",IK-12K-80-400
Atlantic,4800,Somers Point City,20652115,936,22057,43,21204485,899,23586,49,"E. K-8|K-8,751+",EK-8K-8751plus
Atlantic,5350,Ventnor City,25601132,937,27324,61,24930984,901,27682,59,"J. K-12|K-8,401-750",JK-12K-8401-750
Atlantic,5760,Weymouth Twp,5435996,201,27112,60,5434265,199,27248,48,"I. K-12|K-8,0-400",IK-12K-80-400
Atlantic,6060,Atlantic Community Chart,6590247,375,17593,47,7139781,388,18420,56,O. Charter,OCharter
Atlantic,6104,International Academy,5494149,348,15788,32,7101752,404,17596,40,O. Charter,OCharter
Atlantic,7410,Charter~tech High School,7120410,353,20188,75,7721854,357,21618,81,O. Charter,OCharter
Bergen,40,Allendale Boro,19646991,918,21403,39,19846992,888,22364,38,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,80,Alpine Boro,7229733,213,33884,73,6786503,195,34818,71,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,285,Bergen Co Special Service,62702317,602,104097,7,61561125,588,104710,7,P. CSSD,PCSSD
Bergen,290,Bergen County Vocational,79362905,2381,33326,20,83097744,2444,34005,20,Q. County Voc,QCountyVoc
Bergen,300,Bergenfield Boro,73797241,3605,20470,34,78806456,3615,21803,35,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,440,Bogota Boro,26862594,1151,23341,30,26972881,1147,23521,28,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,740,Carlstadt Boro,14000076,557,25156,56,14715323,563,26139,56,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,745,Carlstadt-East Rutherford,16317028,498,32768,45,17392782,511,34049,44,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,890,Cliffside Park Boro,57624860,3154,18269,13,61698930,3149,19595,12,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,930,Closter Boro,23507453,1183,19877,29,24711006,1218,20288,22,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,990,Cresskill Boro,36995330,1869,19792,25,38456616,1829,21022,26,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1070,Demarest Boro,17115769,699,24476,50,18001384,706,25508,52,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,1130,Dumont Boro,55591083,2601,21371,47,55111368,2559,21535,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1230,East Rutherford Boro,19921279,844,23606,60,20466579,815,25107,61,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,1270,Edgewater Boro,25467354,1399,18202,9,26272024,1478,17771,4,H. K-12|K-6,HK-12K-6
Bergen,1345,Elmwood Park,46477929,2658,17484,8,51669531,2624,19690,14,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1360,Emerson Boro,23902315,1137,21029,21,23995538,1141,21025,14,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,1370,Englewood City,80735585,3086,26158,73,81828020,3074,26620,73,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1380,Englewood Cliffs Boro,16630237,550,30224,66,16431106,544,30216,63,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,1450,Fair Lawn Boro,107560724,5015,21450,47,113036422,5150,21949,38,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1470,Fairview Boro,30416208,2016,15091,1,30115424,2106,14302,1,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,1550,Fort Lee Boro,80241325,3977,20178,28,82715246,4098,20187,15,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1580,Franklin Lakes Boro,34696852,1137,30516,74,35170359,1149,30608,73,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,1700,Garfield City,115395456,4969,23224,72,121579473,4999,24319,71,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1760,Glen Rock Boro,56812491,2556,22231,52,59301898,2551,23249,52,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1860,Hackensack City,122074548,5766,21170,45,133614483,5837,22893,51,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,2050,Harrington Park Boro,15151482,638,23759,45,15739927,625,25173,49,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,2080,Hasbrouck Heights Boro,35408087,1831,19337,10,39036455,1813,21532,17,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,2090,Haworth Boro,10896038,425,25641,54,11380052,408,27929,54,"C. K-8|K-8,0-400",CK-8K-80-400
Bergen,2180,Hillsdale Boro,26494587,1161,22817,51,27567303,1143,24116,51,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,2200,Ho Ho Kus Boro,17058562,869,19629,14,17844307,878,20326,13,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,2620,Leonia Boro,44013384,1904,23114,61,43325621,1953,22188,47,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2710,Little Ferry Boro,25762774,1299,19835,28,27449189,1255,21872,34,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,2740,Lodi Borough,65581908,3271,20047,29,68939393,3230,21345,33,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2860,Lyndhurst Twp,48538307,2540,19109,21,49466446,2558,19336,10,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2900,Mahwah Twp,75640962,2936,25764,72,81949751,2899,28265,76,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3060,Maywood Boro,23626405,1258,18784,14,24540272,1269,19337,12,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,3170,Midland Park Boro,26666257,961,27744,43,27615549,943,29280,43,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3330,Montvale Boro,19713682,1009,19544,23,20802814,979,21241,32,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3350,Moonachie Boro,9760407,435,22418,32,10054633,433,23243,25,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,3550,New Milford Boro,42161676,2011,20970,44,44965769,2016,22304,49,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3600,North Arlington Boro,30629862,1795,17064,5,41139335,1854,22192,48,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3700,Northern Highlands Reg,35601581,1391,25588,25,37187430,1417,26247,21,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3710,Northern Valley Regional,67684301,2287,29598,39,70065468,2257,31045,40,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3730,Northvale Boro,12031943,534,22521,40,12622264,535,23594,37,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3740,Norwood Boro,13113459,618,21227,26,13586988,621,21865,26,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3760,Oakland Boro,35244443,1402,25148,66,36842746,1364,27011,69,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3850,Old Tappan Boro,15579498,679,22950,41,14581595,665,21935,27,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3870,Oradell Boro,13954875,747,18690,12,15499426,761,20371,20,A. K-6|K-6,AK-6K-6
Bergen,3910,Palisades Park,31331208,1734,18072,12,32405058,1731,18725,7,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3930,Paramus Boro,96586618,3820,25287,83,101013065,3823,26422,83,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,3940,Park Ridge Boro,35574455,1210,29408,45,36701225,1238,29638,44,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3960,Pascack Valley Regional,61610426,2057,29949,42,62662874,2065,30341,36,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4300,Ramapo-Indian Hill Reg,62508373,2332,26801,32,67618793,2321,29138,33,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4310,Ramsey Boro,68520950,2804,24435,67,71822734,2762,26009,70,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4370,Ridgefield Boro,44000501,1663,26466,41,45496827,1701,26750,38,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4380,Ridgefield Park Twp,44297131,2343,18909,18,48121922,2266,21234,30,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4390,Ridgewood Village,121521852,5748,21142,44,126439548,5732,22057,41,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,4405,River Dell Regional,39327471,1636,24034,16,40116500,1615,24835,11,"F. G7-12|7-12,9-12",FG7-127-129-12
Bergen,4410,River Edge Boro,21794832,1202,18134,8,23119778,1241,18631,8,A. K-6|K-6,AK-6K-6
Bergen,4430,River Vale Twp,26883215,1159,23191,56,27655165,1130,24467,54,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,4470,Rochelle Park Twp,13944766,632,22063,38,14435027,654,22080,29,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,4500,Rockleigh,703846,32,21995,9,805443,33,24407,12,K-12|Non-Operating,
Bergen,4600,Rutherford Boro,53247964,2607,20424,35,54782618,2605,21027,27,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4610,Saddle Brook Twp,40890553,1769,23117,27,43382700,1812,23946,29,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4620,Saddle River Boro,9810997,375,26200,51,10312196,394,26187,43,H. K-12|K-6,HK-12K-6
Bergen,4870,South Hackensack Twp,9177346,388,23662,38,9957477,396,25138,40,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,5150,Teaneck Twp,101642004,3673,27670,89,107122131,3641,29419,91,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,5160,Tenafly Boro,80684517,3749,21523,49,85233273,3750,22728,49,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,5330,Upper Saddle River Boro,27515980,1181,23298,57,28361090,1143,24818,58,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,5410,Waldwick Boro,37671128,1626,23174,29,37853732,1634,23167,26,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5430,Wallington Boro,23619291,1319,17914,3,24603301,1268,19407,4,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5755,Westwood Regional,64362157,2839,22670,56,81629365,2811,29041,78,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
