GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,72.6,N.A.,64474,N.A.,71.3,N.A.,65515,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,71.0,N.A.,64650,N.A.,70.2,N.A.,65440,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,74.7,N.A.,77505,N.A.,74.1,N.A.,78736,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,75.0,N.A.,76291,N.A.,74.4,N.A.,77647,N.A.
A. K-6,Bergen,1270,Edgewater Boro,93.0,13|57,60679,24|57,94.7,7|57,58816,21|57
A. K-6,Bergen,3870,Oradell Boro,109.1,7|57,68994,41|57,83.3,13|57,73836,44|57
A. K-6,Bergen,4410,River Edge Boro,81.8,18|57,82327,54|57,83.3,13|57,85332,57|57
A. K-6,Bergen,4620,Saddle River Boro,49.1,53|57,66712,38|57,64.3,36|57,73669,43|57
A. K-6,Burlington,200,Bass River Twp,58.9,41|57,52339,14|57,52.2,49|57,52339,10|57
A. K-6,Burlington,830,Chesterfield Twp,79.9,20|57,64630,34|57,76.1,20|57,73176,40|57
A. K-6,Burlington,2960,Mansfield Twp,95.4,10|57,73808,47|57,71.2,28|57,73540,42|57
A. K-6,Burlington,3650,North Hanover Twp,59.5,38|57,69533,43|57,57.4,42|57,73482,41|57
A. K-6,Burlington,5010,Springfield Twp,56.3,44|57,65276,36|57,81.0,16|57,57600,19|57
A. K-6,Camden,2540,Laurel Springs Boro,86.1,15|57,12616,1|57,84.7,11|57,13100,2|57
A. K-6,Camden,3770,Oaklyn Boro,77.7,23|57,57605,19|57,72.5,26|57,57600,19|57
A. K-6,Camden,5560,Waterford Twp,56.9,43|57,62550,29|57,71.7,27|57,72957,39|57
A. K-6,Cape May,710,Cape May City,76.5,24|57,54935,16|57,74.5,24|57,54935,15|57
A. K-6,Cape May,2840,Lower Twp,61.4,36|57,84932,57|57,57.4,42|57,79286,53|57
A. K-6,Cape May,5610,West Cape May Boro,163.3,2|57,13459,2|57,232.5,2|57,19096,3|57
A. K-6,Essex,1400,Essex Fells Boro,59.5,38|57,41956,8|57,65.8,33|57,39290,6|57
A. K-6,Essex,1465,Fairfield Twp,60.8,37|57,74650,50|57,76.3,19|57,76418,49|57
A. K-6,Essex,3630,North Caldwell Boro,78.5,22|57,52183,13|57,91.9,8|57,52575,12|57
A. K-6,Essex,4530,Roseland Boro,55.1,46|57,63529,33|57,62.4,37|57,70933,36|57
A. K-6,Gloucester,1180,East Greenwich Twp,96.5,9|57,68269,40|57,104.9,4|57,74294,45|57
A. K-6,Gloucester,1330,Elk Twp,105.8,8|57,71889,45|57,97.9,5|57,76234,48|57
A. K-6,Gloucester,1590,Franklin Twp,73.0,28|57,55824,17|57,74.4,25|57,55858,17|57
A. K-6,Gloucester,2070,Harrison Twp,94.0,11|57,80725,53|57,97.6,6|57,80725,54|57
A. K-6,Gloucester,2990,Mantua Twp,63.9,35|57,71080,44|57,70.2,29|57,75445,46|57
A. K-6,Gloucester,3490,National Park Boro,84.4,16|57,67080,39|57,90.0,9|57,69167,35|57
