GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,10.8,N.A.,64220,N.A.,10.7,N.A.,65751,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,9.9,N.A.,61900,N.A.,10.0,N.A.,63692,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,11.8,N.A.,72379,N.A.,11.7,N.A.,73901,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,11.2,N.A.,68995,N.A.,11.2,N.A.,70815,N.A.
A. K-6,Bergen,1270,Edgewater Boro,14.3,1|57,56953,7|57,13.1,2|57,56678,9|57
A. K-6,Bergen,3870,Oradell Boro,11.4,15|57,64055,37|57,11.7,12|57,68308,47|57
A. K-6,Bergen,4410,River Edge Boro,13.1,5|57,64587,42|57,13.2,1|57,65547,40|57
A. K-6,Bergen,4620,Saddle River Boro,8.8,42|57,74718,56|57,8.5,44|57,74718,55|57
A. K-6,Burlington,200,Bass River Twp,8.3,44|57,61302,26|57,7.3,52|57,61302,24|57
A. K-6,Burlington,830,Chesterfield Twp,13.4,4|57,59570,20|57,11.2,16|57,66402,43|57
A. K-6,Burlington,2960,Mansfield Twp,9.5,33|57,61812,28|57,9.5,35|57,64793,33|57
A. K-6,Burlington,3650,North Hanover Twp,9.8,31|57,68060,46|57,9.9,30|57,70909,50|57
A. K-6,Burlington,5010,Springfield Twp,9.9,29|57,59018,17|57,11.8,9|57,61278,22|57
A. K-6,Camden,2540,Laurel Springs Boro,13.8,3|57,56869,6|57,12.7,3|57,58081,10|57
A. K-6,Camden,3770,Oaklyn Boro,9.7,32|57,66782,44|57,9.8,32|57,55652,7|57
A. K-6,Camden,5560,Waterford Twp,10.2,25|57,60324,23|57,10.0,28|57,61295,23|57
A. K-6,Cape May,710,Cape May City,7.4,53|57,58105,13|57,7.4,51|57,58640,11|57
A. K-6,Cape May,2840,Lower Twp,11.1,17|57,59982,22|57,10.9,19|57,61652,26|57
A. K-6,Cape May,5610,West Cape May Boro,10.1,27|57,54975,4|57,8.9,41|57,54955,5|57
A. K-6,Essex,1400,Essex Fells Boro,7.8,49|57,64100,38|57,7.7,49|57,65483,38|57
A. K-6,Essex,1465,Fairfield Twp,10.5,24|57,60692,24|57,10.6,21|57,65413,37|57
A. K-6,Essex,3630,North Caldwell Boro,10.7,22|57,51904,2|57,10.4,23|57,51904,1|57
A. K-6,Essex,4530,Roseland Boro,11.7,12|57,62529,33|57,10.9,19|57,64683,32|57
A. K-6,Gloucester,1180,East Greenwich Twp,12.5,8|57,62335,31|57,12.3,5|57,64380,31|57
A. K-6,Gloucester,1330,Elk Twp,11.0,19|57,69301,50|57,10.2,25|57,72762,53|57
A. K-6,Gloucester,1590,Franklin Twp,11.9,9|57,51474,1|57,12.3,5|57,53358,2|57
A. K-6,Gloucester,2070,Harrison Twp,12.8,7|57,76625,57|57,12.4,4|57,65035,34|57
A. K-6,Gloucester,2990,Mantua Twp,11.0,19|57,61853,29|57,9.8,32|57,60203,16|57
A. K-6,Gloucester,3490,National Park Boro,11.1,17|57,70717,51|57,11.8,9|57,67597,46|57
A. K-6,Gloucester,4880,South Harrison Twp,11.2,16|57,56994,8|57,11.4,13|57,59393,12|57
A. K-6,Gloucester,5120,Swedesboro-Woolwich,11.6,13|57,64482,40|57,11.0,17|57,65532,39|57
A. K-6,Gloucester,5590,Wenonah Boro,8.9,41|57,62378,32|57,9.1,38|57,60341,17|57
A. K-6,Gloucester,5740,Westville Boro,13.0,6|57,73265,53|57,11.3,14|57,74725,56|57
A. K-6,Gloucester,5870,Woodbury Heights Boro,9.4,36|57,58974,15|57,10.2,25|57,60705,20|57
A. K-6,Hunterdon,2590,Lebanon Boro,7.8,49|57,57838,11|57,6.9,55|57,59685,13|57
A. K-6,Monmouth,130,Atlantic Highlands Boro,10.2,25|57,74589,55|57,9.9,30|57,80560,57|57
A. K-6,Monmouth,2160,Highlands Boro,8.3,44|57,59895,21|57,7.8,48|57,65595,41|57
A. K-6,Monmouth,4520,Roosevelt Boro,8.5,43|57,54868,3|57,9.8,32|57,62638,29|57
A. K-6,Morris,3240,Mine Hill Twp,10.1,27|57,59035,18|57,10.5,22|57,60582,19|57
A. K-6,Ocean,230,Beach Haven Boro,5.5,57|57,57240,10|57,5.5,57|57,54765,4|57
A. K-6,Ocean,320,Berkeley Twp,11.8,10|57,62540,34|57,12.1,7|57,62950,30|57
A. K-6,Ocean,1150,Eagleswood Twp,7.7,51|57,62720,35|57,8.7,43|57,59720,14|57
A. K-6,Ocean,2350,Island Heights Boro,9.4,36|57,57970,12|57,8.2,46|57,60181,15|57
A. K-6,Ocean,2690,Little Egg Harbor Twp,11.8,10|57,65734,43|57,11.9,8|57,70264,49|57
A. K-6,Ocean,2760,Long Beach Island,7.1,55|57,68454,48|57,7.3,52|57,60724,21|57
A. K-6,Ocean,3800,Ocean Gate Boro,9.2,38|57,57145,9|57,9.2,37|57,55445,6|57
A. K-6,Ocean,3820,Ocean Twp,9.5,33|57,58975,16|57,10.0,28|57,61452,25|57
A. K-6,Ocean,4710,Seaside Heights Boro,9.9,29|57,73529,54|57,8.2,46|57,68879,48|57
A. K-6,Ocean,5020,Stafford Twp,11.6,13|57,59382,19|57,11.8,9|57,61810,28|57
