CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY,ENROLL
80,6060,6012027,3055961,2792275,162602,101084,782357,395255,1650882,415667,522826,0,0,0,0,11.2,53500,92.5,58408,74,90000,7.4,Atlantic Community Charter School,Atlantic,K. Charter,C,,,1,Atlantic,370.0
80,6104,6813736,3867555,2981838,248893,636824,553050,380746,1656131,810498,737000,0,0,0,20000,12.1,54000,473,60000,118.3,95000,10,International Academy Of Atlantic City C,Atlantic,K. Charter,C,,,1,Atlantic,473.0
80,7410,6389494,3205517,2998899,162336,44282,1201030,823931,1343238,1031954,639709,0,0,0,22772,8.4,54420,121,68044,90.8,106500,11.5,Charter~tech High School,Atlantic,K. Charter,C,,,1,Atlantic,363.0
80,6013,15087102,7855107,6899770,643657,311680,1938496,1613513,3503626,1559787,1789873,0,0,0,126119,14.8,54400,166.6,62424,388.7,101419,28.7,Bergen Arts And Sciences Charter School,Bergen,K. Charter,C,,,1,Bergen,1166.0
80,6430,4789193,2887541,2704666,90625,92250,655091,459091,739929,572429,506632,0,0,0,80000,12.5,71024,324,57600,162,171495,13.5,Englewood On The Palisades Charter Schoo,Bergen,K. Charter,C,,,1,Bergen,324.0
80,7890,5957463,3262819,3116819,61000,85000,705407,519407,752437,625641,1236800,0,0,0,35000,11.6,68615,133.7,40137,83.3,125042,7.8,Teaneck Community Cs,Bergen,K. Charter,C,,,1,Bergen,333.0
80,6026,1757770,1081329,1006569,34260,40500,126244,91744,359288,316278,190910,0,0,0,0,11.4,48250,160,53000,80,89000,7.5,Riverbank Charter School Of Excelle,Burlington,K. Charter,C,,,1,Burlington,160.0
80,6076,5386794,3153353,2228353,325000,600000,617537,318137,1261580,906654,354324,0,0,0,125000,10.9,49680,180,53651,80,80000,7.8,Benjamin Banneker Prep Cs,Burlington,K. Charter,C,,,1,Burlington,360.0
80,1799,23701179,13170896,10224554,1005393,1940949,4382463,2486989,3233358,1970242,2914462,0,0,0,763075,16.2,71000,188.8,66500,1510,95000,101,Kipp Cooper Norcross,Camden,K. Charter,C,,,1,Camden,1510.0
80,1801,15143022,5697515,4581265,561774,554476,1878718,540883,4983531,1963534,2583258,0,0,0,0,826.9,59000,1116.3,70500,3434.6,70400,4,Camden Prep,Camden,K. Charter,C,,,1,Camden,893.0
80,1802,47872000,25200127,19673709,1052000,4474418,7285914,2988914,10662959,5134959,4723000,0,0,0,924000,14.1,69500,225,61250,263.9,138000,19.9,Mastery Schools Of Camden,Camden,K. Charter,C,,,1,Camden,2639.0
80,6086,1998697,836781,763056,43000,30725,279182,157482,581504,499381,301230,0,0,0,0,7.6,49562,59,59271,39.3,83000,5.9,Hope Community Cs,Camden,K. Charter,C,,,1,Camden,118.0
80,6107,31531131,19552667,17585032,900000,1067635,1636337,1277722,4300971,1939111,6041156,0,0,0,0,11.1,54000,97.9,62700,195.8,96000,19.6,Camden’s Promise Charter School,Camden,K. Charter,C,,,1,Camden,2252.1
80,6232,3734612,2097860,1742860,120000,235000,449820,196820,732890,542890,454042,0,0,0,10000,11.2,53530,202,60861,101,112337,9.6,Environment Community Cs,Camden,K. Charter,C,,,1,Camden,202.0
80,6240,12258154,6118442,5043609,396359,678474,1098196,561836,4003439,1917104,1021681,0,0,0,0,12.1,63037,151.9,58100,184.5,105000,16.3,Freedom Prep Charter School,Camden,K. Charter,C,,,1,Camden,858.0
80,7109,21026131,9923170,8688376,580647,654147,5028649,4018763,3936022,2576540,1907947,0,0,0,206021,14.4,57529,255,56000,109.3,100000,8,Leap Academy University Cs,Camden,K. Charter,C,,,1,Camden,1530.0
80,6028,3146271,1383902,1343700,32610,7592,537459,433600,578078,270108,638332,0,0,0,0,11.7,46359,112.7,53025,56.3,90000,5.3,Vineland Public Charter School,Cumberland,K. Charter,C,,,1,Cumberland,338.0
80,6069,2649741,1233038,1182858,20515,29665,447839,285013,367378,218905,586486,0,0,0,0,10.7,45000,78.3,53550,78.3,58328,8.3,Millville Public Charter School,Cumberland,K. Charter,C,,,1,Cumberland,235.0
80,6089,1961471,1182312,1141668,25644,15000,163079,122411,435255,285702,180825,0,0,0,0,10.6,49330,92.5,66911,123.3,84969,13,Compass Academy Cs,Cumberland,K. Charter,C,,,1,Cumberland,185.0
80,6100,1719870,781779,767470,9152,5157,149810,76301,399704,289464,379753,0,0,0,0,7.8,45150,67.3,50712,50.5,100000,7.3,Bridgeton Public Charter School,Cumberland,K. Charter,C,,,1,Cumberland,101.0
80,6020,4827930,2247056,2132056,55000,60000,955098,509070,1050776,888536,575000,0,0,0,40000,11.5,55000,96,63976,57.6,98565,5.6,Pride Academy Charter School,Essex,K. Charter,C,,,1,Essex,288.0
80,6022,4661323,2306340,2132511,99743,74086,706836,524903,885425,414140,762322,0,0,0,30000,17,54555,118.7,66193,178,106500,12,Burch Charter School Of Excellence,Essex,K. Charter,C,,,1,Essex,356.0
80,6029,4115459,2196934,1896934,125000,175000,483053,338053,970130,696830,465342,0,0,0,6000,13.9,56375,265,52101,132.5,109563,10,Newark Educators Community Charter Schoo,Essex,K. Charter,C,,,1,Essex,265.0
80,6053,26520213,12759389,9628949,1410064,1720376,3761286,2301911,6671062,5705579,3328476,0,0,0,0,22.8,58275,208.4,77798,92.6,87000,4.5,Great Oaks Legacy Charter School,Essex,K. Charter,C,,,1,Essex,1667.0
80,6057,7245721,4201475,3838233,105300,257942,1296174,1000709,1487560,828976,260512,0,0,0,0,18.7,74907,187,60498,124.7,145294,7.3,Peoples Preparatory Charter School,Essex,K. Charter,C,,,1,Essex,374.0
80,6058,6230689,3578353,2992303,386550,199500,582138,301474,1490869,1058475,574329,0,0,0,50000,9.6,62183,53.6,55000,89.3,90000,11,Roseville Community Cs,Essex,K. Charter,C,,,1,Essex,268.0
80,6094,6219384,3274277,3038321,152281,83675,1394088,1142541,950286,523470,600733,0,0,0,3145,14.3,58530,172,70565,172,92000,13,Phillip's Academy  Cs,Essex,K. Charter,C,,,1,Essex,516.0
80,6099,5729301,3377722,2864422,115700,397600,720732,416132,1262934,1037499,367913,0,0,0,30000,11.1,61200,143.3,77247,109.5,62332,10.4,Link Community Charter School,Essex,K. Charter,C,,,1,Essex,301.0
80,6109,4498288,2325978,1376237,118497,831244,303679,269165,1024133,652094,825498,0,0,0,0,,,,,,,,Lead Charter School,Essex,K. Charter,C,,,1,Essex,266.0
80,6110,4155246,2412636,2047521,117057,248058,570524,488774,872085,823085,300000,0,0,0,175085,14.3,62827,95,85000,142.5,124500,11.5,Achieve Community Charter School,Essex,K. Charter,C,,,1,Essex,285.0
80,6320,1531529,955723,771730,46600,137393,98483,0,244580,110559,232743,0,0,0,0,25,64404,,,66.7,84472,2.7,Discovery Cs,Essex,K. Charter,C,,,1,Essex,100.0
80,6410,7336924,3474147,3055443,285000,133704,1900377,1701627,1192273,505492,767012,0,0,0,345000,20.4,55125,469,80793,156.3,90071,8,East Orange Community Cs,Essex,K. Charter,C,,,1,Essex,469.0
80,6665,5823057,2926433,2494257,261576,170600,831950,701690,1170572,890572,894102,0,0,0,0,17,70092,170,92702,113.3,165000,7.3,Gray Cs,Essex,K. Charter,C,,,1,Essex,340.0
80,7210,29860701,18243257,14913277,628000,2701980,3340971,1797471,5286087,3353087,2789386,0,0,0,0,16.1,60396,180.8,81775,111.2,112000,7.5,Marion P. Thomas Cs,Essex,K. Charter,C,,,1,Essex,1446.0
80,7290,8648672,5033023,4458023,430000,145000,1334022,594991,1952847,1358739,263067,0,0,0,538725,10.9,55265,217.6,30000,77.7,107000,7.5,New Horizons Comm. Cs,Essex,K. Charter,C,,,1,Essex,544.0
80,7320,91541307,43965996,36735855,3188201,4041940,9824909,3318602,24694908,10776188,13055494,0,0,0,4278,15.5,61000,422.9,71500,311.6,87000,20.8,North Star Academy Charter School,Essex,K. Charter,C,,,1,Essex,5920.0
80,7325,81149090,45513306,33308292,1694716,10510298,15976339,9335184,10354766,6848721,9304679,0,0,0,1446088,25.4,70822,149.3,75042,2388,102530,110,Team Academy Charter School,Essex,K. Charter,C,,,1,Essex,4776.0
80,7730,9903359,4985356,4215531,419639,350186,1796256,1478707,1590597,1224340,1531150,0,0,0,0,15.3,59933,149.1,63464,167.3,127371,12.1,Robert Treat Academy Cs,Essex,K. Charter,C,,,1,Essex,686.0
80,7735,10289466,5632115,5062115,260000,310000,1281595,858695,2479934,2194934,895822,0,0,0,0,10.5,52899,186,59202,50.7,122200,5.1,Maria L. Varisco-Rogers Cs,Essex,K. Charter,C,,,1,Essex,558.0
80,8065,11622849,5678468,5092459,331623,254386,2000872,725775,2441648,2266789,651861,0,0,0,18335,15.6,54998,255,83000,58.8,95000,4,University Heights Cs,Essex,K. Charter,C,,,1,Essex,765.0
80,6030,4278227,2524666,2113166,84900,326600,642408,551508,731152,623027,380000,0,0,0,51975,11.6,45134,131.3,53596,98.5,96113,9.3,The Ethical Community Charter School,Hudson,K. Charter,C,,,1,Hudson,394.0
80,6036,4988903,2711169,2435334,122908,152927,483438,278190,1128013,910676,666283,0,0,0,0,20.4,55598,203.5,65900,407,82400,22,Hola Hoboken Dual Lang Cs,Hudson,K. Charter,C,,,1,Hudson,407.0
80,6064,5040405,2778309,2538809,101041,138459,582590,543077,992595,616935,686910,0,0,0,43741,15,55250,130.3,60750,195.5,120000,14.5,Dr Lena Edwards Academic Charter School,Hudson,K. Charter,C,,,1,Hudson,391.0
80,6068,10366786,4766366,4228366,315120,222880,1978302,1429681,2050304,1696579,1571814,0,0,0,10450,14.7,54909,96.1,65000,74.8,95000,5.9,M E T S Charter School,Hudson,K. Charter,C,,,1,Hudson,673.0
80,6082,13507610,6469311,5998289,206400,264622,2745206,2412722,1776810,1295333,2516283,0,0,0,0,16.4,58000,200,61500,109.1,78000,7.2,Beloved Community Charter School,Hudson,K. Charter,C,,,1,Hudson,1200.0
80,6093,4501804,2619211,2391086,111125,117000,518277,267327,773816,403896,590500,0,0,0,30000,20.7,45000,477,67000,79.5,74000,4,Jersey City Global Cs,Hudson,K. Charter,C,,,1,Hudson,477.0
80,6103,7430056,4141023,3855212,129794,156017,862858,563140,1368714,1061835,1054961,0,0,0,9900,14.1,54000,240,54000,102.9,70000,7.7,Empowerment Academy Charter School,Hudson,K. Charter,C,,,1,Hudson,720.0
80,6105,10303798,4844512,4132599,536048,175865,1213020,901364,2375566,1051969,1870700,0,0,0,103490,14.6,52000,267.7,57000,,,,Hudson Arts And Science  Charter School,Hudson,K. Charter,C,,,1,Hudson,803.0
80,6420,4217752,2619446,2482181,40000,97265,536323,385700,598382,462706,463600,0,0,0,0,11.4,55553,99.3,72119,160,73000,15.7,Elysian Cs Of Hoboken,Hudson,K. Charter,C,,,1,Hudson,288.0
80,6720,4670607,2371429,2165857,149072,56500,599875,356525,1018714,619940,680589,0,0,0,0,9.8,59500,228.5,38710,66,95880,7,Hoboken Cs,Hudson,K. Charter,C,,,1,Hudson,297.0
80,6910,6845615,3549296,3360796,110000,78500,1178763,1010663,1324493,899693,231100,0,0,0,27500,18.3,55625,191.5,60025,116.8,92721,7,Jersey City Comm. Cs,Hudson,K. Charter,C,,,1,Hudson,584.0
80,6915,6516131,3488615,3101615,175000,212000,946228,636228,1009474,699474,1071814,0,0,0,55000,13.7,52100,187.3,53450,93.7,114292,7.3,Jersey City Golden Door Charter School,Hudson,K. Charter,C,,,1,Hudson,562.0
80,7115,5895581,3749883,3396662,133409,219812,874040,715302,1079908,718062,191750,0,0,0,40000,14.3,50853,159.3,63976,159.3,81537,12.2,Learning Community Cs,Hudson,K. Charter,C,,,1,Hudson,637.0
80,7830,3087188,1909568,1740568,95000,74000,274724,96724,489950,319950,412946,0,0,0,0,15.9,75160,168.1,55223,269,118180,18.5,Soaring Heights Cs,Hudson,K. Charter,C,,,1,Hudson,269.0
80,8060,6529000,3611346,3379846,39000,192500,1165334,992834,757320,637820,995000,0,0,0,65000,10.9,50311,80.6,66659,64.4,85024,6.7,University Academy Cs,Hudson,K. Charter,C,,,1,Hudson,435.0
80,6017,14997039,8424143,7828124,344169,251850,1256249,633749,3978631,3527275,1190426,0,0,0,93338,13.8,62192,273,59499,198.5,131029,15.1,Foundation Academy Cs,Mercer,K. Charter,C,,,1,Mercer,1092.0
80,6025,5371683,3240229,2564018,198545,477666,768706,519171,881201,486341,481547,0,0,0,8544,11.4,57500,375,65500,375,110000,34,Paul Robeson Humanities  Charter School,Mercer,K. Charter,C,,,1,Mercer,375.0
80,6183,9457034,4692760,3881277,388276,423207,2984417,2447079,883857,629567,896000,0,0,0,26450,14.2,53000,74.9,59000,99.8,122500,8.4,Trenton Stem-To-Civics Cs,Mercer,K. Charter,C,,,1,Mercer,599.0
80,6810,1362338,709329,608379,42650,58300,186352,116215,354818,292568,111840,0,0,0,0,10.7,55142,90,55917,90,110480,9.4,International Charter School,Mercer,K. Charter,C,,,1,Mercer,90.0
80,7500,4855543,3159655,2941655,140000,78000,322264,195264,794853,687703,578771,0,0,0,0,12,53560,192,60750,128,109999,11.3,Pace Cs Of Hamilton,Mercer,K. Charter,C,,,1,Mercer,384.0
80,7540,5657060,3804448,3651284,108000,45164,622188,253612,754999,817652,148855,0,0,0,5000,10.8,67192,528.8,77896,141,135702,13.4,Princeton Cs,Mercer,K. Charter,C,,,1,Mercer,423.0
80,7895,2360161,1402264,1315564,74700,12000,357709,188734,432833,327483,167355,0,0,0,21700,,,,,,,,Achievers Early College Prep Charter Sch,Mercer,K. Charter,C,,,1,Mercer,174.0
80,8140,4854659,2869339,2526329,196215,146795,775935,468785,920020,811930,138347,0,0,0,0,11.3,56000,120,75000,90,143000,8.8,Village Cs,Mercer,K. Charter,C,,,1,Mercer,360.0
80,6032,8217569,4401853,3633273,306500,462080,1727662,1428888,1549274,1236212,538780,0,0,0,54200,10.5,56438,60.8,58146,109.4,108000,12.2,Academy For Urban Leadership Charter Sch,Middlesex,K. Charter,C,,,1,Middlesex,547.0
80,6041,6242073,3793681,3666072,86277,41332,410360,251404,995605,793431,1042427,0,0,0,14000,13.4,56641,107,31892,173,115000,14.6,Hatikvah International Cs,Middlesex,K. Charter,C,,,1,Middlesex,519.0
80,6635,6060096,3667426,3566926,81000,19500,686848,585024,1110420,805738,144500,0,0,0,0,12,57936,111.9,55608,131.3,101623,12.2,Greater Brunswick Cs,Middlesex,K. Charter,C,,,1,Middlesex,394.0
80,7896,2119554,987710,934248,23397,30065,334961,301380,356275,282575,440608,0,0,0,0,11.3,46600,140.8,72500,89.3,105000,8.4,Middlesex Charter School,Middlesex,K. Charter,C,,,1,Middlesex,183.0
80,6010,3291868,1638020,1534241,46400,57379,668212,516208,551247,516349,434389,0,0,0,6759,10.5,57075,77.4,66549,57.4,87500,6.2,Academy Charter High School,Monmouth,K. Charter,C,,,1,Monmouth,178.0
80,6740,3491000,1767177,1594848,47125,125204,534403,300510,930323,687984,149601,0,0,0,76802,9.9,52150,131.8,17000,70.3,92170,7.6,Hope Academy Cs,Monmouth,K. Charter,C,,,1,Monmouth,253.0
80,7720,2760861,1468424,1381024,35000,52400,481110,380276,585519,492843,67063,0,0,0,22704,8.6,48150,41.5,44335,97.5,102568,13.7,The Red Bank Cs,Monmouth,K. Charter,C,,,1,Monmouth,195.0
80,7891,4500214,2548076,1914450,178700,454926,455607,345607,901115,257838,557416,0,0,0,82500,9.4,52500,97,75000,,,,College Achieve Greater Asbury Park Char,Monmouth,K. Charter,C,,,1,Monmouth,291.0
80,8050,3882096,1957822,1801605,48000,108217,610137,460087,767493,575038,546644,0,0,0,0,11,53765,65.1,51000,76,81544,8.1,Unity Cs,Morris,K. Charter,C,,,1,Morris,228.0
80,7893,4498645,2310167,1810167,240000,260000,352900,152900,1056267,654367,779310,0,0,0,80000,16.9,45250,270,50000,135,60000,8.5,Ocean Academy Charter School,Ocean,K. Charter,C,,,1,Ocean,270.0
80,6021,13846970,7273641,5728862,1329779,215000,1987291,1516136,2531497,1988757,2054541,0,0,0,0,18,54584,300,53000,112.5,84667,6.6,Community Charter School Of Paterso,Passaic,K. Charter,C,,,1,Passaic,900.0
80,6079,5056773,2760909,2454553,155000,151356,767180,670180,957692,711687,550992,0,0,0,0,13.4,52750,100.3,72300,133.7,109200,11.3,John P Holland Charter School,Passaic,K. Charter,C,,,1,Passaic,401.0
80,6080,20141185,9858068,8586227,714443,557398,2820737,2300732,4899106,2346145,2551024,0,0,0,258309,14.6,52800,143,57222,1573,85030,119,Passaic Arts And Science Charter School,Passaic,K. Charter,C,,,1,Passaic,1573.0
80,6096,11588867,5311230,4800968,294674,215588,1590064,1297699,2692907,1231392,1992666,0,0,0,84596,13.5,52000,141,57222,423,90555,34.3,Paterson Arts And Science Cs,Passaic,K. Charter,C,,,1,Passaic,846.0
80,6106,3664311,1944545,1903045,21350,20150,674930,451925,530192,313421,514644,0,0,0,0,11.9,55090,86.4,64209,142.5,101625,13.7,Philip’s Charter School Of Paterson,Passaic,K. Charter,C,,,1,Passaic,285.0
80,6230,2446067,1199309,1096856,47785,54668,258616,154848,617457,339155,370685,0,0,0,0,12.4,46943,167,19000,83.5,62500,7.3,Classical Academy Charter School Of Clif,Passaic,K. Charter,C,,,1,Passaic,167.0
80,7503,19913089,10068038,9477718,275029,315291,3160237,2408952,3524873,2865609,3157441,0,0,0,203639,12.3,55885,135.2,65535,165.2,89760,14.6,Paterson Cs For Sci/Tech,Passaic,K. Charter,C,,,1,Passaic,1487.1
80,7892,9726341,5501954,4104767,455000,942187,725981,524683,2103556,743260,1344850,0,0,0,299700,15.8,52500,712,60900,142.4,92000,9.2,College Achieve Paterson Charter School,Passaic,K. Charter,C,,,1,Passaic,712.0
80,6018,12912450,6860457,6208181,375131,277145,1699509,1288396,2324747,1916270,2027737,0,0,0,152896,11.2,48450,151.5,60000,236,100000,22.7,Central Jersey College Prep Charter Scho,Somerset,K. Charter,C,,,1,Somerset,1015.0
80,6081,6859347,3441276,2953386,316000,171890,898551,627951,1397991,1155731,1121528,0,0,0,0,16.8,52750,277.5,76972,88.8,92000,5.6,Thomas Edison Energysmart Charter School,Somerset,K. Charter,C,,,1,Somerset,555.0
80,7850,3899093,2539559,2384109,68995,86455,546186,407410,570436,470286,82650,0,0,0,0,10,56968,112.5,58504,150,64500,16.4,Sussex County Technology Charter School,Sussex,K. Charter,C,,,1,Sussex,225.0
80,6033,3544203,1900329,1713229,65000,122100,501129,364179,597745,439525,545000,0,0,0,0,9.8,54636,120,48558,120,104133,13.3,The Barack Obama Green Charter High Scho,Union,K. Charter,C,,,1,Union,240.0
80,6101,13634758,6922180,5496515,335500,1090165,1097911,747911,3112692,1254970,2446975,0,0,0,182200,16.2,55000,237.2,70000,197.7,111000,13,College Achieve Central Charter School,Union,K. Charter,C,,,1,Union,1186.0
80,6102,3819338,2258398,1998341,191651,68406,421768,363698,715352,568043,405820,0,0,0,10000,10.2,54602,150,69388,98.4,80000,10.1,Cresthaven Academy Charter School,Union,K. Charter,C,,,1,Union,300.0
80,7600,4110967,2335212,1926912,123300,285000,647933,278607,945852,630853,121370,0,0,0,0,11.2,50000,162,50000,162,101800,15.5,Queen City Academy Cs,Union,K. Charter,C,,,1,Union,324.0
80,8010,5548805,3090404,2462316,159208,468880,406345,278616,1122120,635344,929936,0,0,0,0,29.4,50923,191,63410,84.9,80095,3.3,Union County Teams Cs,Union,K. Charter,C,,,1,Union,382.0
80,7727,2225991,1444208,1337895,39105,67208,275633,81329,457740,380379,48410,0,0,0,6180,7,48410,,,43.3,63573,6.1,Ridge And Valley Cs,Warren,K. Charter,C,,,1,Warren,133.0
