GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,0.372,0.355,0.397
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,0.253,0.258,0.288
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,0.379,0.366,0.353
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,0.277,0.294,0.311
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,0.340,0.354,0.364
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,0.284,0.271,0.290
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,0.278,0.277,0.297
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,0.360,0.386,0.436
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,0.265,0.275,0.317
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,0.263,0.257,0.301
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,0.341,0.304,0.306
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,0.269,0.300,0.347
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,0.254,0.261,0.272
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,0.315,0.323,0.357
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,0.274,0.284,0.336
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,0.349,0.348,0.362
C. K-8 / 401 - 750,Sussex,90,Andover Reg,0.269,0.299,0.307
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,0.294,0.287,0.330
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,0.345,0.326,0.372
C. K-8 / 401 - 750,Sussex,1800,Green Twp,0.265,0.285,0.296
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,0.247,0.258,0.304
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,0.316,0.294,0.329
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,0.285,0.343,0.348
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,0.369,0.366,0.396
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,0.398,0.384,0.400
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,0.325,0.330,0.424
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,0.316,0.318,0.352
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,0.310,0.312,0.347
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,0.306,0.309,0.334
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,0.295,0.300,0.328
D. K-8 / 751 +,Atlantic,10,Absecon City,0.311,0.322,0.352
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,0.354,0.370,0.426
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,0.350,0.336,0.375
D. K-8 / 751 +,Atlantic,2680,Linwood City,0.352,0.361,0.378
D. K-8 / 751 +,Atlantic,3720,Northfield City,0.285,0.287,0.302
D. K-8 / 751 +,Atlantic,4800,Somers Point City,0.342,0.338,0.390
D. K-8 / 751 +,Bergen,40,Allendale Boro,0.322,0.329,0.360
D. K-8 / 751 +,Bergen,930,Closter Boro,0.236,0.247,0.268
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,0.261,0.272,0.299
D. K-8 / 751 +,Bergen,1470,Fairview Boro,0.301,0.329,0.342
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,0.350,0.356,0.369
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,0.258,0.254,0.320
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,0.265,0.271,0.330
D. K-8 / 751 +,Bergen,3060,Maywood Boro,0.263,0.280,0.294
D. K-8 / 751 +,Bergen,3330,Montvale Boro,0.285,0.293,0.309
D. K-8 / 751 +,Bergen,3760,Oakland Boro,0.333,0.339,0.363
D. K-8 / 751 +,Bergen,4430,River Vale Twp,0.267,0.274,0.298
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,0.376,0.363,0.401
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,0.272,0.280,0.329
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,0.365,0.359,0.413
D. K-8 / 751 +,Burlington,1420,Evesham Twp,0.346,0.350,0.352
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,0.332,0.324,0.399
D. K-8 / 751 +,Burlington,3080,Medford Twp,0.283,0.285,0.293
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,0.291,0.282,0.347
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,0.327,0.291,0.317
D. K-8 / 751 +,Burlington,5720,Westampton,0.221,0.209,0.271
D. K-8 / 751 +,Camden,260,Bellmawr Boro,0.290,0.284,0.288
D. K-8 / 751 +,Camden,330,Berlin Boro,0.306,0.294,0.309
D. K-8 / 751 +,Camden,1780,Gloucester Twp,0.306,0.304,0.361
D. K-8 / 751 +,Camden,4590,Runnemede Boro,0.343,0.380,0.412
D. K-8 / 751 +,Camden,5080,Stratford Boro,0.301,0.305,0.348
D. K-8 / 751 +,Camden,5400,Voorhees Twp,0.317,0.319,0.409
D. K-8 / 751 +,Cape May,5340,Upper Twp,0.237,0.246,0.304
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,0.351,0.344,0.336
D. K-8 / 751 +,Gloucester,2750,Logan Twp,0.266,0.267,0.300
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,0.327,0.340,0.348
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,0.357,0.383,0.422
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,0.287,0.278,0.282
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,0.275,0.277,0.296
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,0.255,0.280,0.305
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,0.296,0.297,0.300
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,0.301,0.314,0.337
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,0.314,0.293,0.333
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,0.401,0.381,0.396
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,0.337,0.322,0.402
D. K-8 / 751 +,Monmouth,2290,Howell Twp,0.310,0.291,0.373
D. K-8 / 751 +,Monmouth,2720,Little Silver Boro,0.272,0.261,0.316
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,0.369,0.383,0.403
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,0.310,0.313,0.315
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,0.377,0.373,0.398
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,0.444,0.412,0.523
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,0.359,0.361,0.375
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,0.311,0.342,0.350
D. K-8 / 751 +,Morris,820,Chester Twp,0.262,0.268,0.302
D. K-8 / 751 +,Morris,1090,Denville Twp,0.350,0.353,0.393
D. K-8 / 751 +,Morris,1190,East Hanover Twp,0.289,0.295,0.331
D. K-8 / 751 +,Morris,1530,Florham Park Boro,0.342,0.352,0.352
D. K-8 / 751 +,Morris,2000,Hanover Twp,0.320,0.324,0.339
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,0.253,0.271,0.281
D. K-8 / 751 +,Morris,4000,Long Hill Twp,0.302,0.278,0.305
D. K-8 / 751 +,Morris,4490,Rockaway Twp,0.341,0.347,0.391
D. K-8 / 751 +,Morris,5520,Washington Twp,0.329,0.333,0.323
D. K-8 / 751 +,Passaic,1920,Haledon Boro,0.346,0.350,0.356
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,0.222,0.247,0.304
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,0.315,0.315,0.354
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,0.317,0.313,0.354
D. K-8 / 751 +,Passaic,5200,Totowa Boro,0.337,0.351,0.347
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,0.255,0.271,0.282
D. K-8 / 751 +,Passaic,5690,Woodland Park,0.321,0.313,0.316
D. K-8 / 751 +,Somerset,510,Branchburg Twp,0.361,0.360,0.408
D. K-8 / 751 +,Somerset,1810,Green Brook Twp,0.347,0.322,0.356
D. K-8 / 751 +,Somerset,5470,Warren Twp,0.310,0.315,0.331
D. K-8 / 751 +,Sussex,640,Byram Twp,0.297,0.300,0.294
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,0.328,0.334,0.412
E. K-12 / 0 - 1800,Statewide,N.A.,1. State average - Operating Type K-12,0.307,0.310,0.332
E. K-12 / 0 - 1800,Statewide,N.A.,2. State median - Operating Type K-12,0.292,0.300,0.320
E. K-12 / 0 - 1800,Statewide,N.A.,5. State average - All operating types,0.306,0.309,0.334
E. K-12 / 0 - 1800,Statewide,N.A.,6. State median - All operating types,0.295,0.300,0.328
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,0.356,0.341,0.339
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,0.231,0.259,0.285
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,0.307,0.265,0.365
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,0.271,0.281,0.304
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,0.302,0.310,0.330
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,0.301,0.307,0.329
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,0.307,0.315,0.339
E. K-12 / 0 - 1800,Bergen,4610,Saddle Brook Twp,0.308,0.306,0.314
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,0.314,0.315,0.333
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,0.285,0.286,0.311
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,0.278,0.313,0.324
E. K-12 / 0 - 1800,Burlington,600,Burlington City,0.309,0.318,0.318
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,0.371,0.360,0.366
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,0.371,0.356,0.383
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,0.309,0.338,0.337
E. K-12 / 0 - 1800,Camden,150,Audubon Public School Disrict,0.302,0.289,0.278
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,0.274,0.276,0.298
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,0.327,0.358,0.362
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,0.291,0.302,0.358
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,0.328,0.319,0.307
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,0.403,0.381,0.406
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,0.263,0.248,0.291
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,0.290,0.313,0.328
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,0.335,0.335,0.368
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon Regional School District,0.263,0.277,0.284
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,0.304,0.308,0.347
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,0.328,0.338,0.387
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,0.288,0.263,0.256
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,0.272,0.272,0.312
E. K-12 / 0 - 1800,Monmouth,100,Asbury Park City,0.357,0.367,0.385
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,0.228,0.256,0.242
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,0.333,0.329,0.384
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,0.262,0.280,0.283
E. K-12 / 0 - 1800,Morris,450,Boonton Town,0.263,0.293,0.331
E. K-12 / 0 - 1800,Morris,630,Butler Boro,0.295,0.287,0.328
E. K-12 / 0 - 1800,Morris,2460,Kinnelon Boro,0.231,0.245,0.243
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,0.255,0.250,0.300
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,0.265,0.279,0.272
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,0.291,0.326,0.354
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,0.243,0.253,0.262
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,0.335,0.361,0.395
