CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6060,,,,,,,,,,,,,,,,ATLANTIC CITY COMMUNITY C,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6104,,,,,,,,,,,,,,,,INTERNATIONAL ACADEMY OF,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7410,4554307,2230703,2129126,49430,52147,683363,414103,761014,539289,879227,0,0,0,0,328,CHARTER~TECH HIGH SCHOOL,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6013,10308163,6150257,5130311,712306,307640,0,0,1377069,1044516,2780837,1073930,0,0,24800,874,BERGEN ARTS AND SCIENCES,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6430,3463328,2023257,1884925,93532,44800,0,0,1060635,768329,379436,0,0,0,78570,198,ENGLEWOOD ON THE PALISADE,BERGEN,K. CHARTER,C,,,1,BERGEN
80,7890,4512270,2568288,2387911,56580,123797,0,0,640573,557622,1303410,242445,0,0,5005,306,TEANECK COMMUNITY CHARTER,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6026,1538700,770319,671522,73208,25589,0,0,601670,460254,166711,0,0,0,0,143,RIVERBANK CHARTER SCHOOL,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6076,1901625,890177,720378,165159,4640,17301,0,830237,623285,163910,0,0,0,11115,149,BENJAMIN BANNEKER PREPARA,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,1799,,,,,,,,,,,,,,,,KIPP COOPER NORCROSS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,1801,,,,,,,,,,,,,,,,CAMDEN PREP,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,1802,,,,,,,,,,,,,,,,MASTERY SCHOOLS OF CAMDE,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6024,3071573,1691505,1536377,106608,48520,922,0,839400,584039,539746,0,0,0,12000,239,CAMDENS PRIDE CHARTER SCH,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6063,2912637,908014,507265,161524,239225,417874,0,564501,308269,1022248,0,0,0,0,150,CAMDEN COMMUNITY CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6067,2032111,1073620,898658,128019,46943,0,0,773491,289390,185000,0,0,0,6872,180,THE KINGDOM CHARTER SCHOO,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6083,3075641,1859498,1410256,295989,153253,0,0,715389,461370,500754,0,0,0,0,239,KNOWLEDGE A TO Z CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6086,1081974,565803,484707,80316,780,68278,53087,279410,155248,142588,0,25895,0,14375,101,HOPE COMMUNITY CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6212,7124957,3883924,3358115,231550,294259,0,0,1588965,1157674,1652068,0,0,0,208948,434,CAMDEN ACADEMY CHARTER HI,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6215,6723947,3431707,3072924,153247,205536,0,0,1831417,972512,1460823,0,0,0,0,444,CAMDEN'S PROMISE CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6232,2716418,1600069,1283042,224335,92692,288826,78930,575032,458113,252491,0,0,0,0,219,ENVIRONMENT COMMUNITY OPP,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6240,3243866,1759817,1610132,37581,112104,139765,116630,961344,266733,372940,143269,10000,0,0,232,FREEDOM PREP CHARTER SCHO,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,7109,15921718,8144076,7346329,359188,438559,3079012,1196128,3924118,2685071,774512,0,0,0,22284,1310,LEAP ACADEMY UNIVERSITY C,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6028,2432235,1276607,1040338,126410,109859,394029,66151,516650,404391,244949,0,0,0,5460,264,VINELAND PUBLIC CHARTER S,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6069,1782428,906534,760831,90877,54826,173572,71384,443057,306772,259264,0,0,0,7185,176,MILLVILLE PUBLIC CHARTER,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
80,6089,905187,512616,421181,80092,11343,103077,78845,163766,104393,113809,29130,11920,0,0,102,COMPASS ACADEMY CHARTER S,CUMBERLAND,K. CHARTER,C,,,1,CUMBERLAND
