GROUP,CONAME,DIST,DISTNAME,PP18,RK18,PCT18,PP28,RK28,PCT28,PP38,RK38,PCT38
A. K-6,,,1. State average - Operating Type K-6,1463,,,1517,,,1542,,
A. K-6,,,2. State median - Operating Type K-6,1554,,,1690,,,1665,,
A. K-6,,,5. State average - All operating types,1560,,,1605,,,1639,,
A. K-6,,,6. State median - All operating types,1626,,,1687,,,1734,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1494,9|56,0.142,1424,19|56,0.134,1259,8|56,0.112
A. K-6,BERGEN,3870,ORADELL BORO,1636,31|56,0.133,1738,31|56,0.134,1903,39|56,0.138
A. K-6,BERGEN,4410,RIVER EDGE BORO,1466,25|56,0.118,1479,23|56,0.118,1610,24|56,0.121
A. K-6,BERGEN,4620,SADDLE RIVER BORO,2278,53|56,0.102,1955,42|56,0.081,1708,33|56,0.068
A. K-6,BURLINGTON,200,BASS RIVER TWP,2147,52|56,0.109,2077,45|56,0.107,1932,43|56,0.111
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1280,14|56,0.119,1280,12|56,0.116,1229,7|56,0.113
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1827,19|56,0.136,1780,34|56,0.131,1604,23|56,0.112
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1732,37|56,0.110,1746,32|56,0.113,1705,32|56,0.105
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,2018,46|56,0.114,1858,40|56,0.101,1884,38|56,0.103
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1480,27|56,0.125,1279,11|56,0.113,1262,9|56,0.101
A. K-6,CAMDEN,5560,WATERFORD TWP,1396,21|56,0.100,1554,25|56,0.110,1726,34|56,0.102
A. K-6,CAPE MAY,710,CAPE MAY CITY,1872,41|56,0.096,1673,28|56,0.096,1660,28|56,0.095
A. K-6,CAPE MAY,2840,LOWER TWP,1235,11|56,0.092,1192,6|56,0.088,1207,5|56,0.087
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,784,1|56,0.054,758,1|56,0.054,693,1|56,0.049
