GROUP,CONAME,DIST,DISTNAME,PP19,RK19,PCT19,SBA9,PP29,RK29,PCT29,SBB9,PP39,RK39,PCT39,SBC9
A. K-6,,,1. State average - Operating Type K-6,1175,,,,1218,,,,1239,,,
A. K-6,,,2. State median - Operating Type K-6,1236,,,,1308,,,,1337,,,
A. K-6,,,5. State average - All operating types,1265,,,,1284,,,,1313,,,
A. K-6,,,6. State median - All operating types,1286,,,,1335,,,,1370,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,1244,12|56,0.118,0.833,1092,21|56,0.102,0.767,1049,18|56,0.093,0.833
A. K-6,BERGEN,3870,ORADELL BORO,1308,35|56,0.107,0.800,1487,37|56,0.115,0.856,1611,45|56,0.117,0.847
A. K-6,BERGEN,4410,RIVER EDGE BORO,1290,33|56,0.104,0.880,1309,29|56,0.105,0.885,1430,34|56,0.107,0.888
A. K-6,BERGEN,4620,SADDLE RIVER BORO,1712,50|56,0.077,0.752,1453,34|56,0.060,0.743,1386,32|56,0.055,0.811
A. K-6,BURLINGTON,200,BASS RIVER TWP,1467,40|56,0.074,0.683,1434,33|56,0.074,0.690,1302,25|56,0.075,0.674
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,987,15|56,0.092,0.771,998,15|56,0.090,0.780,956,13|56,0.088,0.778
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1569,24|56,0.117,0.859,1513,39|56,0.112,0.850,1306,26|56,0.091,0.814
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,1503,43|56,0.096,0.868,1467,36|56,0.095,0.840,1416,33|56,0.087,0.830
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,1549,45|56,0.088,0.768,1208,25|56,0.066,0.650,1512,38|56,0.082,0.803
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,1100,23|56,0.093,0.743,955,13|56,0.084,0.747,928,10|56,0.075,0.735
A. K-6,CAMDEN,5560,WATERFORD TWP,1120,25|56,0.081,0.802,1275,27|56,0.090,0.820,1360,31|56,0.081,0.788
A. K-6,CAPE MAY,710,CAPE MAY CITY,1562,46|56,0.080,0.834,1306,28|56,0.075,0.781,1324,27|56,0.076,0.798
A. K-6,CAPE MAY,2840,LOWER TWP,1081,22|56,0.081,0.875,1046,19|56,0.077,0.878,1035,16|56,0.074,0.857
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,75,1|56,0.005,0.096,49,1|56,0.003,0.065,57,1|56,0.004,0.082
A. K-6,ESSEX,1400,ESSEX FELLS BORO,1835,52|56,0.097,0.870,1716,48|56,0.088,0.799,1742,53|56,0.084,0.835
A. K-6,ESSEX,1465,FAIRFIELD TWP,1415,38|56,0.094,0.823,1513,39|56,0.096,0.839,1541,41|56,0.093,0.831
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,1567,47|56,0.103,0.910,1610,43|56,0.102,0.877,1666,49|56,0.098,0.807
A. K-6,ESSEX,4530,ROSELAND BORO,1678,48|56,0.102,0.865,1502,38|56,0.096,0.824,1477,35|56,0.090,0.884
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,866,10|56,0.088,0.838,962,14|56,0.091,0.851,1037,17|56,0.093,0.852
A. K-6,GLOUCESTER,1330,ELK TWP,729,6|56,0.055,0.543,826,9|56,0.061,0.575,753,6|56,0.053,0.511
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,1021,17|56,0.088,0.800,1027,18|56,0.087,0.818,930,11|56,0.070,0.724
A. K-6,GLOUCESTER,2070,HARRISON TWP,957,13|56,0.091,0.810,896,10|56,0.084,0.749,1004,15|56,0.088,0.753
A. K-6,GLOUCESTER,2990,MANTUA TWP,1071,21|56,0.081,0.771,1139,23|56,0.080,0.800,1091,20|56,0.081,0.793
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,730,7|56,0.054,0.522,757,6|56,0.056,0.546,817,7|56,0.055,0.536
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,718,4|56,0.073,0.614,775,7|56,0.076,0.649,830,8|56,0.071,0.631
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,1013,16|56,0.095,0.816,1016,16|56,0.088,0.722,1161,22|56,0.096,0.789
A. K-6,GLOUCESTER,5590,WENONAH BORO,1191,28|56,0.091,0.826,1274,26|56,0.087,0.811,1341,29|56,0.090,0.829
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,721,5|56,0.057,0.608,735,5|56,0.055,0.600,723,4|56,0.052,0.557
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,1057,20|56,0.075,0.666,1022,17|56,0.074,0.665,1066,19|56,0.069,0.633
A. K-6,HUNTERDON,2590,LEBANON BORO,1934,55|56,0.088,0.502,2805,55|56,0.126,0.791,1502,37|56,0.077,0.775
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,928,11|56,0.067,0.688,1423,31|56,0.099,0.801,1536,39|56,0.100,0.805
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,461,2|56,0.024,0.324,549,2|56,0.029,0.389,520,3|56,0.025,0.368
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,709,3|56,0.045,0.412,686,3|56,0.040,0.329,431,2|56,0.025,0.267
A. K-6,MORRIS,3240,MINE HILL TWP,1301,34|56,0.111,0.738,1685,46|56,0.126,0.805,1665,47|56,0.135,0.820
A. K-6,OCEAN,230,BEACH HAVEN BORO,1893,53|56,0.094,0.782,3363,56|56,0.126,0.747,1559,42|56,0.060,0.815
A. K-6,OCEAN,320,BERKELEY TWP,1169,26|56,0.093,0.785,1425,32|56,0.113,0.835,1575,43|56,0.114,0.841
A. K-6,OCEAN,1150,EAGLESWOOD TWP,1410,37|56,0.093,0.836,1652,44|56,0.103,0.821,1665,47|56,0.103,0.859
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,2044,56|56,0.117,0.879,1873,52|56,0.105,0.889,1687,50|56,0.105,0.869
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,1182,27|56,0.083,0.802,1137,22|56,0.076,0.783,1188,23|56,0.076,0.815
A. K-6,OCEAN,2760,LONG BEACH ISLAND,1401,36|56,0.059,0.662,1715,47|56,0.071,0.724,1348,30|56,0.056,0.767
A. K-6,OCEAN,3800,OCEAN GATE BORO,1228,30|56,0.071,0.807,1347,30|56,0.084,0.815,1332,28|56,0.080,0.806
A. K-6,OCEAN,3820,OCEAN TWP,1032,18|56,0.063,0.845,1547,42|56,0.094,0.905,1492,36|56,0.080,0.879
