GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,,,K-6 Average,11.5,,58829,,11.1,,59113,
A. K-6,BERGEN,1270,EDGEWATER BORO,15.3,1|56,51816,4|56,14,1|56,52978,8|56
A. K-6,BERGEN,3870,ORADELL BORO,12,15|56,57340,21|56,12.1,11|56,58540,26|56
A. K-6,BERGEN,4410,RIVER EDGE BORO,14.1,2|56,60225,33|56,13.3,2|56,61813,41|56
A. K-6,BERGEN,4620,SADDLE RIVER BORO,8.7,48|56,72685,55|56,9.1,39|56,66054,50|56
A. K-6,BURLINGTON,200,BASS RIVER TWP,7.5,54|56,58428,29|56,7.5,54|56,61302,39|56
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,13.5,4|56,53459,9|56,13.1,4|56,57138,18|56
A. K-6,BURLINGTON,2960,MANSFIELD TWP,12.6,9|56,61653,37|56,11.7,14|56,60254,32|56
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,10.9,26|56,64253,45|56,10.4,26|56,63481,45|56
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,9.4,41|56,58461,31|56,8.7,44|56,61278,38|56
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,13.6,3|56,57979,26|56,13.1,4|56,60505,35|56
A. K-6,CAMDEN,5560,WATERFORD TWP,11.5,20|56,63528,42|56,11,18|56,58748,27|56
A. K-6,CAPE MAY,710,CAPE MAY CITY,9.2,42|56,58600,32|56,8.7,44|56,56425,15|56
A. K-6,CAPE MAY,2840,LOWER TWP,13.1,7|56,56917,18|56,12.2,10|56,57265,20|56
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,12.1,14|56,53548,10|56,9.1,39|56,51564,4|56
A. K-6,ESSEX,1400,ESSEX FELLS BORO,7.2,55|56,61230,34|56,7.2,55|56,60829,36|56
A. K-6,ESSEX,1465,FAIRFIELD TWP,10.9,26|56,61429,36|56,10,31|56,62083,42|56
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,9.5,39|56,53042,7|56,9.6,34|56,53000,9|56
A. K-6,ESSEX,4530,ROSELAND BORO,10.9,26|56,62085,39|56,12.1,11|56,62485,43|56
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,12.4,12|56,55468,17|56,12.3,7|56,58135,22|56
A. K-6,GLOUCESTER,1330,ELK TWP,9.8,35|56,54349,12|56,10,31|56,54382,11|56
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,12.6,9|56,53153,8|56,12.3,7|56,52153,7|56
