GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
A. K-6,,,K-6 Average,151.8,,102000,,140.3,,104916,
A. K-6,BERGEN,1270,EDGEWATER BORO,182.4,7|56,120000,50|56,152.8,16|56,128166,54|56
A. K-6,BERGEN,3870,ORADELL BORO,146.6,21|56,102500,33|56,125.5,29|56,115938,49|56
A. K-6,BERGEN,4410,RIVER EDGE BORO,120.5,33|56,132600,55|56,117,34|56,137626,56|56
A. K-6,BERGEN,4620,SADDLE RIVER BORO,62.3,51|56,125000,53|56,45.6,54|56,117615,51|56
A. K-6,BURLINGTON,200,BASS RIVER TWP,115,34|56,113404,46|56,111,37|56,115672,48|56
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,145.6,23|56,93853,18|56,151.4,18|56,95730,17|56
A. K-6,BURLINGTON,2960,MANSFIELD TWP,138.5,26|56,109158,38|56,131.9,28|56,112378,43|56
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,175.9,8|56,102050,32|56,139.3,24|56,116010,50|56
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,59.8,53|56,82793,13|56,111,37|56,98676,19|56
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,64.7,50|56,39984,5|56,144.2,22|56,40784,4|56
A. K-6,CAMDEN,5560,WATERFORD TWP,159.8,18|56,109841,40|56,151.7,17|56,118411,52|56
A. K-6,CAPE MAY,710,CAPE MAY CITY,86,42|56,108562,37|56,61.7,52|56,80124,13|56
A. K-6,CAPE MAY,2840,LOWER TWP,200.7,5|56,124848,51|56,192.4,4|56,115000,45|56
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,40,55|56,99856,27|56,42,55|56,102657,24|56
A. K-6,ESSEX,1400,ESSEX FELLS BORO,104.5,36|56,107500,36|56,102.5,40|56,108850,35|56
