GROUP,CONAME,DIST,DISTNAME,EX121,EX221
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,0,0
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,384895,401656
A. K-6,OCEAN,2760,LONG BEACH ISLAND,619181,0
A. K-6,OCEAN,3800,OCEAN GATE BORO,306382,214399
A. K-6,OCEAN,3820,OCEAN TWP,0,840019
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,0,0
A. K-6,OCEAN,5020,STAFFORD TWP,208863,182393
A. K-6,OCEAN,5220,TUCKERTON BORO,0,201020
A. K-6,SUSSEX,1630,FREDON TWP,0,0
A. K-6,SUSSEX,1980,HAMPTON TWP,161082,158374
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,0,90861
A. K-6,SUSSEX,5040,STILLWATER TWP,317197,334166
A. K-6,WARREN,400,BLAIRSTOWN TWP,169367,0
A. K-6,WARREN,1620,FRANKLIN TWP,210056,198769
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,0,20130
A. K-6,WARREN,2470,KNOWLTON TWP,21944,195035
A. K-6,WARREN,2970,MANSFIELD TWP,0,0
A. K-6,WARREN,5480,WASHINGTON BORO,238732,470098
A. K-6,WARREN,5530,WASHINGTON TWP,0,0
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,0,73900
B. K-8 / 0 - 400,ATLANTIC,1540,FOLSOM BORO,836511,744736
B. K-8 / 0 - 400,ATLANTIC,3020,MARGATE CITY,646388,599664
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,14189,135069
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,55454,85056
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,0,0
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,270000,459075
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,217769,274934
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,175747,159224
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,1307692,1344936
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,1405977,1670003
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,12265,0
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,149335,7729
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,0,0
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,192912,63388
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,136148,141222
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,329272,413132
B. K-8 / 0 - 400,CAMDEN,5900,WOODLYNNE BORO,799125,952257
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,102003,71206
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,519173,563255
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,144441,0
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,485216,865061
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,0,0
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,62116,160850
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,94993,0
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,0,18525
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,46383,42047
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,0,0
B. K-8 / 0 - 400,HUNTERDON,370,BETHLEHEM TWP,308941,308250
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,239877,147846
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,46400,91653
B. K-8 / 0 - 400,HUNTERDON,910,CLINTON-GLEN GARDNER,0,0
B. K-8 / 0 - 400,HUNTERDON,1160,EAST AMWELL TWP,121281,103303
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,14083,30990
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,16187,0
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,75583,119662
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,0,0
B. K-8 / 0 - 400,HUNTERDON,2450,KINGWOOD TWP,105502,113702
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,0,0
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,679402,680668
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,139138,222323
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,0,38604
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,65107,17302
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,273879,283506
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,141675,343355
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,84789,195353
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,316515,479599
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,0,0
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,227724,271512
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,353724,353701
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,0,0
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,245363,255641
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,0,23075
B. K-8 / 0 - 400,OCEAN,2500,LAKEHURST BORO,397527,108224
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,210377,198019
B. K-8 / 0 - 400,SALEM,60,ALLOWAY TWP,143670,0
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,128961,0
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,523595,462894
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,0,162388
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,53509,68250
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,372595,635178
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,170920,173713
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,474159,494410
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,72767,35087
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,0,0
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,0,0
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,164685,199738
B. K-8 / 0 - 400,UNION,1710,GARWOOD BORO,0,0
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,0,0
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,333706,150586
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,244818,321213
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,198218,205346
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,0,0
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,557623,357643
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,402904,344616
C. K-8 / 401 - 750,ATLANTIC,570,BRIGANTINE CITY,1133756,1631520
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,237913,502913
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,550000,1036517
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,344865,344865
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,1616780,1982993
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,0,94090
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,85634,484141
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,386452,0
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,441699,208866
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,883694,621372
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,40000,40000
C. K-8 / 401 - 750,BERGEN,3850,OLD TAPPAN BORO,1921814,1778871
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,0,214935
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,7436,0
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,321755,406767
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,84642,66261
C. K-8 / 401 - 750,BURLINGTON,4930,SOUTHAMPTON TWP,0,195426
C. K-8 / 401 - 750,BURLINGTON,5130,TABERNACLE TWP,592718,467400
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,0,0
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,680637,637765
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,346977,485050
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,921801,925830
C. K-8 / 401 - 750,CAMDEN,3110,MERCHANTVILLE BORO,113873,199891
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,317939,89708
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,261417,130599
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,329323,760413
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,14587,253506
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,0,0
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,361232,601526
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,321851,247209
C. K-8 / 401 - 750,CUMBERLAND,3050,MAURICE RIVER TWP,0,0
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,993138,423964
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,22927,0
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,0,0
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,105865,151775
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,557313,774066
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,797931,432276
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,0,0
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,0,0
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,0,0
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,228071,50161
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,0,0
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,0,0
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,255939,164191
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,76592,199171
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,1049139,0
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,640832,513854
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,140064,62291
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,156263,0
C. K-8 / 401 - 750,MORRIS,3100,MENDHAM TWP,437198,565914
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,533684,700860
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,277343,280600
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,0,0
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,44488,0
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,0,0
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,266875,248868
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,185626,188351
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,0,0
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,150000,150000
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,406327,538488
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,0,0
C. K-8 / 401 - 750,SUSSEX,2030,HARDYSTON TWP,0,0
C. K-8 / 401 - 750,UNION,3470,MOUNTAINSIDE BORO,182674,253165
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,0,0
C. K-8 / 401 - 750,WARREN,1785,GREAT MEADOWS REGIONAL,0,0
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,236275,266167
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,2528068,2198744
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,771403,1397131
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,403157,421746
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,339806,621739
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,527146,460651
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,1116849,103680
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,1714567,1687184
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,325000,325000
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,0,0
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,184306,145633
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,400000,400000
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,398790,214563
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,832720,766605
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,565427,451978
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,423857,408913
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,0,0
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,399563,639494
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,1074337,1094431
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,0,0
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,800000,1835599
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,145467,0
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,0,0
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,1427985,1298139
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,588960,1404418
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,720000,720000
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,3000559,3169985
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,811385,814351
D. K-8 / 751 +,BURLINGTON,5720,WESTAMPTON,543877,553371
D. K-8 / 751 +,CAMDEN,260,BELLMAWR BORO,0,0
D. K-8 / 751 +,CAMDEN,330,BERLIN BORO,177073,162560
D. K-8 / 751 +,CAMDEN,1780,GLOUCESTER TWP,3537521,3795666
D. K-8 / 751 +,CAMDEN,4590,RUNNEMEDE BORO,716546,666782
D. K-8 / 751 +,CAMDEN,5080,STRATFORD BORO,86887,158317
D. K-8 / 751 +,CAMDEN,5400,VOORHEES TWP,1455059,1406179
D. K-8 / 751 +,CAPE MAY,5340,UPPER TWP,881879,844686
D. K-8 / 751 +,CUMBERLAND,5300,UPPER DEERFIELD TWP,280284,578289
D. K-8 / 751 +,GLOUCESTER,2750,LOGAN TWP,1318713,1306435
D. K-8 / 751 +,HUDSON,1850,GUTTENBERG TOWN,1606845,1541417
D. K-8 / 751 +,HUNTERDON,920,CLINTON TWP,0,190892
D. K-8 / 751 +,HUNTERDON,1510,FLEMINGTON-RARITAN REG,1712746,1104106
D. K-8 / 751 +,HUNTERDON,4350,READINGTON TWP,757442,849104
D. K-8 / 751 +,MONMOUTH,945,COLTS NECK TWP,281535,613361
D. K-8 / 751 +,MONMOUTH,1260,EATONTOWN BORO,749947,802755
D. K-8 / 751 +,MONMOUTH,1440,FAIR HAVEN BORO,241806,562461
D. K-8 / 751 +,MONMOUTH,1640,FREEHOLD BORO,414962,554034
D. K-8 / 751 +,MONMOUTH,1660,FREEHOLD TWP,0,0
D. K-8 / 751 +,MONMOUTH,2290,HOWELL TWP,2500000,2525181
D. K-8 / 751 +,MONMOUTH,2720,LITTLE SILVER BORO,249298,296584
D. K-8 / 751 +,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,1972162,2000000
D. K-8 / 751 +,MONMOUTH,3030,MARLBORO TWP,391564,574290
D. K-8 / 751 +,MONMOUTH,3200,MILLSTONE TWP,1093472,549190
D. K-8 / 751 +,MONMOUTH,4360,RED BANK BORO,142023,408317
D. K-8 / 751 +,MONMOUTH,4570,RUMSON BORO,196629,204446
D. K-8 / 751 +,MONMOUTH,5185,TINTON FALLS,2009291,2021509
D. K-8 / 751 +,MORRIS,820,CHESTER TWP,474706,199291
D. K-8 / 751 +,MORRIS,1090,DENVILLE TWP,217996,300271
D. K-8 / 751 +,MORRIS,1190,EAST HANOVER TWP,312406,161923
D. K-8 / 751 +,MORRIS,1530,FLORHAM PARK BORO,0,0
D. K-8 / 751 +,MORRIS,2000,HANOVER TWP,0,0
D. K-8 / 751 +,MORRIS,2650,LINCOLN PARK BORO,326044,384759
D. K-8 / 751 +,MORRIS,4000,LONG HILL TWP,295456,271115
D. K-8 / 751 +,MORRIS,4490,ROCKAWAY TWP,685457,1154726
D. K-8 / 751 +,MORRIS,5520,WASHINGTON TWP,0,0
D. K-8 / 751 +,MORRIS,5770,WHARTON BORO,470000,500000
D. K-8 / 751 +,PASSAIC,1920,HALEDON BORO,204510,99999
D. K-8 / 751 +,PASSAIC,2700,LITTLE FALLS TWP,504785,385723
D. K-8 / 751 +,PASSAIC,4270,PROSPECT PARK BORO,244685,0
D. K-8 / 751 +,PASSAIC,4400,RINGWOOD BORO,86218,615233
D. K-8 / 751 +,PASSAIC,5200,TOTOWA BORO,1197974,1168329
D. K-8 / 751 +,PASSAIC,5440,WANAQUE BORO,273278,251063
D. K-8 / 751 +,PASSAIC,5690,WOODLAND PARK,177186,237153
D. K-8 / 751 +,SOMERSET,510,BRANCHBURG TWP,0,17476
D. K-8 / 751 +,SOMERSET,1810,GREEN BROOK TWP,500000,382682
D. K-8 / 751 +,SOMERSET,5470,WARREN TWP,450000,440000
D. K-8 / 751 +,SUSSEX,640,BYRAM TWP,0,0
D. K-8 / 751 +,SUSSEX,5100,SUSSEX-WANTAGE REGIONAL,996079,1183675
D. K-8 / 751 +,WARREN,1840,GREENWICH TWP,255515,195451
D. K-8 / 751 +,WARREN,2790,LOPATCONG TWP,0,0
E. K-12 / 0 - 1800,BERGEN,440,BOGOTA BORO,375000,429174
E. K-12 / 0 - 1800,BERGEN,990,CRESSKILL BORO,100409,0
E. K-12 / 0 - 1800,BERGEN,1360,EMERSON BORO,105000,0
E. K-12 / 0 - 1800,BERGEN,3170,MIDLAND PARK BORO,400000,375000
E. K-12 / 0 - 1800,BERGEN,3600,NORTH ARLINGTON BORO,842261,1329680
E. K-12 / 0 - 1800,BERGEN,3910,PALISADES PARK,326588,390574
E. K-12 / 0 - 1800,BERGEN,3940,PARK RIDGE BORO,140051,376833
E. K-12 / 0 - 1800,BERGEN,4370,RIDGEFIELD BORO,83723,0
E. K-12 / 0 - 1800,BERGEN,4610,SADDLE BROOK TWP,0,264791
E. K-12 / 0 - 1800,BERGEN,5410,WALDWICK BORO,725517,750393
E. K-12 / 0 - 1800,BERGEN,5430,WALLINGTON BORO,489532,745190
E. K-12 / 0 - 1800,BERGEN,5830,WOOD-RIDGE BORO,118577,102140
E. K-12 / 0 - 1800,BURLINGTON,600,BURLINGTON CITY,854677,1088380
E. K-12 / 0 - 1800,BURLINGTON,1520,FLORENCE TWP,402279,626966
E. K-12 / 0 - 1800,BURLINGTON,3920,PALMYRA BORO,899802,986786
E. K-12 / 0 - 1800,BURLINGTON,4450,RIVERSIDE TWP,241338,920669
E. K-12 / 0 - 1800,CAMDEN,150,AUDUBON BORO,192856,85637
E. K-12 / 0 - 1800,CAMDEN,1880,HADDON HEIGHTS BORO,166989,30309
E. K-12 / 0 - 1800,CAMDEN,3770,OAKLYN BORO,91337,253457
E. K-12 / 0 - 1800,CAPE MAY,5790,WILDWOOD CITY,1043850,1156007
E. K-12 / 0 - 1800,ESSEX,760,CEDAR GROVE TWP,794329,759664
E. K-12 / 0 - 1800,GLOUCESTER,860,CLAYTON BORO,483067,283588
E. K-12 / 0 - 1800,GLOUCESTER,4020,PAULSBORO BORO,103443,18380
E. K-12 / 0 - 1800,GLOUCESTER,4140,PITMAN BORO,461979,531058
E. K-12 / 0 - 1800,GLOUCESTER,5860,WOODBURY CITY,632448,550000
E. K-12 / 0 - 1800,HUDSON,5580,WEEHAWKEN TWP,847342,768005
E. K-12 / 0 - 1800,HUNTERDON,1376,SOUTH HUNTERDON,7739,815760
E. K-12 / 0 - 1800,MIDDLESEX,1140,DUNELLEN BORO,214076,0
E. K-12 / 0 - 1800,MIDDLESEX,2150,HIGHLAND PARK BORO,0,49868
E. K-12 / 0 - 1800,MIDDLESEX,4830,SOUTH AMBOY CITY,166053,187318
E. K-12 / 0 - 1800,MIDDLESEX,4970,SPOTSWOOD BORO,295379,590090
E. K-12 / 0 - 1800,MONMOUTH,2400,KEANSBURG BORO,1147309,2134429
E. K-12 / 0 - 1800,MONMOUTH,2430,KEYPORT BORO,509782,540000
E. K-12 / 0 - 1800,MONMOUTH,2930,MANASQUAN BORO,373503,258374
E. K-12 / 0 - 1800,MORRIS,450,BOONTON TOWN,177699,0
E. K-12 / 0 - 1800,MORRIS,630,BUTLER BORO,696015,884800
E. K-12 / 0 - 1800,MORRIS,3460,MOUNTAIN LAKES BORO,434310,554056
E. K-12 / 0 - 1800,OCEAN,4190,PLUMSTED TWP,302077,65306
E. K-12 / 0 - 1800,OCEAN,4220,POINT PLEASANT BEACH BORO,168745,183201
E. K-12 / 0 - 1800,PASSAIC,4230,POMPTON LAKES BORO,200000,376216
E. K-12 / 0 - 1800,SALEM,4075,PENNSVILLE,0,0
E. K-12 / 0 - 1800,SALEM,4150,PITTSGROVE TWP,338000,0
E. K-12 / 0 - 1800,SALEM,4630,SALEM CITY,360551,289190
E. K-12 / 0 - 1800,SALEM,5910,WOODSTOWN-PILESGROVE REG,0,0
E. K-12 / 0 - 1800,SOMERSET,3000,MANVILLE BORO,0,0
E. K-12 / 0 - 1800,SUSSEX,2240,HOPATCONG,601924,698518
E. K-12 / 0 - 1800,SUSSEX,3590,NEWTON TOWN,0,0
E. K-12 / 0 - 1800,UNION,2420,KENILWORTH BORO,0,0
E. K-12 / 0 - 1800,WARREN,280,BELVIDERE TOWN,300000,0
F. K-12 / 1801 - 3500,ATLANTIC,590,BUENA REGIONAL,1487052,1113225
F. K-12 / 1801 - 3500,BERGEN,890,CLIFFSIDE PARK BORO,2076374,1845421
F. K-12 / 1801 - 3500,BERGEN,1130,DUMONT BORO,1076265,1224493
F. K-12 / 1801 - 3500,BERGEN,1345,ELMWOOD PARK,0,0
F. K-12 / 1801 - 3500,BERGEN,1370,ENGLEWOOD CITY,2215066,1968985
F. K-12 / 1801 - 3500,BERGEN,1760,GLEN ROCK BORO,1027911,1065485
F. K-12 / 1801 - 3500,BERGEN,2080,HASBROUCK HEIGHTS BORO,247841,0
F. K-12 / 1801 - 3500,BERGEN,2620,LEONIA BORO,2503317,2214056
F. K-12 / 1801 - 3500,BERGEN,2740,LODI BOROUGH,248180,496991
F. K-12 / 1801 - 3500,BERGEN,2860,LYNDHURST TWP,0,0
F. K-12 / 1801 - 3500,BERGEN,2900,MAHWAH TWP,1680659,1783052
F. K-12 / 1801 - 3500,BERGEN,3550,NEW MILFORD BORO,902382,831014
F. K-12 / 1801 - 3500,BERGEN,4310,RAMSEY BORO,2352131,2686088
F. K-12 / 1801 - 3500,BERGEN,4380,RIDGEFIELD PARK TWP,0,0
F. K-12 / 1801 - 3500,BERGEN,4600,RUTHERFORD BORO,341294,93097
F. K-12 / 1801 - 3500,BERGEN,5755,WESTWOOD REGIONAL,750000,750000
F. K-12 / 1801 - 3500,BURLINGTON,475,BORDENTOWN REGIONAL,0,0
F. K-12 / 1801 - 3500,BURLINGTON,840,CINNAMINSON TWP,1467318,1992060
F. K-12 / 1801 - 3500,BURLINGTON,1060,DELRAN TWP,934685,540921
F. K-12 / 1801 - 3500,BURLINGTON,3010,MAPLE SHADE TWP,1141089,1148892
F. K-12 / 1801 - 3500,CAMDEN,940,COLLINGSWOOD BORO,2376577,2017432
F. K-12 / 1801 - 3500,CAMDEN,1770,GLOUCESTER CITY,0,0
F. K-12 / 1801 - 3500,CAMDEN,1890,HADDON TWP,1652429,2021804
F. K-12 / 1801 - 3500,CAMDEN,1900,HADDONFIELD BORO,639455,515396
F. K-12 / 1801 - 3500,CAMDEN,2670,LINDENWOLD BORO,600578,587701
F. K-12 / 1801 - 3500,CAMDEN,4110,PINE HILL BORO,190502,0
