CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
,,STATE AVERAGE - ALL OPERATING TYPES,,,19228,,,,19651,,,
,,STATE MEDIAN - ALL OPERATING TYPES,,,18522,,,,19075,,,
ATLANTIC,10,ABSECON CITY,13898040,910.8,15259,9,14271640,906.1,15750,12,"K. K-12|K-8,751+",KK-12K-8751plus
ATLANTIC,110,ATLANTIC CITY,195583437,7135.2,27411,103,194708244,7310.6,26634,102,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,120,ATLANTIC CO VOCATIONAL,21826909,1188,18373,4,24311330,1398,17390,4,Q. COUNTY VOC,QCOUNTYVOC
ATLANTIC,125,ATLANTIC CO SPECIAL SERV,24390039,431,56584,6,24141362,411.2,58710,4,P. CSSD,PCSSD
ATLANTIC,570,BRIGANTINE CITY,21657249,898.2,24113,63,20707460,850.3,24353,61,"J. K-12|K-8,401-750",JK-12K-8401-750
ATLANTIC,590,BUENA REGIONAL,41923841,2078.6,20169,57,44813579,2007,22329,62,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
ATLANTIC,1300,EGG HARBOR CITY,11756656,504,23328,62,12206138,517.3,23594,59,"D. K-8|K-8,401-750",DK-8K-8401-750
ATLANTIC,1310,EGG HARBOR TWP,136451387,7593.1,17970,36,140105440,7575.1,18495,38,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,1410,ESTELL MANOR CITY,4828257,238.6,20236,40,4886027,213.5,22890,56,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,1540,FOLSOM BORO,8388635,525,15979,5,8658799,501,17284,11,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,1690,GALLOWAY TWP,63336967,3385.8,18707,51,65330760,3318.4,19687,51,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,1790,GREATER EGG HARBOR REG,78082439,3578.4,21821,26,81298769,3407.8,23857,34,"G. G9-12|7-12,9-12",GG9-127-129-12
ATLANTIC,1940,HAMILTON TWP,53469036,3144.7,17003,24,53268764,3096.2,17205,20,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,1960,HAMMONTON TOWN,52701420,3663.9,14384,1,52988652,3622.1,14629,1,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,2680,LINWOOD CITY,15957177,864.9,18450,48,15520318,862.4,17997,34,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,2910,MAINLAND REGIONAL,31947897,1430.6,22333,30,32436083,1363.7,23786,33,"G. G9-12|7-12,9-12",GG9-127-129-12
ATLANTIC,3020,MARGATE CITY,15217281,568.1,26787,71,15464008,531.2,29113,71,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,3480,MULLICA TWP,12615843,700.6,18008,27,12592487,770.2,16349,7,"D. K-8|K-8,401-750",DK-8K-8401-750
ATLANTIC,3720,NORTHFIELD CITY,16067873,974.8,16484,22,16472676,926.8,17775,30,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,4180,PLEASANTVILLE CITY,92664771,4038.9,22943,93,94797853,3983.2,23799,97,"N. K-12|K-12,3500+",NK-12K-123500plus
ATLANTIC,4240,PORT REPUBLIC CITY,2928933,179.7,16299,8,2874083,187.6,15321,2,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,4800,SOMERS POINT CITY,17507745,1065.9,16425,21,18892376,1018.9,18542,41,"E. K-8|K-8,751+",EK-8K-8751plus
ATLANTIC,5350,VENTNOR CITY,23858237,1113.2,21433,74,24555001,1064.1,23075,76,"K. K-12|K-8,751+",KK-12K-8751plus
ATLANTIC,5760,WEYMOUTH TWP,5227486,269.1,19425,35,5111982,253.8,20146,35,"I. K-12|K-8,0-400",IK-12K-80-400
ATLANTIC,6060,ATLANTIC CITY COMMUNITY,,,,,2783705,147.7,18847,69,O. CHARTER,OCHARTER
ATLANTIC,7410,CHARTER~TECH HIGH SCHOOL,5250638,327.7,16023,40,5944166,327.2,18167,62,O. CHARTER,OCHARTER
BERGEN,40,ALLENDALE BORO,17356748,911.6,19041,54,17295204,909.8,19009,47,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,80,ALPINE BORO,6077466,238.6,25471,68,10868397,228.1,47641,74,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,285,BERGEN CO SPECIAL SERVICE,61967715,677.5,91459,8,64451770,675.3,95438,8,P. CSSD,PCSSD
BERGEN,290,BERGEN COUNTY VOCATIONAL,71577083,2127.9,33637,21,81178694,2108,38510,21,Q. COUNTY VOC,QCOUNTYVOC
BERGEN,300,BERGENFIELD BORO,68379516,3463.3,19744,68,71929833,3439.8,20911,73,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,440,BOGOTA BORO,23177516,1145.6,20232,35,22352242,1131.7,19751,31,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,740,CARLSTADT BORO,12365207,603,20507,47,12929173,583.4,22161,53,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,745,CARLSTADT-EAST RUTHERFORD,14970772,478.2,31310,46,15520307,522.5,29705,44,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,890,CLIFFSIDE PARK BORO,47485345,2943.4,16133,10,48120395,2996.2,16061,6,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,930,CLOSTER BORO,20362131,1132.9,17973,41,20329789,1130.5,17983,33,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,990,CRESSKILL BORO,30948399,1739.5,17792,21,32323535,1800.3,17955,16,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1070,DEMAREST BORO,15018555,700.9,21428,56,14559858,694.9,20952,47,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,1130,DUMONT BORO,48991455,2676.1,18307,35,49611629,2647.7,18738,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1230,EAST RUTHERFORD BORO,17200259,790.2,21767,76,17600297,787.4,22353,75,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1270,EDGEWATER BORO,19959787,1168.9,17076,20,21804934,1314.5,16589,11,H. K-12|K-6,HK-12K-6
BERGEN,1345,ELMWOOD PARK,39296461,2599.7,15116,3,41989189,2591.8,16201,8,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1360,EMERSON BORO,20325538,1216.8,16704,14,22544613,1216.4,18534,23,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,1370,ENGLEWOOD CITY,67759573,3109.1,21794,64,74594769,3146.5,23707,66,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1380,ENGLEWOOD CLIFFS BORO,12640497,563.1,22449,60,12621150,577,21874,51,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,1450,FAIR LAWN BORO,93074865,4747.5,19605,67,96037435,4794.4,20031,61,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1470,FAIRVIEW BORO,23631848,1751.2,13494,1,25597911,1795.3,14258,2,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,1550,FORT LEE BORO,68555027,3809.1,17998,37,69990105,3784.4,18495,38,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1580,FRANKLIN LAKES BORO,30747050,1292.7,23785,78,31024607,1231.3,25197,78,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,1700,GARFIELD CITY,102448906,5070,20207,73,104751444,5132.6,20409,67,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,1760,GLEN ROCK BORO,50404929,2432.9,20718,60,51803850,2449.1,21152,57,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,1860,HACKENSACK CITY,107864947,5562.6,19391,61,108511757,5704.9,19021,44,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,2050,HARRINGTON PARK BORO,12351062,659.6,18725,33,12693904,662.8,19151,30,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2080,HASBROUCK HEIGHTS BORO,30843361,1923,16039,8,32300052,1911.2,16901,14,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2090,HAWORTH BORO,9887202,441.7,22385,59,10388632,411.7,25233,63,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,2180,HILLSDALE BORO,23040026,1313.7,17538,34,23541463,1262,18654,44,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,2200,HO HO KUS BORO,14681613,899.5,16322,9,15332021,888.2,17262,14,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,2620,LEONIA BORO,34588243,1696.1,20393,58,35514137,1837.9,19323,43,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2710,LITTLE FERRY BORO,19534787,1352.2,14447,3,21473195,1372,15651,9,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,2740,LODI BOROUGH,60081342,3484.3,17243,21,59887355,3405.4,17586,21,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2860,LYNDHURST TWP,40685961,2363.6,17213,20,41770602,2435.7,17150,17,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,2900,MAHWAH TWP,68134931,3230.7,21090,62,70223735,3134.5,22404,63,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3060,MAYWOOD BORO,20414780,1290.3,15822,14,21149172,1242.8,17017,19,"K. K-12|K-8,751+",KK-12K-8751plus
BERGEN,3170,MIDLAND PARK BORO,23020729,1018.9,22594,41,22436575,1013,22149,40,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3330,MONTVALE BORO,18147486,1058.4,17147,26,17924177,1059.8,16912,18,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3350,MOONACHIE BORO,9728110,392.8,24765,66,8806588,409.4,21513,42,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,3550,NEW MILFORD BORO,35794863,2044,17512,25,39437630,2006.6,19654,48,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,3600,NORTH ARLINGTON BORO,26927120,1766.8,15240,1,27174107,1758.4,15454,1,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3700,NORTHERN HIGHLANDS REG,29615242,1382.5,21421,25,31620430,1403.7,22527,26,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3710,NORTHERN VALLEY REGIONAL,60145138,2425.2,24800,40,62124489,2375.9,26147,40,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,3730,NORTHVALE BORO,10263342,539.2,19035,37,10582807,525.8,20127,40,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3740,NORWOOD BORO,11257505,600.1,18759,34,11308512,590.1,19162,31,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3760,OAKLAND BORO,28644613,1633.2,17539,35,32152923,1583.6,20304,60,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,3850,OLD TAPPAN BORO,14874648,779,19095,38,14221663,755.7,18820,27,"D. K-8|K-8,401-750",DK-8K-8401-750
BERGEN,3870,ORADELL BORO,12044722,783.9,15365,6,12245282,747.3,16387,9,A. K-6|K-6,AK-6K-6
BERGEN,3910,PALISADES PARK,25711247,1636.9,15708,3,27069389,1642.5,16481,3,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3930,PARAMUS BORO,82248129,3989.4,20617,78,88238465,3982,22160,89,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,3940,PARK RIDGE BORO,30842727,1321.5,23340,43,30996593,1290.9,24013,46,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,3960,PASCACK VALLEY REGIONAL,51370870,2101.3,24447,39,52444548,2060.7,25449,39,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4300,RAMAPO-INDIAN HILL REG,56618946,2354.2,24050,37,53999383,2349.1,22988,30,"G. G9-12|7-12,9-12",GG9-127-129-12
BERGEN,4310,RAMSEY BORO,58457490,2982.4,19601,52,61715715,2918.4,21147,56,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4370,RIDGEFIELD BORO,38417842,1773.6,21660,38,39445528,1758.5,22432,41,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4380,RIDGEFIELD PARK TWP,38751837,2358.6,16430,12,39769264,2354.4,16892,13,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4390,RIDGEWOOD VILLAGE,106223375,5817.2,18260,39,109353093,5751.9,19012,43,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,4405,RIVER DELL REGIONAL,33405572,1688.7,19782,17,34006087,1692.1,20097,13,"F. G7-12|7-12,9-12",FG7-127-129-12
BERGEN,4410,RIVER EDGE BORO,18543582,1168.1,15874,12,18782327,1204.1,15599,6,A. K-6|K-6,AK-6K-6
BERGEN,4430,RIVER VALE TWP,24663226,1177.5,20945,71,23408490,1248.4,18750,45,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,4470,ROCHELLE PARK TWP,11959643,635.2,18829,35,12958604,654.4,19803,37,"J. K-12|K-8,401-750",JK-12K-8401-750
BERGEN,4600,RUTHERFORD BORO,45646902,2550.7,17896,29,47685181,2566.7,18578,34,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,4610,SADDLE BROOK TWP,34567440,1713.4,20175,34,35093361,1730.8,20276,36,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,4620,SADDLE RIVER BORO,8866300,413.8,21425,44,9039647,414.6,21803,44,H. K-12|K-6,HK-12K-6
BERGEN,4870,SOUTH HACKENSACK TWP,8557127,347,24661,65,8495917,357.5,23766,60,"I. K-12|K-8,0-400",IK-12K-80-400
BERGEN,5150,TEANECK TWP,97324876,3864.8,25182,100,101402248,3721.7,27246,103,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5160,TENAFLY BORO,69393904,3663.6,18941,50,72266865,3681.9,19627,54,"N. K-12|K-12,3500+",NK-12K-123500plus
BERGEN,5330,UPPER SADDLE RIVER BORO,24339344,1312.3,18547,50,24898550,1264.5,19691,52,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5410,WALDWICK BORO,30839750,1623.5,18996,26,32014261,1606,19935,33,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5430,WALLINGTON BORO,19297821,1197.2,16119,6,22481758,1332.4,16873,9,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5755,WESTWOOD REGIONAL,54583071,2742.1,19906,54,55078767,2786,19770,51,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BERGEN,5830,WOOD-RIDGE BORO,20572523,1189.7,17292,16,23523817,1226.6,19178,27,"L. K-12|K-12,0-1800",LK-12K-120-1800
BERGEN,5880,WOODCLIFF LAKE BORO,16795179,780.3,21524,75,15866337,775,20473,62,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,5920,WYCKOFF TWP,41269877,1961.2,21043,73,42607555,2128,20023,56,"E. K-8|K-8,751+",EK-8K-8751plus
BERGEN,6013,BERGEN ARTS AND SCIENCES,11724332,873.7,13419,17,14316949,951.2,15051,28,O. CHARTER,OCHARTER
BERGEN,6430,ENGLEWOOD ON THE PALISAD,4174216,197.9,21093,76,4164468,201.2,20698,79,O. CHARTER,OCHARTER
BERGEN,7890,TEANECK COMMUNITY CS,5337126,305.6,17464,54,5705111,305.9,18650,67,O. CHARTER,OCHARTER
BURLINGTON,200,BASS RIVER TWP,2571472,110.1,23353,50,2642086,115.7,22827,50,A. K-6|K-6,AK-6K-6
BURLINGTON,380,BEVERLY CITY,7606117,375.5,20258,41,7616908,364.6,20890,40,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,475,BORDENTOWN REGIONAL,44211985,2547.5,17355,23,44931656,2263.4,19851,52,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,600,BURLINGTON CITY,43739119,1761.9,24825,47,44715908,1741.3,25680,48,"L. K-12|K-12,0-1800",LK-12K-120-1800
BURLINGTON,605,BURLINGTON CO SPEC SERV,42948915,846.1,50760,5,41476717,667.2,62169,6,P. CSSD,PCSSD
BURLINGTON,610,BURLINGTON CO VOCATIONAL,45202291,2027,22300,11,44500032,2032.8,21891,12,Q. COUNTY VOC,QCOUNTYVOC
BURLINGTON,620,BURLINGTON TWP,73087708,4096.3,17842,35,71965800,4049.7,17771,28,"N. K-12|K-12,3500+",NK-12K-123500plus
BURLINGTON,830,CHESTERFIELD TWP,11169239,699.2,15974,13,12057937,730.2,16514,10,A. K-6|K-6,AK-6K-6
BURLINGTON,840,CINNAMINSON TWP,46624240,2430.6,19182,49,46992730,2470.2,19024,42,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1030,DELANCO TWP,9013227,532.4,16931,12,9238829,519,17803,15,"I. K-12|K-8,0-400",IK-12K-80-400
BURLINGTON,1060,DELRAN TWP,48342020,3006.1,16081,9,49633052,3023.7,16415,10,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
BURLINGTON,1250,EASTAMPTON TWP,11867689,624.3,19009,36,11754263,610.2,19262,32,"D. K-8|K-8,401-750",DK-8K-8401-750
BURLINGTON,1280,EDGEWATER PARK TWP,18555155,1082.2,17146,25,18865472,1082.7,17425,24,"K. K-12|K-8,751+",KK-12K-8751plus
BURLINGTON,1420,EVESHAM TWP,83810886,4622.6,18131,44,85242838,4596.4,18546,42,"E. K-8|K-8,751+",EK-8K-8751plus
BURLINGTON,1520,FLORENCE TWP,30967626,1597.6,19383,28,30956639,1678.3,18445,22,"L. K-12|K-12,0-1800",LK-12K-120-1800
