CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
1,10,10042604,6706225,6458890,196444,50891,1157917,1031221,1139603,928935,984136,549576,0,47487,0,859,ABSECON CITY,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,110,132716506,84411871,79405290,2945328,2061253,16744249,15344790,11648607,9123489,18273115,10000081,0,1338863,351500,7038,ATLANTIC CITY,ATLANTIC,G. K-12 / 3501 +,3,A,,1,ATLANTIC
1,120,19934277,10522046,9722666,578950,220430,2374785,2171660,1991807,1371315,4130354,2058072,0,510624,103900,1479,ATLANTIC CO VOCATIONAL,ATLANTIC,J. VOC,8,,,1,ATLANTIC
1,125,21094554,12144718,11709718,135175,299825,3797953,3585557,2759405,2393960,2139477,1052018,250000,0,32500,402,ATLANTIC CO SPECIAL SERV,ATLANTIC,I. CSSD,7,,,1,ATLANTIC
1,570,13564012,8233307,7857582,291925,83800,2048004,1687337,1297159,1035359,1789624,959424,0,185374,78200,671,BRIGANTINE CITY,ATLANTIC,C. K-8 / 401 - 750,2,CD,,1,ATLANTIC
1,590,29776889,16973333,16491398,382183,99752,5231396,4193854,3238342,2539820,3489815,1781890,0,817934,18000,1928,BUENA REGIONAL,ATLANTIC,F. K-12 / 1801 - 3500,3,A,,1,ATLANTIC
1,1300,7650803,4639148,4488255,113893,37000,1162982,1071202,839281,696301,932113,412571,0,77279,0,505,EGG HARBOR CITY,ATLANTIC,C. K-8 / 401 - 750,2,A,,1,ATLANTIC
1,1310,106948804,63212498,61664196,1385393,162909,20037229,18065640,9005421,7215294,12299917,7790269,0,1257151,58485,7488,EGG HARBOR TWP,ATLANTIC,G. K-12 / 3501 +,3,CD,,1,ATLANTIC
1,1410,2853723,1519406,1413481,88000,17925,482405,376393,337558,284608,484402,234260,6000,14619,0,175,ESTELL MANOR CITY,ATLANTIC,B. K-8 / 0 - 400,2,DE,,1,ATLANTIC
1,1540,5763206,3253379,2884879,272000,96500,1081480,941230,703717,390417,650811,234811,0,71210,0,423,FOLSOM BORO,ATLANTIC,B. K-8 / 0 - 400,2,CD,,1,ATLANTIC
1,1690,50403646,32776931,31794703,751780,230448,7480295,6629345,4837279,4174517,5056624,2750082,85000,126242,5000,3206,GALLOWAY TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,1790,52831425,28033938,26420639,1226005,387294,6294429,5910929,6412710,4781638,8825571,5070042,0,3226786,429589,3328,GREATER EGG HARBOR REG,ATLANTIC,H. 7-12 / 9-12,5,CD,,1,ATLANTIC
1,1940,37574346,24019569,22843441,909667,266461,5637977,5244924,3627203,2916316,4102877,2185222,0,172476,160000,3173,HAMILTON TWP,ATLANTIC,D. K-8 / 751 +,2,CD,,1,ATLANTIC
1,1960,40436631,24636199,22947317,1494395,194487,6289951,5412969,3982825,3203181,4366748,1807480,0,836831,0,3627,HAMMONTON TOWN,ATLANTIC,G. K-12 / 3501 +,3,B,,1,ATLANTIC
1,2680,13513679,8104614,7737551,288830,78233,2092335,1965638,1586339,1223658,1601370,714020,0,129021,8000,856,LINWOOD CITY,ATLANTIC,D. K-8 / 751 +,2,GH,,1,ATLANTIC
1,2910,23632486,13445735,13023827,415408,6500,3494892,3143607,1953615,1468560,2855249,1380459,201004,1365459,179500,1339,MAINLAND REGIONAL,ATLANTIC,H. 7-12 / 9-12,5,DE,,1,ATLANTIC
1,3020,10361008,6149692,5680130,468562,1000,1736983,1388352,851576,678954,1450805,682962,51285,107229,29731,441,MARGATE CITY,ATLANTIC,B. K-8 / 0 - 400,2,DE,,1,ATLANTIC
1,3480,9965023,6361285,6046637,252078,62570,1110387,883595,1254994,1002558,1147653,552639,17000,73703,14900,762,MULLICA TWP,ATLANTIC,C. K-8 / 401 - 750,2,B,,1,ATLANTIC
1,3720,12806970,8656127,8273202,349800,33125,1400798,1208208,1392623,1071913,1266791,607468,16318,74312,7500,926,NORTHFIELD CITY,ATLANTIC,D. K-8 / 751 +,2,DE,,1,ATLANTIC
1,4180,70761323,40693186,37744599,2117732,830855,12491768,10751423,6527185,5023207,9151868,4771688,0,1263201,334649,3385,PLEASANTVILLE CITY,ATLANTIC,G. K-12 / 3501 +,3,A,1,1,ATLANTIC
