CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,ENROLL,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY
80,6060,1992789,1241231,947385,41989,251857,342892,22782,364345,184875,246933,0,0,0,0,150,ATLANTIC CITY COMMUNITY C,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6104,3131141,2031213,1279327,381500,370386,327237,229537,840406,371851,499800,0,0,0,140600,354,INTERNATIONAL ACADEMY OF,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,7410,4640990,2735812,2607497,65250,63065,941644,646188,1024607,836072,943577,0,0,0,105800,338,CHARTER~TECH HIGH SCHOOL,ATLANTIC,K. CHARTER,C,,,1,ATLANTIC
80,6013,10180765,6455526,5745526,467113,242887,1502825,1079761,2914308,1124670,1473432,0,0,0,47000,967,BERGEN ARTS AND SCIENCES,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6430,3293596,2524305,2353669,95600,75036,470800,295800,727308,531108,471671,0,0,0,65000,210,ENGLEWOOD ON THE PALISADE,BERGEN,K. CHARTER,C,,,1,BERGEN
80,7890,4135430,2688597,2577597,50000,61000,411638,297638,658379,577879,981816,0,0,0,13000,306,TEANECK COMMUNITY CHARTER,BERGEN,K. CHARTER,C,,,1,BERGEN
80,6026,1250206,826729,748429,36500,41800,160959,108959,313652,278452,183006,0,0,0,0,144,RIVERBANK CHARTER SCHOOL,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,6076,1822666,1089370,964370,105000,20000,201396,156396,437946,339146,367500,0,0,0,15000,155,BENJAMIN BANNEKER PREPARA,BURLINGTON,K. CHARTER,C,,,1,BURLINGTON
80,1799,6995989,5425117,3305319,595378,1524420,1261761,755566,1061686,759087,367743,0,0,0,0,497,KIPP COOPER NORCROSS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,1801,4250066,2607077,1995860,328010,283207,389802,187402,1666407,1106106,433500,0,0,0,10000,286,CAMDEN PREP,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,1802,18153741,12397071,8870044,949850,2577177,3309733,1183044,4777302,2562171,1222000,0,0,0,2048650,1404,MASTERY SCHOOLS OF CAMDE,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6024,2681509,2152517,1892922,148000,111595,351925,210825,439543,386543,410864,0,0,0,0,240,CAMDENS PRIDE CHARTER SCH,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6063,8251366,4327700,3239235,406569,681896,1077927,289283,1317382,557211,2234683,0,0,0,0,673,CAMDEN COMMUNITY CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6067,2072993,1101808,986651,39201,75956,193421,95221,802027,101422,225579,0,0,0,50800,198,THE KINGDOM CHARTER SCHOO,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6083,3502747,2923910,2572069,238245,113596,152092,77426,683838,193004,584204,0,0,0,0,320,KNOWLEDGE A TO Z CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6086,1993039,1340734,1161759,120000,58975,338167,176071,416198,338398,326545,0,0,0,0,179,HOPE COMMUNITY CS,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6212,5979550,4217458,3634458,305000,278000,831117,539117,789647,664647,1623019,0,0,0,10000,496,CAMDEN ACADEMY CHARTER HI,CAMDEN,K. CHARTER,C,,,1,CAMDEN
80,6215,6106199,4247207,3674007,367000,206200,669255,354255,1160893,919293,1748281,0,0,0,0,491,CAMDEN'S PROMISE CHARTER,CAMDEN,K. CHARTER,C,,,1,CAMDEN
