GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,,,1. State average - Operating Type K-6,1708,,,,1761,,,,1926,,,
A. K-6,,,2. State median - Operating Type K-6,1611,,,,1646,,,,1765,,,
A. K-6,,,5. State average - All operating types,1990,,,,2027,,,,2106,,,
A. K-6,,,6. State median - All operating types,1767,,,,1818,,,,1894,,,
A. K-6,BERGEN,1270,EDGEWATER BORO,737,2|56,0.070,0.551,994,6|56,0.093,0.660,1615,21|56,0.143,0.725
A. K-6,BERGEN,3870,ORADELL BORO,1636,29|56,0.133,0.792,1625,26|56,0.125,0.772,1726,25|56,0.125,0.755
A. K-6,BERGEN,4410,RIVER EDGE BORO,1586,28|56,0.127,0.915,1561,23|56,0.125,0.913,1581,18|56,0.118,0.891
A. K-6,BERGEN,4620,SADDLE RIVER BORO,5148,56|56,0.231,0.806,6275,56|56,0.261,0.866,6478,56|56,0.259,0.803
A. K-6,BURLINGTON,200,BASS RIVER TWP,2309,45|56,0.117,0.684,2306,45|56,0.119,0.691,2017,34|56,0.116,0.792
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,1445,22|56,0.134,0.765,1465,17|56,0.132,0.694,1518,16|56,0.139,0.746
A. K-6,BURLINGTON,2960,MANSFIELD TWP,1460,24|56,0.109,0.632,1631,27|56,0.120,0.651,1734,27|56,0.121,0.638
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,2185,41|56,0.139,0.912,2119,40|56,0.138,0.909,2593,44|56,0.159,0.901
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,2122,40|56,0.120,0.712,1632,28|56,0.089,0.637,1859,31|56,0.101,0.739
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,802,5|56,0.067,0.528,840,3|56,0.074,0.476,919,3|56,0.074,0.440
A. K-6,CAMDEN,5560,WATERFORD TWP,2438,47|56,0.175,0.832,2249,43|56,0.159,0.786,2666,48|56,0.158,0.766
A. K-6,CAPE MAY,710,CAPE MAY CITY,1917,36|56,0.098,0.645,1774,33|56,0.102,0.651,1875,32|56,0.108,0.652
A. K-6,CAPE MAY,2840,LOWER TWP,1974,37|56,0.148,0.896,1961,37|56,0.145,0.883,2078,37|56,0.149,0.890
