GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
A. K-6,Essex,1465,Fairfield Twp,76.3,22|58,76418,50|58,77.3,17|57,78891,46|57
A. K-6,Essex,3630,North Caldwell Boro,91.9,10|58,52575,13|58,91.2,9|57,52575,9|57
A. K-6,Essex,4530,Roseland Boro,62.4,38|58,70933,38|58,60.8,38|57,73729,40|57
A. K-6,Gloucester,1180,East Greenwich Twp,104.9,6|58,74294,46|58,93.4,7|57,75047,42|57
A. K-6,Gloucester,1330,Elk Twp,97.9,7|58,76234,49|58,92.1,8|57,80684,52|57
A. K-6,Gloucester,1590,Franklin Twp,74.4,28|58,55858,18|58,72.0,28|57,55273,12|57
A. K-6,Gloucester,2070,Harrison Twp,97.6,8|58,80725,55|58,84.1,10|57,83781,54|57
A. K-6,Gloucester,2990,Mantua Twp,70.2,30|58,75445,47|58,60.2,39|57,80389,49|57
A. K-6,Gloucester,3490,National Park Boro,90.0,11|58,69167,37|58,101.4,5|57,78782,45|57
A. K-6,Gloucester,4880,South Harrison Twp,64.7,36|58,64594,31|58,61.8,37|57,64594,25|57
A. K-6,Gloucester,5120,Swedesboro-Woolwich,79.1,20|58,64382,30|58,69.3,31|57,69361,34|57
A. K-6,Gloucester,5590,Wenonah Boro,39.1,55|58,67796,35|58,31.4,56|57,71296,35|57
A. K-6,Gloucester,5740,Westville Boro,67.5,32|58,59420,23|58,66.2,32|57,64254,24|57
A. K-6,Gloucester,5870,Woodbury Heights Boro,82.7,17|58,84352,57|58,76.3,18|57,84352,55|57
A. K-6,Hunterdon,2590,Lebanon Boro,55.0,48|58,53914,14|58,50.6,44|57,55084,11|57
A. K-6,Hunterdon,3180,Milford Boro,325.0,2|58,10665,N.A.,39.3,54|57,38627,3|57
A. K-6,Monmouth,130,Atlantic Highlands Boro,75.3,24|58,52469,12|58,79.7,14|57,67417,30|57
A. K-6,Monmouth,2160,Highlands Boro,55.9,46|58,21998,5|58,46.4,48|57,56725,14|57
A. K-6,Monmouth,4520,Roosevelt Boro,30.4,58|58,39732,8|58,26.7,57|57,41638,5|57
A. K-6,Morris,3240,Mine Hill Twp,134.4,5|58,63738,28|58,112.7,3|57,65753,28|57
A. K-6,Ocean,230,Beach Haven Boro,56.5,45|58,26471,6|58,83.7,11|57,27000,2|57
A. K-6,Ocean,320,Berkeley Twp,75.0,26|58,77100,51|58,73.8,23|57,80585,51|57
A. K-6,Ocean,1150,Eagleswood Twp,65.5,35|58,71338,39|58,96.4,6|57,50734,7|57
A. K-6,Ocean,2350,Island Heights Boro,379.3,1|58,5600,1|58,102.4,4|57,51600,8|57
A. K-6,Ocean,2690,Little Egg Harbor Twp,80.4,19|58,66814,34|58,75.2,21|57,65199,26|57
A. K-6,Ocean,2760,Long Beach Island,55.8,47|58,82719,56|58,53.8,43|57,91057,57|57
A. K-6,Ocean,3800,Ocean Gate Boro,66.0,33|58,64096,29|58,63.8,36|57,67460,31|57
A. K-6,Ocean,3820,Ocean Twp,47.7,53|58,78902,53|58,45.8,50|57,80452,50|57
A. K-6,Ocean,4710,Seaside Heights Boro,38.1,56|58,57029,19|58,41.7,53|57,59104,19|57
A. K-6,Ocean,5020,Stafford Twp,67.6,31|58,58997,22|58,72.6,27|57,58772,18|57
A. K-6,Ocean,5220,Tuckerton Boro,58.6,41|58,54707,15|58,78.0,16|57,57881,16|57
A. K-6,Sussex,1630,Fredon Twp,51.1,51|58,61679,26|58,46.3,49|57,63960,23|57
A. K-6,Sussex,1980,Hampton Twp,84.7,13|58,47093,9|58,82.0,12|57,55593,13|57
A. K-6,Sussex,4650,Sandyston-Walpack Twp,57.5,42|58,61433,25|58,58.0,40|57,61433,22|57
A. K-6,Sussex,5040,Stillwater Twp,59.5,40|58,69085,36|58,73.2,25|57,71775,36|57
A. K-6,Warren,400,Blairstown Twp,49.9,52|58,77235,52|58,42.6,52|57,77235,43|57
A. K-6,Warren,1620,Franklin Twp,54.7,49|58,55675,17|58,47.9,46|57,58375,17|57
A. K-6,Warren,1670,Frelinghuysen Twp,85.6,12|58,63054,27|58,130.0,2|57,82154,53|57
A. K-6,Warren,2470,Knowlton Twp,36.0,57|58,50677,10|58,34.9,55|57,47748,6|57
A. K-6,Warren,2970,Mansfield Twp,75.1,25|58,75638,48|58,54.7,41|57,78519,44|57
A. K-6,Warren,5480,Washington Boro,61.8,39|58,72720,40|58,73.3,24|57,72950,37|57
A. K-6,Warren,5530,Washington Twp,46.9,54|58,65440,33|58,43.1,51|57,68555,33|57
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,66.7,N.A.,72210,N.A.,62.3,N.A.,73964,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,2. State Median - Operating Type K-8,67.4,N.A.,70281,N.A.,64.5,N.A.,72112,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,5. State Average - All Operating Types,74.1,N.A.,78782,N.A.,68.8,N.A.,80199,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,6. State Median - All Operating Types,74.5,N.A.,77696,N.A.,71.0,N.A.,79000,N.A.
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,70.7,38|81,55745,28|81,72.4,35|81,55745,23|81
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,55.0,N.A.,58418,40|81,42.8,68|81,59756,32|81
B. K-8 / 0 - 400,Atlantic,3020,Margate City,45.1,68|81,96600,80|81,53.3,58|81,96600,80|81
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,74.3,33|81,46104,13|81,75.0,32|81,50678,16|81
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,149.1,9|81,39799,8|81,68.1,40|81,32065,4|81
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,61.2,46|81,84094,78|81,60.4,46|81,87037,78|81
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,64.5,44|81,55151,25|81,46.1,67|81,55361,22|81
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,280.0,2|81,101080,81|81,204.7,2|81,91643,79|81
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,110.4,18|81,68270,62|81,82.4,27|81,71110,61|81
B. K-8 / 0 - 400,Burlington,380,Beverly City,78.0,31|81,70058,65|81,78.3,30|81,70058,59|81
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,71.9,36|81,56267,30|81,84.7,23|81,54380,20|81
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,88.0,24|81,72446,69|81,83.0,25|81,76441,70|81
B. K-8 / 0 - 400,Burlington,4460,Riverton,60.6,48|81,37455,6|81,56.9,53|81,42144,9|81
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,84.4,25|81,84005,77|81,73.8,34|81,85560,77|81
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,108.5,19|81,33223,4|81,67.3,41|81,43654,10|81
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,54.1,59|81,62134,48|81,60.4,46|81,64205,48|81
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,158.0,7|81,46060,12|81,309.0,1|81,20619,2|81
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,97.6,21|81,58211,39|81,79.7,28|81,59917,34|81
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,130.0,12|81,56094,29|81,130.7,10|81,57864,27|81
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,14.3,81|81,80481,75|81,15.4,81|81,78891,74|81
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,34.8,78|81,74833,73|81,29.1,80|81,76945,71|81
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,14.4,80|81,83736,76|81,92.0,19|81,102716,81|81
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,58.7,51|81,69193,63|81,54.9,55|81,72244,63|81
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,116.0,16|81,55533,26|81,72.0,36|81,58230,28|81
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,78.8,29|81,73088,70|81,104.6,15|81,73312,64|81
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,174.0,4|81,61424,45|81,166.0,5|81,61424,40|81
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,60.0,49|81,39822,9|81,57.3,52|81,59964,35|81
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,152.7,8|81,64118,53|81,143.3,8|81,66568,52|81
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,36.5,76|81,56297,31|81,58.8,50|81,37658,6|81
B. K-8 / 0 - 400,Gloucester,1830,Greenwich Twp,60.8,47|81,57274,37|81,49.1,63|81,57274,26|81
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,126.7,13|81,36000,5|81,54.7,56|81,48000,13|81
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,44.2,69|81,65248,54|81,37.3,73|81,61349,39|81
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,43.3,70|81,51260,17|81,34.2,76|81,53375,18|81
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,70.9,37|81,37784,7|81,58.1,51|81,39360,7|81
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,35.1,77|81,67957,61|81,33.9,77|81,70827,60|81
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,94.5,N.A.,71770,68|81,94.5,17|81,74118,66|81
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,55.6,55|81,84140,79|81,40.6,70|81,78795,73|81
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,139.5,11|81,61568,46|81,127.0,11|81,62799,45|81
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,54.6,58|81,54935,24|81,108.0,14|81,54935,21|81
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,37.3,73|81,16630,1|81,49.4,61|81,15621,1|81
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,42.6,71|81,65353,55|81,42.2,69|81,65555,51|81
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,55.9,54|81,59637,43|81,53.1,59|81,63270,46|81
B. K-8 / 0 - 400,Hunterdon,5270,Union Twp,36.9,75|81,62319,49|81,35.6,74|81,79225,75|81
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,37.3,73|81,44281,11|81,29.9,79|81,45890,11|81
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,80.3,27|81,49937,14|81,76.8,31|81,59385,31|81
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,1341.7,1|81,43521,10|81,140.2,9|81,47220,12|81
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,54.0,60|81,28333,3|81,34.5,75|81,28333,3|81
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,54.0,60|81,54420,22|81,59.8,49|81,66600,53|81
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,78.7,30|81,51670,18|81,60.2,48|81,51515,17|81
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,51.3,62|81,77067,74|81,75.0,32|81,69585,57|81
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,24.5,79|81,70676,66|81,33.8,78|81,76148,69|81
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,57.8,52|81,57864,38|81,49.4,61|81,59869,33|81
B. K-8 / 0 - 400,Morris,460,Boonton Twp,72.7,35|81,70987,67|81,69.6,39|81,74108,65|81
B. K-8 / 0 - 400,Morris,2010,Harding Township,40.9,72|81,63860,51|81,38.4,71|81,64765,50|81
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,46.7,66|81,66113,57|81,50.4,60|81,67003,54|81
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,57.8,52|81,62042,47|81,46.4,66|81,59326,30|81
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,59.8,50|81,57222,36|81,61.5,45|81,62175,43|81
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,121.0,14|81,56675,32|81,116.4,12|81,33535,5|81
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,84.3,26|81,51187,16|81,92.0,19|81,56569,24|81
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,75.5,32|81,69373,64|81,96.9,16|81,71748,62|81
B. K-8 / 0 - 400,Salem,60,Alloway Twp,64.6,43|81,66490,59|81,91.1,22|81,70010,58|81
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,164.3,5|81,60877,44|81,160.0,6|81,62747,44|81
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,162.0,6|81,50500,15|81,168.0,4|81,50500,15|81
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,194.0,3|81,59159,42|81,169.0,3|81,61803,42|81
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,94.3,23|81,54338,21|81,92.7,18|81,59137,29|81
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,148.6,10|81,57066,34|81,55.6,54|81,61159,38|81
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,100.0,20|81,63956,52|81,83.7,24|81,63489,47|81
B. K-8 / 0 - 400,Sussex,1800,Green Twp,66.8,41|81,65692,56|81,62.4,44|81,74477,67|81
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,45.4,67|81,67535,60|81,37.9,72|81,67535,55|81
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,48.4,64|81,74810,72|81,47.4,64|81,77135,72|81
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,48.4,64|81,62571,50|81,83.0,25|81,61451,41|81
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,65.6,42|81,53995,20|81,65.1,43|81,53995,19|81
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,62.0,45|81,57125,35|81,47.1,65|81,60580,36|81
B. K-8 / 0 - 400,Union,1710,Garwood Boro,68.8,40|81,73912,71|81,71.4,37|81,75187,68|81
B. K-8 / 0 - 400,Union,5810,Winfield Twp,70.1,39|81,22762,2|81,53.4,57|81,41293,8|81
B. K-8 / 0 - 400,Warren,70,Alpha Boro,117.5,15|81,66310,58|81,92.0,19|81,67720,56|81
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,80.0,28|81,55620,27|81,69.7,38|81,56870,25|81
B. K-8 / 0 - 400,Warren,2250,Hope Twp,49.6,63|81,54789,23|81,116.0,13|81,82693,76|81
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,73.3,34|81,58880,41|81,65.3,42|81,60875,37|81
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,110.9,17|81,53534,19|81,150.0,7|81,49987,14|81
B. K-8 / 0 - 400,Warren,5780,White Twp,55.5,56|81,56805,33|81,79.7,28|81,64470,49|81
C. K-8 / 401 - 750,Statewide,N.A.,1. State Average - Operating Type K-8,66.7,N.A.,72210,N.A.,62.3,N.A.,73964,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,2. State Median - Operating Type K-8,67.4,N.A.,70281,N.A.,64.5,N.A.,72112,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,5. State Average - All Operating Types,74.1,N.A.,78782,N.A.,68.8,N.A.,80199,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,6. State Median - All Operating Types,74.5,N.A.,77696,N.A.,71.0,N.A.,79000,N.A.
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,46.5,60|63,97718,63|63,37.0,63|63,83916,61|63
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,46.2,61|63,78163,57|63,48.8,57|63,78677,48|63
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,70.2,25|63,73961,47|63,72.0,18|63,74244,43|63
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,74.8,N.A.,60995,11|63,64.2,28|63,66000,21|63
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,82.8,11|63,82561,60|63,68.9,24|63,83838,60|63
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,47.9,59|63,69790,38|63,54.5,46|63,81940,56|63
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,58.9,41|63,71990,43|63,51.1,54|63,80527,50|63
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,62.5,35|63,68848,34|63,55.0,45|63,68574,30|63
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,77.4,16|63,77866,56|63,65.7,27|63,80652,52|63
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,76.4,17|63,67689,30|63,69.9,22|63,70505,37|63
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,57.6,47|63,75203,48|63,67.6,25|63,82992,58|63
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,55.8,52|63,71015,40|63,52.5,51|63,80966,54|63
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,71.7,23|63,62080,14|63,52.6,50|63,68820,32|63
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,58.8,42|63,80556,58|63,53.0,48|63,78611,47|63
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,72.1,21|63,63564,18|63,70.3,20|63,66274,24|63
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,65.8,30|63,55638,4|63,61.7,33|63,57365,5|63
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,80.3,13|63,56923,9|63,72.4,16|63,57806,6|63
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,65.3,32|63,76754,53|63,62.5,32|63,81169,55|63
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,57.7,45|63,63313,17|63,52.7,49|63,63313,16|63
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,52.1,55|63,69765,37|63,50.1,56|63,80604,51|63
C. K-8 / 401 - 750,Camden,190,Barrington Boro,85.3,10|63,66109,28|63,82.3,11|63,69909,34|63
C. K-8 / 401 - 750,Camden,340,Berlin Twp,69.8,27|63,62117,16|63,97.3,5|63,56832,3|63
C. K-8 / 401 - 750,Camden,880,Clementon Boro,69.0,28|63,56403,6|63,55.8,43|63,53963,1|63
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,107.5,N.A.,69669,36|63,101.0,4|63,69669,33|63
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,93.6,8|63,72087,44|63,85.9,9|63,66004,22|63
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,81.0,12|63,75498,49|63,74.0,15|63,75498,45|63
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,58.2,43|63,66485,29|63,75.5,13|63,66485,26|63
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,46.1,62|63,56750,8|63,50.7,55|63,58152,8|63
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,184.0,1|63,54812,3|63,161.0,2|63,62454,12|63
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,89.2,9|63,77071,54|63,90.0,7|63,77071,46|63
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,56.4,50|63,65581,26|63,60.0,36|63,67855,29|63
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,45.7,63|63,75769,50|63,46.4,58|63,73070,41|63
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,78.4,14|63,64555,24|63,52.2,52|63,60124,10|63
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,62.5,35|63,73100,45|63,58.5,41|63,74913,44|63
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,107.1,5|63,88268,62|63,88.5,8|63,90553,63|63
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,60.6,40|63,69050,35|63,41.5,62|63,64150,18|63
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,77.7,15|63,63700,21|63,72.1,17|63,64700,19|63
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,63.2,34|63,61350,12|63,58.9,40|63,60790,11|63
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,75.6,18|63,81174,59|63,74.9,14|63,82399,57|63
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,56.2,51|63,52919,2|63,45.0,60|63,67621,28|63
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,57.0,48|63,63657,19|63,63.0,31|63,66269,23|63
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,72.7,20|63,55754,5|63,70.5,19|63,55942,2|63
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,103.6,6|63,76460,52|63,258.1,1|63,62855,14|63
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,71.8,22|63,61395,13|63,59.2,38|63,63110,15|63
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,65.8,30|63,62095,15|63,67.5,26|63,70070,35|63
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,66.7,29|63,70787,39|63,64.0,30|63,73374,42|63
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,70.3,24|63,63663,20|63,53.1,47|63,57010,4|63
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,93.8,7|63,86518,61|63,80.9,12|63,87685,62|63
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,61.1,39|63,68680,33|63,60.2,35|63,68680,31|63
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,63.5,33|63,65969,27|63,55.6,44|63,59269,9|63
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,49.1,58|63,75818,51|63,44.1,61|63,83168,59|63
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,58.1,44|63,71245,41|63,70.2,21|63,72625,40|63
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,57.7,45|63,60365,10|63,85.4,10|63,62635,13|63
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,53.7,54|63,71280,42|63,60.4,34|63,63525,17|63
C. K-8 / 401 - 750,Sussex,90,Andover Reg,55.0,53|63,63731,22|63,46.4,58|63,65224,20|63
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,51.0,57|63,73478,46|63,52.0,53|63,80693,53|63
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,56.8,49|63,68137,31|63,59.0,39|63,70626,38|63
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,135.1,2|63,77269,55|63,121.6,3|63,80327,49|63
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,62.2,37|63,63915,23|63,69.3,23|63,66326,25|63
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,51.2,56|63,56486,7|63,57.9,42|63,58007,7|63
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,61.6,38|63,68630,32|63,59.5,37|63,71031,39|63
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,70.0,N.A.,64863,25|63,64.2,28|63,67612,27|63
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,108.6,3|63,47158,1|63,91.3,6|63,70407,36|63
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,66.7,N.A.,72210,N.A.,62.3,N.A.,73964,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,67.4,N.A.,70281,N.A.,64.5,N.A.,72112,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,74.1,N.A.,78782,N.A.,68.8,N.A.,80199,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,74.5,N.A.,77696,N.A.,71.0,N.A.,79000,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,83.3,18|73,61634,12|73,85.9,11|73,64318,9|73
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,71.8,33|73,84745,63|73,63.4,41|73,83022,58|73
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,77.7,23|73,60771,10|73,73.1,23|73,60527,3|73
D. K-8 / 751 +,Atlantic,2680,Linwood City,67.9,40|73,68440,23|73,68.3,31|73,73905,35|73
D. K-8 / 751 +,Atlantic,3720,Northfield City,90.7,12|73,59438,7|73,79.2,16|73,58758,1|73
D. K-8 / 751 +,Atlantic,4800,Somers Point City,58.4,56|73,86431,67|73,75.9,18|73,86925,65|73
D. K-8 / 751 +,Bergen,40,Allendale Boro,79.7,20|73,84092,60|73,72.3,24|73,85437,63|73
D. K-8 / 751 +,Bergen,930,Closter Boro,91.8,10|73,90215,71|73,82.1,14|73,92355,71|73
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,77.3,25|73,71754,34|73,73.4,21|73,74826,38|73
D. K-8 / 751 +,Bergen,1470,Fairview Boro,127.7,3|73,55800,2|73,112.7,4|73,60645,4|73
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,42.1,72|73,68666,25|73,38.1,73|73,74956,39|73
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,61.0,53|73,81082,54|73,58.0,48|73,84332,60|73
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,143.8,1|73,85236,64|73,135.0,2|73,66059,15|73
D. K-8 / 751 +,Bergen,3060,Maywood Boro,84.6,16|73,57275,4|73,68.7,29|73,59305,2|73
D. K-8 / 751 +,Bergen,3330,Montvale Boro,89.7,13|73,73170,37|73,85.0,12|73,75757,42|73
