GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,14.6,N.A.,15.1,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,13.1,N.A.,13.5,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,14.6,N.A.,14.6,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,13.7,N.A.,13.8,N.A.
A. K-6,Bergen,1270,Edgewater Boro,13.7,27|58,17.3,18|57
A. K-6,Bergen,3870,Oradell Boro,10.5,43|58,12.3,33|57
A. K-6,Bergen,4410,River Edge Boro,12.9,31|58,13.6,28|57
A. K-6,Bergen,4620,Saddle River Boro,5.3,57|58,5.7,56|57
A. K-6,Burlington,200,Bass River Twp,14.6,25|58,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,13.9,26|58,11.3,36|57
A. K-6,Burlington,2960,Mansfield Twp,10.8,41|58,11.0,40|57
A. K-6,Burlington,3650,North Hanover Twp,15.7,23|58,14.6,27|57
A. K-6,Burlington,5010,Springfield Twp,9.5,47|58,10.4,41|57
A. K-6,Camden,2540,Laurel Springs Boro,10.4,44|58,9.6,44|57
A. K-6,Camden,3770,Oaklyn Boro,37.3,1|58,31.2,3|57
A. K-6,Camden,5560,Waterford Twp,16.5,19|58,16.6,20|57
A. K-6,Cape May,710,Cape May City,11.1,39|58,11.1,39|57
A. K-6,Cape May,2840,Lower Twp,19.4,8|58,19.2,10|57
A. K-6,Cape May,5610,West Cape May Boro,6.4,56|58,6.6,53|57
A. K-6,Essex,1400,Essex Fells Boro,18.1,13|58,18.9,12|57
A. K-6,Essex,1465,Fairfield Twp,14.8,24|58,15.8,26|57
A. K-6,Essex,3630,North Caldwell Boro,18.5,10|58,19.2,10|57
A. K-6,Essex,4530,Roseland Boro,16.9,16|58,16.0,22|57
A. K-6,Gloucester,1180,East Greenwich Twp,17.0,15|58,20.6,9|57
A. K-6,Gloucester,1330,Elk Twp,35.0,2|58,35.8,2|57
A. K-6,Gloucester,1590,Franklin Twp,16.8,17|58,16.9,19|57
A. K-6,Gloucester,2070,Harrison Twp,16.1,22|58,15.9,24|57
A. K-6,Gloucester,2990,Mantua Twp,20.9,6|58,23.6,7|57
A. K-6,Gloucester,3490,National Park Boro,10.3,45|58,30.0,4|57
A. K-6,Gloucester,4880,South Harrison Twp,34.1,3|58,36.1,1|57
A. K-6,Gloucester,5120,Swedesboro-Woolwich,16.3,20|58,16.0,22|57
A. K-6,Gloucester,5590,Wenonah Boro,11.3,37|58,8.8,46|57
A. K-6,Gloucester,5740,Westville Boro,12.3,33|58,15.9,24|57
A. K-6,Gloucester,5870,Woodbury Heights Boro,27.4,5|58,26.7,6|57
A. K-6,Hunterdon,2590,Lebanon Boro,8.1,54|58,7.1,52|57
A. K-6,Hunterdon,3180,Milford Boro,3.7,58|58,N.R.,N.R.
A. K-6,Monmouth,130,Atlantic Highlands Boro,10.8,41|58,10.0,43|57
A. K-6,Monmouth,2160,Highlands Boro,11.3,37|58,17.4,17|57
A. K-6,Monmouth,4520,Roosevelt Boro,11.1,39|58,11.5,35|57
A. K-6,Morris,3240,Mine Hill Twp,11.5,36|58,12.0,34|57
A. K-6,Ocean,230,Beach Haven Boro,12.2,34|58,6.0,55|57
A. K-6,Ocean,320,Berkeley Twp,18.3,11|58,18.5,14|57
A. K-6,Ocean,1150,Eagleswood Twp,8.5,51|58,8.8,46|57
A. K-6,Ocean,2350,Island Heights Boro,9.2,48|58,11.3,36|57
A. K-6,Ocean,2690,Little Egg Harbor Twp,13.1,29|58,13.3,29|57
A. K-6,Ocean,2760,Long Beach Island,11.6,35|58,8.7,48|57
A. K-6,Ocean,3800,Ocean Gate Boro,8.2,52|58,8.1,50|57
A. K-6,Ocean,3820,Ocean Twp,16.3,20|58,22.6,8|57
A. K-6,Ocean,4710,Seaside Heights Boro,30.0,4|58,29.8,5|57
A. K-6,Ocean,5020,Stafford Twp,16.6,18|58,18.7,13|57
A. K-6,Ocean,5220,Tuckerton Boro,18.9,9|58,18.3,16|57
A. K-6,Sussex,1630,Fredon Twp,8.2,52|58,12.8,32|57
A. K-6,Sussex,1980,Hampton Twp,13.0,30|58,11.3,36|57
A. K-6,Sussex,4650,Sandyston-Walpack Twp,18.3,11|58,7.8,51|57
A. K-6,Sussex,5040,Stillwater Twp,9.1,49|58,10.1,42|57
A. K-6,Warren,400,Blairstown Twp,12.7,32|58,13.0,31|57
A. K-6,Warren,1620,Franklin Twp,9.6,46|58,9.3,45|57
A. K-6,Warren,1670,Frelinghuysen Twp,6.9,55|58,6.1,54|57
A. K-6,Warren,2470,Knowlton Twp,9.1,49|58,8.6,49|57
