GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,868,N.A.,0.056,0.489,832,N.A.,0.053,0.5,921,N.A.,0.054,0.481
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,856,N.A.,0.05,0.475,847,N.A.,0.05,0.473,923,N.A.,0.05,0.458
A. K-6,Statewide,N.A.,5. State average - All operating types,955,N.A.,0.059,0.493,964,N.A.,0.059,0.501,1040,N.A.,0.059,0.496
A. K-6,Statewide,N.A.,6. State median - All operating types,886,N.A.,0.055,0.464,883,N.A.,0.054,0.472,985,N.A.,0.056,0.492
A. K-6,Bergen,1270,Edgewater Boro,767,20|57,0.065,0.5432,806,25|57,0.063,0.5299,910,28|57,0.059,0.5436
A. K-6,Bergen,3870,Oradell Boro,882,30|57,0.059,0.5438,847,28|57,0.056,0.5287,923,29|57,0.058,0.5656
A. K-6,Bergen,4410,River Edge Boro,701,16|57,0.051,0.6096,706,16|57,0.049,0.5835,758,18|57,0.049,0.5844
A. K-6,Bergen,4620,Saddle River Boro,1398,52|57,0.053,0.548,1393,50|57,0.047,0.5945,1653,54|57,0.054,0.505
A. K-6,Burlington,200,Bass River Twp,1223,48|57,0.059,0.4682,1062,42|57,0.045,0.4728,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,840,27|57,0.066,0.5941,860,30|57,0.062,0.5993,1108,41|57,0.069,0.6085
A. K-6,Burlington,2960,Mansfield Twp,1139,44|57,0.06,0.5605,1154,46|57,0.06,0.5493,1274,49|57,0.06,0.528
A. K-6,Burlington,3650,North Hanover Twp,954,36|57,0.053,0.511,913,32|57,0.052,0.5422,981,32|57,0.049,0.4868
A. K-6,Burlington,5010,Springfield Twp,1249,49|57,0.068,0.5948,1047,40|57,0.068,0.5772,1082,38|57,0.065,0.6038
A. K-6,Camden,2540,Laurel Springs Boro,133,2|57,0.01,0.1037,309,2|57,0.022,0.2091,301,4|57,0.018,0.1679
A. K-6,Camden,3770,Oaklyn Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,16,1|57,9E-4,0.0088
A. K-6,Camden,5560,Waterford Twp,769,21|57,0.041,0.2674,787,24|57,0.043,0.3343,935,30|57,0.047,0.4056
A. K-6,Cape May,710,Cape May City,1590,53|57,0.064,0.452,1675,54|57,0.069,0.4919,1423,51|57,0.07,0.4221
A. K-6,Cape May,2840,Lower Twp,1329,51|57,0.089,0.6427,1390,49|57,0.091,0.6754,1353,50|57,0.081,0.6468
A. K-6,Cape May,5610,West Cape May Boro,639,13|57,0.039,0.4055,540,8|57,0.03,0.2544,751,15|57,0.04,0.3556
A. K-6,Essex,1400,Essex Fells Boro,1142,45|57,0.061,0.6337,1177,47|57,0.06,0.5761,1189,47|57,0.06,0.5405
A. K-6,Essex,1465,Fairfield Twp,833,26|57,0.052,0.4863,827,27|57,0.052,0.4891,876,25|57,0.05,0.4875
A. K-6,Essex,3630,North Caldwell Boro,1109,40|57,0.064,0.5286,988,38|57,0.058,0.5186,1185,46|57,0.064,0.5448
A. K-6,Essex,4530,Roseland Boro,717,18|57,0.047,0.5237,741,19|57,0.046,0.464,856,23|57,0.049,0.485
A. K-6,Gloucester,1180,East Greenwich Twp,634,12|57,0.054,0.5292,633,11|57,0.052,0.5288,685,12|57,0.051,0.4939
A. K-6,Gloucester,1330,Elk Twp,685,14|57,0.047,0.49,743,20|57,0.047,0.4837,767,19|57,0.043,0.3843
A. K-6,Gloucester,1590,Franklin Twp,898,31|57,0.074,0.5768,981,36|57,0.071,0.5812,1003,34|57,0.069,0.5358
