GROUP,CONAME,DIST,DISTNAME,PP15,RK15,PCT15,PP25,RK25,PCT25,PP35,RK35,PCT35
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,208,N.A.,0.013,195,N.A.,0.012,279,N.A.,0.016
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,228,N.A.,0.013,210,N.A.,0.012,312,N.A.,0.017
A. K-6,Statewide,N.A.,5. State average - All operating types,296,N.A.,0.018,277,N.A.,0.017,355,N.A.,0.02
A. K-6,Statewide,N.A.,6. State median - All operating types,229,N.A.,0.014,210,N.A.,0.013,281,N.A.,0.016
A. K-6,Bergen,1270,Edgewater Boro,153,21|58,0.013,167,22|57,0.013,312,29|57,0.02
A. K-6,Bergen,3870,Oradell Boro,278,36|58,0.019,202,27|57,0.013,222,21|57,0.014
A. K-6,Bergen,4410,River Edge Boro,221,29|58,0.016,221,31|57,0.015,365,39|57,0.023
A. K-6,Bergen,4620,Saddle River Boro,404,45|58,0.015,728,53|57,0.025,299,27|57,0.01
A. K-6,Burlington,200,Bass River Twp,760,54|58,0.037,676,52|57,0.029,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,50,6|58,0.004,150,19|57,0.011,581,47|57,0.036
A. K-6,Burlington,2960,Mansfield Twp,217,28|58,0.011,211,30|57,0.011,303,28|57,0.014
A. K-6,Burlington,3650,North Hanover Twp,259,34|58,0.014,187,24|57,0.011,353,37|57,0.018
A. K-6,Burlington,5010,Springfield Twp,147,20|58,0.008,323,38|57,0.021,131,11|57,0.008
A. K-6,Camden,2540,Laurel Springs Boro,194,27|58,0.014,210,29|57,0.015,330,32|57,0.02
A. K-6,Camden,3770,Oaklyn Boro,916,56|58,0.049,1113,56|57,0.067,953,53|57,0.054
A. K-6,Camden,5560,Waterford Twp,84,11|58,0.004,73,9|57,0.004,120,9|57,0.006
A. K-6,Cape May,710,Cape May City,321,40|58,0.013,376,43|57,0.015,389,40|57,0.019
