GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,10.7,N.A.,65681,N.A.,10.3,N.A.,66992,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,10.0,N.A.,63682,N.A.,9.7,N.A.,64625,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,11.7,N.A.,73902,N.A.,11.6,N.A.,75670,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,11.2,N.A.,70818,N.A.,11.0,N.A.,72931,N.A.
A. K-6,Bergen,1270,Edgewater Boro,13.1,2|58,56678,10|58,14.2,1|57,64104,29|57
A. K-6,Bergen,3870,Oradell Boro,11.7,12|58,68308,48|58,11.3,11|57,70580,48|57
A. K-6,Bergen,4410,River Edge Boro,13.2,1|58,65547,41|58,13.0,2|57,65692,36|57
A. K-6,Bergen,4620,Saddle River Boro,8.5,44|58,74718,56|58,7.6,50|57,64173,30|57
A. K-6,Burlington,200,Bass River Twp,7.3,52|58,61302,25|58,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,11.2,16|58,66402,44|58,10.4,19|57,66402,39|57
A. K-6,Burlington,2960,Mansfield Twp,9.5,35|58,64793,34|58,8.9,36|57,66668,41|57
A. K-6,Burlington,3650,North Hanover Twp,9.9,30|58,70909,51|58,9.0,33|57,70367,47|57
A. K-6,Burlington,5010,Springfield Twp,11.8,9|58,61278,23|58,12.8,3|57,61278,18|57
A. K-6,Camden,2540,Laurel Springs Boro,12.7,3|58,58081,11|58,11.5,8|57,64286,32|57
A. K-6,Camden,3770,Oaklyn Boro,9.8,32|58,55652,8|58,10.1,22|57,59285,12|57
A. K-6,Camden,5560,Waterford Twp,10.0,28|58,61295,24|58,10.0,23|57,64393,33|57
A. K-6,Cape May,710,Cape May City,7.4,51|58,58640,12|58,7.4,52|57,62765,24|57
A. K-6,Cape May,2840,Lower Twp,10.9,19|58,61652,27|58,10.0,23|57,57548,8|57
A. K-6,Cape May,5610,West Cape May Boro,8.9,41|58,54955,6|58,7.7,49|57,56543,6|57
A. K-6,Essex,1400,Essex Fells Boro,7.7,49|58,65483,39|58,7.3,54|57,66143,38|57
A. K-6,Essex,1465,Fairfield Twp,10.6,21|58,65413,38|58,10.0,23|57,60666,16|57
A. K-6,Essex,3630,North Caldwell Boro,10.4,23|58,51904,2|58,9.9,26|57,51904,2|57
A. K-6,Essex,4530,Roseland Boro,10.9,19|58,64683,33|58,11.3,11|57,67529,44|57
A. K-6,Gloucester,1180,East Greenwich Twp,12.3,5|58,64380,32|58,11.7,5|57,63924,28|57
A. K-6,Gloucester,1330,Elk Twp,10.2,25|58,72762,54|58,9.7,29|57,75929,55|57
A. K-6,Gloucester,1590,Franklin Twp,12.3,5|58,53358,3|58,11.0,13|57,54573,4|57
A. K-6,Gloucester,2070,Harrison Twp,12.4,4|58,65035,35|58,11.7,5|57,71837,51|57
A. K-6,Gloucester,2990,Mantua Twp,9.8,32|58,60203,17|58,9.9,26|57,64422,34|57
A. K-6,Gloucester,3490,National Park Boro,11.8,9|58,67597,47|58,10.8,15|57,58476,11|57
A. K-6,Gloucester,4880,South Harrison Twp,11.4,13|58,59393,13|58,10.2,20|57,56654,7|57
A. K-6,Gloucester,5120,Swedesboro-Woolwich,11.0,17|58,65532,40|58,10.8,15|57,68632,46|57
A. K-6,Gloucester,5590,Wenonah Boro,9.1,38|58,60341,18|58,9.9,26|57,62516,23|57
A. K-6,Gloucester,5740,Westville Boro,11.3,14|58,74725,57|58,10.5,18|57,78740,56|57
