GROUP,CONAME,DIST,DISTNAME,PP13,RK13,PCT13,SBA3,PP23,RK23,PCT23,SBB3,PP33,RK33,PCT33,SBC3
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,8731,N.A.,0.565,0.938,9053,N.A.,0.577,0.941,9514,N.A.,0.559,0.933
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,9177,N.A.,0.537,0.923,9404,N.A.,0.554,0.958,10109,N.A.,0.546,0.94
A. K-6,Statewide,N.A.,5. State average - All operating types,8870,N.A.,0.55,0.939,9009,N.A.,0.552,0.94,9520,N.A.,0.544,0.932
A. K-6,Statewide,N.A.,6. State median - All operating types,8835,N.A.,0.545,0.933,8932,N.A.,0.551,0.942,9558,N.A.,0.545,0.932
A. K-6,Bergen,1270,Edgewater Boro,6360,1|58,0.542,0.9266,6757,1|57,0.524,0.9215,8563,10|57,0.553,0.8977
A. K-6,Bergen,3870,Oradell Boro,8608,17|58,0.574,0.9351,8900,21|57,0.583,0.948,9118,15|57,0.576,0.9558
A. K-6,Bergen,4410,River Edge Boro,8710,18|58,0.627,0.9508,8790,18|57,0.616,0.9396,9609,24|57,0.617,0.9367
A. K-6,Bergen,4620,Saddle River Boro,12286,51|58,0.467,0.9501,14068,55|57,0.477,0.9435,13116,51|57,0.426,0.9649
A. K-6,Burlington,200,Bass River Twp,11675,45|58,0.565,0.935,13724,53|57,0.58,0.9465,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,6518,2|58,0.512,0.9028,6915,2|57,0.497,0.9211,7885,4|57,0.488,0.8897
A. K-6,Burlington,2960,Mansfield Twp,9739,34|58,0.516,0.9356,9816,33|57,0.512,0.9372,10920,39|57,0.511,0.9326
A. K-6,Burlington,3650,North Hanover Twp,10500,39|58,0.582,0.949,9991,36|57,0.565,0.9407,11381,44|57,0.567,0.9325
A. K-6,Burlington,5010,Springfield Twp,10110,36|58,0.552,0.9592,8069,10|57,0.526,0.9279,9028,14|57,0.544,0.9554
A. K-6,Camden,2540,Laurel Springs Boro,7537,9|58,0.563,0.9075,7807,7|57,0.546,0.9209,9252,16|57,0.562,0.9222
A. K-6,Camden,3770,Oaklyn Boro,8896,21|58,0.478,0.8471,8349,13|57,0.502,0.8507,7956,5|57,0.451,0.8275
A. K-6,Camden,5560,Waterford Twp,8977,23|58,0.483,0.9298,9213,25|57,0.509,0.9563,10109,29|57,0.514,0.9596
A. K-6,Cape May,710,Cape May City,12779,54|58,0.517,0.9185,13412,52|57,0.55,0.9278,9560,22|57,0.472,0.8892
A. K-6,Cape May,2840,Lower Twp,8189,14|58,0.547,0.9551,8526,14|57,0.558,0.9551,9441,19|57,0.563,0.9487
