GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,79,55|77,0.005,118,60|80,0.006,79,63|81,0.004
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,3,1|77,15E-5,48,35|80,0.003,29,19|81,0.002
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,31,20|77,0.001,23,17|80,0.002,24,12|81,0.001
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,2,1|77,13E-5,12,8|80,91E-5,10,1|81,64E-5
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,13,7|77,83E-5,51,36|80,0.003,36,26|81,0.002
B. K-8 / 0 - 400,Gloucester,1830,Greenwich Twp,103,58|77,0.005,273,77|80,0.013,37,29|81,0.002
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,112,69|77,0.009,45,33|80,0.004,36,26|81,0.004
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,100,63|77,0.004,144,67|80,0.006,42,34|81,0.002
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,108,66|77,0.005,118,60|80,0.005,118,75|81,0.004
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,84,60|77,0.003,98,52|80,0.003,41,33|81,0.001
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,11,3|77,58E-5,16,10|80,87E-5,23,11|81,0.001
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,45,33|77,0.002,70,46|80,0.003,63,53|81,0.003
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,22,15|77,0.001,25,18|80,0.001,27,15|81,0.001
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,70,52|77,0.004,35,26|80,0.002,37,29|81,0.002
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,13,7|77,62E-5,482,79|80,0.024,15,5|81,75E-5
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,31,20|77,0.001,127,64|80,0.005,132,79|81,0.006
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,73,54|77,0.004,64,40|80,0.003,118,75|81,0.005
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,11,3|77,6E-4,37,27|80,0.002,58,49|81,0.003
B. K-8 / 0 - 400,Hunterdon,5270,Union Twp,67,40|77,0.003,40,29|80,0.002,47,37|81,0.002
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,43,30|77,0.002,98,52|80,0.004,27,15|81,0.001
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,60,46|77,0.003,28,20|80,0.001,18,9|81,89E-5
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,49,39|77,0.002,116,59|80,0.005,124,77|81,0.005
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,47,36|77,0.003,18,11|80,0.001,27,15|81,0.001
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,49,39|77,0.003,104,54|80,0.006,54,44|81,0.003
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,209,72|77,0.012,276,78|80,0.016,69,58|81,0.003
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,82,57|77,0.004,187,74|80,0.008,174,81|81,0.006
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,343,75|77,0.012,196,75|80,0.006,154,80|81,0.006
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,38,27|77,0.002,21,15|80,0.001,31,20|81,0.002
B. K-8 / 0 - 400,Morris,460,Boonton Twp,46,35|77,0.002,28,20|80,0.001,26,14|81,0.001
B. K-8 / 0 - 400,Morris,2010,Harding Township,83,58|77,0.003,260,76|80,0.01,65,55|81,0.002
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,64,49|77,0.003,33,24|80,0.002,62,52|81,0.003
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,83,58|77,0.006,122,62|80,0.007,48,38|81,0.003
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,125,70|77,0.008,141,66|80,0.009,59,50|81,0.003
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,48,38|77,0.002,165,71|80,0.007,51,41|81,0.002
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,19,11|77,0.001,18,11|80,0.001,21,10|81,0.001
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,50,42|77,0.002,66,42|80,0.004,48,38|81,0.002
B. K-8 / 0 - 400,Salem,60,Alloway Twp,194,71|77,0.015,105,56|80,0.008,115,74|81,0.008
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,60,46|77,0.004,6,3|80,33E-5,34,23|81,0.002
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,22,15|77,0.001,52,37|80,0.003,17,7|81,78E-5
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,11,3|77,73E-5,15,9|80,0.001,39,31|81,0.003
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,35,25|77,0.002,69,45|80,0.005,36,26|81,0.002
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,44,32|77,0.003,8,6|80,51E-5,17,7|81,0.001
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,45,33|77,0.003,82,50|80,0.005,85,66|81,0.005
B. K-8 / 0 - 400,Sussex,1800,Green Twp,195,67|77,0.011,133,65|80,0.007,80,64|81,0.004
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,19,11|77,89E-5,34,25|80,0.002,27,15|81,0.001
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,26,17|77,0.001,61,39|80,0.003,16,6|81,75E-5
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,330,74|77,0.016,585,80|80,0.029,97,71|81,0.004
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,18,10|77,0.001,3,1|80,18E-5,57,47|81,0.003
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,43,30|77,0.002,25,18|80,0.001,34,23|81,0.002
B. K-8 / 0 - 400,Union,1710,Garwood Boro,52,43|77,0.004,93,51|80,0.006,84,65|81,0.006
B. K-8 / 0 - 400,Union,5810,Winfield Twp,33,22|77,0.002,42,31|80,0.002,65,55|81,0.003
B. K-8 / 0 - 400,Warren,70,Alpha Boro,61,48|77,0.004,124,63|80,0.007,55,45|81,0.003
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,16,9|77,85E-5,4,2|80,2E-4,25,13|81,0.001
B. K-8 / 0 - 400,Warren,2250,Hope Twp,35,25|77,0.001,160,69|80,0.007,34,23|81,0.002
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,9,2|77,58E-5,18,11|80,0.001,10,1|81,56E-5
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,54,44|77,0.003,32,23|80,0.002,65,55|81,0.004
B. K-8 / 0 - 400,Warren,5780,White Twp,70,52|77,0.004,7,4|80,35E-5,76,60|81,0.004
C. K-8 / 401 - 750,Statewide,N.A.,1. State average - Operating Type K-8,45,N.A.,0.003,47,N.A.,0.003,44,N.A.,0.002
C. K-8 / 401 - 750,Statewide,N.A.,2. State median - Operating Type K-8,43,N.A.,0.003,45,N.A.,0.003,46,N.A.,0.002
C. K-8 / 401 - 750,Statewide,N.A.,5. State average - All operating types,46,N.A.,0.003,44,N.A.,0.003,45,N.A.,0.003
C. K-8 / 401 - 750,Statewide,N.A.,6. State median - All operating types,40,N.A.,0.002,40,N.A.,0.002,43,N.A.,0.002
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,27,17|67,0.001,35,22|64,0.001,59,41|63,0.002
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,2,1|67,11E-5,N.R.,N.R.,N.R.,10,1|63,56E-5
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,79,51|67,0.006,74,41|64,0.005,93,58|63,0.006
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,64,37|67,0.003,69,38|64,0.003,69,46|63,0.003
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,69,42|67,0.004,70,39|64,0.004,89,55|63,0.005
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,15,9|67,8E-4,62,37|64,0.003,42,25|63,0.002
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,156,63|67,0.007,251,62|64,0.011,63,43|63,0.003
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,11,5|67,57E-5,11,4|64,53E-5,27,10|63,0.001
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,31,22|67,0.002,25,12|64,0.002,33,15|63,0.002
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,72,45|67,0.004,77,42|64,0.005,46,30|63,0.003
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,76,48|67,0.005,140,55|64,0.01,50,35|63,0.003
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,30,19|67,0.002,24,11|64,0.001,100,62|63,0.005
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,80,52|67,0.005,106,52|64,0.006,92,57|63,0.005
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,20,13|67,0.001,36,23|64,0.002,16,3|63,76E-5
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,38,27|67,0.003,28,14|64,0.002,35,17|63,0.002
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,30,19|67,0.002,16,6|64,0.001,66,44|63,0.004
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,177,65|67,0.013,46,31|64,0.003,108,63|63,0.007
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,67,40|67,0.004,29,16|64,0.002,20,5|63,0.001
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,65,38|67,0.004,48,32|64,0.003,43,28|63,0.002
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,81,53|67,0.005,94,46|64,0.006,46,30|63,0.002
C. K-8 / 401 - 750,Camden,190,Barrington Boro,21,14|67,0.001,6,1|64,37E-5,25,9|63,0.001
C. K-8 / 401 - 750,Camden,340,Berlin Twp,70,44|67,0.004,96,48|64,0.006,46,30|63,0.004
C. K-8 / 401 - 750,Camden,880,Clementon Boro,50,33|67,0.004,80,43|64,0.006,75,50|63,0.005
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,19,12|67,0.002,43,28|64,0.003,23,7|63,0.002
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,120,60|67,0.008,145,56|64,0.01,87,54|63,0.005
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,50,33|67,0.003,52,34|64,0.003,31,14|63,0.002
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,77,50|67,0.004,97,49|64,0.005,71,48|63,0.004
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,74,47|67,0.006,42,26|64,0.003,58,40|63,0.004
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,32,24|67,0.002,45,30|64,0.003,35,17|63,0.003
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,92,56|67,0.007,89,45|64,0.007,95,60|63,0.006
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,7,3|67,55E-5,16,6|64,0.001,29,12|63,0.002
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,73,46|67,0.004,146,57|64,0.008,52,37|63,0.003
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,35,26|67,0.002,43,28|64,0.002,34,16|63,0.002
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,61,36|67,0.003,87,44|64,0.005,27,10|63,0.001
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,183,66|67,0.008,40,24|64,0.002,37,20|63,0.001
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,107,59|67,0.005,152,59|64,0.007,67,45|63,0.004
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,41,30|67,0.003,42,26|64,0.003,50,35|63,0.003
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,9,4|67,54E-5,16,6|64,0.001,39,22|63,0.002
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,30,19|67,0.002,33,19|64,0.002,61,42|63,0.003
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,84,54|67,0.005,151,58|64,0.009,70,47|63,0.004
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,39,28|67,0.002,94,46|64,0.005,84,52|63,0.005
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,23,16|67,0.002,98,50|64,0.007,42,25|63,0.003
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,65,38|67,0.004,70,39|64,0.004,35,17|63,0.002
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,57,35|67,0.003,31,18|64,0.002,56,39|63,0.003
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,18,11|67,87E-5,10,3|64,47E-5,14,2|63,61E-5
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,29,18|67,0.001,34,21|64,0.002,40,24|63,0.002
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,41,30|67,0.003,30,17|64,0.002,30,13|63,0.002
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,13,7|67,83E-5,8,2|64,48E-5,48,34|63,0.002
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,131,62|67,0.007,133,54|64,0.007,90,56|63,0.004
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,49,32|67,0.003,28,14|64,0.002,39,22|63,0.003
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,88,55|67,0.004,54,36|64,0.003,86,53|63,0.004
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,49,50|67,0.003,103,51|64,0.006,46,30|63,0.002
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,31,22|67,0.002,21,9|64,0.001,43,28|63,0.003
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,176,64|67,0.009,156,60|64,0.008,95,60|63,0.005
C. K-8 / 401 - 750,Sussex,90,Andover Reg,76,48|67,0.004,160,61|64,0.008,23,7|63,94E-5
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,12,6|67,64E-5,15,5|64,76E-5,20,5|63,0.001
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,21,14|67,0.001,40,24|64,0.002,73,49|63,0.003
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,69,42|67,0.005,48,32|64,0.003,52,37|63,0.003
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,40,29|67,0.003,33,19|64,0.002,37,20|63,0.002
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,130,61|67,0.009,108,53|64,0.007,76,51|63,0.005
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,32,24|67,0.002,53,35|64,0.003,42,25|63,0.002
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,17,10|67,0.001,22,10|64,0.002,18,4|63,0.001
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,97,57|67,0.008,27,13|64,0.002,94,59|63,0.006
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,45,N.A.,0.003,47,N.A.,0.003,44,N.A.,0.002
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,43,N.A.,0.003,45,N.A.,0.003,46,N.A.,0.002
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,46,N.A.,0.003,44,N.A.,0.003,45,N.A.,0.003
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,40,N.A.,0.002,40,N.A.,0.002,43,N.A.,0.002
D. K-8 / 751 +,Atlantic,10,Absecon City,35,39|74,0.003,84,66|73,0.006,150,73|73,0.01
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,19,18|74,0.001,31,31|73,0.002,17,6|73,91E-5
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,17,13|74,0.001,16,13|73,0.001,25,17|73,0.002
D. K-8 / 751 +,Atlantic,2680,Linwood City,112,73|74,0.007,153,72|73,0.01,93,71|73,0.005
D. K-8 / 751 +,Atlantic,3720,Northfield City,51,53|74,0.003,90,67|73,0.006,79,67|73,0.005
D. K-8 / 751 +,Atlantic,4800,Somers Point City,44,48|74,0.003,34,38|73,0.002,38,33|73,0.002
D. K-8 / 751 +,Bergen,40,Allendale Boro,30,29|74,0.002,32,34|73,0.002,73,65|73,0.004
D. K-8 / 751 +,Bergen,930,Closter Boro,35,39|74,0.002,13,7|73,82E-5,24,14|73,0.001
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,44,48|74,0.002,71,64|73,0.004,56,54|73,0.003
D. K-8 / 751 +,Bergen,1470,Fairview Boro,35,39|74,0.003,30,28|73,0.003,51,46|73,0.004
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,82,68|74,0.003,52,51|73,0.002,35,29|73,0.001
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,8,2|74,44E-5,21,17|73,0.001,26,18|73,0.001
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,33,34|74,0.002,58,56|73,0.004,51,46|73,0.004
D. K-8 / 751 +,Bergen,3060,Maywood Boro,35,39|74,0.003,94,68|73,0.007,70,64|73,0.005
