CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,COUNTY,enrol1
1,10,10990748,7245997,6953758,217813,74426,1377220,1142037,1340034,1068807,957503,504349,0,61914,75941,Absecon City,Atlantic,D. K-8 / 751 +,2,CD,,1,853.5,Atlantic,
1,110,117600421,75771149,70014411,2224836,3531902,12744032,11890210,11634969,8893227,16464066,8269742,0,769646,1974191,Atlantic City,Atlantic,G. K-12 / 3501 +,3,A,,1,6550.1,Atlantic,
1,120,22225062,12208993,11417937,478865,312191,2686288,2412061,2432128,1733991,4020390,2142884,0,627598,422630,Atlantic Co Vocational,Atlantic,J. VOC,8,,,1,1636.1,Atlantic,
1,125,16896421,9082140,8478027,76681,527432,3596635,3480577,2213819,1858411,2003826,1135836,0,0,53232,Atlantic Co Special Serv,Atlantic,I. CSSD,7,,,1,320.1,Atlantic,
1,570,13638468,8711243,8441351,220321,49571,2035590,1816342,1133076,910058,1611075,966920,0,136740,188848,Brigantine City,Atlantic,C. K-8 / 401 - 750,2,CD,,1,551.6,Atlantic,
1,590,29251080,16692178,16021447,225855,444876,4567953,3624708,3210702,2399461,3942579,1422027,0,837668,221213,Buena Regional,Atlantic,E. K-12 / 0 - 1800,3,A,,1,1670.1,Atlantic,
1,1300,7760811,4376554,4107219,180588,88747,1358069,1187888,801053,671321,1160892,481432,0,64243,45588,Egg Harbor City,Atlantic,C. K-8 / 401 - 750,2,A,,1,528.9,Atlantic,
1,1310,111211421,64462979,61771941,992136,1698902,22007164,19806323,9067552,7446095,13078951,8010526,0,1435450,683427,Egg Harbor Twp,Atlantic,G. K-12 / 3501 +,3,CD,,1,7326.7,Atlantic,
1,1410,3032637,1802979,1755292,36631,11056,420693,370769,338762,263491,458776,219527,0,2965,0,Estell Manor City,Atlantic,B. K-8 / 0 - 400,2,DE,,1,180.6,Atlantic,
1,1540,5623200,3448510,3225351,102808,120351,1024566,951489,561761,436369,532729,250270,0,52823,41861,Folsom Boro,Atlantic,B. K-8 / 0 - 400,2,CD,,1,397.2,Atlantic,
1,1690,53019281,35050176,33845757,957930,246489,7411626,6921173,5117085,4323637,5279036,2795291,0,121737,0,Galloway Twp,Atlantic,D. K-8 / 751 +,2,CD,,1,3301.7,Atlantic,
