CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
80,6060,5927391,2950261,2749840,141121,59300,380776,328285,1897647,398345,691574,46665,0,0,0,Atlantic Community Charter School,Atlantic,K. Charter,C,,,1,361.5,11,53500,90.5,58408,72.4,90000,7.4,Atlantic
80,6104,6952656,3729312,3065501,247252,416559,175498,132769,1975179,920076,991215,130031,80933,0,0,Principle Academy Charter School,Atlantic,K. Charter,C,,,1,473.7,12.2,54000,474,60000,118.5,95000,10,Atlantic
80,7410,6173502,3074457,2963235,110304,918,741374,675563,1308016,1035117,887916,20543,0,161740,26895,Charter~tech High School,Atlantic,K. Charter,C,,,1,366.7,8.5,54420,122.3,68044,91.8,106500,11.5,Atlantic
80,6013,14101657,6805877,6114184,527522,164171,730549,633202,3383130,1518601,2714463,775131,0,467638,99236,Bergen Arts And Sciences Charter School,Bergen,K. Charter,C,,,1,1162.4,14.7,54400,166,62424,387.3,101419,28.7,Bergen
80,6430,4239680,2576030,2445528,56842,73660,593099,549785,574505,424922,496047,0,0,0,27817,Englewood On The Palisades Charter Schoo,Bergen,K. Charter,C,,,1,320.5,12.3,71024,321,57600,160.5,171495,13.5,Bergen
80,7890,5624052,3061590,2964565,57910,39115,0,0,1314392,1026176,1248070,0,0,0,99245,Teaneck Community Cs,Bergen,K. Charter,C,,,1,332.9,11.6,68615,133.7,40137,83.3,125042,7.8,Bergen
80,6026,1580172,880127,864207,11521,4399,0,0,524950,479834,175095,0,0,0,0,Riverbank Charter School Of Excelle,Burlington,K. Charter,C,,,1,153.2,10.9,48250,153,53000,76.5,89000,7.5,Burlington
80,6076,4980499,2765207,2428965,251063,85179,0,0,1734140,1227011,481152,0,0,0,0,Benjamin Banneker Prep Cs,Burlington,K. Charter,C,,,1,355.8,10.8,49680,178,53651,79.1,80000,7.8,Burlington
80,1799,23509426,8568332,7531102,885935,151295,0,0,13177238,7999874,1763856,0,0,0,249797,Kipp Cooper Norcross,Camden,K. Charter,C,,,1,1479.1,15.9,71000,184.9,66500,1479,95000,101,Camden
80,1801,,,,,,,,,,,,,,,Camden Prep,Camden,K. Charter,C,,,1,,,59000,,70500,,70400,4,Camden
80,1802,45740257,23852488,18835800,1138972,3877716,2557937,2043351,12234056,4826114,6867731,197712,0,228045,0,Mastery Schools Of Camden,Camden,K. Charter,C,,,1,2629.2,14,69500,224.1,61250,262.9,138000,19.9,Camden
80,6086,2068684,845128,794106,29775,21247,157988,131485,613607,482958,451960,66623,0,0,0,Hope Community Cs,Camden,K. Charter,C,,,1,117.6,7.6,49562,59,59271,39.3,83000,5.9,Camden
80,6107,30899085,19490931,18228977,580130,681824,294218,205018,5585808,3257075,5440819,0,87309,0,20969,Camden’s Promise Charter School,Camden,K. Charter,C,,,1,2182.8,10.8,54000,99.2,61850,189.8,96000,19.5,Camden
80,6232,3103474,1652147,1368035,78798,205314,127489,63581,749165,537146,499228,0,75445,0,0,Environment Community Cs,Camden,K. Charter,C,,,1,202,11.2,53530,202,60861,101,112337,9.6,Camden
80,6240,10917119,5746655,4778844,255943,711868,69474,0,3728011,1856556,1371544,115131,0,1435,0,Freedom Prep Charter School,Camden,K. Charter,C,,,1,838.2,11.8,63037,148.3,58100,180.2,105000,16.3,Camden
80,7109,19999950,9456493,8443024,306378,707091,1944352,1368750,4182361,2725561,3579081,1494027,0,103362,41378,Leap Academy University Cs,Camden,K. Charter,C,,,1,1521.3,14.3,57529,253.5,56000,108.6,100000,8,Camden
80,6028,3124167,1433864,1392049,33488,8327,246391,206876,679289,373841,764622,35196,0,0,37231,Vineland Public Charter School,Cumberland,K. Charter,C,,,1,310.9,10.7,46359,103.7,53025,51.8,90000,5.3,Cumberland
80,6069,2290842,858943,808030,21248,29665,110903,110903,709241,472073,611755,0,0,0,0,Millville Public Charter School,Cumberland,K. Charter,C,,,1,227.3,10.3,45000,75.7,53550,75.7,58328,8.3,Cumberland
80,6089,1937466,1157812,1082440,34564,40808,146511,145192,377743,169929,255399,66220,0,0,0,Compass Academy Cs,Cumberland,K. Charter,C,,,1,188.3,10.7,49330,94,66911,125.3,84969,13,Cumberland
80,6100,1361331,475648,464247,8016,3385,58188,58188,441819,283539,354041,0,0,0,26675,Bridgeton Public Charter School,Cumberland,K. Charter,C,,,1,99.2,7.6,45150,66,50712,49.5,100000,7.3,Cumberland
80,6020,4221905,1890829,1811667,20151,59011,0,0,876623,767192,1363190,406860,0,0,1287,Pride Academy Charter School,Essex,K. Charter,C,,,1,285.2,11.4,55000,95,63976,57,98565,5.6,Essex
80,6022,4614206,2189038,2024842,122870,41326,0,0,1653903,991942,771265,0,0,0,0,Burch Charter School Of Excellence,Essex,K. Charter,C,,,1,356,17,54555,118.7,66193,178,106500,12,Essex
80,6029,4739829,1892651,1591509,184699,116443,948068,619266,846819,422455,1052290,72455,0,0,0,Newark Educators Community Charter Schoo,Essex,K. Charter,C,,,1,219.8,11.6,56375,220,52101,110,109563,10,Essex
80,6053,23377997,10309606,7252255,1240434,1816917,0,0,9594447,6327316,3473944,0,0,0,0,Great Oaks Legacy Charter School,Essex,K. Charter,C,,,1,1659.3,22.7,58275,207.4,77798,92.2,87000,4.5,Essex
80,6057,7396252,3069081,2783127,93969,191985,0,0,3683929,2915469,643241,50326,0,0,0,Peoples Preparatory Charter School,Essex,K. Charter,C,,,1,373.6,18.7,74907,187,60498,124.7,145294,7.3,Essex
80,6058,5697276,3515275,2893220,248691,373364,0,0,1457224,931120,724778,177453,0,0,0,Roseville Community Cs,Essex,K. Charter,C,,,1,269.4,9.6,62183,53.8,55000,89.7,90000,11,Essex
80,6094,6916682,3928111,3730885,131850,65376,300497,226673,911313,531975,1687433,948308,89328,0,0,Phillip's Academy Charter School,Essex,K. Charter,C,,,1,457.9,12.7,58530,152.7,70565,152.7,92000,13,Essex
80,6099,4866521,2725466,2417193,60221,248052,27465,0,1635335,1304808,478255,0,0,0,5252,Link Community Charter School,Essex,K. Charter,C,,,1,301.9,11.2,61200,143.8,77247,109.8,62332,10.4,Essex
80,6109,4004798,1576589,917254,95457,563878,0,0,1593770,1151679,801962,0,31023,0,0,Lead Charter School,Essex,K. Charter,C,,,1,239.5,,,,,,,,Essex
80,6110,4392005,2239129,1838593,245996,154540,725616,710776,805130,416137,622130,88393,0,0,0,Achieve Community Charter School,Essex,K. Charter,C,,,1,300,15,62827,100,85000,150,124500,11.5,Essex
80,6320,1439468,924791,793728,20437,110626,0,0,288043,112580,224541,0,0,0,0,Discovery Cs,Essex,K. Charter,C,,,1,100,25,64404,,,66.7,84472,2.7,Essex
80,6410,7113567,3222957,2879684,267824,75449,0,0,3203301,2193591,687309,0,0,0,0,East Orange Community Cs,Essex,K. Charter,C,,,1,465.3,20.2,55125,465,80793,155,90071,8,Essex
80,6665,5415473,2639922,2322166,161346,156410,0,0,1899265,1493544,872556,0,0,0,0,Gray Cs,Essex,K. Charter,C,,,1,339.2,17,70092,169.5,92702,113,165000,7.3,Essex
80,7210,25510586,10805926,8712192,493989,1599745,1267369,1080664,8475509,6827484,4586245,310114,300000,75151,0,Marion P. Thomas Cs,Essex,K. Charter,C,,,1,1414.2,15.7,60396,176.8,81775,108.8,112000,7.5,Essex
80,7290,7234304,3657334,3497971,77641,81722,0,0,2181757,1693033,1395214,532806,0,0,385631,New Horizons Comm. Cs,Essex,K. Charter,C,,,1,536.9,10.7,55265,214.8,30000,76.7,107000,7.5,Essex
80,7320,87567036,32907361,29232929,2586919,1087513,0,0,37313797,18425173,15758386,0,115000,0,15025,North Star Academy Charter School,Essex,K. Charter,C,,,1,5915.9,15.5,61000,422.6,71500,311.4,87000,20.8,Essex
80,7325,77834925,27407378,23686410,2630494,1090474,0,0,40011758,25562732,10110667,0,305122,0,983119,Team Academy Charter School,Essex,K. Charter,C,,,1,4749.2,25.3,70822,148.4,75042,2374.5,102530,110,Essex
80,7730,9564379,4832928,4182055,415007,235866,733287,666784,1825507,1464096,2021522,529008,114996,32452,0,Robert Treat Academy Cs,Essex,K. Charter,C,,,1,688.3,15.3,59933,149.6,63464,167.8,127371,12.1,Essex
80,7735,9111029,4329283,4052639,138560,138084,729849,517716,2724104,2463908,1327793,241832,0,0,0,Maria L. Varisco-Rogers Cs,Essex,K. Charter,C,,,1,558,10.5,52899,186,59202,50.7,122200,5.1,Essex
80,8065,12128306,5336065,4716455,364764,254846,614249,280001,5368882,2810466,792817,0,0,0,0,University Heights Cs,Essex,K. Charter,C,,,1,746.4,15.2,54998,248.7,83000,57.4,95000,4,Essex
