CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY,ENROLL
80,6060,6234674,3389823,3044811,185738,159274,741766,408510,1564192,449392,538893,0,0,0,0,10.5,53803,126,65000,75.6,93150,7.8,Atlantic Community Charter School,Atlantic,K. Charter,C,,,1,Atlantic,378.0
80,6104,7614385,4502067,3493499,220000,788568,599918,407614,1775399,871001,737000,0,0,0,20000,14.9,54420,201.1,60988,176.3,115000,12.7,Principle Academy Charter School,Atlantic,K. Charter,C,,,1,Atlantic,529.0
80,7410,6151387,2999898,2851903,108704,39291,1723955,874043,1263422,1038181,164112,0,0,0,10950,9.3,56888,123.3,69807,92.5,109560,10.8,Charter~tech High School,Atlantic,K. Charter,C,,,1,Atlantic,370.0
80,6013,15600482,8211091,7327311,538208,345572,2068022,1715420,3698760,1562945,1622608,0,0,0,107014,15.6,55400,120.1,58366,400.3,107447,29,Bergen Arts And Sciences Charter School,Bergen,K. Charter,C,,,1,Bergen,1201.0
80,6430,4854102,2892098,2708348,91500,92250,682974,486974,751059,583559,527970,0,0,0,80000,13.5,71024,324,57600,162,171495,12.5,Englewood On The Palisades Charter Schoo,Bergen,K. Charter,C,,,1,Bergen,324.0
80,7890,6176064,3502778,3331778,81000,90000,863568,647780,803718,649718,1006000,0,0,0,51000,11.8,71080,114,46803,85.5,128918,8,Teaneck Community Cs,Bergen,K. Charter,C,,,1,Bergen,342.0
80,6026,1762899,1036453,969453,32500,34500,121181,91681,418356,371746,186910,0,0,0,0,11.4,49750,80,42295,80,94000,8,Riverbank Charter School Of Excelle,Burlington,K. Charter,C,,,1,Burlington,160.0
80,6076,5115688,2883226,2428226,155000,300000,571398,271998,1306740,951814,354324,0,0,0,75000,11.3,51418,180,55529,80,74250,7.6,Benjamin Banneker Prep Cs,Burlington,K. Charter,C,,,1,Burlington,360.0
80,1799,30726054,17775693,12818410,946437,4010846,4835413,2153853,5136628,2573618,2978320,0,0,0,834356,18.6,73000,213,71000,,,,Kipp Cooper Norcross,Camden,K. Charter,C,,,1,Camden,1491.0
80,1801,16831566,8300520,7673224,458910,168386,2536671,861254,2883238,206111,3111137,0,0,0,0,1122.2,63000,1683.3,73000,8416.7,96500,10,Camden Prep,Camden,K. Charter,C,,,1,Camden,1010.0
80,1802,48854892,25672478,20369759,985882,4316837,7197694,2309475,11209889,5489054,4774831,0,0,0,968050,14.6,69615,281.3,65535,342.1,133110,24.7,Mastery Schools Of Camden,Camden,K. Charter,C,,,1,Camden,2737.0
80,6086,1952000,873475,809750,43000,20725,158219,79019,609130,539140,309176,0,0,0,0,10.6,57000,120.9,34000,44.3,86000,4.5,Hope Community Cs,Camden,K. Charter,C,,,1,Camden,133.0
80,6107,30659089,19781239,18390239,760000,631000,1675069,1310069,3379829,1929829,5822952,0,0,0,0,10.7,57000,126,67000,182.3,99300,18.5,Camden’s Promise Charter School,Camden,K. Charter,C,,,1,Camden,2142.0
80,6232,3965205,2274264,1963264,120000,191000,423343,193343,801703,611703,465895,0,0,0,10000,383.3,56000,2070,62400,1035,115000,,Environment Community Cs,Camden,K. Charter,C,,,1,Camden,207.0
80,6240,12706288,5950119,5497495,309624,143000,3304605,1318116,2379883,968883,1071681,0,0,0,100800,13.6,63431,105.1,61800,210.3,95911,17.5,Freedom Prep Charter School,Camden,K. Charter,C,,,1,Camden,841.0
