GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
A. K-6,1. State average - Operating Type K-6,15452,N.A.,15680,N.A.,17017,N.A.,9304,N.A.,0.602,9625,N.A.,0.614,10194,N.A.,0.599,8731,N.A.,0.565,0.938,9053,N.A.,0.577,0.941,9514,N.A.,0.559,0.933,364,N.A.,0.024,377,N.A.,0.024,401,N.A.,0.024,208,N.A.,0.013,195,N.A.,0.012,279,N.A.,0.016,2607,N.A.,0.169,2674,N.A.,0.171,3081,N.A.,0.181,2100,N.A.,0.136,0.806,2168,N.A.,0.138,0.811,2412,N.A.,0.142,0.783,1624,N.A.,0.105,1602,N.A.,0.102,1684,N.A.,0.099,1297,N.A.,0.084,0.799,1271,N.A.,0.081,0.793,1347,N.A.,0.079,0.8,1776,N.A.,0.115,1664,N.A.,0.106,1913,N.A.,0.112,868,N.A.,0.056,0.489,832,N.A.,0.053,0.5,921,N.A.,0.054,0.481,88,N.A.,0.006,59,N.A.,0.004,54,N.A.,0.003,58,N.A.,0.004,43,N.A.,0.003,60,N.A.,0.004,0.336,0.329,0.361,160,195,158,10.7,,65681,,10.3,,66992,,72,,65462,,68.3,,68495,,135.9,,111065,,134.9,,117747,,14.6,,15.1,,48,N.A.,0.003,55,N.A.,0.004,41,N.A.,0.002,,,21195,,,,21943,
A. K-6,2. State median - Operating Type K-6,17085,N.A.,16977,N.A.,18503,N.A.,9942,N.A.,0.582,9814,N.A.,0.578,10751,N.A.,0.581,9177,N.A.,0.537,0.923,9404,N.A.,0.554,0.958,10109,N.A.,0.546,0.94,353,N.A.,0.021,343,N.A.,0.02,434,N.A.,0.023,228,N.A.,0.013,210,N.A.,0.012,312,N.A.,0.017,2799,N.A.,0.164,2920,N.A.,0.172,3299,N.A.,0.178,2126,N.A.,0.124,0.76,2258,N.A.,0.133,0.773,2453,N.A.,0.133,0.744,1773,N.A.,0.104,1790,N.A.,0.105,1761,N.A.,0.095,1412,N.A.,0.083,0.797,1297,N.A.,0.076,0.725,1384,N.A.,0.075,0.786,1802,N.A.,0.105,1790,N.A.,0.105,2015,N.A.,0.109,856,N.A.,0.05,0.475,847,N.A.,0.05,0.473,923,N.A.,0.05,0.458,85,N.A.,0.005,32,N.A.,0.002,55,N.A.,0.003,54,N.A.,0.003,48,N.A.,0.003,62,N.A.,0.003,0.333,0.325,0.349,134,137,153,10,,63682,,9.7,,64625,,70.7,,65485,,71.7,,67799,,114,,114801,,123.3,,117214,,13.1,,13.5,,49,N.A.,0.003,46,N.A.,0.003,41,N.A.,0.002,,,23068,,,,23410,
B. K-8 / 0 - 400,1. State average - Operating Type K-8,16497,N.A.,16598,N.A.,18092,N.A.,10072,N.A.,0.611,10122,N.A.,0.61,10942,N.A.,0.605,9480,N.A.,0.575,0.941,9520,N.A.,0.574,0.941,10237,N.A.,0.566,0.936,322,N.A.,0.02,329,N.A.,0.02,386,N.A.,0.021,270,N.A.,0.016,274,N.A.,0.017,319,N.A.,0.018,2662,N.A.,0.161,2710,N.A.,0.163,3022,N.A.,0.167,2236,N.A.,0.136,0.84,2289,N.A.,0.138,0.845,2484,N.A.,0.137,0.822,1762,N.A.,0.107,1781,N.A.,0.107,1864,N.A.,0.103,1432,N.A.,0.087,0.813,1438,N.A.,0.087,0.807,1497,N.A.,0.083,0.803,1802,N.A.,0.109,1785,N.A.,0.108,2041,N.A.,0.113,835,N.A.,0.051,0.463,837,N.A.,0.05,0.469,910,N.A.,0.05,0.446,40,N.A.,0.002,33,N.A.,0.002,35,N.A.,0.002,129,N.A.,0.008,124,N.A.,0.007,149,N.A.,0.008,0.318,0.309,0.341,126,116,124,10.5,,70590,,10.2,,72404,,66.7,,72210,,62.3,,73964,,136.6,,121286,,133,,125644,,15.1,,15.1,,45,N.A.,0.003,47,N.A.,0.003,44,N.A.,0.002,,,22993,,,,22937,
B. K-8 / 0 - 400,2. State median - Operating Type K-8,16916,N.A.,16782,N.A.,18564,N.A.,10228,N.A.,0.605,10141,N.A.,0.604,10987,N.A.,0.592,9536,N.A.,0.564,0.932,9534,N.A.,0.568,0.94,10198,N.A.,0.549,0.928,328,N.A.,0.019,334,N.A.,0.02,392,N.A.,0.021,213,N.A.,0.013,196,N.A.,0.012,239,N.A.,0.013,2762,N.A.,0.163,2797,N.A.,0.167,3143,N.A.,0.169,2217,N.A.,0.131,0.803,2274,N.A.,0.136,0.813,2425,N.A.,0.131,0.772,1876,N.A.,0.111,1892,N.A.,0.113,1985,N.A.,0.107,1486,N.A.,0.088,0.792,1449,N.A.,0.086,0.766,1509,N.A.,0.081,0.76,1862,N.A.,0.11,1797,N.A.,0.107,2051,N.A.,0.11,846,N.A.,0.05,0.454,846,N.A.,0.05,0.471,917,N.A.,0.049,0.447,46,N.A.,0.003,34,N.A.,0.002,49,N.A.,0.003,129,N.A.,0.008,130,N.A.,0.008,162,N.A.,0.009,0.311,0.305,0.335,95,90,94,10.1,,67913,,9.8,,69542,,67.4,,70281,,64.5,,72112,,122.3,,120822,,116.9,,125000,,14.4,,14,,43,N.A.,0.003,45,N.A.,0.003,46,N.A.,0.002,,,23465,,,,23496,
C. K-8 / 401 - 750,1. State average - Operating Type K-8,16497,N.A.,16598,N.A.,18092,N.A.,10072,N.A.,0.611,10122,N.A.,0.61,10942,N.A.,0.605,9480,N.A.,0.575,0.941,9520,N.A.,0.574,0.941,10237,N.A.,0.566,0.936,322,N.A.,0.02,329,N.A.,0.02,386,N.A.,0.021,270,N.A.,0.016,274,N.A.,0.017,319,N.A.,0.018,2662,N.A.,0.161,2710,N.A.,0.163,3022,N.A.,0.167,2236,N.A.,0.136,0.84,2289,N.A.,0.138,0.845,2484,N.A.,0.137,0.822,1762,N.A.,0.107,1781,N.A.,0.107,1864,N.A.,0.103,1432,N.A.,0.087,0.813,1438,N.A.,0.087,0.807,1497,N.A.,0.083,0.803,1802,N.A.,0.109,1785,N.A.,0.108,2041,N.A.,0.113,835,N.A.,0.051,0.463,837,N.A.,0.05,0.469,910,N.A.,0.05,0.446,40,N.A.,0.002,33,N.A.,0.002,35,N.A.,0.002,129,N.A.,0.008,124,N.A.,0.007,149,N.A.,0.008,0.318,0.309,0.341,126,116,124,10.5,,70590,,10.2,,72404,,66.7,,72210,,62.3,,73964,,136.6,,121286,,133,,125644,,15.1,,15.1,,45,N.A.,0.003,47,N.A.,0.003,44,N.A.,0.002,,,22993,,,,22937,
C. K-8 / 401 - 750,2. State median - Operating Type K-8,16916,N.A.,16782,N.A.,18564,N.A.,10228,N.A.,0.605,10141,N.A.,0.604,10987,N.A.,0.592,9536,N.A.,0.564,0.932,9534,N.A.,0.568,0.94,10198,N.A.,0.549,0.928,328,N.A.,0.019,334,N.A.,0.02,392,N.A.,0.021,213,N.A.,0.013,196,N.A.,0.012,239,N.A.,0.013,2762,N.A.,0.163,2797,N.A.,0.167,3143,N.A.,0.169,2217,N.A.,0.131,0.803,2274,N.A.,0.136,0.813,2425,N.A.,0.131,0.772,1876,N.A.,0.111,1892,N.A.,0.113,1985,N.A.,0.107,1486,N.A.,0.088,0.792,1449,N.A.,0.086,0.766,1509,N.A.,0.081,0.76,1862,N.A.,0.11,1797,N.A.,0.107,2051,N.A.,0.11,846,N.A.,0.05,0.454,846,N.A.,0.05,0.471,917,N.A.,0.049,0.447,46,N.A.,0.003,34,N.A.,0.002,49,N.A.,0.003,129,N.A.,0.008,130,N.A.,0.008,162,N.A.,0.009,0.311,0.305,0.335,95,90,94,10.1,,67913,,9.8,,69542,,67.4,,70281,,64.5,,72112,,122.3,,120822,,116.9,,125000,,14.4,,14,,43,N.A.,0.003,45,N.A.,0.003,46,N.A.,0.002,,,23465,,,,23496,
D. K-8 / 751 +,1. State average - Operating Type K-8,16497,N.A.,16598,N.A.,18092,N.A.,10072,N.A.,0.611,10122,N.A.,0.61,10942,N.A.,0.605,9480,N.A.,0.575,0.941,9520,N.A.,0.574,0.941,10237,N.A.,0.566,0.936,322,N.A.,0.02,329,N.A.,0.02,386,N.A.,0.021,270,N.A.,0.016,274,N.A.,0.017,319,N.A.,0.018,2662,N.A.,0.161,2710,N.A.,0.163,3022,N.A.,0.167,2236,N.A.,0.136,0.84,2289,N.A.,0.138,0.845,2484,N.A.,0.137,0.822,1762,N.A.,0.107,1781,N.A.,0.107,1864,N.A.,0.103,1432,N.A.,0.087,0.813,1438,N.A.,0.087,0.807,1497,N.A.,0.083,0.803,1802,N.A.,0.109,1785,N.A.,0.108,2041,N.A.,0.113,835,N.A.,0.051,0.463,837,N.A.,0.05,0.469,910,N.A.,0.05,0.446,40,N.A.,0.002,33,N.A.,0.002,35,N.A.,0.002,129,N.A.,0.008,124,N.A.,0.007,149,N.A.,0.008,0.318,0.309,0.341,126,116,124,10.5,,70590,,10.2,,72404,,66.7,,72210,,62.3,,73964,,136.6,,121286,,133,,125644,,15.1,,15.1,,45,N.A.,0.003,47,N.A.,0.003,44,N.A.,0.002,,,22993,,,,22937,
D. K-8 / 751 +,2. State median - Operating Type K-8,16916,N.A.,16782,N.A.,18564,N.A.,10228,N.A.,0.605,10141,N.A.,0.604,10987,N.A.,0.592,9536,N.A.,0.564,0.932,9534,N.A.,0.568,0.94,10198,N.A.,0.549,0.928,328,N.A.,0.019,334,N.A.,0.02,392,N.A.,0.021,213,N.A.,0.013,196,N.A.,0.012,239,N.A.,0.013,2762,N.A.,0.163,2797,N.A.,0.167,3143,N.A.,0.169,2217,N.A.,0.131,0.803,2274,N.A.,0.136,0.813,2425,N.A.,0.131,0.772,1876,N.A.,0.111,1892,N.A.,0.113,1985,N.A.,0.107,1486,N.A.,0.088,0.792,1449,N.A.,0.086,0.766,1509,N.A.,0.081,0.76,1862,N.A.,0.11,1797,N.A.,0.107,2051,N.A.,0.11,846,N.A.,0.05,0.454,846,N.A.,0.05,0.471,917,N.A.,0.049,0.447,46,N.A.,0.003,34,N.A.,0.002,49,N.A.,0.003,129,N.A.,0.008,130,N.A.,0.008,162,N.A.,0.009,0.311,0.305,0.335,95,90,94,10.1,,67913,,9.8,,69542,,67.4,,70281,,64.5,,72112,,122.3,,120822,,116.9,,125000,,14.4,,14,,43,N.A.,0.003,45,N.A.,0.003,46,N.A.,0.002,,,23465,,,,23496,
E. K-12 / 0 - 1800,1. State average - Operating Type K-12,15904,N.A.,16150,N.A.,17275,N.A.,9391,N.A.,0.59,9565,N.A.,0.592,10138,N.A.,0.587,8850,N.A.,0.556,0.942,9036,N.A.,0.56,0.945,9500,N.A.,0.55,0.937,259,N.A.,0.016,275,N.A.,0.017,313,N.A.,0.018,282,N.A.,0.018,255,N.A.,0.016,325,N.A.,0.019,2618,N.A.,0.165,2681,N.A.,0.166,2919,N.A.,0.169,2239,N.A.,0.141,0.855,2319,N.A.,0.144,0.865,2466,N.A.,0.143,0.845,1626,N.A.,0.102,1647,N.A.,0.102,1726,N.A.,0.1,1350,N.A.,0.085,0.83,1362,N.A.,0.084,0.827,1407,N.A.,0.081,0.815,1869,N.A.,0.118,1864,N.A.,0.115,2055,N.A.,0.119,966,N.A.,0.061,0.517,981,N.A.,0.061,0.526,1044,N.A.,0.06,0.508,51,N.A.,0.003,60,N.A.,0.004,33,N.A.,0.002,298,N.A.,0.019,292,N.A.,0.018,328,N.A.,0.019,0.31,0.309,0.327,87,73,75,11.9,,75085,,11.8,,76857,,75.3,,80933,,69.1,,82112,,155.7,,131734,,152.2,,134121,,15.2,,15.1,,44,N.A.,0.003,42,N.A.,0.003,43,N.A.,0.002,,,22642,,,,22818,
E. K-12 / 0 - 1800,2. State median - Operating Type K-12,15756,N.A.,15846,N.A.,17052,N.A.,9299,N.A.,0.59,9392,N.A.,0.593,10082,N.A.,0.591,8710,N.A.,0.553,0.937,8822,N.A.,0.557,0.939,9389,N.A.,0.551,0.931,260,N.A.,0.016,263,N.A.,0.017,299,N.A.,0.018,212,N.A.,0.013,209,N.A.,0.013,267,N.A.,0.016,2491,N.A.,0.158,2538,N.A.,0.16,2825,N.A.,0.166,2100,N.A.,0.133,0.843,2144,N.A.,0.135,0.845,2339,N.A.,0.137,0.828,1690,N.A.,0.107,1679,N.A.,0.106,1779,N.A.,0.104,1406,N.A.,0.089,0.832,1405,N.A.,0.089,0.837,1468,N.A.,0.086,0.825,1733,N.A.,0.11,1727,N.A.,0.109,1885,N.A.,0.111,930,N.A.,0.059,0.537,922,N.A.,0.058,0.534,989,N.A.,0.058,0.525,30,N.A.,0.002,20,N.A.,0.001,19,N.A.,0.001,373,N.A.,0.024,364,N.A.,0.023,411,N.A.,0.024,0.3,0.296,0.313,67,55,51,11.7,,72199,,11.4,,74157,,73.4,,80359,,68.4,,81740,,146.8,,130930,,144,,133147,,14.9,,15,,37,N.A.,0.002,35,N.A.,0.002,38,N.A.,0.002,,,21914,,,,22037,
