GROUP,CONAME,DIST,DISTNAME,PP115,PP215,PP315
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,69,74,0
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,0,0,0
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,56,505,332
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,107,104,66
B. K-8 / 0 - 400,Morris,460,Boonton Twp,93,223,84
B. K-8 / 0 - 400,Morris,2010,Harding Township,231,74,197
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,10,0,0
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,0,45,32
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,76,520,930
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,413,304,349
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,719,26,0
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,591,491,490
B. K-8 / 0 - 400,Salem,60,Alloway Twp,137,0,115
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,408,111,168
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,62,25,133
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,94,217,60
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,66,522,0
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,157,21,23
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,0,69,0
B. K-8 / 0 - 400,Sussex,1800,Green Twp,151,177,0
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,0,84,0
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,624,144,0
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,284,252,418
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,0,0,26
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,0,0,0
B. K-8 / 0 - 400,Union,1710,Garwood Boro,0,0,0
B. K-8 / 0 - 400,Union,5810,Winfield Twp,0,285,33
B. K-8 / 0 - 400,Warren,70,Alpha Boro,52,124,0
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,0,0,0
B. K-8 / 0 - 400,Warren,2250,Hope Twp,27,117,0
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,0,0,0
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,0,20,0
B. K-8 / 0 - 400,Warren,5780,White Twp,0,20,0
C. K-8 / 401 - 750,Statewide,N.A.,1. State average - Operating Type K-8,126,116,124
C. K-8 / 401 - 750,Statewide,N.A.,2. State median - Operating Type K-8,95,90,94
C. K-8 / 401 - 750,Statewide,N.A.,5. State average - All operating types,106,90,94
C. K-8 / 401 - 750,Statewide,N.A.,6. State median - All operating types,90,83,85
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,342,156,334
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,86,7,141
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,0,38,89
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,22,19,105
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,18,0,391
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,305,136,0
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,104,119,340
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,90,70,0
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,0,14,0
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,81,0,0
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,0,0,0
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,132,82,0
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,14,0,0
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,329,174,0
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,108,113,0
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,16,18,38
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,7,10,0
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,30,0,0
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,8,335,336
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,75,233,154
C. K-8 / 401 - 750,Camden,190,Barrington Boro,0,40,0
C. K-8 / 401 - 750,Camden,340,Berlin Twp,566,0,37
C. K-8 / 401 - 750,Camden,880,Clementon Boro,145,0,0
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,160,95,0
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,1,62,236
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,249,121,317
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,28,374,714
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,71,72,0
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,0,27,2
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,258,209,0
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,104,51,195
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,25,147,0
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,467,182,50
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,89,16,0
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,267,401,0
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,31,13,0
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,461,588,377
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,158,0,0
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,0,0,0
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,272,189,174
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,30,52,0
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,341,256,117
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,0,0,0
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,386,170,60
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,535,51,445
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,11,90,72
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,60,415,189
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,0,0,0
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,0,15,116
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,37,233,4
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,52,44,15
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,14,30,0
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,599,211,0
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,221,0,5
C. K-8 / 401 - 750,Sussex,90,Andover Reg,142,0,0
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,97,91,0
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,97,255,84
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,110,0,0
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,76,60,0
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,0,0,0
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,3,59,14
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,34,0,0
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,131,0,27
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,126,116,124
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,95,90,94
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,106,90,94
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,90,83,85
D. K-8 / 751 +,Atlantic,10,Absecon City,89,121,71
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,0,24,26
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,5,3,23
D. K-8 / 751 +,Atlantic,2680,Linwood City,95,13,205
D. K-8 / 751 +,Atlantic,3720,Northfield City,62,0,0
D. K-8 / 751 +,Atlantic,4800,Somers Point City,20,22,17
D. K-8 / 751 +,Bergen,40,Allendale Boro,14,157,97
D. K-8 / 751 +,Bergen,930,Closter Boro,37,126,47
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,160,13,188
D. K-8 / 751 +,Bergen,1470,Fairview Boro,0,0,0
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,226,134,59
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,12,89,0
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,106,184,180
D. K-8 / 751 +,Bergen,3060,Maywood Boro,0,0,0
D. K-8 / 751 +,Bergen,3330,Montvale Boro,71,43,0
D. K-8 / 751 +,Bergen,3760,Oakland Boro,311,21,0
D. K-8 / 751 +,Bergen,4430,River Vale Twp,163,87,32
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,108,261,281
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,32,24,5
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,10,32,235
D. K-8 / 751 +,Burlington,1420,Evesham Twp,157,43,17
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,17,85,96
D. K-8 / 751 +,Burlington,3080,Medford Twp,145,197,205
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,174,116,143
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,15,28,63
D. K-8 / 751 +,Burlington,5720,Westampton,39,0,0
D. K-8 / 751 +,Camden,260,Bellmawr Boro,6,65,131
D. K-8 / 751 +,Camden,330,Berlin Boro,18,47,0
D. K-8 / 751 +,Camden,1780,Gloucester Twp,48,76,14
D. K-8 / 751 +,Camden,4590,Runnemede Boro,334,166,53
D. K-8 / 751 +,Camden,5080,Stratford Boro,0,109,46
D. K-8 / 751 +,Camden,5400,Voorhees Twp,46,190,67
D. K-8 / 751 +,Cape May,5340,Upper Twp,9,52,8
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,214,317,49
D. K-8 / 751 +,Gloucester,2750,Logan Twp,102,136,337
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,35,72,4
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,57,0,0
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,156,109,109
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,79,154,134
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,0,0,0
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,356,266,24
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,0,0,0
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,0,0,0
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,7,332,0
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,92,25,331
D. K-8 / 751 +,Monmouth,2290,Howell Twp,209,306,99
D. K-8 / 751 +,Monmouth,2720,Little Silver Boro,25,3,0
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,305,46,48
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,152,30,265
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,14,19,6
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,31,79,169
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,20,15,0
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,127,5,9
D. K-8 / 751 +,Morris,820,Chester Twp,234,174,75
D. K-8 / 751 +,Morris,1090,Denville Twp,18,80,87
D. K-8 / 751 +,Morris,1190,East Hanover Twp,129,48,9
D. K-8 / 751 +,Morris,1530,Florham Park Boro,357,191,169
D. K-8 / 751 +,Morris,2000,Hanover Twp,141,91,149
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,32,43,4
D. K-8 / 751 +,Morris,4000,Long Hill Twp,84,0,0
D. K-8 / 751 +,Morris,4490,Rockaway Twp,154,71,99
D. K-8 / 751 +,Morris,5520,Washington Twp,4,15,20
D. K-8 / 751 +,Passaic,1920,Haledon Boro,23,44,120
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,55,88,0
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,0,0,0
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,178,200,0
D. K-8 / 751 +,Passaic,5200,Totowa Boro,2,9,29
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,0,0,0
D. K-8 / 751 +,Passaic,5690,Woodland Park,137,36,25
D. K-8 / 751 +,Somerset,510,Branchburg Twp,283,380,339
D. K-8 / 751 +,Somerset,5470,Warren Twp,197,221,113
D. K-8 / 751 +,Sussex,640,Byram Twp,223,153,90
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,41,186,94
E. K-12 / 0 - 1800,Statewide,N.A.,1. State average - Operating Type K-12,87,73,75
E. K-12 / 0 - 1800,Statewide,N.A.,2. State median - Operating Type K-12,67,55,51
E. K-12 / 0 - 1800,Statewide,N.A.,5. State average - All operating types,106,90,94
E. K-12 / 0 - 1800,Statewide,N.A.,6. State median - All operating types,90,83,85
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,133,289,321
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,146,121,154
E. K-12 / 0 - 1800,Bergen,990,Cresskill Boro,53,2,0
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,95,356,0
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,63,33,12
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,4,3,0
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,0,0,0
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,5,29,6
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,227,7,0
E. K-12 / 0 - 1800,Bergen,4610,Saddle Brook Twp,103,41,11
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,456,85,145
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,32,16,117
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,0,0,0
E. K-12 / 0 - 1800,Burlington,600,Burlington City,2,33,204
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,0,5,0
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,107,368,658
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,28,129,97
E. K-12 / 0 - 1800,Camden,150,Audubon Public School Disrict,3,2,3
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,156,62,99
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,52,29,135
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,18,13,0
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,48,38,13
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,178,43,111
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,8,42,43
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,94,54,102
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,11,0,0
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon Regional School District,0,71,0
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,0,55,51
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,15,20,0
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,13,26,6
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,240,124,142
E. K-12 / 0 - 1800,Monmouth,100,Asbury Park City,0,23,9
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,0,N.R.,0
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,159,39,0
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,40,33,0
E. K-12 / 0 - 1800,Morris,450,Boonton Town,6,15,7
E. K-12 / 0 - 1800,Morris,630,Butler Boro,2,88,47
E. K-12 / 0 - 1800,Morris,2460,Kinnelon Boro,213,11,58
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,67,0,0
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,5,0,0
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,34,44,0
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,9,55,51
E. K-12 / 0 - 1800,Salem,4075,Pennsville,220,120,122
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,44,5,21
E. K-12 / 0 - 1800,Salem,4630,Salem City,0,208,0
E. K-12 / 0 - 1800,Salem,5910,Woodstown-Pilesgrove Reg,175,25,0
E. K-12 / 0 - 1800,Somerset,3000,Manville Boro,0,0,0
E. K-12 / 0 - 1800,Somerset,4815,Somerset Hills Regional,0,22,85
E. K-12 / 0 - 1800,Sussex,2240,Hopatcong,8,60,0
E. K-12 / 0 - 1800,Sussex,3590,Newton Town,62,22,37
E. K-12 / 0 - 1800,Union,2420,Kenilworth Boro,2,76,0
E. K-12 / 0 - 1800,Warren,280,Belvidere Town,364,95,255
F. K-12 / 1801 - 3500,Statewide,N.A.,1. State average - Operating Type K-12,87,73,75
F. K-12 / 1801 - 3500,Statewide,N.A.,2. State median - Operating Type K-12,67,55,51
F. K-12 / 1801 - 3500,Statewide,N.A.,5. State average - All operating types,106,90,94
F. K-12 / 1801 - 3500,Statewide,N.A.,6. State median - All operating types,90,83,85
F. K-12 / 1801 - 3500,Atlantic,1960,Hammonton Town,80,106,373
F. K-12 / 1801 - 3500,Atlantic,4180,Pleasantville City,23,83,424
F. K-12 / 1801 - 3500,Bergen,890,Cliffside Park Boro,80,95,132
F. K-12 / 1801 - 3500,Bergen,1130,Dumont Boro,30,39,3
F. K-12 / 1801 - 3500,Bergen,1345,Elmwood Park,106,16,0
F. K-12 / 1801 - 3500,Bergen,1370,Englewood City,25,232,53
F. K-12 / 1801 - 3500,Bergen,1760,Glen Rock Boro,90,240,17
F. K-12 / 1801 - 3500,Bergen,2620,Leonia Boro,168,109,0
F. K-12 / 1801 - 3500,Bergen,2740,Lodi Borough,23,37,188
F. K-12 / 1801 - 3500,Bergen,2860,Lyndhurst Twp,0,0,0
F. K-12 / 1801 - 3500,Bergen,2900,Mahwah Twp,112,97,0
F. K-12 / 1801 - 3500,Bergen,3550,New Milford Boro,186,85,116
F. K-12 / 1801 - 3500,Bergen,3600,North Arlington Boro,133,71,4
F. K-12 / 1801 - 3500,Bergen,4310,Ramsey Boro,57,17,7
F. K-12 / 1801 - 3500,Bergen,4380,Ridgefield Park Twp,110,214,0
F. K-12 / 1801 - 3500,Bergen,4600,Rutherford Boro,59,45,0
F. K-12 / 1801 - 3500,Bergen,5160,Tenafly Boro,129,149,0
F. K-12 / 1801 - 3500,Bergen,5755,Westwood Regional,160,109,69
F. K-12 / 1801 - 3500,Burlington,475,Bordentown Regional,112,100,78
F. K-12 / 1801 - 3500,Burlington,840,Cinnaminson Twp,75,61,41
F. K-12 / 1801 - 3500,Burlington,1060,Delran Twp,77,17,0
F. K-12 / 1801 - 3500,Burlington,3010,Maple Shade Twp,22,48,101
F. K-12 / 1801 - 3500,Burlington,5805,Willingboro Twp,223,128,133
F. K-12 / 1801 - 3500,Camden,940,Collingswood Boro,155,24,38
F. K-12 / 1801 - 3500,Camden,1770,Gloucester City,356,510,78
F. K-12 / 1801 - 3500,Camden,1890,Haddon Twp,95,27,61
F. K-12 / 1801 - 3500,Camden,1900,Haddonfield Boro,96,97,8
F. K-12 / 1801 - 3500,Camden,2670,Lindenwold Boro,49,63,35
F. K-12 / 1801 - 3500,Camden,4110,Pine Hill Boro,293,64,57
F. K-12 / 1801 - 3500,Cape May,3130,Middle Twp,0,0,52
F. K-12 / 1801 - 3500,Cape May,3780,Ocean City,203,161,116
F. K-12 / 1801 - 3500,Essex,660,Caldwell-West Caldwell,153,119,51
F. K-12 / 1801 - 3500,Essex,1750,Glen Ridge Boro,56,304,47
F. K-12 / 1801 - 3500,Essex,5370,Verona Boro,6,3,0
F. K-12 / 1801 - 3500,Gloucester,1730,Glassboro,130,185,227
F. K-12 / 1801 - 3500,Gloucester,5620,West Deptford Twp,58,77,34
F. K-12 / 1801 - 3500,Hudson,2060,Harrison Town,136,18,0
