GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,0.336,0.329,0.361
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,0.333,0.325,0.349
A. K-6,Statewide,N.A.,5. State average - All operating types,0.309,0.306,0.328
A. K-6,Statewide,N.A.,6. State median - All operating types,0.301,0.294,0.318
A. K-6,Bergen,1270,Edgewater Boro,0.333,0.365,0.432
A. K-6,Bergen,3870,Oradell Boro,0.304,0.300,0.312
A. K-6,Bergen,4410,River Edge Boro,0.329,0.311,0.335
A. K-6,Bergen,4620,Saddle River Boro,0.383,0.352,0.462
A. K-6,Burlington,200,Bass River Twp,0.331,0.379,N.R.
A. K-6,Burlington,830,Chesterfield Twp,0.268,0.248,0.301
A. K-6,Burlington,2960,Mansfield Twp,0.313,0.300,0.351
A. K-6,Burlington,3650,North Hanover Twp,0.371,0.337,0.349
A. K-6,Burlington,5010,Springfield Twp,0.359,0.327,0.362
A. K-6,Camden,2540,Laurel Springs Boro,0.338,0.283,0.336
A. K-6,Camden,3770,Oaklyn Boro,0.360,0.354,0.351
A. K-6,Camden,5560,Waterford Twp,0.289,0.326,0.318
A. K-6,Cape May,710,Cape May City,0.363,0.363,0.364
A. K-6,Cape May,2840,Lower Twp,0.356,0.308,0.354
A. K-6,Cape May,5610,West Cape May Boro,0.153,0.195,0.148
A. K-6,Essex,1400,Essex Fells Boro,0.229,0.235,0.268
A. K-6,Essex,1465,Fairfield Twp,0.283,0.264,0.278
A. K-6,Essex,3630,North Caldwell Boro,0.364,0.362,0.384
A. K-6,Essex,4530,Roseland Boro,0.306,0.307,0.337
A. K-6,Gloucester,1180,East Greenwich Twp,0.257,0.246,0.269
A. K-6,Gloucester,1330,Elk Twp,0.395,0.389,0.372
A. K-6,Gloucester,1590,Franklin Twp,0.364,0.468,0.472
A. K-6,Gloucester,2070,Harrison Twp,0.234,0.213,0.243
A. K-6,Gloucester,2990,Mantua Twp,0.302,0.283,0.282
A. K-6,Gloucester,3490,National Park Boro,0.336,0.354,0.397
A. K-6,Gloucester,4880,South Harrison Twp,0.368,0.333,0.388
A. K-6,Gloucester,5120,Swedesboro-Woolwich,0.366,0.342,0.339
A. K-6,Gloucester,5590,Wenonah Boro,0.226,0.214,0.221
A. K-6,Gloucester,5740,Westville Boro,0.280,0.283,0.300
A. K-6,Gloucester,5870,Woodbury Heights Boro,0.267,0.241,0.308
A. K-6,Hunterdon,2590,Lebanon Boro,0.356,0.335,0.388
A. K-6,Hunterdon,3180,Milford Boro,0.427,0.357,0.477
A. K-6,Monmouth,130,Atlantic Highlands Boro,0.325,0.305,0.325
A. K-6,Monmouth,2160,Highlands Boro,0.301,0.269,0.318
A. K-6,Monmouth,4520,Roosevelt Boro,0.234,0.235,0.354
A. K-6,Morris,3240,Mine Hill Twp,0.321,0.317,0.320
A. K-6,Ocean,230,Beach Haven Boro,0.402,0.411,0.491
A. K-6,Ocean,320,Berkeley Twp,0.375,0.364,0.417
A. K-6,Ocean,1150,Eagleswood Twp,0.331,0.345,0.351
A. K-6,Ocean,2350,Island Heights Boro,0.314,0.268,0.342
A. K-6,Ocean,2690,Little Egg Harbor Twp,0.426,0.408,0.434
A. K-6,Ocean,2760,Long Beach Island,0.347,0.369,0.401
A. K-6,Ocean,3800,Ocean Gate Boro,0.369,0.294,0.330
A. K-6,Ocean,3820,Ocean Twp,0.397,N.R.,0.432
A. K-6,Ocean,4710,Seaside Heights Boro,0.454,0.383,0.423
A. K-6,Ocean,5020,Stafford Twp,0.400,0.429,0.504
A. K-6,Ocean,5220,Tuckerton Boro,0.394,0.314,0.335
A. K-6,Sussex,1630,Fredon Twp,0.337,0.332,0.426
A. K-6,Sussex,1980,Hampton Twp,0.333,0.329,0.370
A. K-6,Sussex,4650,Sandyston-Walpack Twp,0.313,0.325,0.336
A. K-6,Sussex,5040,Stillwater Twp,0.335,0.328,0.379
A. K-6,Warren,400,Blairstown Twp,0.250,0.230,0.254
A. K-6,Warren,1620,Franklin Twp,0.314,0.302,0.309
A. K-6,Warren,1670,Frelinghuysen Twp,0.226,0.237,0.269
A. K-6,Warren,2470,Knowlton Twp,0.272,0.265,0.295
A. K-6,Warren,2970,Mansfield Twp,0.334,0.329,0.371
A. K-6,Warren,5480,Washington Boro,0.382,0.361,0.399
A. K-6,Warren,5530,Washington Twp,0.279,0.282,0.293
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,0.318,0.309,0.341
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,0.311,0.305,0.335
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,0.309,0.306,0.328
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,0.301,0.294,0.318
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,0.307,0.275,0.293
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,0.353,0.336,0.344
B. K-8 / 0 - 400,Atlantic,3020,Margate City,0.290,0.280,0.302
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,0.297,0.302,0.316
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,0.425,0.402,0.401
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,0.326,0.315,0.415
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,0.272,0.280,0.288
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,0.289,0.290,0.290
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,0.335,0.316,0.329
B. K-8 / 0 - 400,Burlington,380,Beverly City,0.333,0.301,0.322
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,0.358,0.376,0.369
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,0.388,0.392,0.393
B. K-8 / 0 - 400,Burlington,4460,Riverton,0.232,0.226,0.255
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,0.274,0.365,0.349
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,0.312,0.280,0.247
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,0.328,0.307,0.300
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,0.320,0.274,0.337
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,0.423,0.397,0.490
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,0.376,0.391,0.449
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,0.371,0.386,0.418
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,0.327,0.329,0.379
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,0.329,0.408,0.418
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,0.323,0.332,0.402
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,0.310,0.357,0.410
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,0.293,0.300,0.334
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,0.387,0.256,0.400
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,0.474,0.508,0.547
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,0.426,0.418,0.456
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,0.412,0.468,0.541
B. K-8 / 0 - 400,Gloucester,1830,Greenwich Twp,0.332,0.319,0.328
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,0.356,0.302,0.367
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,0.353,0.365,0.377
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,0.259,0.219,0.470
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,0.295,0.307,0.346
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,0.311,0.311,0.335
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,0.347,0.338,0.370
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,0.286,0.279,0.314
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,0.276,0.287,0.280
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,0.373,0.382,0.406
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,0.476,0.425,0.420
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,0.303,0.301,0.340
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,0.393,0.356,0.487
B. K-8 / 0 - 400,Hunterdon,5270,Union Twp,0.316,0.330,0.349
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,0.259,0.276,0.312
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,0.276,0.285,0.306
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,0.281,0.295,0.316
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,0.228,0.239,0.299
