cds,fiscal_year,student_count
355540,2016-2017,30195
355550,2016-2017,76835
370090,2016-2017,34056
370520,2016-2017,3553
370640,2016-2017,40447
371560,2016-2017,20025.5
371570,2016-2017,23254
371630,2016-2017,10780
371800,2016-2017,31163
371930,2016-2017,11748
371980,2016-2017,14058
372030,2016-2017,34089
372165,2016-2017,43857
372240,2016-2017,78837
372465,2016-2017,48312
372490,2016-2017,11319
372615,2016-2017,37884
373300,2016-2017,18045.5
373590,2016-2017,55011
373840,2016-2017,12512.5
374650,2016-2017,6853
374960,2016-2017,148170
375030,2016-2017,14729
375040,2016-2017,14036
375100,2016-2017,52239
375110,2016-2017,28517.5
375360,2016-2017,149281
375435,2016-2017,31955
390310,2016-2017,103609
390850,2016-2017,97801
390980,2016-2017,171039
391320,2016-2017,1388645.5
391710,2016-2017,22451
392190,2016-2017,159516.5
392420,2016-2017,65747
392660,2016-2017,296323.5
393470,2016-2017,46238.5
393560,2016-2017,106716.5
394160,2016-2017,538538
394290,2016-2017,191037
394540,2016-2017,144743.5
394550,2016-2017,99203.5
394670,2016-2017,245388
395000,2016-2017,101420
395090,2016-2017,188232
395260,2016-2017,59532
395290,2016-2017,350548
395730,2016-2017,281473.5
395810,2016-2017,8085
410030,2016-2017,26433
410070,2016-2017,14327.5
410280,2016-2017,19041
410400,2016-2017,20350
411620,2016-2017,9971.5
411670,2016-2017,6935.5
411785,2016-2017,50677
411840,2016-2017,47833.5
411870,2016-2017,66946
412020,2016-2017,3476
412040,2016-2017,15939
412250,2016-2017,10725
412470,2016-2017,9328
412790,2016-2017,55599.5
412970,2016-2017,31724
413675,2016-2017,41745
413890,2016-2017,17831
414100,2016-2017,138479
414200,2016-2017,19789
415460,2016-2017,18733
415465,2016-2017,85107
415480,2016-2017,26510
415530,2016-2017,22126.5
415780,2016-2017,20691
10010,2017-2018,43736
10110,2017-2018,371239
10120,2017-2018,61358
10570,2017-2018,36349.5
10590,2017-2018,88093.5
10960,2017-2018,3179
11300,2017-2018,25839
11310,2017-2018,371019
11410,2017-2018,10065
11540,2017-2018,25157
11690,2017-2018,166386
11790,2017-2018,157701.5
11940,2017-2018,147180
11960,2017-2018,141674.5
12680,2017-2018,37532
12780,2017-2018,1892
12910,2017-2018,63008
13020,2017-2018,19833
13480,2017-2018,31922
13720,2017-2018,43351
14180,2017-2018,203313
14240,2017-2018,7997
14800,2017-2018,48235
15350,2017-2018,48422
15760,2017-2018,10010
30040,2017-2018,40309.5
30080,2017-2018,10087
30290,2017-2018,80580.5
30300,2017-2018,173475.5
30440,2017-2018,55462
30740,2017-2018,25839
30745,2017-2018,23853.5
30890,2017-2018,133650
30930,2017-2018,49841
30990,2017-2018,80333
31070,2017-2018,30063
31130,2017-2018,115313
31230,2017-2018,39363.5
31270,2017-2018,60566
31345,2017-2018,131175
31360,2017-2018,51254.5
31370,2017-2018,161221.5
31380,2017-2018,25564
31450,2017-2018,227529.5
31470,2017-2018,99973.5
31550,2017-2018,183183
31580,2017-2018,49687
31700,2017-2018,259611
31760,2017-2018,110704
31860,2017-2018,282485.5
32050,2017-2018,28160
32080,2017-2018,86091.5
32090,2017-2018,18645
32180,2017-2018,53801
32200,2017-2018,37906
32620,2017-2018,67122
32710,2017-2018,63288.5
32740,2017-2018,170241.5
32860,2017-2018,116451.5
32900,2017-2018,134458.5
33060,2017-2018,57414.5
33170,2017-2018,42603
33330,2017-2018,44440
33350,2017-2018,20289.5
33550,2017-2018,92048
33600,2017-2018,84733
33700,2017-2018,45226.5
33710,2017-2018,100012
33730,2017-2018,22814
33740,2017-2018,28325
33760,2017-2018,65549
33850,2017-2018,31471
33870,2017-2018,34804
33910,2017-2018,85662.5
33930,2017-2018,169686
33940,2017-2018,55759
33960,2017-2018,90365
34300,2017-2018,102014
34310,2017-2018,118459
34370,2017-2018,70499
34380,2017-2018,99396
34390,2017-2018,253374
34405,2017-2018,71093
34410,2017-2018,52514
34430,2017-2018,51733
34470,2017-2018,30096
34500,2017-2018,1540
34600,2017-2018,115362.5
34610,2017-2018,79541
34620,2017-2018,16797
34870,2017-2018,17655
35150,2017-2018,191807
35160,2017-2018,160963
35170,2017-2018,440
35330,2017-2018,52030
35410,2017-2018,70774
35430,2017-2018,65637
35755,2017-2018,127457
35830,2017-2018,54543.5
35880,2017-2018,33803
35920,2017-2018,92680.5
50200,2017-2018,5005
50380,2017-2018,16049
50475,2017-2018,116523
50600,2017-2018,74063
50610,2017-2018,81103
50620,2017-2018,183095
50830,2017-2018,33918.5
50840,2017-2018,114840
51030,2017-2018,25201
51060,2017-2018,144881
51250,2017-2018,28039
51280,2017-2018,49995
51420,2017-2018,202686
51520,2017-2018,83963
51910,2017-2018,28842
52610,2017-2018,312950
52850,2017-2018,63701
52960,2017-2018,28039
53010,2017-2018,108328
53070,2017-2018,24183.5
53080,2017-2018,123876.5
53360,2017-2018,173965
53430,2017-2018,49973
53440,2017-2018,192797
53540,2017-2018,12474
53650,2017-2018,52855
53690,2017-2018,97372
53920,2017-2018,41338
54040,2017-2018,7084
54050,2017-2018,225049
54320,2017-2018,102762
54450,2017-2018,66528
54460,2017-2018,15983
54740,2017-2018,34727
54930,2017-2018,34298
55010,2017-2018,10054
55130,2017-2018,32527
55490,2017-2018,3806
55720,2017-2018,46211
55805,2017-2018,192549.5
55890,2017-2018,7106
70150,2017-2018,61919
70160,2017-2018,4972
70190,2017-2018,39303
70260,2017-2018,57695
70330,2017-2018,37537.5
70340,2017-2018,38071
70390,2017-2018,178986.5
70580,2017-2018,18073
70680,2017-2018,821106
70700,2017-2018,85052
70800,2017-2018,514030
70810,2017-2018,8459
70880,2017-2018,30272
70940,2017-2018,82478
71255,2017-2018,91971
71720,2017-2018,10395
71770,2017-2018,101552
71780,2017-2018,319506
71880,2017-2018,44528
71890,2017-2018,94435
71900,2017-2018,117452.5
72130,2017-2018,6864
72540,2017-2018,16137
72560,2017-2018,24343
72670,2017-2018,148214
72890,2017-2018,20977
73110,2017-2018,23974.5
73420,2017-2018,28974
73770,2017-2018,21549
74060,2017-2018,265573
74110,2017-2018,84716.5
74590,2017-2018,41420.5
74790,2017-2018,23859
75035,2017-2018,41140
75080,2017-2018,36195.5
75140,2017-2018,44
75400,2017-2018,133144
75560,2017-2018,72545
75820,2017-2018,240108
75900,2017-2018,31460
90170,2017-2018,1683
90710,2017-2018,9218
90720,2017-2018,24491.5
90730,2017-2018,132
91080,2017-2018,31295
92820,2017-2018,69421
92840,2017-2018,81427.5
93130,2017-2018,117276.5
93680,2017-2018,12848
93780,2017-2018,70345
94700,2017-2018,3762
95060,2017-2018,1111
95340,2017-2018,90948
95610,2017-2018,4262.5
95700,2017-2018,1518
95790,2017-2018,42383
95800,2017-2018,13227.5
95840,2017-2018,13629
110540,2017-2018,330308
110950,2017-2018,39176.5
110995,2017-2018,17006
110997,2017-2018,60643
111020,2017-2018,16896
111120,2017-2018,9361
111460,2017-2018,29656
111820,2017-2018,3047
112270,2017-2018,21384
112570,2017-2018,32065
113050,2017-2018,25872
113230,2017-2018,258780.5
114750,2017-2018,2002
115070,2017-2018,5962
115300,2017-2018,43637
115390,2017-2018,543983
130250,2017-2018,232820.5
130410,2017-2018,315073
130660,2017-2018,120021
130760,2017-2018,73348
131210,2017-2018,528990
131390,2017-2018,94556
131400,2017-2018,8970.5
131465,2017-2018,28765
131750,2017-2018,82775
132330,2017-2018,414155.5
132730,2017-2018,265529
133190,2017-2018,217657
133310,2017-2018,305926.5
133570,2017-2018,2696232
133630,2017-2018,29496.5
133750,2017-2018,188012
133880,2017-2018,288101
134530,2017-2018,19948.5
134900,2017-2018,327805.5
135370,2017-2018,97295
135630,2017-2018,76158.5
135680,2017-2018,330225.5
150860,2017-2018,70152.5
150870,2017-2018,108086
151100,2017-2018,209836
151180,2017-2018,57299
151330,2017-2018,15103
151590,2017-2018,65191.5
151715,2017-2018,46299
151730,2017-2018,104137
151775,2017-2018,45364
151830,2017-2018,26389
152070,2017-2018,64636
152440,2017-2018,111980
152750,2017-2018,50880.5
152990,2017-2018,57150.5
153280,2017-2018,291896
153490,2017-2018,11715
153580,2017-2018,11027.5
154020,2017-2018,56732.5
154140,2017-2018,61545
154880,2017-2018,17946.5
154940,2017-2018,71098.5
155120,2017-2018,77214.5
155500,2017-2018,348931
155590,2017-2018,7920
155620,2017-2018,140772.5
155740,2017-2018,17853
155860,2017-2018,74585.5
155870,2017-2018,10098
170220,2017-2018,480309.5
171200,2017-2018,20685.5
171850,2017-2018,72825.5
172060,2017-2018,120329
172210,2017-2018,144089
172295,2017-2018,94380
172390,2017-2018,1665829
172410,2017-2018,296967
173610,2017-2018,386859
174730,2017-2018,99979
175240,2017-2018,720137
175580,2017-2018,64234.5
175670,2017-2018,433532
190020,2017-2018,20647
190370,2017-2018,16324
190430,2017-2018,7749.5
190670,2017-2018,3883
190910,2017-2018,13854.5
190920,2017-2018,58773
191040,2017-2018,17242.5
191050,2017-2018,36036
191160,2017-2018,15290
191376,2017-2018,41450
191510,2017-2018,143385
191600,2017-2018,13018.5
191680,2017-2018,5599
191740,2017-2018,6539.5
191970,2017-2018,6259
192140,2017-2018,17369
192220,2017-2018,24068
192300,2017-2018,133644.5
192308,2017-2018,10846
192450,2017-2018,15389
192590,2017-2018,5780.5
192600,2017-2018,27720
193180,2017-2018,3410
193660,2017-2018,120268.5
194350,2017-2018,72715.5
195180,2017-2018,25586
195270,2017-2018,19998
211245,2017-2018,258159
211430,2017-2018,177188
211950,2017-2018,571004.5
212280,2017-2018,161287.5
212580,2017-2018,183073
213105,2017-2018,21857
214255,2017-2018,170027
215210,2017-2018,813730.5
215510,2017-2018,137126
215715,2017-2018,438982.5
230750,2017-2018,192362.5
230970,2017-2018,32879
231140,2017-2018,59147
231170,2017-2018,373549
231290,2017-2018,725351
232110,2017-2018,13222
232150,2017-2018,80421
232370,2017-2018,47377
233120,2017-2018,101420
233140,2017-2018,99946
233150,2017-2018,85640.5
233220,2017-2018,44649
233290,2017-2018,291478
233530,2017-2018,548839.5
233620,2017-2018,305723
233845,2017-2018,421652
234090,2017-2018,582813
234130,2017-2018,349844
234660,2017-2018,297841.5
234830,2017-2018,52596.5
234860,2017-2018,396401.5
234910,2017-2018,159654
234920,2017-2018,110781
234970,2017-2018,55374
235850,2017-2018,670923
250050,2017-2018,132
250100,2017-2018,128502
250130,2017-2018,11403
250180,2017-2018,7733
250270,2017-2018,28523
250500,2017-2018,18760.5
250560,2017-2018,35695
250945,2017-2018,39171
251000,2017-2018,9394
251260,2017-2018,52008
251440,2017-2018,44346.5
251490,2017-2018,6919
251640,2017-2018,91410
251650,2017-2018,495847
251660,2017-2018,171347
252105,2017-2018,133331
252120,2017-2018,12168
252160,2017-2018,7380
252230,2017-2018,133034
252290,2017-2018,273229
252320,2017-2018,1507
252400,2017-2018,77907.5
252430,2017-2018,45347.5
252720,2017-2018,36663
252770,2017-2018,283591
252920,2017-2018,226446
252930,2017-2018,43076
253030,2017-2018,220748
253040,2017-2018,177595
253160,2017-2018,434923.5
253200,2017-2018,78232
253250,2017-2018,10285
253260,2017-2018,78600.5
253270,2017-2018,48229.5
253500,2017-2018,25899.5
253510,2017-2018,194463.5
253810,2017-2018,171171
253830,2017-2018,24376
254360,2017-2018,80729
254365,2017-2018,47569.5
254520,2017-2018,5423
254570,2017-2018,42801
254580,2017-2018,42966
254680,2017-2018,1661
254690,2017-2018,7040
254760,2017-2018,27258
254770,2017-2018,21296
254840,2017-2018,8525
254980,2017-2018,10604
254990,2017-2018,19877
255185,2017-2018,72039
255230,2017-2018,39352.5
255310,2017-2018,76890
255420,2017-2018,159753
255640,2017-2018,24480.5
270450,2017-2018,52640.5
270460,2017-2018,31526
270630,2017-2018,45402.5
270785,2017-2018,186164
270820,2017-2018,49555
271090,2017-2018,73947.5
271110,2017-2018,151211.5
271190,2017-2018,42867
271530,2017-2018,42108
271990,2017-2018,69344
272000,2017-2018,65648
272010,2017-2018,17578
272380,2017-2018,141053
272460,2017-2018,86944
272650,2017-2018,56864.5
272870,2017-2018,112838
273090,2017-2018,23463
273100,2017-2018,29997
273240,2017-2018,25223
273340,2017-2018,165198
273365,2017-2018,34666.5
273370,2017-2018,132902
273380,2017-2018,36179
273385,2017-2018,249727.5
273410,2017-2018,23980
273450,2017-2018,211904
273460,2017-2018,50358
273520,2017-2018,14223
273950,2017-2018,324027
274000,2017-2018,37191
274080,2017-2018,94292
274330,2017-2018,213207.5
274440,2017-2018,20020
274480,2017-2018,27874
274490,2017-2018,108570
274560,2017-2018,158262.5
275380,2017-2018,14448.5
275520,2017-2018,94325
275660,2017-2018,115500
275770,2017-2018,40634
290185,2017-2018,149622
290210,2017-2018,3960
290230,2017-2018,2700.5
290320,2017-2018,101497
290530,2017-2018,419947
290770,2017-2018,100094.5
291150,2017-2018,6457
292350,2017-2018,5676
292360,2017-2018,396016.5
292480,2017-2018,191939
292500,2017-2018,23556.5
292520,2017-2018,328751.5
292550,2017-2018,5874
292690,2017-2018,67826
292760,2017-2018,10450
292940,2017-2018,134002
292980,2017-2018,220
293790,2017-2018,51364.5
293800,2017-2018,6919
293820,2017-2018,43637
294105,2017-2018,76752.5
294190,2017-2018,61880.5
294210,2017-2018,124536.5
294220,2017-2018,28968.5
294710,2017-2018,11258.5
294720,2017-2018,2420
294950,2017-2018,115918
295020,2017-2018,98120
295190,2017-2018,741768.5
295220,2017-2018,14201
310420,2017-2018,41189.5
310900,2017-2018,563739
311920,2017-2018,52976
312100,2017-2018,114290
312510,2017-2018,44055
312700,2017-2018,41926.5
313640,2017-2018,30206
313970,2017-2018,803979
313980,2017-2018,46926
313990,2017-2018,62342.5
313995,2017-2018,142901
314010,2017-2018,1588939
314230,2017-2018,74118
314270,2017-2018,46794
314400,2017-2018,54802
315200,2017-2018,47223
315440,2017-2018,44137.5
315570,2017-2018,362230
315650,2017-2018,156794
315690,2017-2018,55572
330060,2017-2018,22874.5
331340,2017-2018,10439
331350,2017-2018,7436
332800,2017-2018,8239
332950,2017-2018,7062
333860,2017-2018,14707
334070,2017-2018,107547
334075,2017-2018,82967.5
334150,2017-2018,72589
334280,2017-2018,18788
334630,2017-2018,53762.5
334640,2017-2018,27819
335320,2017-2018,22099
335910,2017-2018,55247.5
350240,2017-2018,36338.5
350350,2017-2018,245421
350490,2017-2018,95023.5
350510,2017-2018,97108
350555,2017-2018,388283.5
351610,2017-2018,391594.5
351810,2017-2018,57634.5
352170,2017-2018,327811
353000,2017-2018,72589
353210,2017-2018,3404.5
353320,2017-2018,210006.5
353670,2017-2018,175114.5
354510,2017-2018,4114
354810,2017-2018,16912.5
354815,2017-2018,80509
354820,2017-2018,80410
354850,2017-2018,27472.5
355470,2017-2018,78276
355540,2017-2018,31328
355550,2017-2018,74030
370090,2017-2018,34067
370520,2017-2018,4081
370640,2017-2018,39545
371560,2017-2018,19475.5
371570,2017-2018,22748
371630,2017-2018,10560
371800,2017-2018,30525
371930,2017-2018,12507
371980,2017-2018,13926
372030,2017-2018,33071.5
372165,2017-2018,40524
372240,2017-2018,77440
372465,2017-2018,46068
372490,2017-2018,10956
372615,2017-2018,36520
373300,2017-2018,17402
373590,2017-2018,54208
373840,2017-2018,12133
374650,2017-2018,6974
374960,2017-2018,145810.5
375030,2017-2018,14542
375040,2017-2018,12661
375100,2017-2018,52184
375110,2017-2018,28836.5
375360,2017-2018,147323
375435,2017-2018,30382
390310,2017-2018,104104
390850,2017-2018,92873
390980,2017-2018,172678
391320,2017-2018,1422162.5
391710,2017-2018,22814
392190,2017-2018,159747.5
392420,2017-2018,65582
392660,2017-2018,301262.5
393470,2017-2018,45639
393560,2017-2018,106496.5
394160,2017-2018,556842
394290,2017-2018,191499
394540,2017-2018,150139
394550,2017-2018,99176
394670,2017-2018,244502.5
395000,2017-2018,99748
395090,2017-2018,186736
395260,2017-2018,63415
395290,2017-2018,348045.5
395730,2017-2018,283558
395810,2017-2018,7947.5
410030,2017-2018,25553
410070,2017-2018,13486
410280,2017-2018,18612
410400,2017-2018,19184
411620,2017-2018,9284
411670,2017-2018,6765
411785,2017-2018,49016
411840,2017-2018,48532
411870,2017-2018,69828
412020,2017-2018,4070
412040,2017-2018,15400
412250,2017-2018,9856
412470,2017-2018,8679
412790,2017-2018,53328
412970,2017-2018,30921
413675,2017-2018,41514
413890,2017-2018,18051
414100,2017-2018,140695.5
414200,2017-2018,19723
415460,2017-2018,17490
415465,2017-2018,83974
415480,2017-2018,24750
415530,2017-2018,21895.5
415780,2017-2018,20108
10010,2018-2019,46376
10110,2018-2019,383196
10120,2018-2019,64372
10570,2018-2019,34111
10590,2018-2019,85079.5
10960,2018-2019,3102
11300,2018-2019,28380
11310,2018-2019,369611
11410,2018-2019,10296
11540,2018-2019,24596
11690,2018-2019,165660
11790,2018-2019,157663
11940,2018-2019,145288
11960,2018-2019,141762.5
12680,2018-2019,36630
12780,2018-2019,2343
12910,2018-2019,61545
13020,2018-2019,18425
13480,2018-2019,31614
13720,2018-2019,42856
14180,2018-2019,207405
14240,2018-2019,7667
14800,2018-2019,47674
15350,2018-2019,47421
15760,2018-2019,9823
30040,2018-2019,40315
30080,2018-2019,9570
30290,2018-2019,82505.5
30300,2018-2019,173321.5
30440,2018-2019,57486
30740,2018-2019,25135
30745,2018-2019,23815
30890,2018-2019,139447
30930,2018-2019,52195
30990,2018-2019,81015
31070,2018-2019,29183
31130,2018-2019,115791.5
31230,2018-2019,40287.5
31270,2018-2019,62238
31345,2018-2019,132203.5
31360,2018-2019,50319.5
31370,2018-2019,164180.5
31380,2018-2019,23672
31450,2018-2019,231143
31470,2018-2019,102795
31550,2018-2019,186846
31580,2018-2019,48774
31700,2018-2019,262922
31760,2018-2019,112970
31860,2018-2019,286225.5
32050,2018-2019,27775
32080,2018-2019,83671.5
32090,2018-2019,19019
32180,2018-2019,51942
32200,2018-2019,38010.5
32620,2018-2019,66027.5
32710,2018-2019,59697
32740,2018-2019,166798.5
32860,2018-2019,115357
32900,2018-2019,132759
33060,2018-2019,57832.5
33170,2018-2019,42190.5
33330,2018-2019,44242
33350,2018-2019,21087
33550,2018-2019,92422
33600,2018-2019,83611
33700,2018-2019,43862.5
33710,2018-2019,100276
33730,2018-2019,22957
33740,2018-2019,27764
33760,2018-2019,63327
33850,2018-2019,30019
33870,2018-2019,33913
33910,2018-2019,88451
33930,2018-2019,169581.5
33940,2018-2019,54510.5
33960,2018-2019,89468.5
34300,2018-2019,102916
34310,2018-2019,119295
34370,2018-2019,69916
34380,2018-2019,97658
34390,2018-2019,254897.5
34405,2018-2019,71511
34410,2018-2019,53130
34430,2018-2019,50622
34470,2018-2019,28930
34500,2018-2019,1408
34600,2018-2019,116039
34610,2018-2019,82417.5
34620,2018-2019,16159
34870,2018-2019,18271
35150,2018-2019,192813.5
35160,2018-2019,163201.5
35170,2018-2019,528
35330,2018-2019,50952
35410,2018-2019,71780.5
35430,2018-2019,64779
35755,2018-2019,127237
35830,2018-2019,54246.5
35880,2018-2019,32582
35920,2018-2019,88462
50200,2018-2019,5016
50380,2018-2019,16599
50475,2018-2019,117260
50600,2018-2019,75262
50610,2018-2019,80311
50620,2018-2019,179888.5
50830,2018-2019,33297
50840,2018-2019,115472.5
51030,2018-2019,25124
51060,2018-2019,142835
51250,2018-2019,26994
51280,2018-2019,51089.5
51420,2018-2019,201426.5
51520,2018-2019,82142.5
51910,2018-2019,27720
52610,2018-2019,310794
52850,2018-2019,60665
52960,2018-2019,25454
53010,2018-2019,108746
53070,2018-2019,24156
53080,2018-2019,121517
53360,2018-2019,175021
53430,2018-2019,52041
53440,2018-2019,194271
53540,2018-2019,12045
53650,2018-2019,49461.5
53690,2018-2019,100837
53920,2018-2019,41591
54040,2018-2019,7722
54050,2018-2019,220726
54320,2018-2019,99638
54450,2018-2019,66588.5
54460,2018-2019,16417.5
54740,2018-2019,34309
54930,2018-2019,34320
55010,2018-2019,9020
55130,2018-2019,31680
55490,2018-2019,3036
55720,2018-2019,47520
55805,2018-2019,188578.5
55890,2018-2019,6160
70150,2018-2019,61633
70160,2018-2019,4917
70190,2018-2019,38940
70260,2018-2019,57486
70330,2018-2019,38483.5
70340,2018-2019,39930
70390,2018-2019,172601
70580,2018-2019,18370
70680,2018-2019,847737
70700,2018-2019,86977
70800,2018-2019,511071
70810,2018-2019,8052
70880,2018-2019,29133.5
70940,2018-2019,83380
71255,2018-2019,89727
71720,2018-2019,10956
71770,2018-2019,103345
71780,2018-2019,316657
71880,2018-2019,46618
71890,2018-2019,92862
71900,2018-2019,118151
72130,2018-2019,6666
72540,2018-2019,14784
72560,2018-2019,23353
72670,2018-2019,152570
72890,2018-2019,20108
73110,2018-2019,24964.5
73420,2018-2019,28468
73770,2018-2019,21653.5
74060,2018-2019,258390
74110,2018-2019,84304
74590,2018-2019,41299.5
74790,2018-2019,21472
75035,2018-2019,41943
75080,2018-2019,35381.5
75140,2018-2019,88
75400,2018-2019,137153.5
75560,2018-2019,70873
75820,2018-2019,234817
75900,2018-2019,30937.5
90170,2018-2019,1650
90710,2018-2019,7986
90720,2018-2019,23463
90730,2018-2019,176
91080,2018-2019,31361
92820,2018-2019,71285.5
92840,2018-2019,81367
93130,2018-2019,112975.5
93680,2018-2019,10967
93780,2018-2019,70983
94700,2018-2019,3927
95060,2018-2019,1375
95340,2018-2019,89771
95610,2018-2019,4009.5
95700,2018-2019,1694
95790,2018-2019,42339
95800,2018-2019,14080
95840,2018-2019,13326.5
110540,2018-2019,335549.5
110950,2018-2019,35079
110995,2018-2019,21747
110997,2018-2019,57486
111020,2018-2019,16005
111120,2018-2019,8591
111460,2018-2019,26466
111820,2018-2019,3102
112270,2018-2019,21241
112570,2018-2019,27764
113050,2018-2019,25267
113230,2018-2019,265380.5
114750,2018-2019,2057
115070,2018-2019,5236
115300,2018-2019,43598.5
115390,2018-2019,547123.5
130250,2018-2019,235510
130410,2018-2019,318252
130660,2018-2019,120164
130760,2018-2019,71390
131210,2018-2019,535326
131390,2018-2019,100045
131400,2018-2019,9273
131465,2018-2019,28886
131750,2018-2019,82830
132330,2018-2019,434566
132730,2018-2019,268257
133190,2018-2019,216183
133310,2018-2019,309716
133570,2018-2019,2753861
133630,2018-2019,28743
133750,2018-2019,189398
133880,2018-2019,298771
134530,2018-2019,20064
134900,2018-2019,330770
135370,2018-2019,97647
135630,2018-2019,75163
135680,2018-2019,331226.5
150860,2018-2019,66627
150870,2018-2019,105803.5
151100,2018-2019,205254.5
151180,2018-2019,58025
151330,2018-2019,16401
151590,2018-2019,62947.5
151715,2018-2019,44478.5
151730,2018-2019,96486.5
151775,2018-2019,48268
151830,2018-2019,24904
152070,2018-2019,62667
152440,2018-2019,113894
152750,2018-2019,50039
152990,2018-2019,55946
153280,2018-2019,287353
153490,2018-2019,11858
153580,2018-2019,10978
154020,2018-2019,59521
154140,2018-2019,58476
154880,2018-2019,17017
154940,2018-2019,71835.5
155120,2018-2019,76015.5
155500,2018-2019,344910.5
155590,2018-2019,7661.5
155620,2018-2019,138132.5
155740,2018-2019,18012.5
155860,2018-2019,76692
155870,2018-2019,9977
170220,2018-2019,480755
171200,2018-2019,19371
171850,2018-2019,71786
172060,2018-2019,122914
172210,2018-2019,149941
172295,2018-2019,103361.5
172390,2018-2019,1691558
172410,2018-2019,295383
173610,2018-2019,381238
174730,2018-2019,101854.5
175240,2018-2019,737110
175580,2018-2019,63756
175670,2018-2019,436667
190020,2018-2019,21120
190370,2018-2019,16610
190430,2018-2019,6176.5
190670,2018-2019,3608
190910,2018-2019,13079
190920,2018-2019,55451
191040,2018-2019,17094
191050,2018-2019,31163
191160,2018-2019,15092
191376,2018-2019,41325
191510,2018-2019,143165
191600,2018-2019,12672
191680,2018-2019,5555
191740,2018-2019,6765
191970,2018-2019,5709
192140,2018-2019,16560.5
192220,2018-2019,25113
192300,2018-2019,132181.5
192308,2018-2019,12314.5
192450,2018-2019,15004
192590,2018-2019,5775
192600,2018-2019,26279
193180,2018-2019,2464
193660,2018-2019,116748.5
194350,2018-2019,69003
195180,2018-2019,25047
195270,2018-2019,20570
211245,2018-2019,253951.5
211430,2018-2019,176165
211950,2018-2019,568733
212280,2018-2019,156574
212580,2018-2019,180400
213105,2018-2019,21571
214255,2018-2019,175400.5
215210,2018-2019,865370
215510,2018-2019,141262
215715,2018-2019,439532.5
230750,2018-2019,198434.5
230970,2018-2019,32956
231140,2018-2019,60775
231170,2018-2019,378108.5
231290,2018-2019,752752
232110,2018-2019,13365
232150,2018-2019,78221
232370,2018-2019,48202
233120,2018-2019,102256
233140,2018-2019,99484
233150,2018-2019,84876
233220,2018-2019,45490.5
233290,2018-2019,297665.5
233530,2018-2019,559108
233620,2018-2019,303963
233845,2018-2019,413567
234090,2018-2019,595468.5
234130,2018-2019,346753
234660,2018-2019,304639.5
234830,2018-2019,51986
234860,2018-2019,401984
234910,2018-2019,158268
234920,2018-2019,112893
234970,2018-2019,53955
235850,2018-2019,666908
250050,2018-2019,220
250100,2018-2019,126687
250130,2018-2019,10548
250180,2018-2019,7755
250270,2018-2019,28429.5
250500,2018-2019,19937.5
250560,2018-2019,34468.5
250945,2018-2019,39666
251000,2018-2019,9515
251260,2018-2019,49934.5
251440,2018-2019,43098
251490,2018-2019,7271
251640,2018-2019,90893
251650,2018-2019,490061
251660,2018-2019,167942.5
252105,2018-2019,130790
252120,2018-2019,12249
252160,2018-2019,7695
252230,2018-2019,133375
252290,2018-2019,266453
252320,2018-2019,1617
252400,2018-2019,74695.5
252430,2018-2019,45375
252720,2018-2019,36553
252770,2018-2019,291406.5
252920,2018-2019,226831
252930,2018-2019,41189.5
253030,2018-2019,219703
253040,2018-2019,178211
253160,2018-2019,429962.5
253200,2018-2019,75977
253250,2018-2019,10032
253260,2018-2019,78512.5
253270,2018-2019,47784
253500,2018-2019,23309
253510,2018-2019,187214.5
253810,2018-2019,168146
253830,2018-2019,24035
254360,2018-2019,83061
254365,2018-2019,47877.5
254520,2018-2019,5170
254570,2018-2019,44132
254580,2018-2019,43021
254680,2018-2019,1210
254690,2018-2019,6754
254760,2018-2019,28028
254770,2018-2019,20911
254840,2018-2019,7887
254980,2018-2019,10285
254990,2018-2019,19250
255185,2018-2019,71742
255230,2018-2019,39517.5
255310,2018-2019,77181.5
255420,2018-2019,156618
255640,2018-2019,24321
255645,2018-2019,96
270450,2018-2019,52690
270460,2018-2019,30767
270630,2018-2019,45375
270785,2018-2019,185520.5
270820,2018-2019,47333
271090,2018-2019,73172
271110,2018-2019,153983.5
271190,2018-2019,41096
271530,2018-2019,42790
271990,2018-2019,67804
272000,2018-2019,65153
272010,2018-2019,18150
272380,2018-2019,136845.5
272460,2018-2019,84353.5
272650,2018-2019,56963.5
272870,2018-2019,113190
273090,2018-2019,23138.5
273100,2018-2019,29590
273240,2018-2019,24788.5
273340,2018-2019,161573.5
273365,2018-2019,36817
273370,2018-2019,133727
273380,2018-2019,37323
273385,2018-2019,243457.5
273410,2018-2019,25135
273450,2018-2019,211953.5
273460,2018-2019,49824.5
273520,2018-2019,14894
273950,2018-2019,326898
274000,2018-2019,38346
274080,2018-2019,94204
274330,2018-2019,213477
274440,2018-2019,20449
274480,2018-2019,26383.5
274490,2018-2019,105479
274560,2018-2019,158724.5
275380,2018-2019,14432
275520,2018-2019,93984
275660,2018-2019,110434.5
275770,2018-2019,38907
290185,2018-2019,150359
290210,2018-2019,3938
290230,2018-2019,2282.5
290320,2018-2019,101211
290530,2018-2019,418011
290770,2018-2019,103444
291150,2018-2019,6512
292350,2018-2019,5456
292360,2018-2019,385731.5
292480,2018-2019,190190
292500,2018-2019,22121
292520,2018-2019,336594.5
292550,2018-2019,5797
292690,2018-2019,69729
292760,2018-2019,10791
292940,2018-2019,135212
292980,2018-2019,220
293790,2018-2019,50253.5
