cds,fiscal_year,student_count
254770,2020-2021,21450
254840,2020-2021,8756
254980,2020-2021,8536
254990,2020-2021,19519.5
255185,2020-2021,65879
255230,2020-2021,39528.5
255310,2020-2021,74288.5
255420,2020-2021,153164
255640,2020-2021,25058
255645,2020-2021,48
270450,2020-2021,54356.5
270460,2020-2021,28886
270630,2020-2021,46288
270785,2020-2021,177496
270820,2020-2021,48290
271090,2020-2021,74448
271110,2020-2021,153037.5
271190,2020-2021,40502
271530,2020-2021,43527
271990,2020-2021,64933
272000,2020-2021,61754
272010,2020-2021,16379
272380,2020-2021,125834.5
272460,2020-2021,78199
272650,2020-2021,57068
272870,2020-2021,114092
273090,2020-2021,21648
273100,2020-2021,31075
273240,2020-2021,23798.5
273340,2020-2021,156997.5
273365,2020-2021,45826
273370,2020-2021,128353.5
273380,2020-2021,37966.5
273385,2020-2021,260579
273410,2020-2021,24887.5
273450,2020-2021,213482.5
273460,2020-2021,48944.5
273520,2020-2021,14234
273950,2020-2021,335346
274000,2020-2021,40265.5
274080,2020-2021,91212
274330,2020-2021,203236
274440,2020-2021,20586.5
274480,2020-2021,24431
274490,2020-2021,106920
274560,2020-2021,153648
275380,2020-2021,14866.5
275520,2020-2021,91718
275660,2020-2021,106007
275770,2020-2021,39292
290185,2020-2021,158136
290210,2020-2021,2986.5
290230,2020-2021,2585
290320,2020-2021,107855
290530,2020-2021,405608.5
290770,2020-2021,111518
291150,2020-2021,6050
292350,2020-2021,5379
292360,2020-2021,378064.5
292480,2020-2021,187121
292500,2020-2021,23540
292520,2020-2021,345312
292550,2020-2021,5522
292690,2020-2021,70565
292760,2020-2021,10010
292940,2020-2021,135305.5
292980,2020-2021,88
293790,2020-2021,52101.5
293800,2020-2021,6182
293820,2020-2021,43538
294105,2020-2021,74525
294190,2020-2021,54466.5
294210,2020-2021,127787
294220,2020-2021,26790.5
294710,2020-2021,10087
294720,2020-2021,1386
294950,2020-2021,114950
295020,2020-2021,98912
295190,2020-2021,718987.5
295220,2020-2021,15213
310420,2020-2021,37614.5
310900,2020-2021,563508
311920,2020-2021,52514
312100,2020-2021,112359.5
312510,2020-2021,44456.5
312700,2020-2021,41024.5
313640,2020-2021,28589
313970,2020-2021,806866.5
313980,2020-2021,43934
313990,2020-2021,53322.5
313995,2020-2021,162855
314010,2020-2021,1627241
314230,2020-2021,74822
314270,2020-2021,43587.5
314400,2020-2021,49599
315200,2020-2021,43004.5
315440,2020-2021,41437
315570,2020-2021,349272
315650,2020-2021,144237.5
315690,2020-2021,55572
330060,2020-2021,20883.5
331340,2020-2021,9394
331350,2020-2021,6743
332800,2020-2021,8448
332950,2020-2021,7513
333860,2020-2021,14047
334070,2020-2021,111578.5
334075,2020-2021,84931
334150,2020-2021,71329.5
334280,2020-2021,18469
334630,2020-2021,58514.5
334640,2020-2021,26427.5
335320,2020-2021,19822
335910,2020-2021,58663
350240,2020-2021,34001
350350,2020-2021,227865
350490,2020-2021,98719.5
350510,2020-2021,91036
350555,2020-2021,384818.5
351610,2020-2021,400631
351810,2020-2021,53251
352170,2020-2021,336473.5
353000,2020-2021,78826
353210,2020-2021,2354
353320,2020-2021,206503
353670,2020-2021,185317
354510,2020-2021,2640
354810,2020-2021,17215
354815,2020-2021,78853.5
354820,2020-2021,79420
354850,2020-2021,26933.5
355470,2020-2021,69927
355540,2020-2021,27049
355550,2020-2021,67947
370090,2020-2021,29106
370520,2020-2021,2942.5
370640,2020-2021,36993
371560,2020-2021,19530.5
371570,2020-2021,21549
371630,2020-2021,8624
371800,2020-2021,27995
371930,2020-2021,12210
371980,2020-2021,14124
372030,2020-2021,30618.5
372165,2020-2021,36982
372240,2020-2021,72985
372465,2020-2021,41228
372490,2020-2021,9295
372615,2020-2021,30684.5
373300,2020-2021,17017
373590,2020-2021,59191
373840,2020-2021,11594
374650,2020-2021,5698
374960,2020-2021,140624
375030,2020-2021,14267
375040,2020-2021,10989
375100,2020-2021,51260
375110,2020-2021,28204
375360,2020-2021,139161
375435,2020-2021,26961
390310,2020-2021,99121
390850,2020-2021,93544
390980,2020-2021,166710.5
391320,2020-2021,1497672
391710,2020-2021,22500.5
392190,2020-2021,158268
392420,2020-2021,66148.5
392660,2020-2021,317812
393470,2020-2021,45221
393560,2020-2021,107206
394160,2020-2021,632230.5
394290,2020-2021,198913
394540,2020-2021,154588.5
394550,2020-2021,99693
394670,2020-2021,245965.5
395000,2020-2021,100369.5
395090,2020-2021,182814.5
395260,2020-2021,67523.5
395290,2020-2021,348672.5
395730,2020-2021,278256
395810,2020-2021,7557
410030,2020-2021,25514.5
410070,2020-2021,14982
410280,2020-2021,18568
410400,2020-2021,17699
411620,2020-2021,8673.5
411670,2020-2021,6050
411785,2020-2021,42867
411840,2020-2021,45826
411870,2020-2021,75163
412020,2020-2021,3839
412040,2020-2021,14157
412250,2020-2021,8052
412470,2020-2021,7397.5
412790,2020-2021,50831
412970,2020-2021,28457
413675,2020-2021,35101
413890,2020-2021,16786
414100,2020-2021,149468
414200,2020-2021,18854
415460,2020-2021,17039
415465,2020-2021,77616
415480,2020-2021,23386
415530,2020-2021,19283
415780,2020-2021,18227
10010,2021-2022,46288
10110,2021-2022,365651
10120,2021-2022,68860
10570,2021-2022,24926
10590,2021-2022,80630
10960,2021-2022,3179
11300,2021-2022,27632
11310,2021-2022,355949
11410,2021-2022,11154
11540,2021-2022,23430
11690,2021-2022,158422
11790,2021-2022,151976
11940,2021-2022,136906
11960,2021-2022,137181
12680,2021-2022,36712.5
12780,2021-2022,2541
12910,2021-2022,59873
13020,2021-2022,17600
13480,2021-2022,28446
13720,2021-2022,42878
14180,2021-2022,206932
14240,2021-2022,7150
14800,2021-2022,40689
15350,2021-2022,39743
15760,2021-2022,8338
30040,2021-2022,37554
30080,2021-2022,8866
30290,2021-2022,89358.5
30300,2021-2022,176407
30440,2021-2022,61083
30740,2021-2022,24343
30745,2021-2022,24997.5
30890,2021-2022,135690.5
30930,2021-2022,51568
30990,2021-2022,78760
31070,2021-2022,29579
31130,2021-2022,115219.5
31230,2021-2022,35876.5
31270,2021-2022,56837
31345,2021-2022,129085
31360,2021-2022,47267
31370,2021-2022,159153.5
31380,2021-2022,21252
31450,2021-2022,243881
31470,2021-2022,111358.5
31550,2021-2022,192439.5
31580,2021-2022,50237
31700,2021-2022,251993.5
31760,2021-2022,114356
31860,2021-2022,275484
32050,2021-2022,25256
32080,2021-2022,78947
32090,2021-2022,17897
32180,2021-2022,48565
32200,2021-2022,37653
32620,2021-2022,71500
32710,2021-2022,54263
32740,2021-2022,160820
32860,2021-2022,116385.5
32900,2021-2022,126280
33060,2021-2022,55775.5
33170,2021-2022,38544
33330,2021-2022,42009
33350,2021-2022,21769
33550,2021-2022,91558.5
33600,2021-2022,90772
33700,2021-2022,44027.5
33710,2021-2022,92004
33730,2021-2022,23617
33740,2021-2022,28402
33760,2021-2022,59972
33850,2021-2022,29139
33870,2021-2022,33528
33910,2021-2022,91234
33930,2021-2022,163058.5
33940,2021-2022,55368.5
33960,2021-2022,85052
34300,2021-2022,99066
34310,2021-2022,113377
34370,2021-2022,69553
34380,2021-2022,92988.5
34390,2021-2022,248523
34405,2021-2022,70675
34410,2021-2022,55220
34430,2021-2022,46992
34470,2021-2022,29799
34500,2021-2022,1188
34600,2021-2022,113058
34610,2021-2022,78050.5
34620,2021-2022,15037
34870,2021-2022,17457
35150,2021-2022,192742
35160,2021-2022,157476
35170,2021-2022,594
35330,2021-2022,47498
35410,2021-2022,72154.5
35430,2021-2022,61391
35755,2021-2022,126181
35830,2021-2022,53091.5
35880,2021-2022,30910
35920,2021-2022,85767
50200,2021-2022,3069
50380,2021-2022,19316
50475,2021-2022,110687.5
50600,2021-2022,76197
50610,2021-2022,82038
50620,2021-2022,170505.5
50830,2021-2022,32560
50840,2021-2022,123684
51030,2021-2022,25542
51060,2021-2022,141449
51250,2021-2022,26422
51280,2021-2022,55847
51420,2021-2022,192082
51520,2021-2022,76538
51910,2021-2022,24766.5
52610,2021-2022,311168
52850,2021-2022,52943
52960,2021-2022,21851.5
53010,2021-2022,112090
53070,2021-2022,21620.5
53080,2021-2022,113850
53360,2021-2022,171820
53430,2021-2022,51073
53440,2021-2022,186510.5
53540,2021-2022,9729.5
53650,2021-2022,48763
53690,2021-2022,98439
53920,2021-2022,40898
54040,2021-2022,5412
54050,2021-2022,204721
54320,2021-2022,99429
54450,2021-2022,65444.5
54460,2021-2022,16951
54740,2021-2022,31537
54930,2021-2022,32769
55010,2021-2022,10340
55130,2021-2022,29645
55490,2021-2022,2992
55720,2021-2022,46095.5
55805,2021-2022,189112
55890,2021-2022,5588
70150,2021-2022,58707
70160,2021-2022,4400
70190,2021-2022,38896
70260,2021-2022,54351
70330,2021-2022,36525.5
70340,2021-2022,39039
70390,2021-2022,169246
70580,2021-2022,17017
70680,2021-2022,852489
70700,2021-2022,90090
70800,2021-2022,492563.5
70810,2021-2022,7535
70880,2021-2022,35722.5
70940,2021-2022,85283
71255,2021-2022,87648
71720,2021-2022,12012
71770,2021-2022,109263
71780,2021-2022,310882
71880,2021-2022,46926
71890,2021-2022,91206.5
71900,2021-2022,116039
72130,2021-2022,6138
72540,2021-2022,14382.5
72560,2021-2022,18623
72670,2021-2022,160193
72890,2021-2022,17545
73110,2021-2022,26400
73420,2021-2022,26246
73770,2021-2022,23045
74060,2021-2022,262636
74110,2021-2022,81405.5
74590,2021-2022,38373.5
74790,2021-2022,22484
75035,2021-2022,40381
75080,2021-2022,36448.5
75140,2021-2022,88
75400,2021-2022,135311
75560,2021-2022,69124
75820,2021-2022,226754
75900,2021-2022,30602
90170,2021-2022,1782
90710,2021-2022,6545
90720,2021-2022,21246.5
90730,2021-2022,88
91080,2021-2022,33352
92820,2021-2022,62540.5
92840,2021-2022,71687
93130,2021-2022,114416.5
93680,2021-2022,10373
93780,2021-2022,65769
94700,2021-2022,3861
95060,2021-2022,1562
95340,2021-2022,84216
95610,2021-2022,4246
95700,2021-2022,1617
95790,2021-2022,43219
95800,2021-2022,13233
95840,2021-2022,12683
110540,2021-2022,345273.5
110950,2021-2022,32439
110995,2021-2022,36223
110997,2021-2022,53828.5
111020,2021-2022,13453
111120,2021-2022,8305
111460,2021-2022,23749
111820,2021-2022,3817
112270,2021-2022,20647
112570,2021-2022,26257
113050,2021-2022,24288
113230,2021-2022,244079
114750,2021-2022,1947
115070,2021-2022,5478
115300,2021-2022,41316
115390,2021-2022,534033.5
130250,2021-2022,224521
130410,2021-2022,303149
130660,2021-2022,122215.5
130760,2021-2022,70774
131210,2021-2022,525976
131390,2021-2022,105957.5
131400,2021-2022,10345.5
131465,2021-2022,30052
131750,2021-2022,80762
132330,2021-2022,418352
132730,2021-2022,268961
133190,2021-2022,208004.5
133310,2021-2022,294277.5
133570,2021-2022,2838874.5
133630,2021-2022,29111.5
133750,2021-2022,184085
133880,2021-2022,305739.5
134530,2021-2022,20223.5
134900,2021-2022,318329
135370,2021-2022,97322.5
135630,2021-2022,73359
135680,2021-2022,330517
150860,2021-2022,69762
150870,2021-2022,105138
151100,2021-2022,187555.5
151180,2021-2022,58916
151330,2021-2022,14905
151590,2021-2022,57596
151715,2021-2022,43846
151730,2021-2022,91454
151775,2021-2022,52569
151830,2021-2022,22165
152070,2021-2022,59422
152440,2021-2022,119471
152750,2021-2022,47498
152990,2021-2022,52998
153280,2021-2022,266354
153490,2021-2022,13442
153580,2021-2022,12083.5
154020,2021-2022,54098
154140,2021-2022,52250
154880,2021-2022,14960
154940,2021-2022,72319.5
155120,2021-2022,69487
155500,2021-2022,329334.5
155590,2021-2022,6820
155620,2021-2022,134640
155740,2021-2022,16346
155860,2021-2022,82049
155870,2021-2022,11253
170220,2021-2022,487701.5
171200,2021-2022,16846.5
171850,2021-2022,68062.5
172060,2021-2022,114829
172210,2021-2022,171226
172295,2021-2022,103658.5
172390,2021-2022,1614734
172410,2021-2022,286803
173610,2021-2022,368665
174730,2021-2022,101590.5
175240,2021-2022,706101
175580,2021-2022,60907
175670,2021-2022,423687
190020,2021-2022,20581
190370,2021-2022,14932.5
190430,2021-2022,5786
190670,2021-2022,3190
190910,2021-2022,13299
190920,2021-2022,53097
191040,2021-2022,16027
191050,2021-2022,30635
191160,2021-2022,14454
191376,2021-2022,38670
191510,2021-2022,139843
191600,2021-2022,11352
191680,2021-2022,5170
191740,2021-2022,5808
191970,2021-2022,5489
192140,2021-2022,15939
192220,2021-2022,21571
192300,2021-2022,119042
192308,2021-2022,16362.5
192450,2021-2022,14256
192590,2021-2022,5423
192600,2021-2022,23628
193180,2021-2022,3696
193660,2021-2022,96855
194350,2021-2022,64086
195180,2021-2022,21593
195270,2021-2022,16973
211245,2021-2022,250255.5
211430,2021-2022,171374.5
211950,2021-2022,578418.5
212280,2021-2022,151200.5
212580,2021-2022,174801
213105,2021-2022,25135
214255,2021-2022,173134.5
215210,2021-2022,882574
215510,2021-2022,138325
215715,2021-2022,419386
230750,2021-2022,197554.5
230970,2021-2022,31405
231140,2021-2022,62348
231170,2021-2022,384582
231290,2021-2022,770506
232110,2021-2022,11022
232150,2021-2022,74745
232370,2021-2022,45408
233120,2021-2022,102624.5
233140,2021-2022,97086
233150,2021-2022,85926.5
233220,2021-2022,48213
233290,2021-2022,304645
233530,2021-2022,566269
233620,2021-2022,302115
233845,2021-2022,377080
234090,2021-2022,591970.5
234130,2021-2022,331166
234660,2021-2022,293925.5
234830,2021-2022,52657
234860,2021-2022,377542
234910,2021-2022,158510
234920,2021-2022,116776
234970,2021-2022,49753
235850,2021-2022,671935
250050,2021-2022,517
250100,2021-2022,117397.5
250130,2021-2022,9531
250180,2021-2022,6534
250270,2021-2022,24711.5
250500,2021-2022,18326
250560,2021-2022,32626
250945,2021-2022,41448
251000,2021-2022,9427
251260,2021-2022,47982
251440,2021-2022,42251
251490,2021-2022,6820
251640,2021-2022,89232
251650,2021-2022,471438
251660,2021-2022,161590
252105,2021-2022,121176
252120,2021-2022,11677.5
252160,2021-2022,6894
252230,2021-2022,127303
252290,2021-2022,250387.5
252320,2021-2022,1661
252400,2021-2022,75086
252430,2021-2022,40436
252720,2021-2022,33720.5
252770,2021-2022,285373
252920,2021-2022,209550
252930,2021-2022,38428.5
253030,2021-2022,204528.5
253040,2021-2022,174339
253160,2021-2022,412357
253200,2021-2022,70042.5
253250,2021-2022,9911
253260,2021-2022,76092.5
253270,2021-2022,45122
253500,2021-2022,21301.5
253510,2021-2022,173151
253810,2021-2022,154066
253830,2021-2022,22583
254360,2021-2022,82071
254365,2021-2022,52833
254520,2021-2022,4933.5
254570,2021-2022,39655
254580,2021-2022,42207
254680,2021-2022,1782
254690,2021-2022,6996
254760,2021-2022,26004
254770,2021-2022,19701
254840,2021-2022,7936.5
254980,2021-2022,9427
254990,2021-2022,19723
255185,2021-2022,61853
255230,2021-2022,37141.5
255310,2021-2022,73144.5
255420,2021-2022,145172.5
255640,2021-2022,24183.5
255645,2021-2022,112
270450,2021-2022,53443.5
270460,2021-2022,28160
270630,2021-2022,46156
270785,2021-2022,172469
270820,2021-2022,47245
271090,2021-2022,72303
271110,2021-2022,147642
271190,2021-2022,39820
271530,2021-2022,42339
271990,2021-2022,63580
272000,2021-2022,59180
272010,2021-2022,16604.5
272380,2021-2022,118162
272460,2021-2022,74547
272650,2021-2022,55187
272870,2021-2022,110115.5
273090,2021-2022,21439
273100,2021-2022,32296
273240,2021-2022,23650
273340,2021-2022,151679
273365,2021-2022,48372.5
273370,2021-2022,125389
273380,2021-2022,37191
273385,2021-2022,252604
273410,2021-2022,23727
273450,2021-2022,211513.5
273460,2021-2022,47674
273520,2021-2022,13530
273950,2021-2022,331111
274000,2021-2022,36872
274080,2021-2022,91316.5
274330,2021-2022,194502
274440,2021-2022,20009
274480,2021-2022,24068
274490,2021-2022,103845.5
274560,2021-2022,150617.5
275380,2021-2022,14355
275520,2021-2022,87615
275660,2021-2022,100045
275770,2021-2022,38599
290185,2021-2022,159071
290210,2021-2022,3234
290230,2021-2022,3344
290320,2021-2022,103708
290530,2021-2022,390516.5
290770,2021-2022,114180
291150,2021-2022,6314
292350,2021-2022,6138
292360,2021-2022,362362
292480,2021-2022,182094
292500,2021-2022,23358.5
292520,2021-2022,331595
292550,2021-2022,6259
292690,2021-2022,70037
292760,2021-2022,9482
292940,2021-2022,131356.5
292980,2021-2022,132
293790,2021-2022,52057.5
293800,2021-2022,6347
293820,2021-2022,43681
294105,2021-2022,75603
294190,2021-2022,50182
294210,2021-2022,120950.5
294220,2021-2022,25800.5
294710,2021-2022,11396
294720,2021-2022,1452
294950,2021-2022,113778.5
295020,2021-2022,99385
295190,2021-2022,684920.5
295220,2021-2022,16621
310420,2021-2022,35992
310900,2021-2022,554279
311920,2021-2022,50853
312100,2021-2022,108157.5
312510,2021-2022,43593
312700,2021-2022,40843
313640,2021-2022,27280
313970,2021-2022,792825
313980,2021-2022,44484
313990,2021-2022,50308.5
313995,2021-2022,169334
314010,2021-2022,1558337
314230,2021-2022,76230
314270,2021-2022,41530.5
314400,2021-2022,47322
315200,2021-2022,41811
315440,2021-2022,40744
315570,2021-2022,342133
315650,2021-2022,136911.5
315690,2021-2022,54571
330060,2021-2022,20471
331340,2021-2022,9955
331350,2021-2022,6556
332800,2021-2022,8404
332950,2021-2022,6842
333860,2021-2022,13871
334070,2021-2022,114966.5
334075,2021-2022,84293
334150,2021-2022,69883
334280,2021-2022,16670.5
334630,2021-2022,58377
334640,2021-2022,25899.5
335320,2021-2022,19409.5
335910,2021-2022,55198
350240,2021-2022,33027.5
350350,2021-2022,215633
350490,2021-2022,94292
350510,2021-2022,87329
350555,2021-2022,373351
351610,2021-2022,394878
351810,2021-2022,50204
352170,2021-2022,327233.5
353000,2021-2022,74855
353210,2021-2022,2123
353320,2021-2022,196768
353670,2021-2022,185053
354510,2021-2022,4504.5
354810,2021-2022,17743
354815,2021-2022,73040
354820,2021-2022,76367.5
354850,2021-2022,27775
355470,2021-2022,67133
355540,2021-2022,26950
355550,2021-2022,66423.5
370090,2021-2022,29111.5
370520,2021-2022,3179
370640,2021-2022,36652
371560,2021-2022,18469
371570,2021-2022,22121
371630,2021-2022,7997
371800,2021-2022,25564
371930,2021-2022,10978
371980,2021-2022,14014
372030,2021-2022,27555
372165,2021-2022,36030.5
372240,2021-2022,69751
372465,2021-2022,38665
372490,2021-2022,9174
372615,2021-2022,30849.5
373300,2021-2022,16544
373590,2021-2022,58729
373840,2021-2022,11869
374650,2021-2022,5775
374960,2021-2022,137555
375030,2021-2022,13673
375040,2021-2022,11451
375100,2021-2022,49962
375110,2021-2022,26878.5
375360,2021-2022,135421
375435,2021-2022,28083
390310,2021-2022,96151
390850,2021-2022,92955.5
390980,2021-2022,163432.5
391320,2021-2022,1460327
391710,2021-2022,22775.5
392190,2021-2022,153087
392420,2021-2022,65868
392660,2021-2022,307098
393470,2021-2022,44088
393560,2021-2022,104434
394160,2021-2022,624492
394290,2021-2022,196685.5
394540,2021-2022,150700
394550,2021-2022,98719.5
394670,2021-2022,238232.5
395000,2021-2022,97828.5
395090,2021-2022,178161.5
395260,2021-2022,67672
395290,2021-2022,347952
395730,2021-2022,267206.5
395810,2021-2022,7271
410030,2021-2022,25586
410070,2021-2022,13321
410280,2021-2022,17765
410400,2021-2022,15807
411620,2021-2022,8068.5
411670,2021-2022,5786
411785,2021-2022,42075
411840,2021-2022,43164
411870,2021-2022,75328
412020,2021-2022,3289
412040,2021-2022,12826
412250,2021-2022,7964
412470,2021-2022,7045.5
412790,2021-2022,49742
412970,2021-2022,25542
413675,2021-2022,32450
413890,2021-2022,15603.5
414100,2021-2022,145651
414200,2021-2022,19624
415460,2021-2022,17083
415465,2021-2022,76417
415480,2021-2022,22847
415530,2021-2022,17930
415780,2021-2022,16522
10010,2022-2023,47102
10110,2022-2023,353210
10120,2022-2023,69520
10570,2022-2023,22506
10590,2022-2023,76285
10960,2022-2023,2915
11300,2022-2023,27313
11310,2022-2023,359964
11410,2022-2023,10912
11540,2022-2023,22099
11690,2022-2023,152196
11790,2022-2023,155672
11940,2022-2023,137016
11960,2022-2023,135525.5
12680,2022-2023,35431
12780,2022-2023,2816
12910,2022-2023,56941.5
13020,2022-2023,16324
13480,2022-2023,26543
13720,2022-2023,42559
14180,2022-2023,208659
14240,2022-2023,7601
14800,2022-2023,38566
15350,2022-2023,34947
15760,2022-2023,9086
30040,2022-2023,38489
30080,2022-2023,8888
30290,2022-2023,91558.5
30300,2022-2023,175846
30440,2022-2023,62579
30740,2022-2023,24321
30745,2022-2023,25459.5
30890,2022-2023,127044.5
30930,2022-2023,52701
30990,2022-2023,77099
31070,2022-2023,29997
31130,2022-2023,114779.5
31230,2022-2023,34468.5
31270,2022-2023,55957
31345,2022-2023,124245
31360,2022-2023,46975.5
31370,2022-2023,154781
31380,2022-2023,19833
31450,2022-2023,246730
31470,2022-2023,108971.5
31550,2022-2023,190388
31580,2022-2023,49830
31700,2022-2023,246323
31760,2022-2023,114917
31860,2022-2023,274208
32050,2022-2023,27907
32080,2022-2023,79568.5
32090,2022-2023,18953
32180,2022-2023,48829
32200,2022-2023,37631
32620,2022-2023,72534
32710,2022-2023,51980.5
32740,2022-2023,161870.5
32860,2022-2023,118162
32900,2022-2023,124993
33060,2022-2023,56397
33170,2022-2023,39116
33330,2022-2023,42075
33350,2022-2023,21505
33550,2022-2023,94215
33600,2022-2023,90728
33700,2022-2023,41844
33710,2022-2023,90794
33730,2022-2023,23639
33740,2022-2023,28281
33760,2022-2023,58256
33850,2022-2023,31856
33870,2022-2023,35409
33910,2022-2023,90783
33930,2022-2023,163498.5
33940,2022-2023,53977
33960,2022-2023,82203
34300,2022-2023,93742
34310,2022-2023,110528
34370,2022-2023,67864.5
34380,2022-2023,90816
34390,2022-2023,247060
34405,2022-2023,71126
34410,2022-2023,51876
34430,2022-2023,45001
34470,2022-2023,31383
34500,2022-2023,1111
34600,2022-2023,111562
34610,2022-2023,79629
34620,2022-2023,14003
34870,2022-2023,17407.5
35150,2022-2023,184877
35160,2022-2023,157146
35170,2022-2023,693
35330,2022-2023,47817
35410,2022-2023,71043.5
35430,2022-2023,61105
35755,2022-2023,125708
35830,2022-2023,53141
35880,2022-2023,31581
35920,2022-2023,88715
50200,2022-2023,3784
50380,2022-2023,21109
50475,2022-2023,104104
50600,2022-2023,79079
50610,2022-2023,79662
50620,2022-2023,168938
50830,2022-2023,31482
50840,2022-2023,125499
51030,2022-2023,23529
51060,2022-2023,136279
51250,2022-2023,25355
51280,2022-2023,53031
51420,2022-2023,195079.5
51520,2022-2023,80223
51910,2022-2023,25767.5
52610,2022-2023,304260
52850,2022-2023,51656
52960,2022-2023,22995.5
53010,2022-2023,111364
53070,2022-2023,20966
53080,2022-2023,115560.5
53360,2022-2023,172590
53430,2022-2023,51667
53440,2022-2023,190432
53540,2022-2023,10615
53650,2022-2023,63932
53690,2022-2023,104698
53920,2022-2023,41932
54040,2022-2023,4796
54050,2022-2023,213884
54320,2022-2023,98131
54450,2022-2023,67144
54460,2022-2023,16604.5
54740,2022-2023,31130
54930,2022-2023,31823
55010,2022-2023,10901
55130,2022-2023,29667
55490,2022-2023,2992
55720,2022-2023,43274
55805,2022-2023,193149
55890,2022-2023,4796
70150,2022-2023,56947
70160,2022-2023,3872
70190,2022-2023,37642
70260,2022-2023,52239
70330,2022-2023,36817
70340,2022-2023,38137
70390,2022-2023,164241
70580,2022-2023,18799
70680,2022-2023,826067
70700,2022-2023,88033
70800,2022-2023,496045
70810,2022-2023,6402
70880,2022-2023,35838
70940,2022-2023,85811
71255,2022-2023,91641
71720,2022-2023,12468.5
71770,2022-2023,110979
71780,2022-2023,308682
71880,2022-2023,46381.5
71890,2022-2023,91899.5
71900,2022-2023,117062
72130,2022-2023,5841
72540,2022-2023,14789.5
72560,2022-2023,23540
72670,2022-2023,166793
72890,2022-2023,19068.5
73110,2022-2023,26477
73420,2022-2023,25300
73770,2022-2023,21450
74060,2022-2023,269588
74110,2022-2023,79755.5
74590,2022-2023,36003
74790,2022-2023,25789.5
75035,2022-2023,38456
75080,2022-2023,37279
75140,2022-2023,88
75400,2022-2023,137208.5
75560,2022-2023,68739
75820,2022-2023,227469
75900,2022-2023,32318
90170,2022-2023,1760
90710,2022-2023,8437
90720,2022-2023,20399.5
90730,2022-2023,88
91080,2022-2023,33621.5
92820,2022-2023,59691.5
92840,2022-2023,70510
93130,2022-2023,117403
93680,2022-2023,9889
93780,2022-2023,63057.5
94700,2022-2023,4504.5
95060,2022-2023,1705
95340,2022-2023,84766
95610,2022-2023,4345
95700,2022-2023,1738
95790,2022-2023,44467.5
95800,2022-2023,12782
95840,2022-2023,13783
110540,2022-2023,340142
110950,2022-2023,31075
110995,2022-2023,37741
110997,2022-2023,55737
111020,2022-2023,13299
111120,2022-2023,8041
111460,2022-2023,21318
111820,2022-2023,3289
112270,2022-2023,20130
112570,2022-2023,24706
113050,2022-2023,23848
113230,2022-2023,246378
114750,2022-2023,1881
115070,2022-2023,5148
115300,2022-2023,44220
115390,2022-2023,528396
130250,2022-2023,234707
130410,2022-2023,317069.5
130660,2022-2023,118030
130760,2022-2023,71632
131210,2022-2023,490831
131390,2022-2023,93247
131400,2022-2023,10466.5
131465,2022-2023,30272
131750,2022-2023,79959
132330,2022-2023,416108
132730,2022-2023,274142
133190,2022-2023,211458.5
133310,2022-2023,279785
133570,2022-2023,2908922.5
133630,2022-2023,30167.5
133750,2022-2023,182842
133880,2022-2023,304623
134530,2022-2023,20416
134900,2022-2023,306377.5
135370,2022-2023,95524
135630,2022-2023,72138
135680,2022-2023,332387
150860,2022-2023,69608
150870,2022-2023,101409
151100,2022-2023,190415.5
151180,2022-2023,59053.5
151330,2022-2023,14872
151590,2022-2023,53828.5
151715,2022-2023,41118
151730,2022-2023,88748
151775,2022-2023,54219
151830,2022-2023,22115.5
152070,2022-2023,58349.5
152440,2022-2023,119900
152750,2022-2023,49005
152990,2022-2023,54472
153280,2022-2023,268235
153490,2022-2023,12485
153580,2022-2023,12485
154020,2022-2023,56727
154140,2022-2023,50479
154880,2022-2023,14635.5
154940,2022-2023,73062
155120,2022-2023,72017
155500,2022-2023,328889
155590,2022-2023,7260
155620,2022-2023,130460
155740,2022-2023,16522
155860,2022-2023,83941
155870,2022-2023,10835
170220,2022-2023,481173
171200,2022-2023,16940
171850,2022-2023,65785.5
172060,2022-2023,118140
172210,2022-2023,166122
172295,2022-2023,101711.5
172390,2022-2023,1570547
172410,2022-2023,277299
173610,2022-2023,351109
174730,2022-2023,101359.5
175240,2022-2023,682737
175580,2022-2023,58718
175670,2022-2023,418473
190020,2022-2023,20009
190370,2022-2023,15686
190430,2022-2023,5978.5
190670,2022-2023,2893
190910,2022-2023,12633.5
190920,2022-2023,52613
191040,2022-2023,17028
191050,2022-2023,31504
191160,2022-2023,14586
191376,2022-2023,35580
191510,2022-2023,143088
191600,2022-2023,11308
191680,2022-2023,5258
191740,2022-2023,5956.5
191970,2022-2023,5643
192140,2022-2023,14300
192220,2022-2023,21769
192300,2022-2023,116622
192308,2022-2023,17215
192450,2022-2023,13607
192590,2022-2023,5269
192600,2022-2023,24244
193180,2022-2023,3663
193660,2022-2023,92664
194350,2022-2023,64845
195180,2022-2023,22638
195270,2022-2023,18243.5
211245,2022-2023,249150
211430,2022-2023,171726.5
211950,2022-2023,583632.5
212280,2022-2023,151343.5
212580,2022-2023,172744
213105,2022-2023,25030.5
214255,2022-2023,174058.5
215210,2022-2023,867867
215510,2022-2023,139524
215715,2022-2023,409805
230750,2022-2023,198561
230970,2022-2023,31531.5
231140,2022-2023,60731
231170,2022-2023,388388
231290,2022-2023,755634
232110,2022-2023,9779
232150,2022-2023,75388.5
232370,2022-2023,45265
233120,2022-2023,101403.5
