CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
5,1060,37982372,22895754,21814817,637943,442994,6653353,5078732,3206890,2586763,4162320,1162329,0,1048375,179739,2946,Delran Twp,Burlington,F. K-12 / 1801 - 3500,3,FG,,1,12.5,58290,96,79549,163.2,106761,14.8,Burlington
5,1250,8436294,5205412,4657326,76761,471325,1103718,838701,1081065,917360,975613,524447,0,70486,0,574,Eastampton Twp,Burlington,C. K-8 / 401 - 750,2,FG,,1,10.7,66697,76.2,62172,128.2,82496,13.7,Burlington
5,1280,12322110,7477908,6983442,204333,290133,2077295,1815612,1568370,984439,1051661,664702,0,95159,2427,872,Edgewater Park Twp,Burlington,D. K-8 / 751 +,2,DE,,1,13.1,59370,73.8,71150,147.5,118278,13.3,Burlington
5,1420,67647324,41554679,40174276,799090,581313,11487272,9536702,5771387,4883812,7589059,4596707,0,562774,330045,4425,Evesham Twp,Burlington,D. K-8 / 751 +,2,I,,1,12.9,71224,66.3,84671,214.6,125567,19.9,Burlington
5,1520,20942098,11387699,10918743,135254,333702,3459776,2345059,2878285,2270372,2689977,1164449,0,522007,18189,1539,Florence Twp,Burlington,E. K-12 / 0 - 1800,3,DE,,1,12.3,69366,82,69366,222.6,100199,20.7,Burlington
5,1910,8179797,5065633,4719797,170798,175038,1254324,949689,971464,792751,800657,284652,0,79827,9505,603,Hainesport Twp,Burlington,C. K-8 / 401 - 750,2,FG,,1,10.2,56864,76.8,64652,149.8,88375,16.7,Burlington
5,2610,121726535,71240103,67984543,2030769,1224791,17794592,15695428,9968365,7885328,15576231,7920845,0,6735282,1728925,6729,Lenape Regional,Burlington,H. 7-12 / 9-12,5,GH,,1,11.5,80717,70.3,77567,161.6,147000,16.3,Burlington
5,2850,19794078,11697386,11044191,409123,244072,3350469,2678056,2418013,2014947,2196084,1147519,0,132126,13066,1252,Lumberton Twp,Burlington,D. K-8 / 751 +,2,FG,,1,12.4,74201,48.5,72326,120,111076,12.2,Burlington
5,2960,10150358,5814982,5536163,223856,54963,2017618,1289648,1265574,1001711,1051021,585359,0,313,45218,565,Mansfield Twp,Burlington,A. K-6,1,DE,,1,9.6,62288,85.2,74857,111.8,96823,12.9,Burlington
5,3010,31084833,19007513,17935227,507248,565038,5109985,3781839,3177992,2695750,2913485,1601968,0,723239,60675,2173,Maple Shade Twp,Burlington,F. K-12 / 1801 - 3500,3,CD,,1,11.8,64386,71.9,69100,165.8,126576,16.4,Burlington
5,3070,7185196,4591050,4194924,108407,287719,1063402,754754,854924,640129,624607,321248,0,51213,0,534,Medford Lakes Boro,Burlington,C. K-8 / 401 - 750,2,I,,1,12.2,65677,95.4,54015,181.3,122975,16.7,Burlington
5,3080,43130493,27325832,22745711,711838,3868283,6079649,5685976,5151381,3965512,4072700,2082669,0,31626,254305,2707,Medford Twp,Burlington,D. K-8 / 751 +,2,I,,1,12.6,76457,56.5,76508,180.7,128270,17.5,Burlington
5,3360,63220958,43004792,40569331,669775,1765686,9011144,7829994,4295185,3422425,5411498,1978577,0,1498339,24208,3936,Moorestown Twp,Burlington,G. K-12 / 3501 +,3,I,,1,11.6,74786,78.3,86058,154.4,132383,15.3,Burlington
5,3430,15201075,8931402,8032656,333453,565293,2130516,1778396,1986398,1629813,2004897,1141472,0,147862,32319,1035,Mount Holly Twp,Burlington,D. K-8 / 751 +,2,B,,1,11.2,59750,64.9,58018,129.8,118580,13.6,Burlington
5,3440,61153567,39577964,37903983,1116775,557206,8268783,6990778,5799131,4537384,6353743,3812152,0,471140,183704,4248,Mount Laurel Twp,Burlington,D. K-8 / 751 +,2,I,,1,12.1,69350,85.2,75067,202.8,118371,19.2,Burlington
5,3540,3988153,2443233,2337287,47933,58013,798389,608844,258327,102764,435183,137607,0,37910,4816,188,New Hanover Twp,Burlington,B. K-8 / 0 - 400,2,B,,1,7.9,56721,107.2,22951,77.2,75675,10.5,Burlington
5,3650,19017313,11666906,10969463,376191,321252,3290552,2933730,1976505,1738302,1955033,1026294,0,53101,166296,1119,North Hanover Twp,Burlington,A. K-6,1,CD,,1,10.3,69225,54.6,70133,141.5,122876,16.4,Burlington
5,3690,29520658,16001162,14406930,840838,753394,5336041,3868297,2920387,2462166,3876604,2203251,0,1328023,359479,2165,Northern Burlington Reg,Burlington,H. 7-12 / 9-12,4,DE,,1,13.5,60300,103.4,83923,155.1,105741,13,Burlington
5,3920,13441708,7498567,7040702,182020,275845,2143805,1762307,1447904,1246668,1659615,812027,0,670186,219486,935,Palmyra Boro,Burlington,E. K-12 / 0 - 1800,3,DE,,1,11.6,63263,77,61886,102.7,90979,10.2,Burlington
5,4050,100243583,57960649,55079266,1981674,899709,21071292,15121828,7934514,6753555,10953757,6545062,17022,1201637,552484,4781,Pemberton Twp,Burlington,G. K-12 / 3501 +,3,B,1,1,10,86119,56.6,89884,131.2,128414,15.5,Burlington
5,4320,27347743,14420471,13397769,772803,249899,4196748,3304578,3500325,2630289,3694960,1854885,0,1535239,45542,2039,Rancocas Valley Regional,Burlington,H. 7-12 / 9-12,5,DE,,1,14.6,71464,100.4,81923,147.1,122202,11.5,Burlington
5,4450,18840605,11508509,11110936,226852,170721,2262675,1955977,2296773,1959579,2137314,1268534,0,635334,171175,1394,Riverside Twp,Burlington,E. K-12 / 0 - 1800,3,B,,1,12.1,68840,81.5,73250,145.8,117069,13.8,Burlington
5,4460,3982211,2499783,2382869,91308,25606,574554,497551,487200,409152,342728,149757,0,77946,17010,295,Riverton,Burlington,B. K-8 / 0 - 400,2,GH,,1,11.8,63528,60,35283,134.5,72000,13.7,Burlington
5,4740,11705310,6903928,6007597,165029,731302,1711177,1556834,1434968,1249998,1510183,902819,0,139230,33016,765,Shamong Twp,Burlington,C. K-8 / 401 - 750,2,GH,,1,11.5,73412,83.9,66275,125.8,128450,12.4,Burlington
5,4930,11569711,6877142,5786608,353445,737089,1957842,1202974,1472183,1159126,1119014,604443,0,143531,101204,705,Southampton Twp,Burlington,C. K-8 / 401 - 750,2,DE,,1,10,56013,73.1,63313,97.7,113075,11.2,Burlington
5,5010,4219688,2580257,2451089,92805,36363,726967,539750,445319,367450,449064,281292,0,11063,27490,217,Springfield Twp,Burlington,A. K-6,1,FG,,1,9.1,61278,72,57990,61.7,83215,7.7,Burlington
5,5130,12351840,7077438,6391305,231456,454677,2149569,1869954,1276672,1064671,1627242,886823,0,109386,207243,715,Tabernacle Twp,Burlington,C. K-8 / 401 - 750,2,GH,,1,11.3,61442,48.3,65176,117.5,108040,12.8,Burlington
5,5720,11689214,7710550,7378749,313300,18501,1329430,1124442,1062430,880674,1516368,845081,0,70435,29405,971,Westampton,Burlington,D. K-8 / 751 +,2,GH,,1,13,63120,99.9,60020,199.8,117533,17.3,Burlington
5,5805,55885750,30974752,28430318,1116955,1427479,9341844,8067192,5760728,4855846,8621806,4424004,0,1131838,265554,3482,Willingboro Twp,Burlington,F. K-12 / 1801 - 3500,3,DE,,1,12.6,66532,71.5,70759,107.3,94451,10,Burlington
5,5890,2398114,1499447,1339290,57953,102204,282072,244816,324835,240058,237805,107452,27797,15066,0,262,Woodland Twp,Burlington,B. K-8 / 0 - 400,2,DE,,1,7.9,50894,80,81022,71.1,77521,9.9,Burlington
7,150,21693748,12669327,12269472,293082,106773,3655193,3293622,2197840,1904488,2110715,1367475,25000,998397,1756,1529,Audubon Public School Disrict,Camden,E. K-12 / 0 - 1800,3,DE,,1,11.5,61500,71.1,68000,133.1,121607,13.5,Camden
7,190,9108712,5875881,5513705,285458,76718,1397640,1124687,880511,686777,898146,518250,0,56534,0,621,Barrington Boro,Camden,C. K-8 / 401 - 750,2,FG,,1,10.1,60022,80.5,62872,128.2,98345,14.3,Camden
7,260,14458131,9048077,7715652,487117,845308,2312107,1530182,1609213,1337934,1372642,653604,0,116092,50846,1227,Bellmawr Boro,Camden,D. K-8 / 751 +,2,B,,1,13.5,65679,152.1,57485,121.7,121528,9.9,Camden
7,330,10199589,6712972,6293886,312340,106746,1534196,1265067,1195369,975000,650691,324907,0,103310,2420,823,Berlin Boro,Camden,D. K-8 / 751 +,2,DE,,1,12.4,57415,85.2,57900,165.4,88401,15.3,Camden
7,340,9869981,6112862,5783804,124897,204161,1627671,1343172,1209201,896520,792382,402310,0,49891,0,621,Berlin Twp,Camden,C. K-8 / 401 - 750,2,CD,,1,10.1,62680,60.6,58295,111.2,91952,12.8,Camden
7,390,53678743,29245221,27283627,1024498,937096,8653312,7542269,5598707,4762530,7447830,3985874,0,2652931,1606432,3490,Black Horse Pike Regional,Camden,H. 7-12 / 9-12,5,DE,,1,12.4,68188,84.7,72931,102.5,113993,9.5,Camden
7,580,4455833,2787700,2642081,99900,45719,723713,424738,441366,364889,405481,160852,25000,72573,0,310,Brooklawn Boro,Camden,B. K-8 / 0 - 400,2,B,,1,10.6,62650,233.8,51085,276.4,73000,27.4,Camden
7,680,170415941,92472435,83391356,2033772,7047307,32126108,26886477,19317694,15628806,25148561,13468467,0,1048085,1002944,8698,Camden City,Camden,G. K-12 / 3501 +,3,A,1,1,16.6,68103,103.6,73003,128.6,104600,9,Camden
7,700,38876657,19645340,18121587,1080848,442905,4085816,3900295,6634059,4925124,7083364,2966141,97278,1229526,211148,2060,Camden County Vocational,Camden,J. VOC,8,,,1,10.9,55652,80.5,71434,80.6,96366,8.4,Camden
7,800,157118109,99148395,91640516,2193596,5314283,23729353,19281588,18628046,15395626,12758356,7555973,0,2797393,319143,10946,Cherry Hill Twp,Camden,G. K-12 / 3501 +,3,GH,,1,12.8,73644,74.8,88293,233,136494,21.4,Camden
7,880,6416099,4061321,3775405,69081,216835,979843,681374,830653,613434,476066,221353,0,54409,126796,448,Clementon Boro,Camden,C. K-8 / 401 - 750,2,B,,1,8.8,57900,43.4,54740,86.8,95000,11.9,Camden
7,940,29941672,17703418,16148050,646027,909341,4635777,4102930,2938949,2525327,3727451,2457622,0,933648,146777,1993,Collingswood Boro,Camden,F. K-12 / 1801 - 3500,3,FG,,1,10.9,67750,81.9,58250,104.8,119125,10.9,Camden
7,1255,29935920,15819591,14878951,746353,194287,5097141,3859117,3302374,2752036,4128993,1638961,0,1515463,181010,1957,Eastern Camden County Reg,Camden,H. 7-12 / 9-12,5,GH,,1,13.4,78895,96.9,82044,148.3,125030,12.6,Camden
7,1720,4005141,2525316,2367303,59079,98934,607237,529164,402095,334244,354091,135883,0,116403,5963,265,Gibbsboro Boro,Camden,B. K-8 / 0 - 400,2,FG,,1,10,62774,71.1,55962,187.9,127500,21.5,Camden
7,1770,35625754,21803489,20531525,253095,1018869,5290222,4709879,3478547,2880811,4314180,2208130,0,728101,89588,2180,Gloucester City,Camden,F. K-12 / 1801 - 3500,3,B,1,1,11.3,74375,70.6,82060,132.4,110884,13.6,Camden
7,1780,85053561,57912092,54975421,1595438,1341233,10247560,9079223,8435277,6833156,7521702,3929245,0,702397,677355,6324,Gloucester Twp,Camden,D. K-8 / 751 +,2,DE,,1,12,69330,70.8,71605,179.9,112000,17.6,Camden
7,1880,19350725,12165497,11644172,225386,295939,2433797,2239172,2055417,1680621,1822093,1060139,0,855490,39950,1414,Haddon Heights Boro,Camden,E. K-12 / 0 - 1800,3,GH,,1,11.5,59034,76.5,61088,140.1,120735,14.1,Camden
7,1890,30033327,17247008,16390393,647831,208784,4696620,3488863,3531954,3153276,3531156,2350247,0,824199,121391,2012,Haddon Twp,Camden,F. K-12 / 1801 - 3500,3,FG,,1,12.2,55474,83.6,60585,126.4,126239,11.9,Camden
7,1900,33046637,19032639,17743423,504257,784959,5582550,4059754,3897912,3231582,3392573,726649,0,1051636,188337,2704,Haddonfield Boro,Camden,F. K-12 / 1801 - 3500,3,J,,1,12.9,55525,80.9,56837,180.7,112192,16.2,Camden
7,2540,2546925,1613059,1413974,150921,48164,419097,165394,270095,201983,241605,23508,0,0,0,186,Laurel Springs Boro,Camden,A. K-6,1,DE,,1,12.2,58081,84.2,49879,111,42498,10.7,Camden
7,2560,4966238,2752535,2616489,94759,41287,1118391,842060,562319,386077,507782,200814,0,25211,17740,370,Lawnside Boro,Camden,B. K-8 / 0 - 400,2,B,,1,12.4,55227,161,40864,64.4,74622,5.6,Camden
7,2670,35019029,21209614,19436370,957211,816033,5983409,4860432,3552396,3023105,3467860,1723296,0,780732,332193,2770,Lindenwold Boro,Camden,F. K-12 / 1801 - 3500,3,B,,1,11.5,56816,87.3,70270,146.2,115000,14.4,Camden
7,2890,6425336,4138403,3961790,158325,18288,919737,634107,741429,470566,546048,314197,0,79718,0,420,Magnolia Boro,Camden,C. K-8 / 401 - 750,2,CD,,1,11.3,75255,104.8,52774,123.2,56550,12.1,Camden
7,3110,4943333,3233148,2947740,168557,116851,505575,453058,585180,379066,547300,235620,0,72130,0,414,Merchantville Boro,Camden,C. K-8 / 401 - 750,2,DE,,1,12.7,63393,80.6,65000,403,132525,36.8,Camden
7,3420,6003626,3815549,3463413,169089,183047,971989,757054,668706,551495,498216,215604,0,19731,96617,447,Mount Ephraim Boro,Camden,C. K-8 / 401 - 750,2,CD,,1,11.2,59189,83.7,61689,142.3,116459,14.4,Camden
7,3770,5707307,3373757,3120429,122659,130669,1185101,294340,596080,253262,494795,10051,0,54359,15493,358,Oaklyn Boro,Camden,E. K-12 / 0 - 1800,3,CD,,1,9.3,59216,82.3,53750,181,118075,21.7,Camden
7,4060,71298240,43607233,40605601,1773499,1228133,9228155,8106383,7110518,5948909,9506191,6082983,0,1212298,395615,4638,Pennsauken Twp,Camden,G. K-12 / 3501 +,3,CD,,1,11.7,74087,85.9,79150,185.5,111500,18,Camden
7,4110,29178397,17071466,16016608,706426,348432,4148914,3645272,2705078,2275226,4377244,1889970,0,787428,222056,1873,Pine Hill Boro,Camden,F. K-12 / 1801 - 3500,3,B,,1,11.4,61736,75.6,65850,145.5,118301,14.7,Camden
7,4590,11193004,6512392,6016690,310226,185476,2214199,1868341,1275529,1026497,1044166,623661,0,120842,499208,851,Runnemede Boro,Camden,D. K-8 / 751 +,2,B,,1,12.2,56783,66.6,61607,152.1,111895,14.8,Camden
7,4790,6830225,4360408,3922104,104988,333316,906160,772987,808204,595298,643241,0,0,112212,121253,485,Somerdale Boro,Camden,C. K-8 / 401 - 750,2,CD,,1,9.6,56214,77.9,73147,150.7,94500,17.7,Camden
7,5035,14142319,7395894,6493682,603113,299099,2228047,1852649,1753967,1435440,1771228,760991,0,993183,134767,958,Sterling High School Dist,Camden,H. 7-12 / 9-12,5,DE,,1,13.8,71395,83.1,74295,107.1,106900,9.1,Camden
7,5080,12404171,7548694,7057995,228864,261835,2042944,1509764,1442734,1248849,1195324,725738,0,157601,0,845,Stratford Boro,Camden,D. K-8 / 751 +,2,DE,,1,10.7,57743,75,69940,138.7,115999,14.8,Camden
7,5400,42419294,27981521,25845128,1367757,768636,5382508,5183745,4310639,3165179,4382822,1640976,0,340959,199021,2995,Voorhees Twp,Camden,D. K-8 / 751 +,2,I,,1,13.1,71224,77.4,84461,175.9,125474,15.7,Camden
7,5560,13167690,6955012,6737215,157567,60230,2539008,1998740,1563073,1224441,2069362,195566,0,2719,14269,806,Waterford Twp,Camden,A. K-6,1,DE,,1,11,59003,64.9,59707,140.7,104921,15,Camden
7,5820,76615538,46615053,42462549,1959592,2192912,13381733,8451347,7595801,6348680,6853561,161772,0,1275415,1091155,4737,Winslow Twp,Camden,G. K-12 / 3501 +,3,CD,,1,10.6,77858,64.2,86657,160.5,116805,17.7,Camden
7,5900,4792862,2928488,2810708,77040,40740,713885,482279,666405,538385,444191,218810,0,39892,29536,366,Woodlynne Boro,Camden,B. K-8 / 0 - 400,2,B,,1,11,54458,91,53311,121.3,65000,12.4,Camden
9,170,2845830,1670808,1285715,170314,214779,484212,308504,163325,117177,456271,144468,31893,26624,53053,73,Avalon Boro,Cape May,B. K-8 / 0 - 400,2,FG,,1,5.7,83246,18.7,76758,24.3,99368,5.6,Cape May
9,710,3412885,2048341,1885201,120724,42416,546832,359182,385119,330538,387038,191166,0,41366,2138,168,Cape May City,Cape May,A. K-6,1,CD,,1,8.3,58105,176,31980,58.7,85862,7.4,Cape May
9,715,11522781,5561668,5399451,125403,36814,2539002,2439110,1400532,1196453,2001698,709630,11956,0,179092,202,Cape May Co Special Serv,Cape May,I. CSSD,7,,,1,5.3,67355,8.1,81790,38.9,104040,12.1,Cape May
9,720,14346718,7772396,7279224,378011,115161,1436909,1374593,2104080,1761704,2488786,1018241,107898,368227,135361,654,Cape May Co Vocational,Cape May,J. VOC,8,,,1,9.8,64107,116.4,78012,96.4,119625,10.6,Cape May
9,1080,10201297,6312514,5846515,449405,16594,1366256,1225423,1079554,785843,1169520,477995,0,92549,159280,554,Dennis Twp,Cape May,C. K-8 / 401 - 750,2,CD,,1,8.1,50093,55.1,55929,137.8,100438,19.6,Cape May
9,2820,23848270,14139917,13778776,297987,63154,2479758,2305148,2466612,1799662,3304119,1576653,147825,1053988,1127673,1318,Lower Cape May Regional,Cape May,H. 7-12 / 9-12,4,B,,1,11.6,83928,74.3,75760,141.1,114462,14.1,Cape May
9,2840,23841434,14059543,13386533,538523,134487,3907975,3481501,1897491,1643824,3738480,2158617,0,0,385825,1657,Lower Twp,Cape May,A. K-6,1,B,,1,11.7,59507,79.8,84973,186.2,100211,18.2,Cape May
9,3130,33873857,19254932,18539042,640812,75078,5197933,4684607,3446137,2300114,4333794,1903138,0,986277,0,2448,Middle Twp,Cape May,F. K-12 / 1801 - 3500,3,B,,1,12.1,65398,84.9,62742,219.7,121974,20.8,Cape May
9,3680,6608916,3888937,3669818,142794,76325,1306489,1169269,567742,445374,724438,414429,30000,86581,0,209,North Wildwood City,Cape May,B. K-8 / 0 - 400,2,A,,1,5.9,70899,34.8,70933,52.5,105805,10.4,Cape May
9,3780,35711077,21855177,20648500,935542,271135,4972574,4268656,3070501,2368157,4536414,2327736,50000,1220932,395020,2126,Ocean City,Cape May,F. K-12 / 1801 - 3500,3,DE,,1,11.8,89898,80.1,97276,193.8,126000,18.8,Cape May
9,5060,2264335,1406536,924585,126769,355182,350268,121283,178153,30229,304211,107636,0,3757,17650,90,Stone Harbor Boro,Cape May,B. K-8 / 0 - 400,2,FG,,1,6.8,88616,33.6,76816,30,99368,5.3,Cape May
9,5340,20491087,11853378,11512885,247197,93296,3174521,2322971,2165022,1771835,3150174,1114762,22442,80038,242601,1417,Upper Twp,Cape May,D. K-8 / 751 +,2,FG,,1,11.3,63030,78.4,66668,176.5,107037,17.9,Cape May
9,5610,1461650,918875,824251,76861,17763,296552,154947,107464,40299,128806,69269,5000,4952,19746,100,West Cape May Boro,Cape May,A. K-6,1,DE,,1,10.7,53256,127.5,17134,51,107703,5.2,Cape May
9,5790,16070174,9662982,9217597,337998,107387,2430096,1993756,1854843,1537461,1480776,892724,0,638765,2620,868,Wildwood City,Cape May,E. K-12 / 0 - 1800,3,A,,1,8.5,74882,74.8,78130,102.9,103908,13.4,Cape May
9,5800,6498647,3847824,3473310,270422,104092,1264432,1020992,361129,306055,793107,366140,25000,207155,292112,275,Wildwood Crest Boro,Cape May,B. K-8 / 0 - 400,2,B,,1,8.6,64344,61.3,63444,74.4,101470,9.7,Cape May
9,5840,3436985,2196071,1830241,32528,333302,405897,225984,441675,234528,325001,0,0,3126,0,211,Woodbine Boro,Cape May,B. K-8 / 0 - 400,2,A,,1,12,55650,110.5,57936,110.5,92366,10.2,Cape May
11,540,85455015,50201587,46784402,1525858,1891327,15648107,13441661,8921292,6708570,9176313,6014579,0,929590,541894,5914,Bridgeton City,Cumberland,G. K-12 / 3501 +,3,A,1,1,11.7,65312,94.9,72071,173.1,112383,16.6,Cumberland
11,950,7835339,4642210,4538482,45296,58432,1252278,1088502,1059040,773316,771262,104243,10561,16436,25994,541,Commercial Twp,Cumberland,C. K-8 / 401 - 750,2,A,,1,11.3,63983,40.8,58630,104.4,87125,11.8,Cumberland
11,995,10148032,5228148,4382256,528792,317100,1029043,927876,1942039,1519812,1817628,945034,56000,72943,145051,548,Cumberland Co Vocational,Cumberland,J. VOC,8,,,1,11.8,61365,138.1,71099,69.1,114597,6.4,Cumberland
11,997,15621282,8142397,7105008,664773,372616,2325303,1993356,2074152,1775680,2281736,1059003,25000,755572,226738,1104,Cumberland Regional,Cumberland,H. 7-12 / 9-12,5,B,,1,14.1,64722,108.2,67262,92,113181,7.4,Cumberland
11,1020,4656433,2796531,2658594,61072,76865,801211,640870,582761,459405,454737,73571,0,19594,0,330,Deerfield Twp,Cumberland,B. K-8 / 0 - 400,2,B,,1,10.9,56710,58.2,63754,108.7,105060,11.9,Cumberland
11,1120,2962680,1656089,1546534,65037,44518,719714,571109,273586,112238,258368,73267,20000,5552,209774,181,Downe Twp,Cumberland,B. K-8 / 0 - 400,2,A,,1,10.5,56630,178,56130,89,84991,9,Cumberland
11,1460,7703922,5074794,4794698,111922,168174,1184054,884842,773814,602048,638973,101827,0,24945,0,561,Fairfield Twp,Cumberland,C. K-8 / 401 - 750,2,A,,1,11.5,56620,144,69752,115.2,80000,10.8,Cumberland
11,1820,1329020,744982,702136,34301,8545,266928,226964,125482,10536,169548,51424,18212,3868,0,62,Greenwich Twp,Cumberland,B. K-8 / 0 - 400,2,CD,,1,7.4,56734,63,58218,63,82400,9.5,Cumberland
11,2270,6323199,3984006,3760882,181194,41930,941784,817753,560996,405737,796449,158045,0,39964,79930,478,Hopewell Twp,Cumberland,C. K-8 / 401 - 750,2,CD,,1,11.8,77057,109.5,76811,175.2,102480,16.4,Cumberland
11,2570,5926177,3685417,3485888,128678,70851,1061372,935073,612041,443300,511629,207696,0,52495,15268,469,Lawrence Twp,Cumberland,C. K-8 / 401 - 750,2,A,,1,10.7,68245,93,61895,93,84337,9.7,Cumberland
11,3050,5235787,3071576,2948476,117533,5567,682717,495745,635154,507862,690651,348413,27994,46260,95465,409,Maurice River Twp,Cumberland,C. K-8 / 401 - 750,2,B,,1,11.3,53792,105.6,63726,93.2,93960,9,Cumberland
11,3230,84199086,47959369,43949899,1498533,2510937,16121884,14383401,9066876,7204366,9698401,4550272,0,1303265,107944,5449,Millville City,Cumberland,G. K-12 / 3501 +,3,A,1,1,12.5,73939,66.2,77639,124.1,101166,11.8,Cumberland
11,5070,1767437,1260225,1181580,41070,37575,92460,81962,188201,117825,196793,65921,19678,10080,0,111,Stow Creek Twp,Cumberland,B. K-8 / 0 - 400,2,CD,,1,7.7,62631,61.1,19680,110,145635,16.1,Cumberland
11,5300,12563064,7439874,7148440,219519,71915,2088073,1803943,1336795,1056475,1698322,942042,0,0,233786,889,Upper Deerfield Twp,Cumberland,D. K-8 / 751 +,2,B,,1,10.9,61236,91.4,77874,175.6,108214,18,Cumberland
11,5390,148967765,90359063,82755104,2737762,4866197,22622960,19305609,13935552,9956758,17929147,9059803,125777,1830794,969948,9680,Vineland City,Cumberland,G. K-12 / 3501 +,3,A,1,1,12.4,66809,76.4,75482,213.8,113413,20,Cumberland
13,250,57792980,35077463,33236140,1771310,70013,7355886,6082520,8242960,6269926,5773169,4083854,0,965362,392003,4487,Belleville Town,Essex,G. K-12 / 3501 +,3,CD,,1,13.6,71176,83.3,81840,176.4,158276,15.1,Essex
13,410,84393518,50461215,47645594,1594934,1220687,11830889,8829408,10614050,8723364,9573496,4614533,0,1315456,107884,6431,Bloomfield Twp,Essex,G. K-12 / 3501 +,3,DE,,1,11.9,61100,83.8,60100,190.9,136132,18.3,Essex
13,660,39494061,22744889,21613718,934287,196884,6584945,4613793,4313226,3566913,4321676,2264358,0,1396204,373871,2621,Caldwell-West Caldwell,Essex,F. K-12 / 1801 - 3500,3,I,,1,11.9,68081,62,69224,153.2,138431,15.3,Essex
13,760,24338098,13523930,13144667,265437,113826,3664859,2861364,3164060,2731450,3067276,1829862,8997,901515,27092,1570,Cedar Grove Twp,Essex,E. K-12 / 0 - 1800,3,I,,1,10.4,58176,68.3,69105,131,122793,14.5,Essex
13,1210,182872591,96656580,92869043,2215948,1571589,38825018,36172888,19278941,14828044,25371107,14086774,0,1631156,574355,9161,East Orange,Essex,G. K-12 / 3501 +,3,A,1,1,11.1,89853,58.1,101900,134.9,133392,14.5,Essex
13,1390,37112639,18163479,17105075,609298,449106,4606977,4436239,6813771,4588171,5669455,1204522,0,1755919,140547,2239,Essex Co Voc-Tech,Essex,J. VOC,8,,,1,13,67604,87.2,79075,123.9,134802,11,Essex
13,1400,4369360,2945576,2731540,129992,84044,487223,365948,453710,388356,479607,282982,0,936,141130,228,Essex Fells Boro,Essex,A. K-6,1,J,,1,7.5,62536,71.3,49094,114,128539,16.9,Essex
13,1465,10623891,6876144,6524766,234772,116606,1381078,1268396,1179148,972843,1135424,588538,9212,33700,10369,689,Fairfield Twp,Essex,A. K-6,1,GH,,1,10.5,67277,61.9,73527,170.3,130207,18.9,Essex
13,1750,28022381,17084662,16281084,754376,49202,3430108,2979543,3848086,2902274,2606179,1348944,0,1034377,188887,1928,Glen Ridge Boro,Essex,F. K-12 / 1801 - 3500,3,I,,1,13.1,74035,75.6,80675,162.9,147555,14.6,Essex
13,2330,103631386,59237812,51283960,748787,7205065,20460053,18792967,8021195,7073762,14206268,9571112,0,723745,827766,7031,Irvington Township,Essex,G. K-12 / 3501 +,3,A,1,1,13.2,65890,75.7,86679,188.3,121776,16.7,Essex
13,2730,95570524,60186744,58220222,1446117,520405,15428908,13807214,10120349,8110896,7742640,4673197,0,1788504,51113,5972,Livingston Twp,Essex,G. K-12 / 3501 +,3,I,,1,12.4,85235,66.4,88001,157.4,131048,15.1,Essex
13,3190,78147284,47388682,44793823,1035711,1559148,13459264,12864893,7476647,6490863,7881104,4583775,0,1702843,484199,4856,Millburn Twp,Essex,G. K-12 / 3501 +,3,J,,1,12,85868,82.7,94468,156.6,130000,15,Essex
13,3310,107467576,61126223,58818154,1791115,516954,25650318,22957915,9655483,8449356,8995466,5176744,224425,1715901,33935,6664,Montclair Town,Essex,G. K-12 / 3501 +,3,I,,1,11.8,74100,62.7,89697,222.7,141678,22.4,Essex
13,3570,598485990,298788578,282077375,10973315,5737888,125161036,114358240,68079050,53793668,96788383,58735704,0,5638416,1006724,36401,Newark City,Essex,G. K-12 / 3501 +,3,A,1,1,13.1,64848,77.4,98416,96.6,100000,8.6,Essex
13,3630,11622999,7192595,6602509,384984,205102,1584448,1074256,1377155,1192595,1465719,740741,0,0,4587,675,North Caldwell Boro,Essex,A. K-6,1,J,,1,10,51970,70.1,51791,166.5,115000,19,Essex
13,3750,56655721,34094486,33014767,872569,207150,7444028,6726277,7209788,6291909,6214979,3462731,0,1345675,167445,4058,Nutley Town,Essex,G. K-12 / 3501 +,3,FG,,1,12.3,61491,75,74400,153.8,120875,14.6,Essex
13,3880,81217972,45739984,41856462,1501877,2381645,14693882,12934821,11382576,7741006,8472003,1980363,0,862143,318625,5108,City Of Orange Twp,Essex,G. K-12 / 3501 +,3,A,1,1,10.8,56543,74.8,70756,102.6,110505,10.9,Essex
13,4530,6909010,4125011,4039492,62896,22623,1231880,828013,875078,709397,649206,305958,13522,0,0,460,Roseland Boro,Essex,A. K-6,1,I,,1,12.4,63529,57,65029,91.2,109000,9,Essex
13,4900,100613635,61036024,54384614,913214,5738196,14128716,11690276,10455204,9052071,13543027,1228791,25535,1132051,0,7028,South Orange-Maplewood,Essex,G. K-12 / 3501 +,3,I,,1,12.4,73098,88,85526,175.7,121250,16.2,Essex
13,5370,30336196,17808674,17065373,514502,228799,4354126,4029797,3634222,3076072,3556022,1865345,0,951308,25304,2176,Verona Boro,Essex,F. K-12 / 1801 - 3500,3,I,,1,12.4,70161,56,68247,128.9,128824,12.7,Essex
