GROUP,CONAME,DIST,DISTNAME,PP14,RK14,PCT14,PP24,RK24,PCT24,PP34,RK34,PCT34
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,351,N.A.,0.024,363,N.A.,0.024,377,N.A.,0.024
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,354,N.A.,0.023,373,N.A.,0.024,410,N.A.,0.024
A. K-6,Statewide,N.A.,5. State average - All operating types,288,N.A.,0.019,289,N.A.,0.018,324,N.A.,0.02
A. K-6,Statewide,N.A.,6. State median - All operating types,301,N.A.,0.02,310,N.A.,0.02,345,N.A.,0.021
A. K-6,Bergen,1270,Edgewater Boro,386,33|56,0.033,325,19|56,0.029,354,23|56,0.031
A. K-6,Bergen,3870,Oradell Boro,391,34|56,0.029,375,30|56,0.026,239,12|56,0.016
A. K-6,Bergen,4410,River Edge Boro,227,9|56,0.017,396,33|56,0.028,200,5|56,0.014
A. K-6,Bergen,4620,Saddle River Boro,225,8|56,0.008,158,6|56,0.005,255,15|56,0.009
A. K-6,Burlington,200,Bass River Twp,253,12|56,0.012,340,23|56,0.017,284,16|56,0.017
A. K-6,Burlington,830,Chesterfield Twp,330,26|56,0.029,293,17|56,0.022,303,18|56,0.024
A. K-6,Burlington,2960,Mansfield Twp,623,48|56,0.038,396,33|56,0.022,511,35|56,0.027
A. K-6,Burlington,3650,North Hanover Twp,274,15|56,0.018,336,22|56,0.02,200,5|56,0.011
A. K-6,Burlington,5010,Springfield Twp,365,30|56,0.02,429,37|56,0.022,378,27|56,0.018
A. K-6,Camden,2540,Laurel Springs Boro,494,41|56,0.04,813,54|56,0.059,799,51|56,0.049
A. K-6,Camden,5560,Waterford Twp,257,13|56,0.015,195,11|56,0.012,579,40|56,0.034
A. K-6,Cape May,710,Cape May City,827,55|56,0.05,718,51|56,0.035,852,53|56,0.042
A. K-6,Cape May,2840,Lower Twp,299,21|56,0.02,325,19|56,0.023,308,19|56,0.02
A. K-6,Cape May,5610,West Cape May Boro,756,53|56,0.053,765,52|56,0.053,882,55|56,0.054
A. K-6,Essex,1400,Essex Fells Boro,554,45|56,0.03,570,46|56,0.03,1056,56|56,0.051
A. K-6,Essex,1465,Fairfield Twp,299,21|56,0.019,341,24|56,0.022,653,45|56,0.04
A. K-6,Essex,3630,North Caldwell Boro,673,50|56,0.043,571,47|56,0.033,423,30|56,0.023
A. K-6,Essex,4530,Roseland Boro,109,1|56,0.007,137,4|56,0.009,166,4|56,0.01
A. K-6,Gloucester,1180,East Greenwich Twp,301,24|56,0.027,390,31|56,0.033,363,24|56,0.029
A. K-6,Gloucester,1330,Elk Twp,164,4|56,0.012,76,1|56,0.006,126,2|56,0.008
A. K-6,Gloucester,1590,Franklin Twp,293,19|56,0.024,237,14|56,0.019,332,21|56,0.024
A. K-6,Gloucester,2070,Harrison Twp,282,18|56,0.024,368,26|56,0.03,457,31|56,0.034
A. K-6,Gloucester,2990,Mantua Twp,298,20|56,0.021,533,44|56,0.037,230,11|56,0.015
A. K-6,Gloucester,3490,National Park Boro,316,25|56,0.021,281,16|56,0.019,554,37|56,0.033
A. K-6,Gloucester,4880,South Harrison Twp,228,10|56,0.02,393,32|56,0.031,143,3|56,0.011
A. K-6,Gloucester,5120,Swedesboro-Woolwich,191,6|56,0.015,238,15|56,0.019,298,17|56,0.021
