GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
A. K-6,Sussex,1630,Fredon Twp,50.2,48|56,45369,11|56,49.7,51|56,59452,22|56
A. K-6,Sussex,1980,Hampton Twp,93.7,13|56,39968,9|56,113.5,6|56,40962,7|56
A. K-6,Sussex,4650,Sandyston-Walpack Twp,88.1,17|56,35558,8|56,51.2,49|56,62382,25|56
A. K-6,Sussex,5040,Stillwater Twp,71.5,32|56,75411,49|56,65.5,33|56,75411,50|56
A. K-6,Warren,400,Blairstown Twp,44.2,52|56,67219,40|56,42.9,53|56,73825,47|56
A. K-6,Warren,1620,Franklin Twp,60.6,41|56,61500,32|56,54.1,46|56,63499,31|56
A. K-6,Warren,1670,Frelinghuysen Twp,125.0,7|56,21135,3|56,146.1,3|56,44237,9|56
A. K-6,Warren,2470,Knowlton Twp,42.8,53|56,47951,12|56,40.5,54|56,49337,12|56
A. K-6,Warren,2970,Mansfield Twp,91.4,15|56,70637,45|56,80.1,19|56,73803,45|56
A. K-6,Warren,5480,Washington Boro,62.5,38|56,65050,37|56,68.7,32|56,65050,34|56
A. K-6,Warren,5530,Washington Twp,57.5,45|56,61240,30|56,53.8,47|56,62310,24|56
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,69.8,N.A.,70298,N.A.,67.6,N.A.,70925,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,2. State Median - Operating Type K-8,69.8,N.A.,69068,N.A.,67.6,N.A.,69320,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,5. State Average - All Operating Types,75.9,N.A.,77041,N.A.,74.8,N.A.,77501,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,6. State Median - All Operating Types,75.9,N.A.,76138,N.A.,74.8,N.A.,76263,N.A.
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,55.6,52|75,55745,27|75,60.5,47|75,55745,28|75
B. K-8 / 0 - 400,Atlantic,3020,Margate City,45.8,64|75,93275,73|75,43.9,64|75,96145,74|75
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,290.0,3|75,28994,5|75,250.0,3|75,31969,5|75
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,127.5,14|75,39567,9|75,137.5,9|75,42700,13|75
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,49.3,58|75,78177,67|75,45.7,59|75,81063,69|75
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,67.6,37|75,80200,68|75,87.8,24|75,75380,66|75
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,79.6,29|75,88472,72|75,79.1,30|75,92117,73|75
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,110.8,16|75,44172,12|75,83.6,27|75,90749,72|75
B. K-8 / 0 - 400,Burlington,380,Beverly City,72.8,34|75,65611,55|75,76.0,32|75,68304,56|75
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,107.2,19|75,22951,4|75,86.0,25|75,67186,52|75
B. K-8 / 0 - 400,Burlington,4460,Riverton,60.0,46|75,35283,7|75,58.0,51|75,37455,8|75
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,80.0,28|75,81022,69|75,81.9,28|75,82437,71|75
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,233.8,4|75,51085,18|75,137.4,10|75,59450,34|75
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,71.1,35|75,55962,28|75,63.2,44|75,61146,42|75
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,161.0,9|75,40864,11|75,158.5,7|75,46060,16|75
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,91.0,23|75,53311,21|75,94.0,21|75,54334,27|75
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,18.7,73|75,76758,64|75,16.7,74|75,70716,59|75
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,34.8,71|75,70933,58|75,36.3,71|75,72883,63|75
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,33.6,72|75,76816,65|75,17.2,73|75,80481,68|75
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,61.3,43|75,63444,47|75,58.7,50|75,66325,49|75
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,110.5,17|75,57936,34|75,123.7,12|75,59682,37|75
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,58.2,49|75,63754,49|75,61.4,46|75,67274,53|75
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,178.0,6|75,56130,29|75,183.0,4|75,59525,36|75
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,63.0,39|75,58218,36|75,31.0,72|75,59964,39|75
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,61.1,44|75,19680,3|75,63.3,43|75,19680,3|75
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,N.R.,N.R.,N.R.,N.R.,107.7,16|75,36000,7|75
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,44.6,65|75,64320,51|75,42.7,66|75,71000,61|75
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,40.5,69|75,57073,32|75,39.6,68|75,50555,22|75
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,42.4,67|75,62904,45|75,68.2,40|75,37784,10|75
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,38.8,70|75,67488,56|75,37.9,70|75,71228,62|75
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,82.3,N.A.,60677,N.A.,113.0,14|75,65010,47|75
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,46.0,63|75,76740,63|75,46.6,58|75,82240,70|75
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,144.0,11|75,58601,39|75,73.9,35|75,60066,40|75
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,51.6,55|75,59120,40|75,50.8,55|75,60515,41|75
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,48.1,60|75,15139,2|75,56.9,52|75,14525,2|75
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,49.1,59|75,54405,24|75,48.9,56|75,59510,35|75
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,50.8,56|75,58492,38|75,50.9,53|75,57795,30|75
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,350.0,2|75,10011,1|75,430.0,2|75,10665,1|75
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,46.9,62|75,53668,22|75,40.9,67|75,42965,14|75
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,88.3,24|75,58385,37|75,81.9,28|75,58385,31|75
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,1164.3,1|75,36693,8|75,1200.0,1|75,41281,11|75
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,133.3,12|75,78045,66|75,96.9,20|75,42131,12|75
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,55.9,51|75,44223,13|75,50.9,53|75,50664,23|75
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,74.4,32|75,47050,16|75,69.2,39|75,48845,18|75
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,70.5,36|75,63159,46|75,138.1,8|75,37738,9|75
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,50.3,57|75,65495,54|75,44.0,63|75,67295,54|75
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,60.5,45|75,34148,6|75,59.7,49|75,33728,6|75
B. K-8 / 0 - 400,Morris,2010,Harding Township,47.4,61|75,61035,43|75,42.9,65|75,62035,43|75
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,58.5,48|75,86487,71|75,48.6,57|75,64503,46|75
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,82.9,25|75,62537,44|75,71.3,37|75,70450,58|75
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,62.8,40|75,57654,33|75,64.2,42|75,59822,38|75
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,129.0,13|75,85090,70|75,60.5,47|75,70883,60|75
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,61.8,41|75,55124,26|75,84.1,26|75,50203,21|75
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,73.0,33|75,63783,50|75,88.8,23|75,66963,51|75
B. K-8 / 0 - 400,Salem,60,Alloway Twp,102.0,21|75,64568,52|75,90.0,22|75,66490,50|75
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,178.6,5|75,57019,31|75,165.7,5|75,57019,29|75
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,163.0,7|75,51900,20|75,163.0,6|75,51900,25|75
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,95.0,22|75,44416,14|75,98.1,19|75,45823,15|75
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,105.8,20|75,47855,17|75,110.4,15|75,49397,20|75
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,81.5,27|75,56548,30|75,76.5,31|75,58868,32|75
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,110.3,18|75,73218,59|75,105.7,17|75,74898,65|75
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,43.9,66|75,64670,53|75,44.8,61|75,65696,48|75
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,51.8,54|75,63607,48|75,45.6,60|75,67665,55|75
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,61.5,42|75,76240,62|75,62.3,45|75,62124,44|75
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,64.0,38|75,53995,23|75,65.1,41|75,53995,26|75
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,52.5,53|75,57940,35|75,75.1,33|75,46478,17|75
B. K-8 / 0 - 400,Union,1710,Garwood Boro,74.7,31|75,70567,57|75,72.3,36|75,69482,57|75
B. K-8 / 0 - 400,Union,5810,Winfield Twp,162.1,8|75,40259,10|75,126.2,11|75,22762,4|75
B. K-8 / 0 - 400,Warren,70,Alpha Boro,154.7,10|75,45897,15|75,102.5,18|75,49245,19|75
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,56.2,50|75,54965,25|75,44.2,62|75,62460,45|75
B. K-8 / 0 - 400,Warren,2250,Hope Twp,78.9,30|75,74316,60|75,74.4,34|75,74316,64|75
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,59.6,47|75,59680,41|75,71.0,38|75,59278,33|75
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,127.2,15|75,51485,19|75,123.2,13|75,51485,24|75
B. K-8 / 0 - 400,Warren,5780,White Twp,40.6,68|75,75670,61|75,38.9,69|75,75670,67|75
C. K-8 / 401 - 750,Statewide,N.A.,1. State Average - Operating Type K-8,69.8,N.A.,70298,N.A.,67.6,N.A.,70925,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,2. State Median - Operating Type K-8,69.8,N.A.,69068,N.A.,67.6,N.A.,69320,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,5. State Average - All Operating Types,75.9,N.A.,77041,N.A.,74.8,N.A.,77501,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,6. State Median - All Operating Types,75.9,N.A.,76138,N.A.,74.8,N.A.,76263,N.A.
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,52.5,63|70,93421,70|70,46.2,70|70,95655,70|70
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,66.8,41|70,69139,47|70,66.8,39|70,73469,53|70
C. K-8 / 401 - 750,Atlantic,1540,Folsom Boro,56.9,N.A.,54828,N.A.,57.3,57|70,56722,10|70
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,95.1,11|70,54963,9|70,72.4,29|70,57625,15|70
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,73.9,N.A.,55700,N.A.,73.4,27|70,58145,16|70
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,88.8,17|70,75812,58|70,84.8,15|70,79516,63|70
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,53.2,62|70,67609,45|70,54.9,60|70,70162,47|70
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,69.8,38|70,69715,48|70,68.1,36|70,66878,42|70
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,60.3,49|70,58055,17|70,63.7,43|70,61487,23|70
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,89.1,16|70,76226,60|70,78.7,21|70,73759,57|70
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,65.6,42|70,63475,35|70,64.7,42|70,63801,33|70
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,92.2,14|70,86788,69|70,69.5,33|70,85306,68|70
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,65.6,42|70,78941,63|70,63.4,45|70,64879,37|70
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,70.4,36|70,60388,26|70,74.0,26|70,62080,26|70
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,57.9,55|70,74655,57|70,60.9,53|70,77831,60|70
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,62.7,45|70,84036,65|70,63.6,44|70,86358,69|70
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,76.2,30|70,62172,30|70,86.0,13|70,55842,9|70
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,76.8,29|70,64652,38|70,67.5,37|70,54241,6|70
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,95.4,10|70,54015,5|70,82.9,17|70,58831,18|70
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,83.9,18|70,66275,43|70,104.9,7|70,66275,41|70
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,73.1,33|70,63313,34|70,71.2,30|70,72025,48|70
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,48.3,67|70,65176,40|70,50.5,63|70,69765,46|70
C. K-8 / 401 - 750,Camden,190,Barrington Boro,80.5,25|70,62872,33|70,65.6,41|70,64209,34|70
C. K-8 / 401 - 750,Camden,340,Berlin Twp,60.6,48|70,58295,20|70,61.0,51|70,64864,35|70
C. K-8 / 401 - 750,Camden,880,Clementon Boro,43.4,68|70,54740,7|70,61.7,50|70,57061,13|70
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,104.8,9|70,52774,3|70,126.3,3|70,49216,3|70
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,80.6,N.A.,65000,N.A.,86.8,12|70,65000,38|70
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,83.7,19|70,61689,28|70,78.8,20|70,61689,25|70
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,77.9,28|70,73147,54|70,78.0,22|70,82226,65|70
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,55.1,59|70,55929,12|70,56.4,58|70,62260,27|70
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,40.8,70|70,58630,21|70,60.8,54|70,56750,11|70
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,144.0,1|70,69752,49|70,554.0,1|70,35000,1|70
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,109.5,6|70,76811,61|70,90.4,11|70,76565,59|70
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,93.0,13|70,61895,29|70,83.3,16|70,63694,30|70
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,105.6,8|70,63726,36|70,107.5,5|70,63726,31|70
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,58.6,54|70,58110,19|70,55.9,59|70,59760,20|70
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,55.9,58|70,70241,50|70,48.3,68|70,73523,54|70
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,59.4,52|70,54569,6|70,62.5,47|70,57009,12|70
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,59.2,53|70,66650,44|70,67.0,38|70,72500,50|70
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,116.3,3|70,86320,68|70,92.1,10|70,84001,67|70
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,51.8,65|70,68429,46|70,49.0,66|70,68429,44|70
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,55.1,59|70,70900,52|70,61.0,51|70,74160,58|70
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,106.8,7|70,58068,18|70,106.6,6|70,62550,28|70
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,60.7,47|70,59888,23|70,54.8,61|70,63750,32|70
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,78.5,27|70,65555,42|70,66.8,39|70,72893,52|70
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,59.5,51|70,50031,2|70,51.5,62|70,53046,5|70
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,42.9,69|70,57940,15|70,46.3,69|70,60840,21|70
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,67.8,39|70,56142,13|70,69.8,32|70,54665,7|70
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,93.7,12|70,73910,55|70,80.7,19|70,73560,55|70
C. K-8 / 401 - 750,Morris,460,Boonton Twp,71.3,35|70,76187,59|70,68.3,35|70,68502,45|70
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,120.6,2|70,57091,14|70,75.3,24|70,61570,24|70
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,57.4,56|70,62583,31|70,62.8,46|70,64870,36|70
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,74.2,31|70,64234,37|70,74.9,25|70,58675,17|70
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,82.6,21|70,53760,4|70,85.5,14|70,52460,4|70
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,81.8,23|70,80987,64|70,92.5,9|70,82052,64|70
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,54.6,61|70,65205,41|70,59.3,55|70,67380,43|70
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,69.9,37|70,55064,10|70,57.8,56|70,55529,8|70
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,50.3,66|70,78561,62|70,49.4,65|70,78265,61|70
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,64.8,44|70,59815,22|70,211.0,2|70,73660,56|70
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,90.6,15|70,84251,66|70,72.8,28|70,83325,66|70
C. K-8 / 401 - 750,Sussex,90,Andover Reg,59.9,50|70,60202,24|70,48.5,67|70,62756,29|70
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,51.9,64|70,72414,53|70,49.8,64|70,72882,51|70
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,61.1,46|70,84755,67|70,62.4,49|70,72179,49|70
C. K-8 / 401 - 750,Sussex,1800,Green Twp,80.2,26|70,70344,51|70,75.9,23|70,66057,39|70
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,115.4,4|70,74371,56|70,96.8,8|70,79409,62|70
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,83.1,20|70,61664,27|70,80.8,18|70,58987,19|70
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,73.1,33|70,57962,16|70,68.4,34|70,57290,14|70
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,82.1,22|70,60267,25|70,70.1,31|70,61135,22|70
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,66.9,N.A.,62847,N.A.,62.5,47|70,66105,40|70
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,112.9,5|70,44895,1|70,109.2,4|70,44895,2|70
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,69.8,N.A.,70298,N.A.,67.6,N.A.,70925,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,69.8,N.A.,69068,N.A.,67.6,N.A.,69320,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,75.9,N.A.,77041,N.A.,74.8,N.A.,77501,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,75.9,N.A.,76138,N.A.,74.8,N.A.,76263,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,115.9,4|74,82775,63|74,114.4,4|74,80585,59|74
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,74.7,34|74,83210,64|74,75.2,29|74,83455,63|74
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,94.9,13|74,76477,49|74,80.9,23|74,62776,13|74
D. K-8 / 751 +,Atlantic,2680,Linwood City,67.6,43|74,58079,8|74,68.1,40|74,63070,15|74
D. K-8 / 751 +,Atlantic,3720,Northfield City,87.3,18|74,50426,1|74,92.5,10|74,51584,1|74
D. K-8 / 751 +,Atlantic,4800,Somers Point City,64.4,49|74,72112,39|74,57.4,56|74,77487,52|74
D. K-8 / 751 +,Bergen,40,Allendale Boro,93.4,15|74,84665,67|74,81.1,22|74,80950,61|74
D. K-8 / 751 +,Bergen,930,Closter Boro,77.8,28|74,90415,71|74,91.6,11|74,90215,73|74
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,86.5,19|74,102647,73|74,80.2,24|74,84108,67|74
D. K-8 / 751 +,Bergen,1470,Fairview Boro,111.5,5|74,56950,4|74,124.3,3|74,67638,25|74
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,38.3,73|74,59495,9|74,41.2,74|74,63233,16|74
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,64.2,50|74,77311,52|74,61.6,53|74,83888,65|74
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,101.7,6|74,87636,70|74,124.9,2|74,86206,71|74
D. K-8 / 751 +,Bergen,3060,Maywood Boro,100.0,8|74,67001,24|74,98.0,7|74,65000,21|74
D. K-8 / 751 +,Bergen,3330,Montvale Boro,95.7,12|74,74660,43|74,84.6,16|74,70475,33|74
D. K-8 / 751 +,Bergen,3760,Oakland Boro,47.9,68|74,82060,62|74,48.1,69|74,84708,68|74
