GROUP,CONAME,DIST,DISTNAME,pp3vv,stpct01vv,ltpct01vv,fdpct01vv,tupct01vv,fbpct01vv,otpct01vv,strat01vv,ssrat01vv,sarat01vv,pctsevv
A. K-6,Gloucester,3490,National Park Boro,19533,0.501,0.377,0.029,0,0.093,0,10.8,84.7,150.6,0.1771
A. K-6,Gloucester,4880,South Harrison Twp,18415,0.388,0.586,0.022,0.004,0,0,11.7,75.8,364,0.1044
A. K-6,Gloucester,5120,Swedesboro-Woolwich,18698,0.373,0.583,0.015,0.005,0,0.024,11.7,95.2,165.7,0.1696
A. K-6,Gloucester,5590,Wenonah Boro,21739,0.266,0.691,0.014,0.01,0.019,0,9.4,60.3,100.6,0.0994
A. K-6,Gloucester,5740,Westville Boro,16528,0.516,0.403,0.037,0.017,0.027,0,12.5,67.2,165,0.1928
A. K-6,Gloucester,5870,Woodbury Heights Boro,18103,0.366,0.527,0.025,0.008,0.073,0.001,9.3,76,228,0.136
A. K-6,Hunterdon,2590,Lebanon Boro,23731,0.165,0.808,0.016,0.011,0,0,5.9,0,53.5,0.0935
A. K-6,Monmouth,130,Atlantic Highlands Boro,21349,0.188,0.751,0.019,0.04,0,0.002,10.8,74,100.6,0.1132
A. K-6,Monmouth,2160,Highlands Boro,26322,0.249,0.634,0.03,0,0.083,0.004,9,62.5,95.7,0.175
A. K-6,Monmouth,4520,Roosevelt Boro,24737,0.426,0.539,0.018,0.018,0,0,8.4,18.4,79,0.0886
A. K-6,Morris,3240,Mine Hill Twp,19725,0.348,0.63,0.021,0.001,0,0,10.9,144,120,0.0889
A. K-6,Ocean,230,Beach Haven Boro,30841,0.205,0.776,0.018,0,0,0.001,5,590,59,0.1017
A. K-6,Ocean,320,Berkeley Twp,18731,0.183,0.729,0.04,0.011,0.014,0.023,12.2,72.2,179.3,0.1849
A. K-6,Ocean,1150,Eagleswood Twp,23896,0.329,0.643,0.023,0.005,0,0,9.1,1775,71,0.1549
A. K-6,Ocean,2350,Island Heights Boro,23672,0.23,0.745,0.025,0,0,0,9.5,96,80,0.0917
A. K-6,Ocean,2690,Little Egg Harbor Twp,20244,0.543,0.408,0.041,0.003,0,0.005,10.8,84.9,142.8,0.1197
A. K-6,Ocean,2760,Long Beach Island,33026,0.196,0.724,0.019,0.018,0.017,0.026,7.1,58.8,78.3,0.1362
A. K-6,Ocean,3800,Ocean Gate Boro,22759,0.449,0.52,0.031,0,0,0,9.5,78,78,0.1731
A. K-6,Ocean,3820,Ocean Twp,22486,0.421,0.55,0.024,0.005,0,0,9.5,48.8,125.1,0.1352
A. K-6,Ocean,4710,Seaside Heights Boro,25324,0.334,0.559,0.066,0.001,0,0.04,10.2,38.5,233,0.1588
A. K-6,Ocean,5020,Stafford Twp,21078,0.334,0.64,0.021,0.005,0,0,11.8,77.8,167.5,0.1801
A. K-6,Ocean,5220,Tuckerton Boro,22132,0.476,0.493,0.026,0.001,0,0.004,9.1,48.3,136.5,0.1172
A. K-6,Sussex,1630,Fredon Twp,28178,0.191,0.77,0.031,0.008,0,0,8,50.2,73.7,0.1403
A. K-6,Sussex,1980,Hampton Twp,25877,0.288,0.693,0.019,0,0,0,7.8,93.7,62.4,0.153
A. K-6,Sussex,4650,Sandyston-Walpack Twp,25163,0.226,0.5,0.102,0,0.173,0,8.5,88.1,141,0.1135
A. K-6,Sussex,5040,Stillwater Twp,25530,0.378,0.578,0.021,0.022,0,0.001,8.9,71.5,81.7,0.2203
A. K-6,Warren,400,Blairstown Twp,20622,0.315,0.655,0.028,0.002,0,0,8.1,44.2,76,0.1711
A. K-6,Warren,1620,Franklin Twp,26926,0.277,0.638,0.019,0.008,0.054,0.004,8,60.6,70.7,0.1038
A. K-6,Warren,1670,Frelinghuysen Twp,19858,0.316,0.666,0.018,0,0,0,12,125,140,0.1786
A. K-6,Warren,2470,Knowlton Twp,25073,0.404,0.572,0.024,0,0,0,7.9,42.8,61.3,0.1576
A. K-6,Warren,2970,Mansfield Twp,18811,0.463,0.486,0.028,0.004,0.019,0,10.7,91.4,196.6,0.1256
A. K-6,Warren,5480,Washington Boro,20228,0.431,0.526,0.038,0.004,0,0.001,10.4,62.5,115.8,0.1727
A. K-6,Warren,5530,Washington Twp,18802,0.383,0.593,0.022,0.002,0,0,9.6,57.5,112.5,0.1533
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,24015,0.508,0.447,0.009,0,0.036,0,12.6,55.6,81.8,0.125
B. K-8 / 0 - 400,Atlantic,3020,Margate City,36796,0.183,0.766,0.013,0.038,0,0,7.1,45.8,73.2,0.1585
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,19281,0.426,0.547,0.027,0,0,0,8.7,290,116,0.1207
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,27112,0.532,0.432,0.031,0,0,0.005,8.6,127.5,61.2,0.1569
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,33884,0.129,0.857,0.015,0,0,0,5.9,49.3,37,0.0676
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,25641,0.152,0.839,0.008,0,0,0.001,10.2,67.6,104.8,0.0979
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,22418,0.125,0.846,0.022,0.007,0,0,11.5,79.6,104,0.1442
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,23662,0.122,0.861,0.017,0.001,0,0,13.8,110.8,90,0.1181
B. K-8 / 0 - 400,Burlington,380,Beverly City,22497,0.581,0.374,0.045,0,0,0,10.6,72.8,55.4,0.1856
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,27197,0.559,0.291,0.144,0.005,0,0.001,7.9,107.2,77.2,0.1244
B. K-8 / 0 - 400,Burlington,4460,Riverton,19601,0.198,0.779,0.018,0.006,0,0,11.8,60,134.5,0.1588
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,12104,0.385,0.598,0.017,0,0,0,7.9,80,71.1,0.1563
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,20585,0.765,0.193,0.042,0,0,0,10.6,233.8,276.4,0.1316
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,20118,0.402,0.554,0.021,0.024,0,0,10,71.1,187.9,0.0951
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,19895,0.507,0.464,0.03,0,0,0,12.4,161,64.4,0.118
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,19690,0.688,0.198,0.047,0.002,0,0.065,11,91,121.3,0.1621
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,53890,0.135,0.653,0.007,0.088,0,0.117,5.7,18.7,24.3,0.0685
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,39972,0.205,0.702,0.036,0.052,0,0.005,5.9,34.8,52.5,0.2048
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,29304,0.122,0.75,0.004,0.124,0,0,6.8,33.6,30,0.0333
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,30217,0.208,0.736,0.019,0,0,0.037,8.6,61.3,74.4,0.1505
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,24766,0.649,0.302,0.044,0,0,0.005,12,110.5,110.5,0.2172
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,19708,0.542,0.414,0.034,0.006,0.003,0.001,10.9,58.2,108.7,0.1074
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,23121,0.612,0.344,0.039,0.005,0,0,10.5,178,89,0.1404
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,27023,0.358,0.585,0.05,0,0.006,0.001,7.4,63,63,0.1111
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,21267,0.469,0.484,0.045,0.001,0,0.001,7.7,61.1,110,0.0455
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,16268,0.677,0.258,0.064,0,0,0.001,0,0,0,0.1304
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,28696,0.283,0.695,0.015,0.006,0,0.001,8.3,44.6,92.5,0.2081
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,25601,0.485,0.494,0.017,0.004,0,0,7.8,40.5,85,0.0941
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,34599,0.226,0.751,0.016,0.007,0,0,5.4,42.4,41.2,0.1124
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,23819,0.268,0.691,0.017,0.005,0,0.019,6.8,38.8,96.5,0.1438
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,26477,0.226,0.744,0.015,0.01,0.005,0,9.1,82.3,107.5,0.1447
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,25369,0.207,0.73,0.017,0.034,0.013,0,9.4,46,103,0.1246
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,25746,0.198,0.778,0.016,0,0.008,0,9.4,144,72,0.0938
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,28505,0.37,0.573,0.025,0.018,0.014,0,7.1,51.6,129,0.1938
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,27299,0.428,0.498,0.019,0.028,0.026,0.001,7.1,48.1,65,0.2
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,25465,0.315,0.664,0.013,0.008,0,0,9.5,49.1,74.6,0.1716
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,23972,0.277,0.686,0.018,0.006,0.013,0,9.5,50.8,104.7,0.1164
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,33109,0.248,0.715,0.016,0.021,0,0,5.6,350,54.3,0.0857
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,24969,0.127,0.689,0.013,0.02,0.151,0,7.9,46.9,51.1,0.0699
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,21841,0.268,0.69,0.037,0.005,0,0,8.6,88.3,79.5,0.1541
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,25353,0.529,0.414,0.019,0,0.037,0.001,9.5,1164.3,81.5,0.0675
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,20553,0.375,0.591,0.025,0.006,0.002,0.001,7.5,133.3,79.6,0.1875
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,22396,0.164,0.808,0.018,0.01,0,0,9.3,55.9,102.5,0.1423
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,20369,0.278,0.636,0.033,0.003,0.051,0,8.5,74.4,116,0.1897
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,26838,0.133,0.843,0.01,0.014,0,0,7.5,70.5,70.5,0.0496
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,31063,0.163,0.802,0.017,0.019,0,0,7.5,50.3,69.6,0.1231
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,21297,0.139,0.829,0.015,0.017,0,0,10.1,60.5,141.3,0.0914
B. K-8 / 0 - 400,Morris,2010,Harding Township,28972,0.124,0.838,0.011,0.008,0.004,0.015,8,47.4,96.3,0.1266
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,24112,0.142,0.843,0.012,0.004,0,0,10.2,58.5,85,0.1709
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,19776,0.358,0.605,0.034,0.003,0,0,12.6,82.9,105,0.1492
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,19423,0.133,0.853,0.01,0.005,0,0,10.8,62.8,166.5,0.1441
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,27081,0.115,0.793,0.018,0.074,0,0,8.5,129,99.2,0.0543
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,23067,0.761,0.141,0.087,0.012,0,0,9.4,61.8,94.9,0.2522
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,25597,0.142,0.718,0.017,0.059,0,0.064,7.8,73,76.8,0.0479
B. K-8 / 0 - 400,Salem,60,Alloway Twp,17921,0.515,0.447,0.029,0.004,0,0.005,12.5,102,121,0.1317
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,18880,0.444,0.512,0.043,0,0,0.001,8.7,178.6,125,0.088
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,28802,0.281,0.687,0.029,0.003,0,0,8.1,163,130.4,0.1411
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,21945,0.248,0.687,0.048,0.017,0,0,9.5,95,76,0.1184
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,18945,0.455,0.524,0.021,0,0,0,12.4,105.8,91.7,0.0982
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,21190,0.599,0.362,0.037,0.002,0,0,11.7,81.5,112.4,0.1104
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,20284,0.486,0.484,0.027,0.002,0,0.001,9.9,110.3,194.7,0.1571
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,28963,0.353,0.607,0.018,0.022,0,0,8.1,43.9,118.5,0.1899
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,25321,0.265,0.705,0.022,0.008,0,0,9.1,51.8,95,0.1535
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,28040,0.366,0.606,0.028,0,0,0,8.9,61.5,82,0.1463
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,22952,0.533,0.441,0.023,0.003,0,0,8.9,64,78.6,0.2366
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,23093,0.353,0.606,0.021,0.02,0,0,10.2,52.5,105,0.1968
B. K-8 / 0 - 400,Union,1710,Garwood Boro,20690,0.164,0.818,0.014,0.004,0,0,11.8,74.7,159.1,0.1803
B. K-8 / 0 - 400,Union,5810,Winfield Twp,21583,0.546,0.429,0.024,0.002,0,0,11.8,162.1,83.5,0.0539
B. K-8 / 0 - 400,Warren,70,Alpha Boro,20203,0.414,0.561,0.024,0,0,0.001,10.6,154.7,116,0.1034
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,22105,0.143,0.83,0.022,0.005,0,0,8.7,56.2,133.2,0.17
B. K-8 / 0 - 400,Warren,2250,Hope Twp,23877,0.273,0.69,0.02,0.017,0,0,8.5,78.9,71,0.1408
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,21409,0.473,0.492,0.019,0.016,0,0,9.2,59.6,141.5,0.1837
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,21602,0.3,0.676,0.019,0.005,0,0,11.3,127.2,106,0.1038
B. K-8 / 0 - 400,Warren,5780,White Twp,25541,0.266,0.713,0.018,0.002,0,0.001,7.7,40.6,134,0.1157
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,31703,0.225,0.734,0.027,0.005,0,0.009,8.6,52.5,132.5,0.1063
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,23399,0.645,0.248,0.094,0.004,0,0.009,11.1,66.8,133.5,0.2172
C. K-8 / 401 - 750,Atlantic,1540,Folsom Boro,20670,0.76,0.215,0.025,0.001,0,0,10.2,56.9,132.7,0.1332
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,17885,0.557,0.334,0.035,0.052,0,0.022,13,95.1,173.9,0.1346
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,27324,0.222,0.747,0.031,0,0,0,9.9,73.9,110.8,0.1083
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,25156,0.146,0.831,0.018,0.005,0,0,12.1,88.8,106.6,0.1407
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,24476,0.142,0.823,0.009,0.025,0,0.001,9.4,53.2,112.5,0.12
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,30224,0.126,0.752,0.012,0.013,0,0.097,8.7,69.8,97,0.1072
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,23759,0.159,0.822,0.011,0.008,0,0,11.5,60.3,151.5,0.104
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,19629,0.147,0.808,0.01,0.003,0.03,0.002,12.6,89.1,119.4,0.1122
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,22521,0.155,0.719,0.008,0.026,0.092,0,10.9,65.6,129,0.1143
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,21227,0.148,0.785,0.017,0.002,0.049,0,12.2,92.2,108.9,0.1135
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,22950,0.155,0.833,0.009,0.004,0,0,10.5,65.6,93.7,0.0549
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,22063,0.149,0.834,0.015,0.003,0,0,11.3,70.4,159,0.1405
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,23983,0.155,0.83,0.01,0.006,0,0,9.2,57.9,122.5,0.1578
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,21489,0.357,0.614,0.025,0.005,0,0,13.1,62.7,114.6,0.1047
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,21975,0.556,0.416,0.024,0.005,0,0,10.7,76.2,128.2,0.1631
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,19883,0.259,0.716,0.023,0.002,0,0,10.2,76.8,149.8,0.1636
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,17390,0.276,0.702,0.015,0.007,0,0,12.2,95.4,181.3,0.1783
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,21977,0.381,0.6,0.016,0.004,0,0,11.5,83.9,125.8,0.1576
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,23074,0.253,0.727,0.02,0,0,0,10,73.1,97.7,0.1711
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,23986,0.462,0.515,0.016,0.008,0,0,11.3,48.3,117.5,0.122
C. K-8 / 401 - 750,Camden,190,Barrington Boro,19251,0.324,0.646,0.021,0.009,0,0,10.1,80.5,128.2,0.1417
C. K-8 / 401 - 750,Camden,340,Berlin Twp,21427,0.454,0.502,0.028,0.016,0,0,10.1,60.6,111.2,0.1604
C. K-8 / 401 - 750,Camden,880,Clementon Boro,24566,0.541,0.337,0.035,0.005,0.021,0.061,8.8,43.4,86.8,0.1198
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,21812,0.473,0.457,0.031,0.007,0,0.032,11.3,104.8,123.2,0.1885
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,17061,0.392,0.575,0.031,0.002,0,0,12.7,80.6,403,0.1141
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,19278,0.419,0.515,0.023,0.001,0.036,0.006,11.2,83.7,142.3,0.1382
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,18850,0.466,0.492,0.033,0.004,0,0.005,9.6,77.9,150.7,0.1438
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,27956,0.436,0.527,0.029,0.008,0,0,8.1,55.1,137.8,0.2033
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,21288,0.766,0.156,0.06,0.017,0,0.001,11.3,40.8,104.4,0.1782
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,22189,0.824,0.125,0.049,0.002,0,0,11.5,144,115.2,0.1285
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,20569,0.481,0.377,0.035,0.006,0.013,0.088,11.8,109.5,175.2,0.1826
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,19490,0.696,0.208,0.039,0,0,0.057,10.7,93,93,0.1484
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,17775,0.641,0.328,0.031,0,0,0,11.3,105.6,93.2,0.1389
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,25291,0.191,0.77,0.027,0.013,0,0,9,58.6,106.3,0.1529
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,24120,0.268,0.697,0.015,0.011,0.009,0,9.4,55.9,111.8,0.1545
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,21873,0.268,0.695,0.016,0.005,0.016,0,10.2,59.4,142,0.1972
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,24564,0.275,0.695,0.012,0.017,0,0.001,9,59.2,131.6,0.1909
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,29167,0.202,0.784,0.012,0.002,0,0,8.7,116.3,279,0.1183
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,29839,0.179,0.746,0.012,0.006,0.027,0.03,10.6,51.8,129.4,0.1738
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,25094,0.121,0.871,0.009,0,0,0,8.6,55.1,93.6,0.1368
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,17221,0.45,0.489,0.029,0,0.004,0.028,12.9,106.8,126.2,0.121
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,20826,0.213,0.615,0.038,0.129,0,0.005,9.5,60.7,129.5,0.1795
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,20128,0.138,0.848,0.012,0.002,0,0,11.1,78.5,178,0.118
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,21557,0.159,0.789,0.029,0.023,0,0,9.9,59.5,122.1,0.1392
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,21980,0.167,0.816,0.015,0.003,0,0,10.5,42.9,118,0.1568
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,20798,0.591,0.379,0.03,0,0,0,10.1,67.8,113.5,0.1298
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,24931,0.197,0.752,0.02,0.023,0,0.008,9.5,93.7,112.4,0.1584
C. K-8 / 401 - 750,Morris,460,Boonton Twp,21683,0.127,0.861,0.009,0.004,0,0,10.7,71.3,122.3,0.1285
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,25373,0.164,0.822,0.011,0.002,0,0.001,9.9,120.6,86,0.1008
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,30132,0.165,0.819,0.014,0.002,0,0,9.4,57.4,137.8,0.1248
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,26620,0.161,0.822,0.008,0.007,0,0.002,9.3,74.2,114.2,0.1296
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,17664,0.178,0.773,0.025,0.024,0,0,11.4,82.6,115.6,0.1367
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,21127,0.409,0.551,0.026,0.014,0,0,9.6,81.8,147.2,0.1848
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,25081,0.179,0.768,0.018,0.001,0.034,0,11.5,54.6,102.9,0.1738
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,20142,0.187,0.793,0.02,0,0,0,10.9,69.9,103.4,0.1384
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,24392,0.121,0.864,0.013,0.002,0,0,9.6,50.3,114.6,0.1442
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,19526,0.413,0.535,0.023,0,0.03,0,11.9,64.8,127.7,0.0738
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,20185,0.187,0.787,0.014,0.013,0,0,12.3,90.6,176.8,0.1556
C. K-8 / 401 - 750,Sussex,90,Andover Reg,18501,0.236,0.752,0.012,0.001,0,0,9.7,59.9,71.8,0.167
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,23031,0.293,0.657,0.019,0,0.031,0,7.5,51.9,114.7,0.1216
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,20571,0.44,0.517,0.032,0.012,0,0,8.9,61.1,142.7,0.2173
C. K-8 / 401 - 750,Sussex,1800,Green Twp,21940,0.283,0.703,0.014,0,0,0,10.6,80.2,144.3,0.0878
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,21392,0.28,0.695,0.014,0,0,0.011,10.5,115.4,170.3,0.1806
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,20226,0.143,0.838,0.013,0.006,0,0,11,83.1,237.7,0.1086
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,19809,0.128,0.827,0.015,0.006,0.023,0.001,12.8,73.1,141.3,0.1203
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,22047,0.344,0.624,0.013,0.009,0.01,0,9.2,82.1,115,0.1478
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,19005,0.428,0.557,0.011,0.005,0,0,10.8,66.9,245.3,0.1535
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,16290,0.276,0.707,0.014,0.003,0,0,13.6,112.9,253.7,0.117
D. K-8 / 751 +,Atlantic,10,Absecon City,18066,0.236,0.701,0.057,0.005,0,0.001,13.2,115.9,173.8,0.0875
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,21525,0.473,0.47,0.044,0.013,0,0,11,74.7,193.3,0.1732
