GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,141.3,7|75,88500,22|75,137.1,6|75,93000,28|75
B. K-8 / 0 - 400,Morris,2010,Harding Township,96.3,35|75,111300,51|75,87.2,43|75,115250,59|75
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,85.0,42|75,111657,52|75,124.1,13|75,115511,60|75
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,105.0,26|75,94461,26|75,118.8,14|75,80000,14|75
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,166.5,4|75,123850,62|75,111.3,16|75,115000,58|75
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,99.2,33|75,1,1|75,93.1,37|75,1,1|75
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,94.9,37|75,131742,67|75,103.1,20|75,135730,71|75
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,76.8,52|75,164239,73|75,75.3,51|75,167324,74|75
B. K-8 / 0 - 400,Salem,60,Alloway Twp,121.0,15|75,100164,34|75,109.1,17|75,95250,30|75
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,125.0,13|75,100638,36|75,116.0,15|75,100638,38|75
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,130.4,11|75,112200,53|75,130.4,8|75,112200,57|75
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,76.0,53|75,85547,20|75,78.5,48|75,87258,23|75
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,91.7,39|75,99000,31|75,95.7,33|75,97550,34|75
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,112.4,20|75,94273,25|75,102.0,25|75,95000,29|75
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,194.7,2|75,104738,42|75,186.5,3|75,104738,47|75
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,118.5,16|75,115630,56|75,100.8,28|75,96366,32|75
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,95.0,36|75,86700,21|75,84.6,44|75,88434,26|75
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,82.0,45|75,83395,16|75,60.7,60|75,58096,4|75
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,78.6,50|75,105025,43|75,65.1,58|75,80000,14|75
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,105.0,26|75,116962,57|75,102.7,21|75,92475,27|75
B. K-8 / 0 - 400,Union,1710,Garwood Boro,159.1,5|75,105397,45|75,96.4,32|75,108275,52|75
B. K-8 / 0 - 400,Union,5810,Winfield Twp,83.5,44|75,106500,48|75,67.5,57|75,118500,64|75
B. K-8 / 0 - 400,Warren,70,Alpha Boro,116.0,17|75,97205,29|75,102.5,23|75,103750,46|75
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,133.2,10|75,76875,13|75,127.9,9|75,78412,12|75
B. K-8 / 0 - 400,Warren,2250,Hope Twp,71.0,59|75,72500,8|75,89.3,41|75,77375,10|75
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,141.5,6|75,122026,60|75,94.7,35|75,98992,36|75
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,106.0,25|75,135000,69|75,102.7,21|75,135000,70|75
B. K-8 / 0 - 400,Warren,5780,White Twp,134.0,9|75,73088,10|75,177.3,4|75,106544,51|75
C. K-8 / 401 - 750,Statewide,N.A.,1. State Average - Operating Type K-8,142.2,N.A.,117145,N.A.,136.0,N.A.,119031,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,2. State Median - Operating Type K-8,142.2,N.A.,118007,N.A.,136.0,N.A.,118947,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,5. State Average - All Operating Types,150.8,N.A.,124099,N.A.,148.3,N.A.,125838,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,6. State Median - All Operating Types,150.8,N.A.,123923,N.A.,148.3,N.A.,125207,N.A.
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,132.5,26|70,111389,31|70,127.0,32|70,114452,39|70
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,133.5,24|70,114892,38|70,133.5,26|70,118339,46|70
C. K-8 / 401 - 750,Atlantic,1540,Folsom Boro,132.7,N.A.,90257,N.A.,133.7,25|70,92288,5|70
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,173.9,10|70,95588,16|70,173.8,7|70,118598,47|70
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,110.8,N.A.,109274,N.A.,110.2,48|70,112552,38|70
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,106.6,57|70,120000,47|70,110.2,48|70,127500,55|70
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,112.5,51|70,131427,60|70,113.5,43|70,140659,70|70
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,97.0,63|70,130000,58|70,81.7,68|70,120133,50|70
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,151.5,13|70,126742,53|70,150.5,13|70,130380,59|70
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,119.4,40|70,127000,54|70,118.0,39|70,129540,57|70
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,129.0,30|70,114175,36|70,127.3,31|70,117800,44|70
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,108.9,56|70,108195,26|70,118.2,38|70,111395,36|70
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,93.7,64|70,136544,65|70,91.4,66|70,124162,53|70
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,159.0,12|70,111780,32|70,86.7,67|70,105000,24|70
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,122.5,37|70,145752,70|70,104.4,58|70,132500,61|70
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,114.6,47|70,92834,10|70,116.3,42|70,98679,15|70
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,128.2,31|70,82496,3|70,133.0,27|70,87000,2|70
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,149.8,15|70,88375,7|70,143.5,19|70,90781,4|70
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,181.3,6|70,122975,49|70,128.5,30|70,126309,54|70
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,125.8,35|70,128450,56|70,146.8,15|70,138738,68|70
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,97.7,62|70,113075,34|70,113.3,44|70,112428,37|70
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,117.5,42|70,108040,25|70,110.2,48|70,106296,26|70
C. K-8 / 401 - 750,Camden,190,Barrington Boro,128.2,31|70,98345,19|70,120.4,35|70,107517,28|70
C. K-8 / 401 - 750,Camden,340,Berlin Twp,111.2,54|70,91952,9|70,111.8,46|70,93332,8|70
C. K-8 / 401 - 750,Camden,880,Clementon Boro,86.8,68|70,95000,15|70,120.3,36|70,103713,21|70
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,123.2,36|70,56550,1|70,118.8,37|70,94670,9|70
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,403.0,N.A.,132525,N.A.,434.0,1|70,132525,62|70
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,142.3,19|70,116459,42|70,160.8,10|70,102375,17|70
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,150.7,14|70,94500,14|70,146.8,15|70,93169,7|70
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,137.8,22|70,100438,21|70,141.0,20|70,103946,23|70
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,104.4,59|70,87125,6|70,135.3,24|70,82152,1|70
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,115.2,44|70,80000,2|70,277.0,3|70,110547,33|70
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,175.2,9|70,102480,23|70,180.8,6|70,102480,18|70
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,93.0,67|70,84337,4|70,125.0,33|70,97521,14|70
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,93.2,66|70,93960,11|70,94.8,65|70,94803,11|70
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,106.3,58|70,120600,48|70,101.3,62|70,123310,51|70
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,111.8,53|70,112493,33|70,108.6,52|70,115305,41|70
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,142.0,20|70,114350,37|70,132.8,28|70,96880,13|70
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,131.6,27|70,125000,52|70,140.0,21|70,132000,60|70
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,279.0,2|70,138303,67|70,106.8,55|70,133640,65|70
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,129.4,29|70,128902,57|70,100.2,63|70,127849,56|70
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,93.6,65|70,116733,44|70,79.3,69|70,108718,31|70
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,126.2,34|70,107164,24|70,106.6,56|70,111021,34|70
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,129.5,28|70,135000,62|70,117.0,40|70,138333,67|70
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,178.0,7|70,113746,35|70,173.7,8|70,117158,42|70
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,122.1,39|70,86344,5|70,156.7,12|70,103844,22|70
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,118.0,41|70,110000,28|70,121.0,34|70,111275,35|70
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,113.5,50|70,95635,17|70,116.7,41|70,92349,6|70
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,112.4,52|70,115000,39|70,113.0,45|70,115000,40|70
C. K-8 / 401 - 750,Morris,460,Boonton Twp,122.3,38|70,124803,51|70,102.5,60|70,123903,52|70
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,86.0,69|70,130045,59|70,102.4,61|70,132827,63|70
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,137.8,22|70,135707,64|70,138.2,22|70,139778,69|70
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,114.2,49|70,135399,63|70,97.3,64|70,136422,66|70
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,115.6,43|70,110000,28|70,111.2,47|70,110146,32|70
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,147.2,16|70,110313,30|70,148.0,14|70,120000,49|70
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,102.9,61|70,139818,68|70,105.0,57|70,108094,30|70
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,103.4,60|70,118450,46|70,103.1,59|70,102950,19|70
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,114.6,47|70,123624,50|70,107.7,53|70,133302,64|70
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,127.7,33|70,98940,20|70,422.0,2|70,87500,3|70
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,176.8,8|70,137925,66|70,145.7,17|70,117532,43|70
C. K-8 / 401 - 750,Sussex,90,Andover Reg,71.8,70|70,115080,40|70,76.0,70|70,106844,27|70
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,114.7,46|70,116006,41|70,107.0,54|70,117972,45|70
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,142.7,18|70,117736,45|70,109.3,51|70,106000,25|70
C. K-8 / 401 - 750,Sussex,1800,Green Twp,144.3,17|70,127309,55|70,136.7,23|70,129728,58|70
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,170.3,11|70,116472,43|70,167.0,9|70,119675,48|70
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,237.7,5|70,142996,69|70,158.0,11|70,107625,29|70
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,141.3,21|70,98000,18|70,143.7,18|70,100820,16|70
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,115.0,45|70,101880,22|70,131.8,29|70,103032,20|70
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,245.3,N.A.,94083,N.A.,229.0,4|70,95270,12|70
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,253.7,3|70,94446,13|70,184.0,5|70,94723,10|70
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,142.2,N.A.,117145,N.A.,136.0,N.A.,119031,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,142.2,N.A.,118007,N.A.,136.0,N.A.,118947,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,150.8,N.A.,124099,N.A.,148.3,N.A.,125838,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,150.8,N.A.,123923,N.A.,148.3,N.A.,125207,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,173.8,21|74,107134,9|74,171.6,17|74,112000,12|74
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,193.3,8|74,24440,1|74,183.9,7|74,117839,25|74
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,196.2,5|74,115724,19|74,206.9,2|74,119589,30|74
D. K-8 / 751 +,Atlantic,2680,Linwood City,136.5,52|74,98846,4|74,117.9,67|74,102961,4|74
D. K-8 / 751 +,Atlantic,3720,Northfield City,181.6,12|74,95000,3|74,183.2,8|74,95000,1|74
D. K-8 / 751 +,Atlantic,4800,Somers Point City,132.0,54|74,107500,10|74,125.9,57|74,107500,7|74
D. K-8 / 751 +,Bergen,40,Allendale Boro,151.8,39|74,144627,69|74,145.3,41|74,148604,71|74
D. K-8 / 751 +,Bergen,930,Closter Boro,182.3,11|74,122005,33|74,183.2,8|74,125665,45|74
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,164.4,24|74,124309,39|74,160.4,25|74,127417,50|74
D. K-8 / 751 +,Bergen,1470,Fairview Boro,161.0,29|74,113512,16|74,165.7,21|74,113512,14|74
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,125.2,60|74,144196,68|74,113.6,68|74,145604,69|74
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,143.8,44|74,138997,63|74,141.8,45|74,152417,73|74
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,157.0,34|74,145084,70|74,145.7,40|74,123160,38|74
D. K-8 / 751 +,Bergen,3060,Maywood Boro,196.0,6|74,131325,55|74,198.0,5|74,135132,62|74
D. K-8 / 751 +,Bergen,3330,Montvale Boro,124.4,62|74,130876,54|74,120.6,65|74,134625,61|74
D. K-8 / 751 +,Bergen,3760,Oakland Boro,125.1,61|74,135218,60|74,98.7,74|74,121866,34|74
