CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
Bergen,2090,Haworth Boro,10132459,417,24295,47,10896038,425,25641,51,"C. K-8|K-8,0-400",CK-8K-80-400
Bergen,2180,Hillsdale Boro,25161691,1199,20991,47,26494587,1161,22817,51,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,2200,Ho Ho Kus Boro,16436390,865,19005,17,17058562,869,19629,15,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,2620,Leonia Boro,38700567,1841,21025,50,44013384,1904,23114,57,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2710,Little Ferry Boro,24341636,1318,18467,23,25762774,1299,19835,28,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,2740,Lodi Borough,60804232,3315,18342,16,65581908,3271,20047,27,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2860,Lyndhurst Twp,47092378,2509,18773,21,48538307,2540,19109,19,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2900,Mahwah Twp,72784306,2976,24455,70,75640962,2936,25764,68,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3060,Maywood Boro,23038493,1261,18266,19,23626405,1258,18784,14,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,3170,Midland Park Boro,25546100,974,26234,45,26666257,961,27744,45,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3330,Montvale Boro,19402099,1005,19311,31,19713682,1009,19544,23,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3350,Moonachie Boro,9121263,427,21342,29,9760407,435,22418,30,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,3550,New Milford Boro,41117763,1991,20649,46,42161676,2011,20970,42,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3600,North Arlington Boro,28053063,1789,15682,2,30629862,1795,17064,4,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3700,Northern Highlands Reg,34222922,1394,24549,25,35601581,1391,25588,25,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3710,Northern Valley Regional,65267533,2336,27945,41,67684301,2287,29598,39,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3730,Northvale Boro,11776452,540,21806,44,12031943,534,22521,44,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3740,Norwood Boro,12060987,645,18711,15,13113459,618,21227,28,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3760,Oakland Boro,33342533,1455,22915,63,35244443,1402,25148,66,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3850,Old Tappan Boro,15791298,710,22228,49,15579498,679,22950,45,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3870,Oradell Boro,13816420,779,17746,9,13954875,747,18690,12,A. K-6|K-6,AK-6K-6
Bergen,3910,Palisades Park,28916762,1696,17047,4,31331208,1734,18072,5,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3930,Paramus Boro,92583061,3868,23938,84,96586618,3820,25287,85,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,3940,Park Ridge Boro,32856728,1251,26256,46,35574455,1210,29408,47,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3960,Pascack Valley Regional,55817936,2065,27028,37,61610426,2057,29949,42,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4300,Ramapo-Indian Hill Reg,58465807,2317,25235,32,62508373,2332,26801,32,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4310,Ramsey Boro,65293031,2817,23176,65,68520950,2804,24435,63,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4370,Ridgefield Boro,43527755,1699,25624,41,44000501,1663,26466,43,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4380,Ridgefield Park Twp,42070654,2364,17795,11,44297131,2343,18909,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4390,Ridgewood Village,117443609,5734,20481,46,121521852,5748,21142,45,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,4405,River Dell Regional,37757544,1643,22979,17,39327471,1636,24034,16,"F. G7-12|7-12,9-12",FG7-127-129-12
Bergen,4410,River Edge Boro,20682047,1195,17314,7,21794832,1202,18134,8,A. K-6|K-6,AK-6K-6
Bergen,4430,River Vale Twp,25392853,1181,21506,52,26883215,1159,23191,56,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,4470,Rochelle Park Twp,13353389,643,20785,38,13944766,632,22063,42,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,4500,Rockleigh,716118,35,20461,7,703846,32,21995,9,K-12|Non-Operating,
Bergen,4600,Rutherford Boro,49654012,2573,19298,26,53247964,2607,20424,33,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4610,Saddle Brook Twp,39097033,1737,22509,33,40890553,1769,23117,30,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4620,Saddle River Boro,9649926,383,25168,50,9810997,375,26200,50,H. K-12|K-6,HK-12K-6
Bergen,4870,South Hackensack Twp,9031774,380,23789,45,9177346,388,23662,36,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,5150,Teaneck Twp,100035250,3621,27627,93,101642004,3673,27670,91,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,5160,Tenafly Boro,77250029,3693,20920,54,80684517,3749,21523,50,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,5330,Upper Saddle River Boro,26655485,1213,21969,56,27515980,1181,23298,57,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,5410,Waldwick Boro,33856771,1610,21034,26,37671128,1626,23174,32,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5430,Wallington Boro,22846298,1326,17230,6,23619291,1319,17914,3,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5755,Westwood Regional,58788122,2821,20840,49,64362157,2839,22670,53,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,5830,Wood-Ridge Boro,23253677,1256,18517,11,24844368,1281,19391,12,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5880,Woodcliff Lake Boro,19313482,777,24864,62,17904266,747,23983,50,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,5920,Wyckoff Twp,45738428,2082,21966,55,46583366,1995,23351,58,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,6013,Bergen Arts And Sciences,15679105,1100,14258,17,16297115,1132,14393,17,O. Charter,OCharter
Bergen,6430,Englewood On The Palisad,4649169,245,18992,67,5330799,276,19314,67,O. Charter,OCharter
Bergen,7890,Teaneck Community Cs,5824935,320,18209,63,6268665,322,19468,68,O. Charter,OCharter
Burlington,200,Bass River Twp,2730410,107,25506,52,2909224,113,25652,48,A. K-6|K-6,AK-6K-6
Burlington,380,Beverly City,7432525,349,21291,28,7970633,354,22497,31,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,475,Bordentown Regional,47675648,2530,18841,22,48496844,2592,18710,15,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,600,Burlington City,49546278,1741,28460,48,52002158,1726,30134,48,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,605,Burlington Co Spec Serv,44274743,652,67881,5,46156290,634,72767,5,P. CSSD,PCSSD
Burlington,610,Burlington Co Vocational,48685125,1978,24617,11,46533372,1981,23493,9,Q. County Voc,QCountyVoc
Burlington,620,Burlington Twp,75413033,3928,19200,30,78539040,3885,20217,31,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,830,Chesterfield Twp,13112948,770,17035,6,13502765,759,17800,5,A. K-6|K-6,AK-6K-6
Burlington,840,Cinnaminson Twp,51833933,2511,20647,45,53539780,2536,21113,44,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,1030,Delanco Twp,10086925,515,19591,23,10955614,510,21489,32,"J. K-12|K-8,401-750",JK-12K-8401-750
Burlington,1060,Delran Twp,51993408,3037,17119,8,54040528,3005,17983,10,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,1250,Eastampton Twp,12242101,609,20108,31,12939822,589,21975,38,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,1280,Edgewater Park Twp,19104712,1052,18164,17,19949932,1017,19625,26,"K. K-12|K-8,751+",KK-12K-8751plus
Burlington,1420,Evesham Twp,88147599,4452,19801,35,91491189,4454,20540,34,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,1520,Florence Twp,31908818,1622,19669,18,32660424,1573,20761,20,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,1910,Hainesport Twp,11512800,631,18236,9,12215297,614,19883,17,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,2610,Lenape Regional,169824467,6858,24764,27,175945909,6841,25719,26,"G. G9-12|7-12,9-12",GG9-127-129-12
Burlington,2850,Lumberton Twp,27498451,1373,20034,37,28483649,1283,22197,44,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,2960,Mansfield Twp,13929836,614,22701,40,14198521,568,25009,42,A. K-6|K-6,AK-6K-6
Burlington,3010,Maple Shade Twp,42720643,2195,19466,28,43907564,2208,19883,25,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,3070,Medford Lakes Boro,8651805,542,15950,3,9312427,536,17390,4,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,3080,Medford Twp,56920309,2761,20616,44,59365389,2734,21718,41,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3360,Moorestown Twp,83272651,3917,21258,61,87869617,3982,22066,56,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,3430,Mount Holly Twp,23117268,1029,22456,60,24031008,1070,22466,48,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3440,Mount Laurel Twp,79600830,4252,18720,26,83743141,4270,19614,25,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3540,New Hanover Twp,6608775,243,27172,60,6294244,231,27197,58,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,3650,North Hanover Twp,29715949,1180,25194,51,25027508,1122,22303,34,A. K-6|K-6,AK-6K-6
Burlington,3690,Northern Burlington Reg,42089112,2130,19764,4,43397951,2204,19687,3,"F. G7-12|7-12,9-12",FG7-127-129-12
Burlington,3920,Palmyra Boro,19093155,912,20928,25,19620167,957,20497,17,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,4050,Pemberton Twp,130404507,5078,25678,91,137853171,4941,27900,92,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,4320,Rancocas Valley Regional,42204223,2181,19355,3,42856506,2129,20133,4,"G. G9-12|7-12,9-12",GG9-127-129-12
Burlington,4450,Riverside Twp,26838991,1449,18517,11,28059546,1444,19435,13,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,4460,Riverton,6228729,350,17797,6,7015551,358,19601,8,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,4740,Shamong Twp,16177913,782,20698,37,16894109,769,21977,39,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,4930,Southampton Twp,15897183,723,21988,45,16667547,722,23074,47,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,5010,Springfield Twp,5771458,239,24165,48,5826295,218,26776,52,A. K-6|K-6,AK-6K-6
Burlington,5130,Tabernacle Twp,16800130,720,23350,51,17284918,721,23986,51,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,5490,Washington Twp,1916335,84,22814,9,1525410,65,23468,12,K-12|Non-Operating,
Burlington,5720,Westampton,15651882,990,15812,5,16681251,988,16885,4,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,5805,Willingboro Twp,84320294,3786,22269,60,87558757,3636,24082,61,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,5890,Woodland Twp,3277181,151,21697,32,3224936,266,12104,1,"C. K-8|K-8,0-400",CK-8K-80-400
Burlington,6026,Riverbank Charter School,1717940,143,12005,5,1681977,144,11680,4,O. Charter,OCharter
Burlington,6076,Benjamin Banneker Prep Cs,2754484,178,15483,29,3390227,198,17088,44,O. Charter,OCharter
Camden,150,Audubon Boro,28682404,1568,18292,9,29615053,1546,19155,9,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,190,Barrington Boro,15517865,849,18285,10,16047531,834,19251,11,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,260,Bellmawr Boro,18768562,1234,15205,3,19948114,1241,16079,3,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,330,Berlin Boro,13491617,828,16289,6,14128818,827,17081,6,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,340,Berlin Twp,17166414,812,21131,40,16959485,792,21427,31,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,390,Black Horse Pike Regional,80143725,3748,21383,10,82276165,3613,22773,11,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,580,Brooklawn Boro,6839623,372,18393,8,7579238,368,20585,18,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,680,Camden City,308060718,9889,31151,97,292696786,10372,28219,93,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,700,Camden County Vocational,50239184,1987,25280,14,51457867,2060,24983,12,Q. County Voc,QCountyVoc
Camden,800,Cherry Hill Twp,214092302,11244,19041,25,218869429,11084,19747,24,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,880,Clementon Boro,12779674,589,21705,43,14428819,587,24566,56,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,940,Collingswood Boro,39170684,1970,19880,35,40707077,2005,20299,29,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1255,Eastern Camden County Reg,41658724,2053,20288,7,41854460,1996,20965,6,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,1720,Gibbsboro Boro,5196511,257,20238,21,5340864,266,20118,13,"C. K-8|K-8,0-400",CK-8K-80-400
Camden,1770,Gloucester City,59786969,2336,25598,73,61051151,2238,27276,74,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1780,Gloucester Twp,120573185,6488,18584,24,124339968,6451,19274,21,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,1799,Kipp Cooper Norcross,16833982,852,19749,72,25615185,1115,22968,85,O. Charter,OCharter
Camden,1801,Camden Prep,7871789,376,20928,75,11930238,518,23049,87,O. Charter,OCharter
Camden,1802,Mastery Schools Of Camden,31118686,1645,18922,66,39589661,2081,19024,66,O. Charter,OCharter
Camden,1880,Haddon Heights Boro,24262850,1361,17830,7,25841314,1426,18118,7,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,1890,Haddon Twp,41169582,2091,19693,30,42062431,2039,20626,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1900,Haddonfield,42108172,2701,15591,1,44940583,2718,16532,3,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,2130,Hi Nella,2557353,137,18667,5,2826369,137,20630,7,K-12|Non-Operating,
Camden,2540,Laurel Springs Boro,5590411,341,16393,3,5115811,321,15960,1,H. K-12|K-6,HK-12K-6
Camden,2560,Lawnside Boro,9741979,468,20840,27,10425127,524,19895,12,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,2670,Lindenwold Boro,50785004,2825,17977,14,53084564,2853,18608,13,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,2890,Magnolia Boro,8714904,440,19793,25,9336157,428,21812,35,"D. K-8|K-8,401-750",DK-8K-8401-750
Camden,3110,Merchantville Boro,8382683,462,18131,6,8778223,515,17061,2,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,3420,Mount Ephraim Boro,11644899,624,18668,13,12064406,626,19278,12,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,3770,Oaklyn Boro,8289005,447,18539,13,8740268,447,19534,14,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,4060,Pennsauken Twp,103312941,4937,20927,55,107949179,4773,22615,63,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,4110,Pine Hill Boro,40107524,1900,21114,52,42814682,1909,22427,50,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,4120,Pine Valley,N.R.,N.R.,N.R.,,1000,N.R.,N.R.,,K-12|Non-Operating,
Camden,4590,Runnemede Boro,14223224,869,16376,7,15397481,865,17809,9,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,4790,Somerdale Boro,9021575,496,18196,8,9179341,487,18850,9,"D. K-8|K-8,401-750",DK-8K-8401-750
Camden,5035,Sterling High School Dist,19086131,966,19765,5,20398355,971,21017,8,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,5080,Stratford Boro,16258334,881,18453,21,17558530,859,20437,33,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,5400,Voorhees Twp,54345376,2951,18414,20,57120220,3010,18979,18,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,5560,Waterford Twp,30121733,1557,19345,18,29152171,1492,19536,22,H. K-12|K-6,HK-12K-6
Camden,5820,Winslow Twp,110348267,4958,22255,71,125068731,4876,25651,86,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,5900,Woodlynne Boro,9984755,572,17451,5,11048252,561,19690,9,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,6067,Kingdom Cs Of Leadership,2964286,204,14567,19,3070438,200,15391,29,O. Charter,OCharter
Camden,6086,Hope Community Cs,3275781,190,17277,51,3598187,198,18173,58,O. Charter,OCharter
Camden,6107,Camden's Promise Charter,33616400,1896,17735,58,36385931,2066,17613,50,O. Charter,OCharter
Camden,6232,Eco Charter School,3523634,143,24624,83,4372610,155,28174,89,O. Charter,OCharter
Camden,6240,Freedom Prep Charter Sch,14694000,812,18092,60,16438463,873,18836,65,O. Charter,OCharter
Camden,7109,Leap Academy University,26123501,1545,16905,45,26796750,1538,17422,45,O. Charter,OCharter
Cape May,170,Avalon Boro,4093131,67,61489,74,5138711,95,53890,74,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,710,Cape May City,4151212,199,20881,31,4386589,171,25633,47,A. K-6|K-6,AK-6K-6
Cape May,715,Cape May Co Special Serv,13471605,233,57782,3,13750303,202,68018,4,P. CSSD,PCSSD
Cape May,720,Cape May Co Vocational,17781222,694,25636,15,17507128,654,26759,16,Q. County Voc,QCountyVoc
Cape May,730,Cape May Point,69616,3,23205,10,66915,4,16729,2,K-12|Non-Operating,
Cape May,1080,Dennis Twp,18474054,693,26646,66,19315202,691,27956,65,"J. K-12|K-8,401-750",JK-12K-8401-750
Cape May,2820,Lower Cape May Regional,34033014,1374,24770,28,35809243,1366,26214,29,"F. G7-12|7-12,9-12",FG7-127-129-12
Cape May,2840,Lower Twp,32022106,1696,18879,17,32069438,1679,19104,18,A. K-6|K-6,AK-6K-6
Cape May,3130,Middle Twp,51520094,2605,19775,32,52832320,2529,20895,40,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Cape May,3680,North Wildwood City,9790024,286,34213,71,9530205,238,39972,73,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,3780,Ocean City,47413207,2138,22176,59,49883949,2133,23385,58,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Cape May,4700,Sea Isle City,2342679,79,29843,12,1886358,83,22727,10,H. K-12|K-6,HK-12K-6
Cape May,5060,Stone Harbor Boro,3199365,92,34679,72,3095149,106,29304,66,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,5340,Upper Twp,40046078,2045,19581,34,38096912,2018,18880,15,"K. K-12|K-8,751+",KK-12K-8751plus
Cape May,5610,West Cape May Boro,1876032,96,19530,20,1968319,102,19394,20,A. K-6|K-6,AK-6K-6
Cape May,5700,West Wildwood,943343,30,31445,13,852296,32,26634,13,K-12|Non-Operating,
Cape May,5790,Wildwood City,22787456,865,26359,47,23923462,906,26413,42,"L. K-12|K-12,0-1800",LK-12K-120-1800
Cape May,5800,Wildwood Crest Boro,8122035,295,27547,63,9558957,316,30217,67,"I. K-12|K-8,0-400",IK-12K-80-400
