GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
A. K-6,1. State average - Operating Type K-6,14554,N.A.,14904,N.A.,15779,N.A.,8900,N.A.,0.612,9048,N.A.,0.607,9536,N.A.,0.604,8367,N.A.,0.575,0.94,8491,N.A.,0.57,0.938,8938,N.A.,0.566,0.937,351,N.A.,0.024,363,N.A.,0.024,377,N.A.,0.024,181,N.A.,0.012,194,N.A.,0.013,221,N.A.,0.014,2363,N.A.,0.162,2418,N.A.,0.162,2643,N.A.,0.168,1953,N.A.,0.134,0.826,1973,N.A.,0.132,0.816,2139,N.A.,0.136,0.809,1549,N.A.,0.106,1605,N.A.,0.108,1639,N.A.,0.104,1243,N.A.,0.085,0.802,1291,N.A.,0.087,0.804,1325,N.A.,0.084,0.808,1628,N.A.,0.112,1685,N.A.,0.113,1832,N.A.,0.116,799,N.A.,0.055,0.491,833,N.A.,0.056,0.494,892,N.A.,0.057,0.487,86,N.A.,0.006,66,N.A.,0.004,67,N.A.,0.004,49,N.A.,0.003,50,N.A.,0.003,53,N.A.,0.003,0.335,0.336,0.372,123,117,122,10.9,,62964,,10.9,,64207,,75,,63767,,72.6,,64519,,136.6,,105595,,141,,108523,,14.4,,14.9,,42,N.A.,0.003,49,N.A.,0.003,37,N.A.,0.002,,,19646,,,,20088,
A. K-6,2. State median - Operating Type K-6,15530,N.A.,15648,N.A.,16839,N.A.,9530,N.A.,0.614,9687,N.A.,0.619,10460,N.A.,0.621,8953,N.A.,0.576,0.939,9337,N.A.,0.597,0.964,9794,N.A.,0.582,0.936,354,N.A.,0.023,373,N.A.,0.024,410,N.A.,0.024,185,N.A.,0.012,184,N.A.,0.012,238,N.A.,0.014,2610,N.A.,0.168,2624,N.A.,0.168,2678,N.A.,0.159,1887,N.A.,0.121,0.723,1873,N.A.,0.12,0.714,2051,N.A.,0.122,0.766,1711,N.A.,0.11,1767,N.A.,0.113,1820,N.A.,0.108,1372,N.A.,0.088,0.802,1453,N.A.,0.093,0.822,1449,N.A.,0.086,0.796,1601,N.A.,0.103,1666,N.A.,0.106,1821,N.A.,0.108,786,N.A.,0.051,0.491,833,N.A.,0.053,0.5,882,N.A.,0.052,0.484,51,N.A.,0.003,53,N.A.,0.003,59,N.A.,0.004,55,N.A.,0.004,50,N.A.,0.003,61,N.A.,0.004,0.311,0.323,0.359,85,80,86,10.9,,61184,,10.9,,61859,,75,,63584,,72.6,,64715,,136.6,,109000,,141,,111620,,14.4,,14.9,,32,N.A.,0.002,48,N.A.,0.003,37,N.A.,0.002,,,20630,,,,21613,
B. K-8 / 0 - 400,1. State average - Operating Type K-8,15377,N.A.,15913,N.A.,17138,N.A.,9431,N.A.,0.613,9765,N.A.,0.614,10402,N.A.,0.607,8862,N.A.,0.576,0.94,9177,N.A.,0.577,0.94,9772,N.A.,0.57,0.939,340,N.A.,0.022,338,N.A.,0.021,356,N.A.,0.021,230,N.A.,0.015,251,N.A.,0.016,275,N.A.,0.016,2414,N.A.,0.157,2528,N.A.,0.159,2786,N.A.,0.163,2037,N.A.,0.132,0.844,2132,N.A.,0.134,0.843,2328,N.A.,0.136,0.836,1655,N.A.,0.108,1717,N.A.,0.108,1804,N.A.,0.105,1338,N.A.,0.087,0.808,1393,N.A.,0.088,0.811,1451,N.A.,0.085,0.804,1658,N.A.,0.108,1713,N.A.,0.108,1931,N.A.,0.113,780,N.A.,0.051,0.47,802,N.A.,0.05,0.468,882,N.A.,0.051,0.457,38,N.A.,0.002,34,N.A.,0.002,44,N.A.,0.003,117,N.A.,0.008,122,N.A.,0.008,139,N.A.,0.008,0.308,0.316,0.357,105,110,100,10.9,,68144,,10.6,,69242,,69.8,,70298,,67.6,,70925,,142.2,,117145,,136,,119031,,15.1,,14.8,,42,N.A.,0.003,44,N.A.,0.003,42,N.A.,0.002,,,20749,,,,21817,
B. K-8 / 0 - 400,2. State median - Operating Type K-8,15758,N.A.,16341,N.A.,17621,N.A.,9565,N.A.,0.607,9880,N.A.,0.605,10479,N.A.,0.595,9029,N.A.,0.573,0.944,9303,N.A.,0.569,0.942,9763,N.A.,0.554,0.932,350,N.A.,0.022,338,N.A.,0.021,367,N.A.,0.021,195,N.A.,0.012,209,N.A.,0.013,232,N.A.,0.013,2444,N.A.,0.155,2547,N.A.,0.156,2816,N.A.,0.16,2027,N.A.,0.129,0.83,2086,N.A.,0.128,0.819,2279,N.A.,0.129,0.809,1741,N.A.,0.11,1840,N.A.,0.113,1939,N.A.,0.11,1366,N.A.,0.087,0.785,1433,N.A.,0.088,0.779,1485,N.A.,0.084,0.766,1658,N.A.,0.105,1730,N.A.,0.106,1942,N.A.,0.11,791,N.A.,0.05,0.477,806,N.A.,0.049,0.466,874,N.A.,0.05,0.45,59,N.A.,0.004,48,N.A.,0.003,58,N.A.,0.003,116,N.A.,0.007,123,N.A.,0.008,152,N.A.,0.009,0.301,0.31,0.348,58,79,67,10.9,,65242,,10.6,,66405,,69.8,,69068,,67.6,,69320,,142.2,,118007,,136,,118947,,15.1,,14.8,,41,N.A.,0.003,44,N.A.,0.003,46,N.A.,0.003,,,21266,,,,22166,
C. K-8 / 401 - 750,1. State average - Operating Type K-8,15377,N.A.,15913,N.A.,17138,N.A.,9431,N.A.,0.613,9765,N.A.,0.614,10402,N.A.,0.607,8862,N.A.,0.576,0.94,9177,N.A.,0.577,0.94,9772,N.A.,0.57,0.939,340,N.A.,0.022,338,N.A.,0.021,356,N.A.,0.021,230,N.A.,0.015,251,N.A.,0.016,275,N.A.,0.016,2414,N.A.,0.157,2528,N.A.,0.159,2786,N.A.,0.163,2037,N.A.,0.132,0.844,2132,N.A.,0.134,0.843,2328,N.A.,0.136,0.836,1655,N.A.,0.108,1717,N.A.,0.108,1804,N.A.,0.105,1338,N.A.,0.087,0.808,1393,N.A.,0.088,0.811,1451,N.A.,0.085,0.804,1658,N.A.,0.108,1713,N.A.,0.108,1931,N.A.,0.113,780,N.A.,0.051,0.47,802,N.A.,0.05,0.468,882,N.A.,0.051,0.457,38,N.A.,0.002,34,N.A.,0.002,44,N.A.,0.003,117,N.A.,0.008,122,N.A.,0.008,139,N.A.,0.008,0.308,0.316,0.357,105,110,100,10.9,,68144,,10.6,,69242,,69.8,,70298,,67.6,,70925,,142.2,,117145,,136,,119031,,15.1,,14.8,,42,N.A.,0.003,44,N.A.,0.003,42,N.A.,0.002,,,20749,,,,21817,
C. K-8 / 401 - 750,2. State median - Operating Type K-8,15758,N.A.,16341,N.A.,17621,N.A.,9565,N.A.,0.607,9880,N.A.,0.605,10479,N.A.,0.595,9029,N.A.,0.573,0.944,9303,N.A.,0.569,0.942,9763,N.A.,0.554,0.932,350,N.A.,0.022,338,N.A.,0.021,367,N.A.,0.021,195,N.A.,0.012,209,N.A.,0.013,232,N.A.,0.013,2444,N.A.,0.155,2547,N.A.,0.156,2816,N.A.,0.16,2027,N.A.,0.129,0.83,2086,N.A.,0.128,0.819,2279,N.A.,0.129,0.809,1741,N.A.,0.11,1840,N.A.,0.113,1939,N.A.,0.11,1366,N.A.,0.087,0.785,1433,N.A.,0.088,0.779,1485,N.A.,0.084,0.766,1658,N.A.,0.105,1730,N.A.,0.106,1942,N.A.,0.11,791,N.A.,0.05,0.477,806,N.A.,0.049,0.466,874,N.A.,0.05,0.45,59,N.A.,0.004,48,N.A.,0.003,58,N.A.,0.003,116,N.A.,0.007,123,N.A.,0.008,152,N.A.,0.009,0.301,0.31,0.348,58,79,67,10.9,,65242,,10.6,,66405,,69.8,,69068,,67.6,,69320,,142.2,,118007,,136,,118947,,15.1,,14.8,,41,N.A.,0.003,44,N.A.,0.003,46,N.A.,0.003,,,21266,,,,22166,
D. K-8 / 751 +,1. State average - Operating Type K-8,15377,N.A.,15913,N.A.,17138,N.A.,9431,N.A.,0.613,9765,N.A.,0.614,10402,N.A.,0.607,8862,N.A.,0.576,0.94,9177,N.A.,0.577,0.94,9772,N.A.,0.57,0.939,340,N.A.,0.022,338,N.A.,0.021,356,N.A.,0.021,230,N.A.,0.015,251,N.A.,0.016,275,N.A.,0.016,2414,N.A.,0.157,2528,N.A.,0.159,2786,N.A.,0.163,2037,N.A.,0.132,0.844,2132,N.A.,0.134,0.843,2328,N.A.,0.136,0.836,1655,N.A.,0.108,1717,N.A.,0.108,1804,N.A.,0.105,1338,N.A.,0.087,0.808,1393,N.A.,0.088,0.811,1451,N.A.,0.085,0.804,1658,N.A.,0.108,1713,N.A.,0.108,1931,N.A.,0.113,780,N.A.,0.051,0.47,802,N.A.,0.05,0.468,882,N.A.,0.051,0.457,38,N.A.,0.002,34,N.A.,0.002,44,N.A.,0.003,117,N.A.,0.008,122,N.A.,0.008,139,N.A.,0.008,0.308,0.316,0.357,105,110,100,10.9,,68144,,10.6,,69242,,69.8,,70298,,67.6,,70925,,142.2,,117145,,136,,119031,,15.1,,14.8,,42,N.A.,0.003,44,N.A.,0.003,42,N.A.,0.002,,,20749,,,,21817,
D. K-8 / 751 +,2. State median - Operating Type K-8,15758,N.A.,16341,N.A.,17621,N.A.,9565,N.A.,0.607,9880,N.A.,0.605,10479,N.A.,0.595,9029,N.A.,0.573,0.944,9303,N.A.,0.569,0.942,9763,N.A.,0.554,0.932,350,N.A.,0.022,338,N.A.,0.021,367,N.A.,0.021,195,N.A.,0.012,209,N.A.,0.013,232,N.A.,0.013,2444,N.A.,0.155,2547,N.A.,0.156,2816,N.A.,0.16,2027,N.A.,0.129,0.83,2086,N.A.,0.128,0.819,2279,N.A.,0.129,0.809,1741,N.A.,0.11,1840,N.A.,0.113,1939,N.A.,0.11,1366,N.A.,0.087,0.785,1433,N.A.,0.088,0.779,1485,N.A.,0.084,0.766,1658,N.A.,0.105,1730,N.A.,0.106,1942,N.A.,0.11,791,N.A.,0.05,0.477,806,N.A.,0.049,0.466,874,N.A.,0.05,0.45,59,N.A.,0.004,48,N.A.,0.003,58,N.A.,0.003,116,N.A.,0.007,123,N.A.,0.008,152,N.A.,0.009,0.301,0.31,0.348,58,79,67,10.9,,65242,,10.6,,66405,,69.8,,69068,,67.6,,69320,,142.2,,118007,,136,,118947,,15.1,,14.8,,41,N.A.,0.003,44,N.A.,0.003,46,N.A.,0.003,,,21266,,,,22166,
E. K-12 / 0 - 1800,1. State average - Operating Type K-12,15036,N.A.,15641,N.A.,16350,N.A.,8919,N.A.,0.593,9308,N.A.,0.595,9637,N.A.,0.589,8430,N.A.,0.561,0.945,8785,N.A.,0.562,0.944,9063,N.A.,0.554,0.94,259,N.A.,0.017,263,N.A.,0.017,297,N.A.,0.018,231,N.A.,0.015,260,N.A.,0.017,276,N.A.,0.017,2450,N.A.,0.163,2538,N.A.,0.162,2699,N.A.,0.165,2114,N.A.,0.141,0.863,2190,N.A.,0.14,0.863,2308,N.A.,0.141,0.855,1552,N.A.,0.103,1617,N.A.,0.103,1667,N.A.,0.102,1286,N.A.,0.086,0.829,1340,N.A.,0.086,0.829,1367,N.A.,0.084,0.82,1747,N.A.,0.116,1790,N.A.,0.114,1934,N.A.,0.118,913,N.A.,0.061,0.523,946,N.A.,0.06,0.528,999,N.A.,0.061,0.517,56,N.A.,0.004,38,N.A.,0.002,33,N.A.,0.002,281,N.A.,0.019,289,N.A.,0.018,307,N.A.,0.019,0.302,0.307,0.33,71,72,65,12,,72353,,12,,73479,,76.9,,79169,,75.8,,79625,,159.1,,127016,,156.7,,128948,,15.3,,15.2,,46,N.A.,0.003,43,N.A.,0.003,43,N.A.,0.003,,,20665,,,,21748,
E. K-12 / 0 - 1800,2. State median - Operating Type K-12,14899,N.A.,15289,N.A.,16213,N.A.,8780,N.A.,0.589,8988,N.A.,0.588,9510,N.A.,0.587,8209,N.A.,0.551,0.935,8427,N.A.,0.551,0.938,8915,N.A.,0.55,0.937,256,N.A.,0.017,264,N.A.,0.017,281,N.A.,0.017,169,N.A.,0.011,206,N.A.,0.013,228,N.A.,0.014,2316,N.A.,0.155,2368,N.A.,0.155,2596,N.A.,0.16,2002,N.A.,0.134,0.864,2036,N.A.,0.133,0.86,2166,N.A.,0.134,0.834,1590,N.A.,0.107,1654,N.A.,0.108,1727,N.A.,0.107,1319,N.A.,0.089,0.83,1358,N.A.,0.089,0.821,1434,N.A.,0.088,0.83,1634,N.A.,0.11,1649,N.A.,0.108,1807,N.A.,0.111,855,N.A.,0.057,0.523,901,N.A.,0.059,0.546,970,N.A.,0.06,0.537,27,N.A.,0.002,13,N.A.,0.001,20,N.A.,0.001,353,N.A.,0.024,359,N.A.,0.023,386,N.A.,0.024,0.287,0.292,0.323,49,55,51,12,,68789,,12,,70120,,76.9,,78921,,75.8,,78932,,159.1,,126700,,156.7,,128388,,15.3,,15.2,,36,N.A.,0.002,36,N.A.,0.002,37,N.A.,0.002,,,20124,,,,20869,
