GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,8.7,65|70,69740,52|70,9.0,62|70,71640,56|70
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,11.5,14|70,71805,57|70,11.4,18|70,74087,60|70
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,12.6,7|70,81537,66|70,12.8,7|70,79797,65|70
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,10.9,28|70,71801,56|70,10.8,22|70,73800,59|70
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,12.2,9|70,61288,28|70,12.2,9|70,62038,29|70
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,10.5,36|70,82605,68|70,10.5,26|70,86261,68|70
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,11.3,19|70,81690,67|70,11.9,13|70,81281,66|70
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,9.2,59|70,64355,39|70,9.4,53|70,62649,33|70
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,13.1,2|70,55002,5|70,14.0,2|70,60435,20|70
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,10.7,31|70,66697,47|70,12.2,9|70,69268,49|70
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,10.2,39|70,56864,13|70,9.9,43|70,56702,10|70
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,12.2,9|70,65677,44|70,12.0,12|70,62181,30|70
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,11.5,14|70,73412,58|70,11.4,18|70,72745,58|70
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,10.0,45|70,56013,8|70,10.0,39|70,56471,9|70
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,11.3,19|70,61442,30|70,11.3,20|70,63102,35|70
C. K-8 / 401 - 750,Camden,190,Barrington Boro,10.1,42|70,60022,25|70,9.6,48|70,60809,21|70
C. K-8 / 401 - 750,Camden,340,Berlin Twp,10.1,42|70,62680,36|70,10.5,26|70,71103,52|70
C. K-8 / 401 - 750,Camden,880,Clementon Boro,8.8,64|70,57900,16|70,9.9,43|70,57061,11|70
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,11.3,19|70,75255,61|70,10.2,36|70,75843,62|70
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,12.7,N.A.,63393,N.A.,13.0,5|70,64775,39|70
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,11.2,24|70,59189,21|70,10.6,23|70,58789,17|70
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,9.6,50|70,56214,10|70,10.1,38|70,58395,14|70
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,8.1,69|70,50093,1|70,8.5,68|70,51637,1|70
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,11.3,19|70,63983,38|70,12.9,6|70,67860,46|70
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,11.5,14|70,56620,12|70,9.6,48|70,57762,12|70
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,11.8,13|70,77057,64|70,11.9,13|70,71817,57|70
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,10.7,31|70,68245,50|70,11.5,16|70,69794,50|70
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,11.3,19|70,53792,3|70,11.9,13|70,53316,3|70
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,9.0,61|70,59500,22|70,8.8,65|70,62830,34|70
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,9.4,55|70,69219,51|70,9.7,46|70,71623,55|70
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,10.2,39|70,59022,20|70,9.3,57|70,58482,16|70
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,9.0,61|70,59915,24|70,9.8,45|70,62525,32|70
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,8.7,65|70,77823,65|70,8.8,65|70,81783,67|70
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,10.6,34|70,75549,62|70,10.3,32|70,61937,27|70
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,8.6,67|70,65500,43|70,8.7,67|70,67760,45|70
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,12.9,4|70,57293,14|70,11.0,21|70,56075,8|70
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,9.5,53|70,58000,17|70,9.1,61|70,60000,19|70
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,11.1,25|70,65368,42|70,10.6,23|70,66030,43|70
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,9.9,46|70,64436,40|70,9.2,58|70,61386,26|70
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,10.5,36|70,56245,11|70,9.5,51|70,58470,15|70
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,10.1,42|70,55334,7|70,10.5,26|70,55939,7|70
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,9.5,53|70,62515,35|70,9.0,62|70,64760,38|70
C. K-8 / 401 - 750,Morris,460,Boonton Twp,10.7,31|70,66365,45|70,10.0,39|70,70800,51|70
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,9.9,46|70,60980,27|70,9.6,48|70,63470,36|70
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,9.4,55|70,70448,53|70,9.2,58|70,71370,53|70
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,9.3,58|70,62238,34|70,9.5,51|70,65035,40|70
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,11.4,18|70,54857,4|70,10.3,32|70,53291,2|70
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,9.6,50|70,66522,46|70,10.0,39|70,62352,31|70
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,11.5,14|70,74020,59|70,11.5,16|70,77550,64|70
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,10.9,28|70,55019,6|70,10.3,32|70,54569,4|70
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,9.6,50|70,71416,54|70,9.4,53|70,69045,48|70
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,11.9,12|70,57815,15|70,119.9,1|70,54730,5|70
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,12.3,8|70,64720,41|70,10.4,30|70,65278,41|70
C. K-8 / 401 - 750,Sussex,90,Andover Reg,9.7,49|70,67039,49|70,9.4,53|70,68845,47|70
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,7.5,70|70,66901,48|70,7.5,70|70,67128,44|70
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,8.9,63|70,62055,33|70,9.2,58|70,65619,42|70
C. K-8 / 401 - 750,Sussex,1800,Green Twp,10.6,34|70,76594,63|70,10.4,30|70,77057,63|70
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,10.5,36|70,61301,29|70,10.6,23|70,59322,18|70
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,11.0,27|70,60422,26|70,10.0,39|70,61270,24|70
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,12.8,5|70,58638,19|70,13.5,3|70,61278,25|70
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,9.2,59|70,61650,31|70,9.0,62|70,61970,28|70
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,10.8,N.A.,59555,N.A.,10.2,36|70,60855,22|70
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,13.6,1|70,71618,55|70,13.5,3|70,71610,54|70
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,10.9,N.A.,68144,N.A.,10.6,N.A.,69242,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,10.9,N.A.,65242,N.A.,10.6,N.A.,66405,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,11.9,N.A.,71253,N.A.,11.8,N.A.,72376,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,11.9,N.A.,67836,N.A.,11.8,N.A.,68985,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,13.2,5|74,77716,68|74,11.7,21|74,69322,47|74
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,11.0,38|74,80910,70|74,11.0,36|74,81930,71|74
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,11.8,25|74,66821,43|74,11.2,31|74,70285,51|74
D. K-8 / 751 +,Atlantic,2680,Linwood City,11.5,29|74,68406,50|74,11.7,21|74,71844,57|74
D. K-8 / 751 +,Atlantic,3720,Northfield City,11.0,38|74,53863,4|74,11.3,29|74,53863,4|74
D. K-8 / 751 +,Atlantic,4800,Somers Point City,9.2,68|74,54309,5|74,9.2,67|74,54309,5|74
D. K-8 / 751 +,Bergen,40,Allendale Boro,12.1,17|74,76235,66|74,12.3,14|74,80903,70|74
D. K-8 / 751 +,Bergen,930,Closter Boro,12.1,17|74,87760,72|74,12.6,8|74,88793,73|74
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,11.5,29|74,89662,73|74,11.0,36|74,90238,74|74
D. K-8 / 751 +,Bergen,1470,Fairview Boro,16.3,2|74,56150,8|74,16.0,1|74,54850,7|74
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,7.9,73|74,69384,53|74,8.2,73|74,67968,41|74
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,10.0,58|74,66728,42|74,9.6,60|74,70098,50|74
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,11.5,29|74,69606,54|74,11.1,33|74,71246,55|74
D. K-8 / 751 +,Bergen,3060,Maywood Boro,13.2,5|74,57850,13|74,12.4,10|74,58400,11|74
D. K-8 / 751 +,Bergen,3330,Montvale Boro,11.5,29|74,71110,58|74,11.0,36|74,69913,49|74
D. K-8 / 751 +,Bergen,3760,Oakland Boro,10.4,51|74,71065,57|74,10.1,53|74,71025,53|74
D. K-8 / 751 +,Bergen,4430,River Vale Twp,12.0,21|74,83980,71|74,11.5,25|74,83480,72|74
