GROUP,CONAME,DIST,DISTNAME,PP113,RK113,PCT113,PP213,RK213,PCT213,PP313,RK313,PCT313
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,49,N.A.,0.003,50,N.A.,0.003,53,N.A.,0.003
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,55,N.A.,0.004,50,N.A.,0.003,61,N.A.,0.004
A. K-6,Statewide,N.A.,5. State average - All operating types,299,N.A.,0.02,308,N.A.,0.019,331,N.A.,0.02
A. K-6,Statewide,N.A.,6. State median - All operating types,226,N.A.,0.015,233,N.A.,0.015,253,N.A.,0.015
A. K-6,Bergen,1270,Edgewater Boro,25,13|56,0.002,19,10|56,0.002,14,6|56,0.001
A. K-6,Bergen,3870,Oradell Boro,63,28|56,0.005,50,23|56,0.003,25,10|56,0.002
A. K-6,Bergen,4410,River Edge Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,27,11|56,0.002
A. K-6,Bergen,4620,Saddle River Boro,69,33|56,0.002,51,25|56,0.002,N.R.,N.R.,N.R.
A. K-6,Burlington,200,Bass River Twp,203,43|56,0.01,212,44|56,0.011,156,42|56,0.01
A. K-6,Burlington,830,Chesterfield Twp,7,6|56,6E-4,3,3|56,23E-5,12,4|56,93E-5
A. K-6,Burlington,2960,Mansfield Twp,3,3|56,21E-5,1,1|56,33E-6,17,8|56,89E-5
A. K-6,Burlington,3650,North Hanover Twp,51,21|56,0.003,47,19|56,0.003,67,27|56,0.004
A. K-6,Burlington,5010,Springfield Twp,33,17|56,0.002,51,25|56,0.003,73,32|56,0.004
A. K-6,Camden,2540,Laurel Springs Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,41,19|56,0.003
A. K-6,Camden,5560,Waterford Twp,2,1|56,13E-5,3,3|56,21E-5,1,1|56,52E-6
A. K-6,Cape May,710,Cape May City,301,44|56,0.018,246,45|56,0.012,220,45|56,0.011
A. K-6,Cape May,2840,Lower Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Cape May,5610,West Cape May Boro,11,7|56,76E-5,49,20|56,0.003,67,27|56,0.004
A. K-6,Essex,1400,Essex Fells Boro,4,5|56,22E-5,4,5|56,21E-5,5,2|56,26E-5
A. K-6,Essex,1465,Fairfield Twp,2,1|56,12E-5,49,20|56,0.003,68,29|56,0.004
