GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,2647460,713918,3361378,276126
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,242176,261010,503186,237903
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,815924,-72775,743149,292461
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,985684,282208,1267892,18271
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,368776,54172,422948,-41715
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,567976,70759,638735,25833
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,1141724,10840,1152564,-153108
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,2259034,443074,2702546,127600
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,661084,76304,737388,146327
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,446731,2000,448731,56820
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,1209759,405428,1615187,-154749
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,2264173,951828,3216001,987734
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,2152433,-343200,1809233,855407
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,1215098,-37412,1177686,547537
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,721165,-112797,608368,-29327
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,730357,78256,746335,-271
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,1955061,-266869,1688192,108757
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,2012531,303234,2315765,522998
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,516832,2539,519371,188652
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,2170711,27481,2198192,-234128
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,1283772,-124061,1159719,113067
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,826465,179549,1006014,262167
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,511544,43914,555458,9445
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,2169819,213089,2382908,433848
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,1304053,66826,1370879,716434
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,1961585,632025,2593610,645994
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,2738763,-16591,2722172,-86773
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,1574270,468914,2043184,514397
B. K-8 / 0 - 400,Morris,2010,Harding Township,1310152,341952,1652104,-65366
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,3229404,508101,3737505,-197083
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,573718,276673,850391,-113631
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,1635779,310005,1945784,201470
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,1091433,89801,1181234,-128610
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,1800133,-498074,1302059,-682055
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,1671179,34892,1706071,-73735
B. K-8 / 0 - 400,Salem,60,Alloway Twp,1267420,148230,1415650,347594
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,638101,416727,1054828,401549
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,2205779,-292447,1913332,-674630
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,1087375,478811,1566186,387567
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,1079899,-6788,1073111,310087
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,1501395,52660,1554055,50122
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,1052469,355993,1338462,-59924
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,2728794,-266254,2462540,-43148
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,1454357,176788,1631145,123791
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,475962,240684,716646,-10820
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,530583,83087,613670,97858
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,908529,-12709,895820,92581
B. K-8 / 0 - 400,Union,1710,Garwood Boro,1623230,407507,2030737,4328
B. K-8 / 0 - 400,Union,5810,Winfield Twp,156460,148223,304683,158137
B. K-8 / 0 - 400,Warren,70,Alpha Boro,1089308,7644,1096952,-90866
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,2794230,-479271,2314959,-224838
B. K-8 / 0 - 400,Warren,2250,Hope Twp,1628912,184508,1813420,244675
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,1310544,-134261,1176283,106086
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,1775131,555258,2330389,196516
B. K-8 / 0 - 400,Warren,5780,White Twp,2585203,-170197,2415006,-342006
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,5402902,-393562,5009340,389352
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,1353435,37696,1391131,369775
C. K-8 / 401 - 750,Atlantic,1540,Folsom Boro,3414736,100004,3514741,-454400
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,3096905,-191161,2905744,477498
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,3184316,358386,3542702,51049
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,3796059,891493,4687552,985376
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,4253463,-275726,3977737,489936
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,3067844,506859,3574703,-500654
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,1835511,-348343,1487168,-40209
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,1749408,5193,1754601,164456
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,4101347,-295213,3806134,-129946
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,3402634,170218,3572852,-507644
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,12030882,1192959,13223841,1917895
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,1231182,615507,1846689,165577
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,3344031,-890235,2453796,922682
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,3668033,-28696,3639337,-372272
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,375192,361262,736454,127262
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,1649513,325019,1974532,58592
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,1054833,371505,1426338,-147385
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,3095870,458854,3554724,361217
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,1625569,187231,1812800,344893
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,3590855,-185536,3405319,-642638
C. K-8 / 401 - 750,Camden,190,Barrington Boro,1972619,300924,2273543,391855
C. K-8 / 401 - 750,Camden,340,Berlin Twp,3154140,-120780,3033360,503447
C. K-8 / 401 - 750,Camden,880,Clementon Boro,3449584,1223538,4673122,-912139
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,3304845,19812,3324657,-248201
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,1536382,208831,1745213,404197
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,995130,188200,1184422,180573
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,1024385,349521,1373906,487197
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,3138111,-103326,3034785,-409871
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,892718,-250891,641827,429379
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,664154,143900,808054,-83327
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,2746925,-65434,2681491,-743731
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,2246003,174042,2420045,-164750
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,1549313,32824,1582137,-33070
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,1856000,105659,1964359,342628
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,1569875,737186,2307061,637460
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,2090701,759533,2850234,669126
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,4124508,552806,4677314,289508
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,3231296,188730,3420026,1108695
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,3474111,236640,3710751,-104385
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,4254311,461552,4715863,761699
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,1692684,847301,2539985,150035
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,1944035,280036,2224071,391571
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,2154159,521825,2675984,238851
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,1394448,263729,1512925,436920
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,1020149,23245,1043394,22764
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,3352511,920739,4273250,45059
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,2182872,-441737,1741135,-262678
C. K-8 / 401 - 750,Morris,460,Boonton Twp,1878750,-119352,1759398,168396
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,1576055,522961,2099016,285334
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,3024684,761860,3786544,-502909
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,3631352,-190612,3440740,151628
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,1263724,228584,1492308,337048
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,6089601,-22595,6067006,399264
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,4427448,-244817,4182631,561743
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,478334,396687,875021,274296
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,1175073,465776,1640849,961980
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,3503860,1106146,4610006,798505
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,3007925,8188,3016113,4002
C. K-8 / 401 - 750,Sussex,90,Andover Reg,929348,772468,1701816,981060
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,1825487,647381,2472868,210209
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,2108993,198886,2307879,394182
C. K-8 / 401 - 750,Sussex,1800,Green Twp,825493,161227,986720,132835
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,2660620,555704,3216324,667357
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,1936800,-14124,1922676,39475
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,1051828,-69262,982566,-6145
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,683284,748100,1431384,458162
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,857670,-48225,809445,-108990
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,638909,1265020,1903929,1652552
D. K-8 / 751 +,Atlantic,10,Absecon City,1409810,-136483,1273327,153421
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,13964641,941518,14906159,-361660
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,4520557,832970,5353527,104890
D. K-8 / 751 +,Atlantic,2680,Linwood City,3222877,34691,3257568,-329500
D. K-8 / 751 +,Atlantic,3720,Northfield City,2016696,122975,2139671,-170314
D. K-8 / 751 +,Atlantic,4800,Somers Point City,1686654,209424,1896078,-57436
D. K-8 / 751 +,Bergen,40,Allendale Boro,9300443,1063625,10364068,194747
D. K-8 / 751 +,Bergen,930,Closter Boro,4379399,-256204,4123195,-82356
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,1436300,-15500,1420800,317111
D. K-8 / 751 +,Bergen,1470,Fairview Boro,2169464,-75804,2093660,-779456
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,4295878,178794,4474672,-124901
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,3409541,193947,3603488,-207738
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,3441455,-782486,2658969,-1247908
D. K-8 / 751 +,Bergen,3060,Maywood Boro,2401948,38033,2440397,48097
D. K-8 / 751 +,Bergen,3330,Montvale Boro,2398862,49091,2447953,351312
D. K-8 / 751 +,Bergen,3760,Oakland Boro,6556532,178998,6735530,-601510
D. K-8 / 751 +,Bergen,4430,River Vale Twp,5156525,886675,6043200,360744
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,4639351,96984,4736335,397182
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,6135627,-47398,6088229,676069
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,1162898,452156,1615054,984865
D. K-8 / 751 +,Burlington,1420,Evesham Twp,4395497,917312,5312809,779772
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,4696227,678178,5376676,393098
D. K-8 / 751 +,Burlington,3080,Medford Twp,7014987,191917,7206904,-140406
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,7913448,782539,8704193,1006936
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,10285904,4999,10290904,-1005203
D. K-8 / 751 +,Burlington,5720,Westampton,3093191,794375,3887566,239798
D. K-8 / 751 +,Camden,260,Bellmawr Boro,1189095,548652,1737747,443596
D. K-8 / 751 +,Camden,330,Berlin Boro,1041024,332594,1373618,255044
D. K-8 / 751 +,Camden,1780,Gloucester Twp,21782660,1494619,23230595,66067
D. K-8 / 751 +,Camden,4590,Runnemede Boro,3511084,287978,3799062,-111197
D. K-8 / 751 +,Camden,5080,Stratford Boro,1663717,406624,2070341,-392880
D. K-8 / 751 +,Camden,5400,Voorhees Twp,15820940,5743304,21567201,4460930
D. K-8 / 751 +,Cape May,5340,Upper Twp,7573700,-864265,6709435,1668685
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,2955473,340793,3296266,33053
D. K-8 / 751 +,Gloucester,2750,Logan Twp,3717430,277235,3994665,451639
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,3821092,-65328,3755764,-249127
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,4805665,-2003855,2801810,1072219
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,6744913,121856,6866769,-627542
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,7324387,971003,8295390,-1229101
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,1539343,611159,2150502,1088615
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,6398169,308662,6706831,-139658
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,4728200,161918,4890118,-1451
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,2864895,-14965,2761762,339061
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,3619294,786136,4405430,152225
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,5479312,3439801,8919113,1166131
D. K-8 / 751 +,Monmouth,2290,Howell Twp,17748998,4003901,22107506,2759549
D. K-8 / 751 +,Monmouth,2720,Little Silver Boro,1660588,410450,2071038,658614
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,13949924,547849,14497773,-207689
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,9813536,2712497,12526033,303923
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,2508100,-218131,2289969,208503
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,4253885,913335,5167220,-95486
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,2592728,336749,2929477,547813
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,12687400,907331,13594731,-496414
D. K-8 / 751 +,Morris,820,Chester Twp,5892984,824180,6717164,316115
D. K-8 / 751 +,Morris,1090,Denville Twp,5408546,525759,5934305,932568
D. K-8 / 751 +,Morris,1190,East Hanover Twp,2947757,323490,3271247,382940
D. K-8 / 751 +,Morris,1530,Florham Park Boro,1951692,467919,2419611,-87498
D. K-8 / 751 +,Morris,2000,Hanover Twp,1532668,-34108,1498560,324680
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,2832448,26497,2858945,-40261
D. K-8 / 751 +,Morris,4000,Long Hill Twp,3237028,18243,3255271,225201
D. K-8 / 751 +,Morris,4490,Rockaway Twp,10360927,40810,10401737,745451
D. K-8 / 751 +,Morris,5520,Washington Twp,3287138,290942,3578080,647221
D. K-8 / 751 +,Passaic,1920,Haledon Boro,3053781,-702358,2352861,-666461
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,3797996,296785,4265685,1032534
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,2974712,333484,3311573,-433951
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,1847799,-147114,1700685,1049140
D. K-8 / 751 +,Passaic,5200,Totowa Boro,3414348,841126,4255474,1862991
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,2255554,260706,2516260,-159931
D. K-8 / 751 +,Passaic,5690,Woodland Park,1437087,176462,1613549,444300
D. K-8 / 751 +,Somerset,510,Branchburg Twp,5576236,2481821,8058057,2292171
D. K-8 / 751 +,Somerset,1810,Green Brook Twp,2663225,30868,2694093,426111
D. K-8 / 751 +,Somerset,5470,Warren Twp,6998618,999351,7997969,1252024
D. K-8 / 751 +,Sussex,640,Byram Twp,3186460,364997,3551457,726416
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,4705604,434960,5140564,779249
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,4867025,-17196,4849829,1089883
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,5989602,-979961,5010605,-1222495
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,3403365,460142,3863507,473478
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,2517956,-140777,2377179,1170621
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,3581504,-584081,2997423,-378506
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,2616936,546512,3163448,-341878
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,8960139,729565,9689704,-584956
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,2914800,-50339,2864461,1550819
E. K-12 / 0 - 1800,Bergen,4610,Saddle Brook Twp,2509925,-713685,1797238,-733708
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,4632435,800428,5432863,-1447641
E. K-12 / 0 - 1800,Bergen,5430,Wallington Boro,2206003,-117805,2089131,360131
E. K-12 / 0 - 1800,Bergen,5830,Wood-Ridge Boro,2700101,-328804,2372588,-123825
E. K-12 / 0 - 1800,Burlington,600,Burlington City,5435708,32114,5467822,-276379
E. K-12 / 0 - 1800,Burlington,1520,Florence Twp,2075736,631802,2707538,772287
E. K-12 / 0 - 1800,Burlington,3920,Palmyra Boro,3805776,-33016,3772760,319752
E. K-12 / 0 - 1800,Burlington,4450,Riverside Twp,1976500,152419,2133188,31392
E. K-12 / 0 - 1800,Camden,150,Audubon Public School Disrict,893778,-210054,683724,-66877
E. K-12 / 0 - 1800,Camden,1880,Haddon Heights Boro,1373439,228131,1601570,192512
E. K-12 / 0 - 1800,Camden,3770,Oaklyn Boro,1377960,443061,1821021,165400
E. K-12 / 0 - 1800,Cape May,5790,Wildwood City,4197081,182869,4379950,-189236
E. K-12 / 0 - 1800,Essex,760,Cedar Grove Twp,4647026,-1570391,3076635,583794
E. K-12 / 0 - 1800,Gloucester,860,Clayton Boro,1712718,394926,2107644,14367
E. K-12 / 0 - 1800,Gloucester,4020,Paulsboro Boro,3100644,-867285,2233359,-1693229
E. K-12 / 0 - 1800,Gloucester,4140,Pitman Boro,2383427,-287805,2097887,-197115
E. K-12 / 0 - 1800,Gloucester,5860,Woodbury City,4658404,883388,5554510,-95933
E. K-12 / 0 - 1800,Hudson,5580,Weehawken Twp,1922192,-257332,1664860,-779968
E. K-12 / 0 - 1800,Hunterdon,1376,South Hunterdon Regional School District,5356071,818879,6174950,154897
E. K-12 / 0 - 1800,Middlesex,1140,Dunellen Boro,901430,188171,1089601,213949
E. K-12 / 0 - 1800,Middlesex,2150,Highland Park Boro,3181428,-111425,3070003,-438709
E. K-12 / 0 - 1800,Middlesex,4830,South Amboy City,1342881,-214698,1130271,343602
E. K-12 / 0 - 1800,Middlesex,4970,Spotswood Boro,4236571,2076614,6313544,1948562
E. K-12 / 0 - 1800,Monmouth,2400,Keansburg Boro,4972082,-227439,4744643,-814746
E. K-12 / 0 - 1800,Monmouth,2430,Keyport Boro,3898010,163371,4068547,605687
E. K-12 / 0 - 1800,Monmouth,2930,Manasquan Boro,2129597,-602431,1527066,-357686
E. K-12 / 0 - 1800,Morris,450,Boonton Town,763143,-546166,216977,320121
E. K-12 / 0 - 1800,Morris,630,Butler Boro,4321712,-394720,3926992,203874
E. K-12 / 0 - 1800,Morris,3460,Mountain Lakes Boro,2209915,725737,2935652,-48257
E. K-12 / 0 - 1800,Ocean,4190,Plumsted Twp,1475817,-599487,878027,-487033
E. K-12 / 0 - 1800,Ocean,4220,Point Pleasant Beach Boro,1918699,-282178,1636521,202263
E. K-12 / 0 - 1800,Passaic,4230,Pompton Lakes Boro,3750898,177499,3928397,166831
E. K-12 / 0 - 1800,Salem,4075,Pennsville,1682667,296102,1978769,326545
E. K-12 / 0 - 1800,Salem,4150,Pittsgrove Twp,1633169,-893786,739383,1279767
E. K-12 / 0 - 1800,Salem,4630,Salem City,2926558,152876,3079436,-664011
E. K-12 / 0 - 1800,Salem,5910,Woodstown-Pilesgrove Reg,519569,221144,740713,604907
