GROUP,CONAME,DIST,DISTNAME,PP17,RK17,PCT17,SBA7,PP27,RK27,PCT27,SBB7,PP37,RK37,PCT37,SBC7
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,1953,N.A.,0.134,0.826,1973,N.A.,0.132,0.816,2139,N.A.,0.136,0.809
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,1887,N.A.,0.121,0.723,1873,N.A.,0.12,0.714,2051,N.A.,0.122,0.766
A. K-6,Statewide,N.A.,5. State average - All operating types,2098,N.A.,0.137,0.861,2168,N.A.,0.137,0.861,2283,N.A.,0.138,0.845
A. K-6,Statewide,N.A.,6. State median - All operating types,1973,N.A.,0.129,0.839,2014,N.A.,0.129,0.835,2115,N.A.,0.128,0.814
A. K-6,Bergen,1270,Edgewater Boro,1357,11|56,0.117,0.6213,1115,6|56,0.098,0.6096,1255,7|56,0.112,0.7074
A. K-6,Bergen,3870,Oradell Boro,1589,19|56,0.119,0.8066,1417,13|56,0.1,0.7015,1497,13|56,0.101,0.7545
A. K-6,Bergen,4410,River Edge Boro,1254,8|56,0.094,0.8745,1795,26|56,0.128,0.9262,1801,21|56,0.128,0.9429
A. K-6,Bergen,4620,Saddle River Boro,8469,56|56,0.295,0.8687,8771,56|56,0.302,0.8687,8467,56|56,0.29,0.829
A. K-6,Burlington,200,Bass River Twp,2285,35|56,0.111,0.7619,2090,31|56,0.104,0.7249,1675,17|56,0.103,0.7435
A. K-6,Burlington,830,Chesterfield Twp,1521,17|56,0.133,0.7,1520,16|56,0.112,0.6299,1566,14|56,0.124,0.6224
A. K-6,Burlington,2960,Mansfield Twp,1938,30|56,0.119,0.6335,2284,36|56,0.127,0.6392,3164,46|56,0.165,0.7083
A. K-6,Burlington,3650,North Hanover Twp,2422,39|56,0.156,0.9153,2621,42|56,0.154,0.8915,3100,44|56,0.172,0.9251
A. K-6,Burlington,5010,Springfield Twp,2709,47|56,0.145,0.8065,2492,40|56,0.128,0.7426,2894,41|56,0.139,0.7642
A. K-6,Camden,2540,Laurel Springs Boro,969,5|56,0.078,0.5135,892,3|56,0.065,0.3949,1375,10|56,0.085,0.4178
A. K-6,Camden,5560,Waterford Twp,2773,48|56,0.162,0.7671,2479,39|56,0.152,0.7872,2670,38|56,0.155,0.7642
A. K-6,Cape May,710,Cape May City,1832,27|56,0.111,0.6655,2136,33|56,0.105,0.6566,2293,32|56,0.112,0.6919
A. K-6,Cape May,2840,Lower Twp,2252,34|56,0.154,0.9121,2102,32|56,0.146,0.8911,2357,35|56,0.156,0.8749
A. K-6,Cape May,5610,West Cape May Boro,1445,14|56,0.102,0.5037,1542,18|56,0.106,0.5225,2097,30|56,0.128,0.5758
A. K-6,Essex,1400,Essex Fells Boro,2045,31|56,0.111,0.8364,1603,20|56,0.084,0.7512,1877,24|56,0.091,0.7369
A. K-6,Essex,1465,Fairfield Twp,1728,23|56,0.111,0.8812,1842,28|56,0.119,0.9187,1979,26|56,0.122,0.8983
A. K-6,Essex,3630,North Caldwell Boro,1491,16|56,0.095,0.7127,1592,19|56,0.092,0.678,1824,22|56,0.099,0.6855
A. K-6,Essex,4530,Roseland Boro,2154,32|56,0.143,0.7853,1798,27|56,0.12,0.6722,2542,36|56,0.148,0.7817
A. K-6,Gloucester,1180,East Greenwich Twp,1398,13|56,0.123,0.891,1352,11|56,0.116,0.8628,1468,12|56,0.116,0.7674
A. K-6,Gloucester,1330,Elk Twp,1546,18|56,0.114,0.7487,1486,14|56,0.115,0.7043,1303,8|56,0.084,0.6075
A. K-6,Gloucester,1590,Franklin Twp,1614,20|56,0.13,0.9155,1723,23|56,0.136,0.9021,1891,25|56,0.137,0.8988
A. K-6,Gloucester,2070,Harrison Twp,1294,10|56,0.112,0.8967,1264,8|56,0.104,0.9029,1377,11|56,0.103,0.8754
A. K-6,Gloucester,2990,Mantua Twp,1775,25|56,0.124,0.9098,1729,24|56,0.12,0.9095,1872,23|56,0.125,0.9004
A. K-6,Gloucester,3490,National Park Boro,1836,28|56,0.12,0.6715,2069,30|56,0.137,0.7573,2189,31|56,0.131,0.7556
A. K-6,Gloucester,4880,South Harrison Twp,912,4|56,0.078,0.5616,1062,5|56,0.084,0.5628,1174,5|56,0.09,0.568
A. K-6,Gloucester,5120,Swedesboro-Woolwich,1462,15|56,0.118,0.81,1392,12|56,0.111,0.7807,1570,15|56,0.113,0.7399
A. K-6,Gloucester,5590,Wenonah Boro,1799,26|56,0.106,0.6992,1687,22|56,0.105,0.7106,1796,20|56,0.12,0.7104
A. K-6,Gloucester,5740,Westville Boro,1285,9|56,0.107,0.6894,1309,10|56,0.108,0.6893,1372,9|56,0.098,0.6055
A. K-6,Gloucester,5870,Woodbury Heights Boro,1124,6|56,0.078,0.6095,1243,7|56,0.087,0.669,1076,4|56,0.066,0.4915
A. K-6,Hunterdon,2590,Lebanon Boro,3376,51|56,0.179,0.7945,3640,52|56,0.191,0.8143,3731,49|56,0.185,0.8422
A. K-6,Monmouth,130,Atlantic Highlands Boro,1394,12|56,0.096,0.7356,1539,17|56,0.097,0.7105,1651,16|56,0.101,0.7795
A. K-6,Monmouth,2160,Highlands Boro,3438,53|56,0.176,0.6561,3134,48|56,0.153,0.6378,4340,53|56,0.193,0.6975
A. K-6,Monmouth,4520,Roosevelt Boro,3320,50|56,0.165,0.9091,3804,53|56,0.169,0.9213,3884,50|56,0.166,0.8795
A. K-6,Morris,3240,Mine Hill Twp,904,3|56,0.063,0.4054,966,4|56,0.063,0.3723,770,2|56,0.061,0.3326
A. K-6,Ocean,230,Beach Haven Boro,5202,55|56,0.188,0.8482,5001,55|56,0.196,0.8768,6881,55|56,0.198,0.8955
A. K-6,Ocean,320,Berkeley Twp,1745,24|56,0.132,0.9499,1732,25|56,0.13,0.9398,2066,29|56,0.137,0.9412
A. K-6,Ocean,1150,Eagleswood Twp,1644,21|56,0.1,0.758,1498,15|56,0.093,0.7322,1767,19|56,0.094,0.7593
A. K-6,Ocean,2350,Island Heights Boro,444,1|56,0.026,0.3703,498,1|56,0.027,0.3507,486,1|56,0.028,0.4122
A. K-6,Ocean,2690,Little Egg Harbor Twp,2519,42|56,0.166,0.8882,2254,35|56,0.158,0.8791,2035,28|56,0.153,0.863
A. K-6,Ocean,2760,Long Beach Island,4000,54|56,0.155,0.8722,3941,54|56,0.155,0.8646,4241,52|56,0.147,0.8072
A. K-6,Ocean,3800,Ocean Gate Boro,2602,46|56,0.152,0.8653,2253,34|56,0.128,0.7226,2320,33|56,0.129,0.7075
A. K-6,Ocean,3820,Ocean Twp,2471,40|56,0.135,0.779,2593,41|56,0.138,0.8011,2835,40|56,0.137,0.8084
A. K-6,Ocean,4710,Seaside Heights Boro,3432,52|56,0.192,0.8921,3480,51|56,0.202,0.9011,3498,48|56,0.183,0.854
A. K-6,Ocean,5020,Stafford Twp,2576,45|56,0.17,0.9151,2677,43|56,0.174,0.9228,2688,39|56,0.168,0.913
A. K-6,Ocean,5220,Tuckerton Boro,1937,29|56,0.125,0.7795,1904,29|56,0.125,0.6864,2008,27|56,0.121,0.7711
A. K-6,Sussex,1630,Fredon Twp,2395,36|56,0.148,0.8202,3359,50|56,0.159,0.8112,4219,51|56,0.186,0.8121
A. K-6,Sussex,1980,Hampton Twp,2411,38|56,0.128,0.8598,2751,45|56,0.137,0.9176,2902,42|56,0.135,0.8528
A. K-6,Sussex,4650,Sandyston-Walpack Twp,1237,7|56,0.066,0.4331,876,2|56,0.045,0.3904,966,3|56,0.048,0.3873
A. K-6,Sussex,5040,Stillwater Twp,2156,33|56,0.121,0.9182,2395,37|56,0.126,0.9031,2602,37|56,0.123,0.8585
A. K-6,Warren,400,Blairstown Twp,2523,43|56,0.163,0.8819,2680,44|56,0.171,0.8781,3102,45|56,0.17,0.8684
A. K-6,Warren,1620,Franklin Twp,3214,49|56,0.157,0.8037,3010,47|56,0.148,0.7728,2909,43|56,0.144,0.7641
A. K-6,Warren,1670,Frelinghuysen Twp,764,2|56,0.049,0.4484,1280,9|56,0.086,0.6007,1253,6|56,0.08,0.6942
A. K-6,Warren,2470,Knowlton Twp,2546,44|56,0.139,0.9205,3216,49|56,0.165,0.9077,4370,54|56,0.19,0.904
A. K-6,Warren,2970,Mansfield Twp,1707,22|56,0.128,0.9606,1672,21|56,0.121,0.9676,1739,18|56,0.126,0.942
A. K-6,Warren,5480,Washington Boro,2478,41|56,0.176,0.8293,2771,46|56,0.178,0.8349,2320,33|56,0.137,0.8098
A. K-6,Warren,5530,Washington Twp,2410,37|56,0.151,0.8573,2454,38|56,0.173,0.8837,3203,47|56,0.172,0.8313
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,2037,N.A.,0.132,0.844,2132,N.A.,0.134,0.843,2328,N.A.,0.136,0.836
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,2027,N.A.,0.129,0.83,2086,N.A.,0.128,0.819,2279,N.A.,0.129,0.809
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,2098,N.A.,0.137,0.861,2168,N.A.,0.137,0.861,2283,N.A.,0.138,0.845
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,1973,N.A.,0.129,0.839,2014,N.A.,0.129,0.835,2115,N.A.,0.128,0.814
