GROUP,CONAME,DIST,DISTNAME,PP11,RK11,PP21,RK21,PP31,RK31,E11,E21,E31
A. K-6,Warren,400,Blairstown Twp,15482,27|56,15706,29|56,18281,35|56,481,466,435
A. K-6,Warren,1620,Franklin Twp,20430,52|56,20403,50|56,20139,42|56,220,216,226
A. K-6,Warren,1670,Frelinghuysen Twp,15498,28|56,14930,21|56,15641,19|56,149,140,147
A. K-6,Warren,2470,Knowlton Twp,18337,44|56,19506,46|56,23006,52|56,195,184,181
A. K-6,Warren,2970,Mansfield Twp,13303,11|56,13766,12|56,13806,9|56,643,633,640
A. K-6,Warren,5480,Washington Boro,14113,15|56,15590,28|56,16971,29|56,505,474,487
A. K-6,Warren,5530,Washington Twp,15993,32|56,14212,14|56,18616,37|56,469,546,445
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,15377,N.A.,15913,N.A.,17138,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,15758,N.A.,16341,N.A.,17621,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,15259,N.A.,15809,N.A.,16599,N.A.,,,
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,15250,N.A.,15603,N.A.,16578,N.A.,,,
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,16910,37|75,16868,33|75,17737,30|75,175,183,184
B. K-8 / 0 - 400,Atlantic,3020,Margate City,27218,73|75,27516,70|75,30129,70|75,366,367,361
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,15752,26|75,16910,34|75,17175,25|75,119,115,114
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,17679,43|75,19597,48|75,18139,32|75,149,155,165
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,29700,74|75,31020,72|75,32981,72|75,157,147,147
B. K-8 / 0 - 400,Bergen,2090,Haworth Boro,19189,61|75,19895,50|75,20419,48|75,411,416,423
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,17058,39|75,17512,39|75,19091,39|75,315,313,307
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,16925,38|75,16690,28|75,18709,38|75,278,293,285
B. K-8 / 0 - 400,Burlington,380,Beverly City,15723,24|75,16725,29|75,18316,36|75,303,293,298
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,21798,65|75,21222,59|75,21455,54|75,186,188,193
B. K-8 / 0 - 400,Burlington,4460,Riverton,13916,14|75,13503,8|75,14750,9|75,291,295,299
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,16819,35|75,9138,1|75,17725,29|75,146,262,139
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,13466,10|75,14365,14|75,13195,2|75,312,310,344
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,15748,25|75,15086,17|75,15578,14|75,257,265,291
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,15162,21|75,13422,6|75,14311,5|75,323,370,348
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,11684,3|75,13091,4|75,16860,21|75,386,366,372
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,56704,75|75,39061,74|75,34221,73|75,43,73,88
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,26885,72|75,31558,73|75,35051,74|75,248,209,210
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,25355,70|75,25265,68|75,25849,64|75,81,90,96
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,23080,67|75,23602,66|75,27108,67|75,255,275,282
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,14376,16|75,16257,25|75,16551,19|75,223,211,227
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,13642,11|75,14124,12|75,15498,13|75,325,330,325
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,14686,20|75,16324,26|75,18143,33|75,183,181,183
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,18886,52|75,21443,61|75,21425,53|75,65,62,60
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,14509,19|75,15920,20|75,17155,24|75,117,111,113
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,9952,1|75,12476,3|75,11090,1|75,288,255,271
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,20796,63|75,21370,60|75,22354,62|75,368,368,373
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,19664,58|75,21979,63|75,21408,52|75,108,84,105
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,25881,71|75,28244,71|75,31881,71|75,91,86,80
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,16726,34|75,17745,41|75,19157,40|75,442,444,421
B. K-8 / 0 - 400,Hunterdon,1040,Delaware Twp,18889,N.A.,19318,47|75,21463,56|75,384,389,400
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,18998,55|75,19260,46|75,21458,55|75,355,352,349
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,18550,49|75,17237,36|75,19899,44|75,284,285,281
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,21184,64|75,21156,58|75,21534,58|75,127,124,128
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,20782,62|75,20639,55|75,22259,61|75,130,138,115
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,18761,51|75,19986,51|75,20449,49|75,393,369,376
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,17282,41|75,18008,42|75,19959,45|75,343,336,330
B. K-8 / 0 - 400,Hunterdon,3180,Milford Boro,25075,69|75,26694,69|75,27042,66|75,81,75,80
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,18021,46|75,19229,45|75,21933,59|75,146,146,141
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,17698,45|75,16769,30|75,17095,23|75,287,317,317
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,19504,57|75,21082,57|75,21501,57|75,165,165,172
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,15918,27|75,16672,27|75,17710,28|75,161,158,175
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,17067,40|75,16102,22|75,18312,35|75,239,245,256
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,13643,12|75,14352,13|75,16767,20|75,318,309,302
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,22027,66|75,22318,65|75,30013,69|75,144,142,137
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,24431,68|75,25122,67|75,27848,68|75,198,194,186
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,16149,28|75,16187,24|75,18160,34|75,345,337,331
B. K-8 / 0 - 400,Morris,2010,Harding Township,20491,61|75,21531,62|75,20701,51|75,321,308,339
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,17685,44|75,18909,44|75,19294,42|75,352,348,379
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,14089,15|75,13267,5|75,13647,3|75,293,314,318
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,14472,18|75,14479,15|75,15864,15|75,341,346,338
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,18903,54|75,20135,52|75,20339,47|75,131,128,129
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,16636,31|75,16972,35|75,15046,11|75,331,344,376
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,20425,60|75,20235,53|75,22491,63|75,147,146,140
B. K-8 / 0 - 400,Salem,60,Alloway Twp,11706,4|75,12436,2|75,14243,4|75,375,368,352
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,12670,6|75,13493,7|75,14392,7|75,130,124,134
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,18280,47|75,16785,31|75,20177,46|75,160,166,158
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,14460,17|75,15172,18|75,16270,18|75,158,155,174
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,12965,7|75,13769,10|75,14604,8|75,271,275,287
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,12135,5|75,13978,11|75,15267,12|75,342,322,324
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,13724,13|75,15056,16|75,17054,22|75,343,329,313
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,20300,59|75,22037,64|75,26608,65|75,250,235,219
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,16696,33|75,17417,37|75,17997,31|75,232,228,229
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,18572,50|75,19762,49|75,19370,43|75,250,245,254
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,16868,36|75,18269,43|75,19247,41|75,260,230,226
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,16644,32|75,16865,32|75,17706,27|75,312,315,314
B. K-8 / 0 - 400,Union,1710,Garwood Boro,13287,9|75,13729,9|75,14756,10|75,381,372,367
B. K-8 / 0 - 400,Union,5810,Winfield Twp,16325,29|75,17420,38|75,17461,26|75,140,135,152
B. K-8 / 0 - 400,Warren,70,Alpha Boro,16418,30|75,15266,19|75,14312,6|75,193,208,249
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,17531,42|75,17566,40|75,20528,50|75,247,252,255
B. K-8 / 0 - 400,Warren,2250,Hope Twp,18545,48|75,20950,56|75,18558,37|75,156,144,188
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,15654,23|75,16022,21|75,16162,17|75,292,276,288
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,15249,22|75,16119,23|75,16062,16|75,296,297,330
B. K-8 / 0 - 400,Warren,5780,White Twp,19381,56|75,20253,54|75,21962,60|75,268,264,268
C. K-8 / 401 - 750,Statewide,N.A.,1. State average - Operating Type K-8,15377,N.A.,15913,N.A.,17138,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,2. State median - Operating Type K-8,15758,N.A.,16341,N.A.,17621,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,5. State average - All operating types,15259,N.A.,15809,N.A.,16599,N.A.,,,
C. K-8 / 401 - 750,Statewide,N.A.,6. State median - All operating types,15250,N.A.,15603,N.A.,16578,N.A.,,,
C. K-8 / 401 - 750,Atlantic,570,Brigantine City,21953,66|67,23063,70|70,25021,70|70,611,576,582
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,15010,29|67,13439,13|70,14374,16|70,495,540,550
C. K-8 / 401 - 750,Atlantic,1540,Folsom Boro,13263,N.A.,14118,N.A.,15288,21|70,401,395,395
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,13210,11|67,12776,6|70,14000,10|70,752,737,732
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,17559,N.A.,18751,59|70,20627,61|70,695,665,673
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,15706,33|67,16079,37|70,17600,39|70,545,542,558
C. K-8 / 401 - 750,Bergen,1070,Demarest Boro,25073,67|67,18540,58|70,21229,64|70,671,684,682
C. K-8 / 401 - 750,Bergen,1380,Englewood Cliffs Boro,19474,62|67,21634,68|70,21146,63|70,516,484,512
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,17922,58|67,17521,52|70,19019,52|70,604,607,615
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,14839,27|67,14860,28|70,16182,30|70,608,602,586
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,15478,32|67,16284,39|70,17641,40|70,520,516,518
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,13531,14|67,14569,24|70,14745,18|70,623,593,598
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,15937,36|67,16156,38|70,19695,56|70,683,660,710
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,15764,35|67,17128,47|70,18822,51|70,497,483,465
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,17229,N.A.,18794,N.A.,19736,57|70,768,737,753
C. K-8 / 401 - 750,Burlington,1030,Delanco Twp,14464,N.A.,15063,N.A.,15850,29|70,400,397,412
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,13620,16|67,14701,26|70,14346,15|70,595,574,597
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,12990,9|67,13557,15|70,15425,24|70,624,603,581
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,12206,5|67,13468,14|70,13397,4|70,540,534,549
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,15250,43|67,15307,34|70,17880,42|70,777,765,732
C. K-8 / 401 - 750,Burlington,4930,Southampton Twp,16305,42|67,16403,41|70,17209,37|70,702,705,715
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,17602,51|67,17284,49|70,18505,48|70,712,715,698
C. K-8 / 401 - 750,Camden,190,Barrington Boro,14168,21|67,14678,25|70,15612,26|70,615,621,631
C. K-8 / 401 - 750,Camden,340,Berlin Twp,16274,41|67,15906,36|70,17072,35|70,625,621,667
C. K-8 / 401 - 750,Camden,880,Clementon Boro,14782,26|67,14310,21|70,16285,32|70,446,448,444
C. K-8 / 401 - 750,Camden,2890,Magnolia Boro,14697,24|67,15298,33|70,18279,44|70,429,420,425
C. K-8 / 401 - 750,Camden,3110,Merchantville Boro,13925,N.A.,11955,N.A.,14920,19|70,378,414,402
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,13495,13|67,13437,12|70,15825,28|70,441,447,425
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,13661,18|67,14084,18|70,17712,41|70,494,485,446
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,19107,60|67,18417,57|70,19375,55|70,549,554,570
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,13203,10|67,14475,23|70,14396,17|70,556,541,542
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,12138,4|67,13737,16|70,13766,5|70,608,561,561
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,12802,7|67,13226,8|70,13951,7|70,484,478,501
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,11679,2|67,12648,5|70,13788,6|70,475,469,486
C. K-8 / 401 - 750,Cumberland,3050,Maurice River Twp,11475,N.A.,12805,N.A.,13997,9|70,427,409,401
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,17981,59|67,19460,63|70,21011,62|70,444,428,428
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,17737,54|67,17537,53|70,20518,59|70,484,493,483
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,17678,52|67,17629,54|70,19088,54|70,548,564,561
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,17916,57|67,19115,62|70,21374,66|70,626,588,609
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,19998,64|67,20489,65|70,22503,69|70,567,557,565
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,16107,38|67,20662,66|70,18319,45|70,450,381,501
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,21275,65|67,21545,67|70,15401,23|70,464,471,750
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,10892,1|67,11879,2|70,12998,1|70,676,701,722
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,14456,22|67,15108,32|70,15771,27|70,539,517,521
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,14901,28|67,15069,31|70,15432,25|70,544,540,532
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,15745,34|67,16911,44|70,18020,43|70,610,572,592
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,16003,37|67,17122,46|70,16219,31|70,470,451,512
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,14778,25|67,14762,27|70,14100,13|70,589,625,709
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,17251,48|67,16821,42|70,17094,36|70,552,550,559
C. K-8 / 401 - 750,Morris,460,Boonton Twp,16904,46|67,17459,50|70,17336,38|70,448,430,447
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,16855,45|67,17496,51|70,18705,50|70,525,525,516
C. K-8 / 401 - 750,Morris,3100,Mendham Twp,19718,63|67,20355,64|70,21251,65|70,692,696,724
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,17373,49|67,22096,69|70,16760,34|70,588,465,667
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,13244,12|67,14057,17|70,15071,20|70,601,580,592
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,15092,N.A.,16852,N.A.,18414,46|70,786,745,743
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,17757,55|67,18355,56|70,20561,60|70,553,532,529
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,12978,8|67,13237,10|70,14133,14|70,639,659,663
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,17906,56|67,18819,61|70,21742,67|70,529,524,524
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,13534,15|67,14171,20|70,13991,8|70,446,450,520
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,15317,31|67,15678,35|70,16321,33|70,708,689,685
C. K-8 / 401 - 750,Sussex,90,Andover Reg,17712,53|67,12506,4|70,20146,58|70,506,720,471
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,16396,43|67,17260,48|70,18492,47|70,560,541,528
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,16159,39|67,16389,40|70,21804,68|70,491,488,420
C. K-8 / 401 - 750,Sussex,1800,Green Twp,16199,40|67,16981,45|70,18538,49|70,432,433,417
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,13625,17|67,14950,29|70,15304,22|70,720,671,707
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,12625,6|67,13328,11|70,14052,12|70,716,723,738
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,13960,20|67,14430,22|70,14019,11|70,406,418,435
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,16642,44|67,17848,55|70,19019,52|70,714,692,683
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,12035,N.A.,13229,9|70,13200,2|70,728,717,766
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,10842,4|67,11584,1|70,13229,3|70,802,761,790
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,15377,N.A.,15913,N.A.,17138,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,15758,N.A.,16341,N.A.,17621,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,15259,N.A.,15809,N.A.,16599,N.A.,,,
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,15250,N.A.,15603,N.A.,16578,N.A.,,,
D. K-8 / 751 +,Atlantic,10,Absecon City,12199,10|76,11549,4|74,12269,5|74,819,867,872
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,15104,39|76,15314,35|74,16783,34|74,3289,3311,3263
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,11966,8|76,13217,14|74,13792,10|74,3098,2946,3017
D. K-8 / 751 +,Atlantic,2680,Linwood City,15079,37|76,15919,40|74,17371,39|74,837,820,805
D. K-8 / 751 +,Atlantic,3720,Northfield City,13557,18|76,14390,22|74,15235,19|74,928,904,899
D. K-8 / 751 +,Atlantic,4800,Somers Point City,15323,46|76,16357,45|74,17157,37|74,948,921,924
D. K-8 / 751 +,Bergen,40,Allendale Boro,15131,41|76,15887,39|74,18080,50|74,919,909,919
D. K-8 / 751 +,Bergen,930,Closter Boro,15196,42|76,15235,33|74,15964,27|74,1131,1166,1185
D. K-8 / 751 +,Bergen,1230,East Rutherford Boro,16433,58|76,16660,49|74,17777,46|74,815,819,855
D. K-8 / 751 +,Bergen,1470,Fairview Boro,9727,1|76,10196,1|74,10075,1|74,1395,1428,1514
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,22830,76|76,24277,74|74,27008,74|74,1157,1129,1058
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,16594,60|76,17549,61|74,19410,65|74,1187,1149,1151
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,13664,19|76,14564,26|74,15159,18|74,943,904,893
D. K-8 / 751 +,Bergen,3060,Maywood Boro,12736,11|76,13230,15|74,14180,11|74,980,977,973
D. K-8 / 751 +,Bergen,3330,Montvale Boro,14262,30|76,14631,27|74,16187,29|74,997,1000,991
D. K-8 / 751 +,Bergen,3760,Oakland Boro,17574,69|76,19087,69|74,20789,70|74,1428,1377,1341
D. K-8 / 751 +,Bergen,4430,River Vale Twp,15896,50|76,16621,48|74,18409,53|74,1161,1143,1138
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,16890,65|76,17768,63|74,19469,66|74,1199,1165,1148
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,16510,59|76,17368,58|74,19094,62|74,2058,1968,1939
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,13462,17|76,14138,20|74,14233,12|74,866,872,968
D. K-8 / 751 +,Burlington,1420,Evesham Twp,14976,36|76,15287,34|74,16376,30|74,4412,4425,4391
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,14637,32|76,15807,38|74,17952,47|74,1344,1252,1218
D. K-8 / 751 +,Burlington,3080,Medford Twp,14897,35|76,15930,41|74,17443,40|74,2731,2707,2662
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,15262,44|76,14692,29|74,17448,41|74,996,1035,1045
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,13926,24|76,14398,23|74,14651,15|74,4231,4248,4305
D. K-8 / 751 +,Burlington,5720,Westampton,11373,7|76,12039,7|74,13290,8|74,979,971,982
D. K-8 / 751 +,Camden,260,Bellmawr Boro,10900,5|76,11787,5|74,12600,6|74,1211,1227,1240
D. K-8 / 751 +,Camden,330,Berlin Boro,12081,9|76,12391,8|74,12971,7|74,827,823,842
D. K-8 / 751 +,Camden,1780,Gloucester Twp,13260,16|76,13449,16|74,14577,13|74,6360,6324,6218
D. K-8 / 751 +,Camden,4590,Runnemede Boro,12769,12|76,13159,12|74,14984,16|74,855,851,852
