GROUP,CONAME,DIST,DISTNAME,PP13,RK13,PCT13,SBA3,PP23,RK23,PCT23,SBB3,PP33,RK33,PCT33,SBC3
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,8367,N.A.,0.575,0.94,8491,N.A.,0.57,0.938,8938,N.A.,0.566,0.937
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,8953,N.A.,0.576,0.939,9337,N.A.,0.597,0.964,9794,N.A.,0.582,0.936
A. K-6,Statewide,N.A.,5. State average - All operating types,8466,N.A.,0.555,0.941,8767,N.A.,0.555,0.939,9095,N.A.,0.548,0.935
A. K-6,Statewide,N.A.,6. State median - All operating types,8407,N.A.,0.551,0.94,8601,N.A.,0.551,0.939,9089,N.A.,0.548,0.932
A. K-6,Bergen,1270,Edgewater Boro,6222,1|56,0.536,0.9227,6482,1|56,0.569,0.9339,6056,1|56,0.539,0.9266
A. K-6,Bergen,3870,Oradell Boro,7439,10|56,0.557,0.9273,8172,16|56,0.574,0.9309,8788,19|56,0.594,0.9495
A. K-6,Bergen,4410,River Edge Boro,9213,33|56,0.689,0.959,8579,22|56,0.611,0.9336,8777,17|56,0.625,0.9527
A. K-6,Bergen,4620,Saddle River Boro,13323,55|56,0.464,0.9701,13359,54|56,0.46,0.9623,13015,54|56,0.446,0.9529
A. K-6,Burlington,200,Bass River Twp,11556,52|56,0.564,0.9152,11169,45|56,0.558,0.8928,9132,23|56,0.562,0.9131
A. K-6,Burlington,830,Chesterfield Twp,6361,3|56,0.558,0.9469,6552,2|56,0.483,0.9515,6860,3|56,0.541,0.9565
A. K-6,Burlington,2960,Mansfield Twp,8615,21|56,0.529,0.9289,9803,34|56,0.545,0.952,9767,28|56,0.508,0.93
A. K-6,Burlington,3650,North Hanover Twp,8886,26|56,0.571,0.9347,9802,33|56,0.577,0.9402,10215,34|56,0.568,0.9547
A. K-6,Burlington,5010,Springfield Twp,10920,46|56,0.586,0.9432,11317,47|56,0.581,0.95,11687,46|56,0.56,0.9499
A. K-6,Camden,2540,Laurel Springs Boro,7105,7|56,0.575,0.9114,7621,11|56,0.555,0.8766,8593,13|56,0.531,0.8901
A. K-6,Camden,5560,Waterford Twp,8466,19|56,0.493,0.9578,8357,19|56,0.512,0.9687,8784,18|56,0.509,0.9291
A. K-6,Cape May,710,Cape May City,8887,27|56,0.538,0.9021,11213,46|56,0.552,0.9204,10833,40|56,0.531,0.9058
A. K-6,Cape May,2840,Lower Twp,8360,18|56,0.573,0.9574,8081,15|56,0.561,0.9522,8413,11|56,0.557,0.954
A. K-6,Cape May,5610,West Cape May Boro,8141,17|56,0.575,0.8947,8202,17|56,0.564,0.897,8714,16|56,0.531,0.8858
A. K-6,Essex,1400,Essex Fells Boro,11260,49|56,0.611,0.9233,11966,52|56,0.625,0.9273,12312,51|56,0.6,0.8948
A. K-6,Essex,1465,Fairfield Twp,9485,36|56,0.609,0.952,9473,30|56,0.614,0.9489,9617,26|56,0.593,0.9232
A. K-6,Essex,3630,North Caldwell Boro,8982,30|56,0.571,0.9067,9786,32|56,0.568,0.9179,10589,37|56,0.577,0.9354
A. K-6,Essex,4530,Roseland Boro,8930,28|56,0.593,0.9775,8773,24|56,0.585,0.9792,9945,31|56,0.581,0.9769
A. K-6,Gloucester,1180,East Greenwich Twp,6889,5|56,0.606,0.9442,7023,5|56,0.602,0.9339,7460,5|56,0.592,0.9384
A. K-6,Gloucester,1330,Elk Twp,7820,13|56,0.576,0.8734,7439,8|56,0.577,0.8871,9279,24|56,0.598,0.892
A. K-6,Gloucester,1590,Franklin Twp,6731,4|56,0.544,0.9265,6964,4|56,0.551,0.9289,7481,6|56,0.544,0.9188
A. K-6,Gloucester,2070,Harrison Twp,7057,6|56,0.613,0.9562,7416,7|56,0.61,0.9472,8106,8|56,0.606,0.9393
