CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY,ENROLL
3,5880,16711294,9654934,9047234,407651,200049,3017364,2554331,1842631,1641220,2053878,679288,0,137801,0,9.3,69420,367,82263,91.8,147177,10.1,Woodcliff Lake Boro,Bergen,C. K-8 / 401 - 750,2,J,,1,Bergen,744.0
3,5920,39382001,22107243,21176986,711873,218384,8093606,6561302,4341817,3874344,4682145,788199,35000,119017,0,10.3,83138,59,95438,167.3,186056,19.1,Wyckoff Twp,Bergen,D. K-8 / 751 +,2,I,,1,Bergen,1979.0
5,380,6196670,3415610,3148539,113071,154000,1483359,1225672,535104,419904,715126,234925,0,26903,4000,9.5,62040,68.6,80426,114.3,138751,13.7,Beverly City,Burlington,B. K-8 / 0 - 400,2,B,,1,Burlington,336.0
5,475,41420589,22268971,20902753,1049319,316899,7422117,5713628,4245822,3565539,5618265,3253707,0,1241888,297694,11.2,73568,54.3,80436,123.7,139713,13.3,Bordentown Regional,Burlington,F. K-12 / 1801 - 3500,3,FG,,1,Burlington,2187.1
5,600,38058173,21669719,19327572,747676,1594471,7599151,6366526,3603083,2800521,4175436,1914708,0,903313,460545,10.6,76490,58.8,68740,113.9,123469,12.7,Burlington City,Burlington,F. K-12 / 1801 - 3500,3,B,1,1,Burlington,1784.0
5,605,40722434,22991631,21861808,247872,881951,8936296,8075555,3779031,2378741,4366105,2207378,225000,341476,123800,4.8,72752,4.4,74405,52,110738,22.7,Burlington Co Spec Serv,Burlington,I. CSSD,7,,,1,Burlington,449.0
5,610,38261399,20001592,18402327,516753,1082512,5111990,4452097,4873191,2998497,6346292,2746783,0,1837750,12214,14.2,81490,98.1,80875,196.2,144779,15.9,Burlington Co Vocational,Burlington,J. VOC,8,,,1,Burlington,2175.1
5,620,65762656,40582730,36380741,1003292,3198697,11173232,6761995,6187736,4048453,6620518,697187,0,1180011,253800,10.8,81041,78.6,84583,149,138822,15.7,Burlington Twp,Burlington,G. K-12 / 3501 +,3,FG,,1,Burlington,3623.1
5,830,13180966,7158905,6667782,234490,256633,3165180,1852594,1353029,1019683,1449606,976506,0,19218,31746,10.7,74060,59.5,69386,142.8,119002,15.8,Chesterfield Twp,Burlington,A. K-6,1,GH,,1,Burlington,729.0
5,840,50160656,27587275,26250926,917224,419125,8641000,7725619,4931764,4139390,6350895,2798904,0,2124509,205000,12.3,79280,81.5,75017,149.4,125123,13.9,Cinnaminson Twp,Burlington,F. K-12 / 1801 - 3500,3,FG,,1,Burlington,2728.1
