GROUP,CONAME,DIST,DISTNAME,PP18A,RK18A,PCT18A,PP28A,RK28A,PCT28A,PP38A,RK38A,PCT38A
A. K-6,Gloucester,5870,Woodbury Heights Boro,66,36|57,0.004,5,1|57,31E-5,46,25|57,0.003
A. K-6,Hunterdon,2590,Lebanon Boro,63,35|57,0.003,76,40|57,0.003,58,37|57,0.002
A. K-6,Hunterdon,3180,Milford Boro,80,41|57,0.003,24,13|57,89E-5,141,51|57,0.005
A. K-6,Monmouth,130,Atlantic Highlands Boro,174,51|57,0.009,122,51|57,0.006,68,45|57,0.003
A. K-6,Monmouth,2160,Highlands Boro,123,47|57,0.005,113,50|57,0.005,192,53|57,0.007
A. K-6,Monmouth,4520,Roosevelt Boro,20,11|57,9E-4,88,44|57,0.004,83,47|57,0.003
A. K-6,Morris,3240,Mine Hill Twp,13,8|57,74E-5,28,15|57,0.002,54,35|57,0.003
A. K-6,Ocean,230,Beach Haven Boro,39,23|57,0.002,102,48|57,0.004,102,48|57,0.004
A. K-6,Ocean,320,Berkeley Twp,13,8|57,91E-5,13,7|57,89E-5,12,2|57,74E-5
A. K-6,Ocean,1150,Eagleswood Twp,160,50|57,0.008,103,49|57,0.006,144,52|57,0.007
A. K-6,Ocean,2350,Island Heights Boro,78,40|57,0.004,100,47|57,0.005,39,23|57,0.002
A. K-6,Ocean,2690,Little Egg Harbor Twp,24,13|57,0.001,29,17|57,0.002,36,15|57,0.002
A. K-6,Ocean,2760,Long Beach Island,284,54|57,0.01,346,56|57,0.012,208,55|57,0.007
A. K-6,Ocean,3800,Ocean Gate Boro,184,52|57,0.009,135,52|57,0.006,117,49|57,0.005
A. K-6,Ocean,3820,Ocean Twp,25,15|57,0.001,53,32|57,0.003,37,19|57,0.002
A. K-6,Ocean,4710,Seaside Heights Boro,25,15|57,0.001,95,46|57,0.004,52,30|57,0.002
A. K-6,Ocean,5020,Stafford Twp,43,24|57,0.003,28,15|57,0.002,30,12|57,0.002
A. K-6,Ocean,5220,Tuckerton Boro,9,7|57,53E-5,48,29|57,0.002,15,4|57,91E-5
A. K-6,Sussex,1630,Fredon Twp,68,37|57,0.003,61,35|57,0.003,49,29|57,0.002
A. K-6,Sussex,1980,Hampton Twp,6,2|57,33E-5,5,1|57,27E-5,16,5|57,77E-5
A. K-6,Sussex,4650,Sandyston-Walpack Twp,30,18|57,0.002,27,14|57,0.001,38,21|57,0.002
A. K-6,Sussex,5040,Stillwater Twp,48,25|57,0.002,37,24|57,0.002,53,33|57,0.002
A. K-6,Warren,400,Blairstown Twp,77,39|57,0.004,48,29|57,0.003,26,11|57,0.002
A. K-6,Warren,1620,Franklin Twp,74,38|57,0.003,12,6|57,54E-5,36,15|57,0.002
A. K-6,Warren,1670,Frelinghuysen Twp,13,8|57,79E-5,94,45|57,0.005,593,57|57,0.033
A. K-6,Warren,2470,Knowlton Twp,N.R.,N.R.,N.R.,5,1|57,22E-5,6,1|57,27E-5
A. K-6,Warren,2970,Mansfield Twp,38,22|57,0.002,73,38|57,0.004,35,14|57,0.002
A. K-6,Warren,5480,Washington Boro,6,2|57,33E-5,14,9|57,77E-5,18,6|57,96E-5
A. K-6,Warren,5530,Washington Twp,7,5|57,33E-5,23,12|57,0.001,13,3|57,65E-5
B. K-8 / 0 - 400,Statewide,N.A.,1. State average - Operating Type K-8,49,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003
B. K-8 / 0 - 400,Statewide,N.A.,2. State median - Operating Type K-8,49,N.A.,0.003,42,N.A.,0.002,52,N.A.,0.003
B. K-8 / 0 - 400,Statewide,N.A.,5. State average - All operating types,45,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003
B. K-8 / 0 - 400,Statewide,N.A.,6. State median - All operating types,41,N.A.,0.002,42,N.A.,0.002,48,N.A.,0.002
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,47,33|80,0.002,25,22|80,78E-5,62,43|80,0.002
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,105,57|80,0.012,145,66|80,0.008,89,58|80,0.005
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,60,45|80,0.004,55,45|80,0.003,79,51|80,0.005
B. K-8 / 0 - 400,Atlantic,3020,Margate City,107,59|80,0.004,107,62|80,0.004,117,67|80,0.003
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,93,54|80,0.005,192,69|80,0.011,133,75|80,0.008
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,48,34|80,0.002,36,32|80,0.002,59,41|80,0.003
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,38,28|80,0.001,19,18|80,64E-5,111,66|80,0.003
B. K-8 / 0 - 400,Bergen,1380,Englewood Cliffs Boro,65,48|80,0.003,168,68|80,0.006,64,47|80,0.002
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,54,40|80,0.003,53,43|80,0.003,64,47|80,0.003
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,36,27|80,0.002,67,50|80,0.003,38,26|80,0.002
B. K-8 / 0 - 400,Burlington,380,Beverly City,56,42|80,0.003,15,13|80,9E-4,80,53|80,0.004
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,110,60|80,0.008,92,58|80,0.006,87,56|80,0.005
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,49,35|80,0.002,40,35|80,0.002,57,39|80,0.002
B. K-8 / 0 - 400,Burlington,4460,Riverton,4,1|80,25E-5,14,12|80,9E-4,52,37|80,0.003
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,93,54|80,0.004,28,27|80,0.001,21,6|80,79E-5
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,86,53|80,0.006,40,35|80,0.003,51,35|80,0.003
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,23,8|80,0.001
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,132,63|80,0.008,239,73|80,0.012,117,67|80,0.006
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,132,63|80,0.008,69,51|80,0.004,98,62|80,0.005
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,53,38|80,0.004,20,19|80,0.001,29,16|80,0.002
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,13,9|80,0.001,29,28|80,0.002,33,21|80,0.002
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,79,52|80,0.002,66,49|80,0.002,90,59|80,0.003
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,27,23|80,74E-5,35,30|80,94E-5,10,1|80,26E-5
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,135,65|80,0.005,76,53|80,0.003,132,74|80,0.005
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,51,37|80,0.002,50,40|80,0.002,51,35|80,0.001
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,7,3|80,39E-5,16,15|80,89E-5,42,32|80,0.002
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,105,57|80,0.006,96,60|80,0.005,124,72|80,0.006
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,9,5|80,51E-5,5,3|80,26E-5,23,8|80,0.001
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,24,20|80,0.002,18,17|80,96E-5,63,45|80,0.003
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,8,4|80,55E-5,6,5|80,42E-5,12,3|80,75E-5
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,25,21|80,0.002,58,46|80,0.004,37,24|80,0.002
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,272,75|80,0.022,258,75|80,0.016,239,80|80,0.012
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,46,32|80,0.002,134,65|80,0.006,97,61|80,0.004
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,78,51|80,0.003,41,38|80,0.002,106,64|80,0.004
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,22,19|80,89E-5,25,22|80,96E-5,34,22|80,0.001
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,10,6|80,55E-5,8,6|80,42E-5,22,7|80,0.001
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,19,16|80,87E-5,8,6|80,36E-5,29,16|80,0.001
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,43,31|80,0.002,74,52|80,0.003,40,29|80,0.002
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,13,9|80,54E-5,12,10|80,54E-5,18,5|80,77E-5
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,324,76|80,0.012,317,78|80,0.011,124,72|80,0.005
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,58,44|80,0.003,47,39|80,0.002,123,70|80,0.005
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,21,18|80,0.001,9,8|80,5E-4,59,41|80,0.003
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,192,70|80,0.008,83,55|80,0.003,28,14|80,0.001
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,16,15|80,76E-5,26,25|80,0.001,27,12|80,0.001
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,135,65|80,0.006,27,26|80,0.001,119,69|80,0.005
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,20,17|80,0.001,22,20|80,0.001,30,20|80,0.001
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,60,45|80,0.003,86,56|80,0.004,79,51|80,0.004
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,412,78|80,0.021,282,76|80,0.015,163,77|80,0.007
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,362,77|80,0.014,158,67|80,0.005,174,79|80,0.006
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,178,69|80,0.006,232,72|80,0.008,54,38|80,0.002
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,53,38|80,0.003,59,47|80,0.003,63,45|80,0.003
B. K-8 / 0 - 400,Morris,460,Boonton Twp,54,40|80,0.003,79,54|80,0.004,36,23|80,0.002
B. K-8 / 0 - 400,Morris,2010,Harding Township,141,68|80,0.005,86,56|80,0.003,84,55|80,0.003
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,70,49|80,0.004,37,33|80,0.002,62,43|80,0.003
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,199,72|80,0.011,93,59|80,0.005,92,60|80,0.005
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,98,56|80,0.006,125,64|80,0.007,80,53|80,0.004
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,135,65|80,0.006,226,71|80,0.01,150,76|80,0.007
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,25,21|80,0.002,22,20|80,0.002,23,8|80,0.001
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,56,42|80,0.003,61,48|80,0.003,57,39|80,0.003
B. K-8 / 0 - 400,Salem,60,Alloway Twp,110,60|80,0.008,54,44|80,0.004,123,70|80,0.008
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,13,9|80,8E-4,4,2|80,27E-5,29,16|80,0.001
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,32,25|80,0.002,25,22|80,0.001,24,11|80,0.001
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,4,1|80,25E-5,5,3|80,31E-5,11,2|80,62E-5
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,63,47|80,0.004,97,61|80,0.007,38,26|80,0.002
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,13,9|80,81E-5,51,42|80,0.003,28,14|80,0.002
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,113,62|80,0.007,239,73|80,0.013,87,56|80,0.005
B. K-8 / 0 - 400,Sussex,1800,Green Twp,50,36|80,0.003,30,29|80,0.001,67,49|80,0.003
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,71,50|80,0.003,40,35|80,0.002,38,26|80,0.002
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,227,73|80,0.012,308,77|80,0.015,107,65|80,0.005
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,481,79|80,0.023,330,79|80,0.016,74,50|80,0.003
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,12,8|80,76E-5,15,13|80,86E-5,37,24|80,0.002
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,13,9|80,77E-5,13,11|80,76E-5,40,29|80,0.002
B. K-8 / 0 - 400,Union,1710,Garwood Boro,194,71|80,0.013,123,63|80,0.008,163,77|80,0.01
B. K-8 / 0 - 400,Union,5810,Winfield Twp,29,24|80,0.001,10,9|80,45E-5,48,34|80,0.002
B. K-8 / 0 - 400,Warren,70,Alpha Boro,242,74|80,0.011,214,70|80,0.011,98,62|80,0.005
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,38,28|80,0.002,16,15|80,68E-5,29,16|80,0.001
B. K-8 / 0 - 400,Warren,2250,Hope Twp,39,30|80,0.002,50,40|80,0.002,27,12|80,0.001
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,13,9|80,77E-5,35,30|80,0.002,15,4|80,81E-5
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,34,26|80,0.002,37,33|80,0.002,47,33|80,0.003
B. K-8 / 0 - 400,Warren,5780,White Twp,10,6|80,47E-5,2,1|80,96E-6,40,29|80,0.002
C. K-8 / 401 - 750,Statewide,N.A.,1. State average - Operating Type K-8,49,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003
C. K-8 / 401 - 750,Statewide,N.A.,2. State median - Operating Type K-8,49,N.A.,0.003,42,N.A.,0.002,52,N.A.,0.003
C. K-8 / 401 - 750,Statewide,N.A.,5. State average - All operating types,45,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003
C. K-8 / 401 - 750,Statewide,N.A.,6. State median - All operating types,41,N.A.,0.002,42,N.A.,0.002,48,N.A.,0.002
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,10,1|65,48E-5
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,126,57|65,0.008,57,34|65,0.003,93,55|65,0.005
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,55,31|65,0.003,94,49|65,0.004,60,38|65,0.003
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,84,46|65,0.004,84,46|65,0.003,81,52|65,0.003
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,141,60|65,0.007,109,53|65,0.006,71,50|65,0.004
C. K-8 / 401 - 750,Bergen,1230,East Rutherford Boro,54,30|65,0.003,54,31|65,0.003,57,33|65,0.003
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,23,9|65,0.001,18,4|65,95E-5,27,11|65,0.001
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,85,47|65,0.004,58,36|65,0.003,47,23|65,0.002
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,21,4|65,0.001,11,2|65,63E-5,39,16|65,0.002
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,19,3|65,0.001,41,24|65,0.002,46,22|65,0.003
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,101,54|65,0.007,111,54|65,0.007,41,17|65,0.002
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,22,8|65,0.001,18,4|65,0.001,98,58|65,0.005
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,50,27|65,0.003,59,38|65,0.003,66,45|65,0.004
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,33,16|65,0.002,56,32|65,0.003,59,37|65,0.003
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,33,16|65,0.002,35,19|65,0.002,22,9|65,0.001
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,61,38|65,0.004,163,62|65,0.01,56,32|65,0.003
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,182,63|65,0.012,47,30|65,0.003,183,65|65,0.01
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,34,18|65,0.002,35,19|65,0.002,20,7|65,0.001
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,96,51|65,0.006,63,40|65,0.004,57,33|65,0.003
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,82,45|65,0.005,87,47|65,0.005,67,47|65,0.004
C. K-8 / 401 - 750,Camden,190,Barrington Boro,18,2|65,0.001,7,1|65,39E-5,18,3|65,93E-5
C. K-8 / 401 - 750,Camden,340,Berlin Twp,133,58|65,0.008,74,44|65,0.004,68,48|65,0.004
C. K-8 / 401 - 750,Camden,880,Clementon Boro,56,33|65,0.004,67,42|65,0.004,52,28|65,0.003
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,60,37|65,0.004,64,41|65,0.004,92,54|65,0.005
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,45,25|65,0.003,39,22|65,0.002,28,13|65,0.002
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,99,52|65,0.006,83,45|65,0.005,73,51|65,0.005
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,21,4|65,0.001,27,13|65,0.002,64,43|65,0.004
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,40,22|65,0.003,87,47|65,0.006,36,15|65,0.003
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,112,55|65,0.008,57,34|65,0.004,94,56|65,0.006
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,16,1|65,0.001,15,3|65,0.001,21,8|65,0.001
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,239,64|65,0.011,140,60|65,0.007,61,40|65,0.003
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,87,48|65,0.005,20,7|65,0.001,99,59|65,0.005
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,42,23|65,0.002,42,25|65,0.002,48,24|65,0.002
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,48,26|65,0.002,N.R.,N.R.,N.R.,128,64|65,0.006
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,73,41|65,0.003,68,43|65,0.003,62,41|65,0.003
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,52,28|65,0.002,42,25|65,0.002,51,26|65,0.002
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,95,50|65,0.005,44,28|65,0.002,49,25|65,0.003
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,124,56|65,0.005,103,52|65,0.004,116,63|65,0.005
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,35,20|65,0.003,33,17|65,0.002,65,44|65,0.004
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,34,18|65,0.002,33,17|65,0.002,51,26|65,0.002
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,44,24|65,0.003,113,55|65,0.006,44,20|65,0.002
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,57,34|65,0.003,58,36|65,0.003,63,42|65,0.003
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,178,61|65,0.009,131,58|65,0.006,27,11|65,0.001
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,100,53|65,0.006,181,63|65,0.01,106,62|65,0.006
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,66,39|65,0.004,114,56|65,0.008,60,38|65,0.005
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,73,41|65,0.004,157,61|65,0.008,57,33|65,0.003
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,92,49|65,0.005,44,28|65,0.002,66,45|65,0.003
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,36,21|65,0.002,56,32|65,0.003,68,48|65,0.003
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,28,11|65,0.002,21,8|65,0.001,16,2|65,84E-5
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,21,4|65,0.001,22,9|65,0.001,52,28|65,0.002
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,140,59|65,0.009,120,57|65,0.006,99,59|65,0.005
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,53,29|65,0.003,22,9|65,0.001,43,18|65,0.002
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,55,31|65,0.003,43,27|65,0.002,99,59|65,0.003
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,68,40|65,0.004,32,14|65,0.002,54,31|65,0.003
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,31,15|65,0.002,32,14|65,0.002,43,18|65,0.002
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,30,13|65,0.002,32,14|65,0.002,19,5|65,92E-5
C. K-8 / 401 - 750,Sussex,90,Andover Reg,78,44|65,0.004,96,50|65,0.004,24,10|65,88E-5
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,28,11|65,0.001,35,19|65,0.002,19,5|65,0.001
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,58,36|65,0.003,25,11|65,0.001,58,36|65,0.002
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,26,10|65,0.002,25,11|65,0.001,34,14|65,0.002
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,30,13|65,0.002,62,39|65,0.004,44,20|65,0.003
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,180,62|65,0.011,139,59|65,0.008,88,53|65,0.005
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,57,34|65,0.003,40,23|65,0.002,52,28|65,0.003
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,21,4|65,0.001,19,6|65,0.001,18,3|65,0.001
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,76,43|65,0.006,100,51|65,0.007,97,57|65,0.006
D. K-8 / 751 +,Statewide,N.A.,1. State average - Operating Type K-8,49,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003
D. K-8 / 751 +,Statewide,N.A.,2. State median - Operating Type K-8,49,N.A.,0.003,42,N.A.,0.002,52,N.A.,0.003
D. K-8 / 751 +,Statewide,N.A.,5. State average - All operating types,45,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003
D. K-8 / 751 +,Statewide,N.A.,6. State median - All operating types,41,N.A.,0.002,42,N.A.,0.002,48,N.A.,0.002
D. K-8 / 751 +,Atlantic,10,Absecon City,176,72|72,0.013,203,72|72,0.013,126,72|72,0.008
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,29,31|72,0.002,32,31|72,0.002,22,12|72,0.001
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,26,24|72,0.002,15,8|72,0.001,25,16|72,0.002
D. K-8 / 751 +,Atlantic,2680,Linwood City,91,68|72,0.006,78,64|72,0.005,92,66|72,0.005
D. K-8 / 751 +,Atlantic,3720,Northfield City,86,67|72,0.005,70,60|72,0.004,86,64|72,0.005
D. K-8 / 751 +,Bergen,40,Allendale Boro,32,33|72,0.002,28,27|72,0.002,66,58|72,0.003
D. K-8 / 751 +,Bergen,930,Closter Boro,16,12|72,0.001,24,22|72,0.002,27,18|72,0.002
D. K-8 / 751 +,Bergen,1070,Demarest Boro,38,38|72,0.002,41,45|72,0.002,55,48|72,0.002
D. K-8 / 751 +,Bergen,1470,Fairview Boro,38,38|72,0.004,38,38|72,0.004,93,67|72,0.005
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,63,54|72,0.003,48,49|72,0.002,37,30|72,0.002
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,18,16|72,91E-5,16,10|72,81E-5,25,16|72,0.001
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,82,66|72,0.005,106,69|72,0.006,104,69|72,0.007
D. K-8 / 751 +,Bergen,3060,Maywood Boro,15,11|72,0.001,25,24|72,0.002,21,11|72,0.001
D. K-8 / 751 +,Bergen,3330,Montvale Boro,21,18|72,0.001,37,36|72,0.002,35,26|72,0.002
