GROUP,CONAME,DIST,DISTNAME,SSRAT0017,RK0017,SALS0017,RKSAL0017,SSRAT0117,RK0117,SALS0117,RKSAL0117
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,65.6,39|80,63000,34|80,77.6,27|79,78310,65|79
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,47.5,61|80,62438,30|80,47,64|79,65334,31|79
B. K-8 / 0 - 400,Atlantic,3020,Margate City,49.9,55|80,82672,75|80,45.8,66|79,76750,60|79
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,79.3,27|80,52459,12|80,77.9,26|79,56893,9|79
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,81,24|80,48835,9|80,162,2|79,51095,6|79
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,62.4,41|80,90084,77|80,65.6,38|79,93924,78|79
B. K-8 / 0 - 400,Bergen,1380,Englewood Cliffs Boro,49.4,58|80,79275,71|80,45.7,67|79,81081,70|79
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,201.8,1|80,93700,78|80,357,1|79,103805,79|79
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,78.5,28|80,71110,59|80,121,8|79,89344,76|79
B. K-8 / 0 - 400,Burlington,380,Beverly City,66.8,35|80,76822,68|80,68.6,36|79,80426,69|79
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,73.1,31|80,56096,17|80,71.8,35|79,58142,11|79
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,91,19|80,57507,19|80,90,16|79,58808,13|79
B. K-8 / 0 - 400,Burlington,4460,Riverton,55,48|80,62205,29|80,56.7,51|79,60814,18|79
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,63.8,40|80,64987,46|80,51.5,55|79,72613,54|79
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,54.3,50|80,47880,7|80,105.8,12|79,44399,4|79
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,73.6,30|80,65155,47|80,63.1,42|79,74078,58|79
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,142.5,6|80,67747,54|80,106.7,11|79,67747,44|79
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,79.7,25|80,62624,31|80,78,25|79,65436,32|79
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,97.5,15|80,80453,73|80,58,46|79,79319,67|79
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,107.3,11|80,65499,49|80,76.2,30|79,59569,14|79
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,56.9,46|80,99443,79|80,13.8,80|79,87384,74|79
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,28.5,77|80,79578,72|80,24.1,79|79,85855,73|79
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,14.8,79|80,76096,65|80,86,20|79,104382,80|79
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,49.7,56|80,89669,76|80,48.6,59|79,81747,71|79
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,108.2,10|80,59011,21|80,86,20|79,60239,15|79
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,70.8,33|80,74767,63|80,105.7,14|79,81912,72|79
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,157,4|80,63393,36|80,153,3|79,67484,43|79
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,26.8,78|80,64283,42|80,41.5,71|79,43784,3|79
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,128.2,7|80,66568,52|80,72.2,33|79,66690,37|79
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,153.8,5|80,24000,2|80,122,7|79,57331,10|79
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,79.6,26|80,49298,11|80,47.8,62|79,58678,12|79
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,44.5,64|80,64683,44|80,51.8,54|79,69054,47|79
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,49.5,57|80,53585,14|80,48,61|79,60418,17|79
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,56,47|80,21295,1|80,78.2,24|79,42877,2|79
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,38.2,72|80,69452,55|80,45.1,68|79,76817,61|79
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,46.6,62|80,70615,57|80,71.9,34|79,92075,77|79
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,126.5,8|80,62922,33|80,57.4,47|79,62011,20|79
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,85,22|80,64050,40|80,57,50|79,66350,35|79
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,51.1,53|80,27156,3|80,57.2,48|79,73647,56|79
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,43.4,65|80,72470,61|80,47.7,63|79,66615,36|79
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,49.4,58|80,61052,26|80,50.1,56|79,65155,29|79
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,29.5,76|80,60200,24|80,49.2,57|79,65170,30|79
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,58,44|80,57860,20|80,46.6,65|79,63200,24|79
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,101.9,13|80,49200,10|80,77.2,29|79,68280,45|79
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,38.5,71|80,34000,4|80,32.6,77|79,39200,1|79
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,54.9,49|80,59500,23|80,55.9,52|79,67415,42|79
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,66.8,35|80,53750,15|80,62.8,43|79,55744,8|79
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,57.8,45|80,77464,70|80,66,37|79,79663,68|79
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,37,73|80,80820,74|80,38,75|79,89295,75|79
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,40.6,67|80,61479,27|80,35.5,76|79,64126,25|79
B. K-8 / 0 - 400,Morris,460,Boonton Twp,71.5,32|80,77151,69|80,55.1,53|79,73288,55|79
B. K-8 / 0 - 400,Morris,2010,Harding Township,39,70|80,63833,38|80,40.7,73|79,70500,50|79
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,45.7,63|80,66256,51|80,57.2,48|79,66734,38|79
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,48.2,60|80,64690,45|80,73.8,32|79,62811,22|79
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,39.4,69|80,64133,41|80,44.2,69|79,70975,52|79
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,N.R.,N.R.,N.R.,N.R.,61.5,45|79,64205,27|79
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,100.2,14|80,71672,60|80,105.8,12|79,62399,21|79
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,70.5,34|80,74648,62|80,77.5,28|79,77198,62|79
B. K-8 / 0 - 400,Salem,60,Alloway Twp,126.5,8|80,62201,28|80,137,5|79,64161,26|79
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,172.9,3|80,62747,32|80,117,9|79,66856,39|79
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,90.2,20|80,45996,6|80,89,18|79,63105,23|79
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,174,2|80,64436,43|80,85.5,22|79,65753,34|79
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,91.9,17|80,56698,18|80,74.2,31|79,51878,7|79
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,39.6,68|80,63802,37|80,64.3,41|79,70160,48|79
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,88.9,21|80,65406,48|80,111.3,10|79,70748,51|79
B. K-8 / 0 - 400,Sussex,1800,Green Twp,61.1,43|80,76577,67|80,65.5,39|79,76372,59|79
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,41.3,66|80,74885,64|80,40.7,73|79,77430,63|79
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,62.2,42|80,59130,22|80,41,72|79,61135,19|79
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,34,75|80,48174,8|80,43.6,70|79,67000,40|79
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,66.4,37|80,53995,16|80,87.2,19|79,50915,5|79
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,50.9,54|80,60655,25|80,48.4,60|79,65593,33|79
B. K-8 / 0 - 400,Union,1710,Garwood Boro,53.6,52|80,76462,66|80,49.1,58|79,78212,64|79
B. K-8 / 0 - 400,Union,5810,Winfield Twp,54.2,51|80,40460,5|80,64.6,40|79,60333,16|79
B. K-8 / 0 - 400,Warren,70,Alpha Boro,95,16|80,67720,53|80,147.3,4|79,72559,53|79
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,66.3,38|80,66140,50|80,62.3,44|79,68797,46|79
B. K-8 / 0 - 400,Warren,2250,Hope Twp,91.4,18|80,52722,13|80,131,6|79,64548,28|79
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,74.3,29|80,63195,35|80,83,23|79,70445,49|79
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,102,12|80,64000,39|80,102.3,15|79,67106,41|79
B. K-8 / 0 - 400,Warren,5780,White Twp,84,23|80,70865,58|80,89.7,17|79,73705,57|79
C. K-8 / 401 - 750,Statewide,N.A.,1. State Average - Operating Type K-8,61.3,N.A.,74962,N.A.,59.2,N.A.,77533,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,2. State Median - Operating Type K-8,62.4,N.A.,72900,N.A.,62.7,N.A.,75700,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,5. State Average - All Operating Types,68.3,N.A.,81093,N.A.,67.1,N.A.,83386,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,6. State Median - All Operating Types,69,N.A.,79914,N.A.,66.8,N.A.,82659,N.A.
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,48.9,59|65,68737,29|65,55.4,45|65,79503,52|65
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,69.6,22|65,70289,32|65,70.6,16|65,81331,54|65
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,54.1,47|65,87798,63|65,51.2,54|65,87798,61|65
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,49.4,56|65,66616,24|65,48.4,57|65,72188,34|65
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,69.7,21|65,86390,60|65,75,13|65,89537,63|65
C. K-8 / 401 - 750,Bergen,1230,East Rutherford Boro,60.3,38|65,71226,35|65,52.6,50|65,78636,48|65
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,57,44|65,68864,30|65,62.8,30|65,73719,38|65
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,49.3,58|65,61851,12|65,65.5,22|65,66148,20|65
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,59.7,40|65,80866,54|65,62.9,29|65,81961,55|65
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,63.3,28|65,65996,22|65,66.5,20|65,74513,41|65
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,62.3,31|65,79164,51|65,55.1,47|65,82432,57|65
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,62,33|65,84653,57|65,59.9,34|65,84279,58|65
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,56.6,45|65,70607,33|65,60.2,33|65,71303,32|65
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,79.8,12|65,73161,42|65,367,1|65,82263,56|65
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,61.3,34|65,66074,23|65,65.1,23|65,69275,28|65
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,62.7,30|65,57365,3|65,59.6,35|65,62199,11|65
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,58.3,42|65,57824,5|65,63.8,28|65,58098,3|65
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,62.3,31|65,87802,64|65,57.3,43|65,92257,65|65
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,49.4,56|65,61749,11|65,59,39|65,62397,12|65
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,60.5,37|65,86427,61|65,59.1,38|65,79113,50|65
C. K-8 / 401 - 750,Camden,190,Barrington Boro,77.9,13|65,73379,43|65,78.4,12|65,73379,37|65
C. K-8 / 401 - 750,Camden,340,Berlin Twp,94.2,3|65,60839,10|65,67,19|65,62841,13|65
C. K-8 / 401 - 750,Camden,880,Clementon Boro,90.5,6|65,57281,2|65,55.2,46|65,59896,7|65
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,61.3,34|65,60173,8|65,62.6,31|65,59691,5|65
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,90,7|65,72269,38|65,67.4,18|65,59843,6|65
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,64.8,26|65,73545,44|65,65.1,23|65,55758,1|65
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,66.9,23|65,59127,6|65,66,21|65,59127,4|65
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,109.1,2|65,57405,4|65,112.4,2|65,60468,10|65
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,88.6,9|65,77071,50|65,92.4,3|65,77071,46|65
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,58.9,41|65,69649,31|65,68.7,17|65,69299,29|65
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,49.9,53|65,62720,15|65,51.8,52|65,57350,2|65
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,50.3,52|65,75695,47|65,57.4,42|65,86400,60|65
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,89.3,8|65,65410,20|65,89.6,5|65,74020,39|65
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,49.6,55|65,63689,16|65,46.1,59|65,64020,15|65
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,54.5,46|65,75605,46|65,54.9,48|65,78975,49|65
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,91.7,5|65,90200,65|65,51.9,51|65,85927,59|65
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,40.6,65|65,79225,52|65,39,63|65,79225,51|65
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,42.4,63|65,62550,14|65,43.6,61|65,65150,19|65
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,72.7,18|65,67143,26|65,64.7,25|65,60043,8|65
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,41.1,64|65,62300,13|65,33.1,65|65,64120,16|65
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,74,16|65,84029,56|65,57.6,41|65,75139,43|65
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,63.4,27|65,72900,40|65,49.5,56|65,74650,42|65
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,46.4,60|65,71560,36|65,44.5,60|65,68810,25|65
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,51.5,51|65,63756,17|65,58.1,40|65,66818,21|65
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,79.9,11|65,56129,1|65,88.9,6|65,60462,9|65
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,77.7,14|65,59635,7|65,79.4,11|65,64529,17|65
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,49.7,54|65,68622,28|65,53.3,49|65,71668,33|65
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,57.7,43|65,75480,45|65,57.2,44|65,79941,53|65
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,63.2,29|65,60800,9|65,62.6,31|65,62985,14|65
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,86,10|65,87310,62|65,85.5,8|65,88935,62|65
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,53.4,48|65,72315,39|65,48,58|65,72500,36|65
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,65.9,25|65,80009,53|65,64,27|65,69879,30|65
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,44.9,61|65,85458,58|65,38.9,64|65,75744,45|65
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,77.3,15|65,76525,49|65,86.7,7|65,77815,47|65
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,69.8,20|65,64053,18|65,72,15|65,67880,23|65
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,60.3,38|65,66828,25|65,50.6,55|65,75446,44|65
C. K-8 / 401 - 750,Sussex,90,Andover Reg,43.9,62|65,65224,19|65,42.9,62|65,70856,31|65
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,51.7,50|65,85914,59|65,59.2,37|65,89960,64|65
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,53.2,49|65,65941,21|65,59.3,36|65,67011,22|65
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,119.8,1|65,83488,55|65,51.3,53|65,64841,18|65
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,60.8,36|65,68168,27|65,64.6,26|65,68965,26|65
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,70.7,19|65,75958,48|65,80.4,10|65,69098,27|65
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,66.9,23|65,72925,41|65,74.5,14|65,74235,40|65
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,73.9,17|65,70956,34|65,82.6,9|65,72376,35|65
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,92.2,4|65,72216,37|65,92.4,3|65,68443,24|65
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,61.3,N.A.,74962,N.A.,59.2,N.A.,77533,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,62.4,N.A.,72900,N.A.,62.7,N.A.,75700,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,68.3,N.A.,81093,N.A.,67.1,N.A.,83386,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,69,N.A.,79914,N.A.,66.8,N.A.,82659,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,73.2,17|72,65607,12|72,77.5,13|71,68259,12|71
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,60.1,46|72,78754,48|72,60.6,37|71,85404,54|71
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,71.6,21|72,62118,8|72,73.9,16|71,66930,7|71
D. K-8 / 751 +,Atlantic,2680,Linwood City,63.7,36|72,77067,41|72,63.3,34|71,72887,24|71
D. K-8 / 751 +,Atlantic,3720,Northfield City,73.1,18|72,57420,1|72,65.9,26|71,59893,1|71
D. K-8 / 751 +,Bergen,40,Allendale Boro,81.6,14|72,93900,70|72,84.3,6|71,99425,71|71
D. K-8 / 751 +,Bergen,930,Closter Boro,65.5,29|72,93480,68|72,63.5,33|71,79668,40|71
D. K-8 / 751 +,Bergen,1070,Demarest Boro,53.8,52|72,84510,56|72,58.7,43|71,73205,27|71
D. K-8 / 751 +,Bergen,1470,Fairview Boro,109.4,3|72,57995,2|72,85.3,5|71,62835,3|71
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,37.5,72|72,77724,45|72,40.2,69|71,80158,42|71
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,56,50|72,89302,66|72,58.6,44|71,91791,64|71
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,132.5,2|72,68737,20|72,113.4,1|71,71598,20|71
D. K-8 / 751 +,Bergen,3060,Maywood Boro,69,24|72,61239,6|72,69.9,21|71,73150,26|71
D. K-8 / 751 +,Bergen,3330,Montvale Boro,85.9,10|72,75487,37|72,67.9,23|71,80668,43|71
D. K-8 / 751 +,Bergen,3760,Oakland Boro,43.8,68|72,71000,29|72,48.3,57|71,86182,57|71
D. K-8 / 751 +,Bergen,4430,River Vale Twp,65.5,29|72,70813,27|72,58,46|71,77835,35|71
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,48.6,58|72,88500,63|72,48.3,57|71,95700,69|71
