GROUP,CONAME,DIST,DISTNAME,pp3vv,stpct01vv,ltpct01vv,fdpct01vv,tupct01vv,fbpct01vv,otpct01vv,strat01vv,ssrat01vv,sarat01vv,pctsevv
A. K-6,Ocean,230,Beach Haven Boro,50046,0.254,0.719,0.025,0.002,0,0,6.4,33.3,37.5,0.0533
A. K-6,Ocean,320,Berkeley Twp,22470,0.326,0.612,0.046,0.001,0,0.015,11.5,68.5,184.3,0.1724
A. K-6,Ocean,1150,Eagleswood Twp,27596,0.304,0.599,0.097,0,0,0,8.4,99.3,69.5,0.1871
A. K-6,Ocean,2350,Island Heights Boro,29186,0.263,0.693,0.038,0,0,0.006,8.3,69.1,80.7,0.1405
A. K-6,Ocean,2690,Little Egg Harbor Twp,26053,0.542,0.359,0.07,0.026,0,0.003,10.6,67.6,128.9,0.1581
A. K-6,Ocean,2760,Long Beach Island,41052,0.24,0.728,0.022,0.01,0,0,6.5,49.5,49.5,0.1313
A. K-6,Ocean,3800,Ocean Gate Boro,30995,0.456,0.478,0.065,0,0,0.001,8,63.3,66.5,0.203
A. K-6,Ocean,3820,Ocean Twp,23998,0.353,0.597,0.042,0,0,0.008,10.8,46.5,131.3,0.1484
A. K-6,Ocean,4710,Seaside Heights Boro,38059,0.302,0.44,0.239,0.009,0,0.01,7.8,35.3,156.8,0.199
A. K-6,Ocean,5020,Stafford Twp,23319,0.397,0.56,0.041,0.002,0,0,12.4,75.3,194.4,0.141
A. K-6,Ocean,5220,Tuckerton Boro,29472,0.532,0.392,0.062,0,0.012,0.002,9.2,64.9,151,0.1093
A. K-6,Sussex,1630,Fredon Twp,31898,0.218,0.672,0.053,0.01,0,0.047,7.8,71.5,132.9,0.1183
A. K-6,Sussex,1980,Hampton Twp,28843,0.273,0.645,0.066,0.016,0,0,7.1,76.5,80.7,0.1821
A. K-6,Sussex,4650,Sandyston-Walpack Twp,26622,0.227,0.632,0.141,0,0,0,9.1,64,58.2,0.1875
A. K-6,Sussex,5040,Stillwater Twp,30877,0.395,0.553,0.037,0.004,0,0.011,8.1,71.6,75.7,0.1509
A. K-6,Warren,400,Blairstown Twp,25092,0.283,0.67,0.043,0.004,0,0,8.3,44.7,87.3,0.1862
A. K-6,Warren,1620,Franklin Twp,30729,0.273,0.627,0.033,0.012,0.054,0.001,7.8,49.9,66,0.0556
A. K-6,Warren,1670,Frelinghuysen Twp,24307,0.265,0.693,0.042,0,0,0,10.6,58.2,64,0.0859
A. K-6,Warren,2470,Knowlton Twp,31421,0.357,0.601,0.042,0,0,0,8,38.1,54.7,0.1829
A. K-6,Warren,2970,Mansfield Twp,26307,0.469,0.427,0.053,0.004,0.013,0.034,9,54.2,130.2,0.1353
A. K-6,Warren,5480,Washington Boro,24502,0.53,0.406,0.064,0,0,0,10.9,73.5,161.9,0.0985
A. K-6,Warren,5530,Washington Twp,29120,0.338,0.62,0.042,0,0,0,8.9,44.3,97.8,0.1637
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,51261,0.263,0.634,0.097,0,0,0.006,6.8,34.5,103.5,0.1087
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,27267,0.483,0.447,0.071,0,0,0,11.3,65.6,54.8,0.1326
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,24358,0.756,0.206,0.031,0,0.002,0.005,10.6,47.5,126.7,0.1474
B. K-8 / 0 - 400,Atlantic,3020,Margate City,43352,0.207,0.726,0.017,0.049,0,0.001,7.2,49.9,89.8,0.1532
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,23077,0.409,0.539,0.052,0,0,0,9.8,79.3,111,0.1171
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,26421,0.518,0.455,0.027,0,0,0,10.9,81,54,0.1358
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,37120,0.18,0.779,0.021,0.02,0,0,7.2,62.4,34.7,0.0705
B. K-8 / 0 - 400,Bergen,1380,Englewood Cliffs Boro,38308,0.191,0.718,0.013,0.004,0.074,0,8.6,49.4,67.5,0.1037
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,26899,0.227,0.721,0.044,0.003,0,0.005,10.1,201.8,114.3,0.1166
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,32180,0.17,0.805,0.025,0,0,0,9.8,78.5,92.5,0.0888
B. K-8 / 0 - 400,Burlington,380,Beverly City,27671,0.583,0.289,0.128,0,0,0,9.5,66.8,83.5,0.1557
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,25996,0.349,0.561,0.056,0.002,0.032,0,13.1,73.1,99.4,0.1676
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,28868,0.555,0.296,0.149,0,0,0,9.4,91,75.8,0.1648
B. K-8 / 0 - 400,Burlington,4460,Riverton,22489,0.253,0.687,0.053,0.007,0,0,10.3,55,135,0.1448
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,35359,0.394,0.556,0.05,0,0,0,6.1,63.8,72.9,0.2353
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,23746,0.718,0.165,0.117,0,0,0,9.7,54.3,103.6,0.1614
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,24086,0.407,0.532,0.056,0.005,0,0,10.6,73.6,119.6,0.1359
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,26795,0.565,0.379,0.056,0,0,0,12.7,142.5,57,0.152
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,27525,0.47,0.394,0.072,0.005,0,0.059,10.8,79.7,133.7,0.1521
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,21807,0.421,0.412,0.062,0.001,0.104,0,12,97.5,195,0.1179
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,26230,0.695,0.152,0.085,0.001,0,0.067,9.8,107.3,107.3,0.1375
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,53377,0.201,0.637,0.052,0.11,0,0,7.3,56.9,148,0.0676
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,52554,0.228,0.61,0.109,0.053,0,0,5.7,28.5,46.5,0.1774
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,34362,0.146,0.693,0.023,0.137,0,0.001,9.1,14.8,30.7,0.0109
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,41997,0.235,0.679,0.022,0,0.009,0.055,6.9,49.7,78.7,0.161
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,28214,0.625,0.279,0.09,0,0,0.006,7.3,108.2,119,0.2353
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,27679,0.52,0.398,0.076,0.001,0,0.005,8.9,70.8,122.3,0.1413
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,31276,0.585,0.32,0.095,0,0,0,9,157,157,0.1656
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,25698,0.44,0.518,0.041,0,0,0.001,8.3,26.8,38,0.1053
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,22042,0.608,0.282,0.087,0,0.021,0.002,10.6,128.2,97.8,0.1611
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,25842,0.416,0.454,0.059,0,0,0.071,4.9,153.8,41,0.0569
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,22894,0.589,0.217,0.143,0,0.051,0,11,79.6,47,0.0918
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,30763,0.226,0.62,0.013,0.011,0.13,0,9.5,44.5,121.7,0.1726
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,24575,0.404,0.531,0.059,0.005,0,0.001,6,49.5,99,0.1313
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,37399,0.237,0.707,0.025,0.03,0,0.001,5.6,56,42,0.1071
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,28870,0.295,0.64,0.031,0.018,0.016,0,7.7,38.2,91.9,0.1361
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,30502,0.256,0.684,0.023,0.025,0.012,0,8.5,46.6,92.1,0.1057
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,37453,0.206,0.682,0.02,0.013,0.079,0,8.4,126.5,126.5,0.1779
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,34015,0.314,0.606,0.057,0.011,0.012,0,8.4,85,119,0.1597
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,34769,0.408,0.56,0.02,0,0.007,0.005,7.2,51.1,36.8,0.1739
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,32172,0.378,0.594,0.023,0.002,0,0.003,7.9,43.4,69.4,0.1441
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,28112,0.274,0.639,0.03,0.033,0.024,0,9,49.4,101.9,0.1043
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,34753,0.184,0.699,0.027,0.028,0.062,0,7.2,29.5,48.6,0.1129
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,28506,0.238,0.688,0.072,0.002,0,0,6.1,58,58.8,0.1745
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,31088,0.543,0.413,0.044,0,0,0,8.6,101.9,80,0.1438
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,27495,0.424,0.533,0.042,0.001,0,0,7.2,38.5,79.5,0.1887
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,31822,0.204,0.71,0.043,0.044,0,0,7.2,54.9,94,0.096
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,26483,0.247,0.633,0.034,0.001,0.085,0,7.9,66.8,58.2,0.1982
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,38083,0.195,0.773,0.009,0.022,0,0.001,5.7,57.8,65,0.0462
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,38825,0.207,0.767,0.018,0.008,0,0,7,37,53,0.1006
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,27381,0.184,0.775,0.028,0.013,0,0,7.7,40.6,134.6,0.1269
B. K-8 / 0 - 400,Morris,460,Boonton Twp,27402,0.167,0.815,0.015,0.004,0,0,9.6,71.5,98.3,0.1145
B. K-8 / 0 - 400,Morris,2010,Harding Township,34814,0.185,0.791,0.014,0.008,0,0.002,7.1,39,80.8,0.1546
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,29205,0.189,0.783,0.024,0.004,0,0,8.5,45.7,96.4,0.2305
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,28311,0.417,0.493,0.079,0,0,0.011,8.4,48.2,110.8,0.1516
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,25858,0.156,0.697,0.061,0.007,0.046,0.033,8.9,39.4,94.7,0.1408
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,33431,0.156,0.68,0.05,0.082,0.032,0,11.4,0,132,0.0303
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,23162,0.77,0.119,0.11,0.001,0,0,10.5,100.2,108.2,0.2409
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,31819,0.196,0.704,0.048,0.053,0,0,9.1,70.5,141,0.0709
B. K-8 / 0 - 400,Salem,60,Alloway Twp,23072,0.512,0.419,0.068,0,0,0.001,11.6,126.5,145.5,0.1615
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,24551,0.505,0.412,0.083,0,0,0,7.7,172.9,121,0.1074
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,28408,0.283,0.586,0.093,0.039,0,0,7.6,90.2,148,0.1892
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,25066,0.284,0.603,0.084,0.023,0,0.006,8.3,174,87,0.1264
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,20978,0.503,0.459,0.038,0,0,0,11.7,91.9,98,0.119
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,27216,0.619,0.325,0.056,0,0,0,9.3,39.6,138.5,0.1083
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,25215,0.449,0.453,0.089,0,0,0.009,10.3,88.9,130,0.1083
B. K-8 / 0 - 400,Sussex,1800,Green Twp,25905,0.293,0.675,0.032,0,0,0,8.8,61.1,96.3,0.1143
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,34039,0.413,0.556,0.023,0.001,0,0.007,9.1,41.3,103.3,0.1895
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,28859,0.291,0.676,0.027,0.006,0,0,8.3,62.2,91.8,0.1386
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,30182,0.358,0.586,0.05,0,0,0.006,8.6,34,60.4,0.1324
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,23332,0.561,0.407,0.026,0,0,0.006,9.9,66.4,74,0.1969
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,26661,0.317,0.598,0.058,0.027,0,0,10,50.9,99.3,0.2181
B. K-8 / 0 - 400,Union,1710,Garwood Boro,24489,0.187,0.785,0.028,0,0,0,10.9,53.6,137.2,0.1662
B. K-8 / 0 - 400,Union,5810,Winfield Twp,31057,0.582,0.329,0.068,0,0,0.021,7.3,54.2,47.7,0.0909
B. K-8 / 0 - 400,Warren,70,Alpha Boro,26210,0.426,0.519,0.056,0,0,0,7.9,95,95,0.1053
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,31974,0.19,0.768,0.037,0.006,0,0,6.6,66.3,82.2,0.1457
B. K-8 / 0 - 400,Warren,2250,Hope Twp,31779,0.238,0.721,0.037,0.004,0,0,7.3,91.4,73.1,0.2656
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,26367,0.448,0.499,0.047,0.006,0,0,9.4,74.3,113.2,0.1807
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,24694,0.331,0.628,0.04,0.001,0,0,10.4,102,79.5,0.1424
B. K-8 / 0 - 400,Warren,5780,White Twp,27691,0.234,0.729,0.031,0.006,0,0,7.9,84,144,0.0992
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,27938,0.652,0.223,0.106,0.012,0,0.007,9.2,48.9,128.3,0.2164
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,28308,0.545,0.322,0.072,0.049,0,0.012,10.1,69.6,125.2,0.131
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,32091,0.469,0.461,0.065,0.004,0,0.001,9,54.1,131.7,0.1506
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,36857,0.25,0.638,0.076,0.006,0.026,0.004,7.6,49.4,113.6,0.1373
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,32906,0.195,0.745,0.034,0.005,0,0.021,12,69.7,87.2,0.1415
C. K-8 / 401 - 750,Bergen,1230,East Rutherford Boro,32961,0.224,0.72,0.051,0.005,0,0,9.1,60.3,144.8,0.1409
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,27506,0.219,0.736,0.018,0.009,0.017,0.001,11,57,123.2,0.0974
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,33444,0.226,0.763,0.011,0,0,0,9.5,49.3,104.8,0.1146
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,23598,0.203,0.733,0.021,0.002,0.041,0,12,59.7,96.5,0.1347
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,25586,0.237,0.738,0.01,0.015,0,0,10.2,63.3,131.3,0.1562
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,23960,0.238,0.731,0.026,0.004,0,0.001,12.9,62.3,101.8,0.1097
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,25784,0.215,0.765,0.012,0.008,0,0,11.9,62,101,0.0849
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,25515,0.218,0.759,0.019,0.004,0,0,10.9,56.6,137.1,0.1497
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,28125,0.211,0.76,0.027,0.002,0,0,8.7,79.8,119.7,0.1671
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,26371,0.487,0.417,0.057,0.007,0,0.032,11,61.3,149.7,0.167
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,24479,0.263,0.691,0.043,0.003,0,0,10.1,62.7,141,0.1667
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,22434,0.345,0.613,0.018,0.008,0,0.016,10.6,58.3,96.8,0.1219
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,26415,0.38,0.56,0.046,0.006,0.007,0.001,10.7,62.3,114.2,0.1679
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,26845,0.271,0.697,0.031,0.001,0,0,9.5,49.4,97.4,0.217
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,24950,0.373,0.535,0.034,0.003,0.055,0,12.5,60.5,166.3,0.1323
C. K-8 / 401 - 750,Camden,190,Barrington Boro,25149,0.365,0.593,0.042,0.001,0,0,9,77.9,111.2,0.1394
C. K-8 / 401 - 750,Camden,340,Berlin Twp,25396,0.473,0.493,0.035,0,0,0,10.5,94.2,105.2,0.1585
C. K-8 / 401 - 750,Camden,880,Clementon Boro,23833,0.645,0.283,0.067,0.006,0,0,10.2,90.5,138,0.1268
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,25024,0.468,0.487,0.036,0,0,0.009,10.2,61.3,105.8,0.078
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,25224,0.535,0.402,0.059,0,0,0.004,12.3,90,138.5,0.1204
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,26684,0.385,0.526,0.057,0.001,0.025,0.006,9.6,64.8,155.5,0.1543
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,25254,0.744,0.143,0.112,0,0,0.001,12.2,66.9,156,0.1688
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,29505,0.658,0.123,0.219,0,0,0,10.1,109.1,81.8,0.112
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,22409,0.533,0.364,0.048,0.013,0.032,0.01,10.8,88.6,147.7,0.1783
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,25720,0.709,0.207,0.066,0.007,0.009,0.002,10.4,58.9,117.8,0.1529
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,28277,0.219,0.747,0.034,0,0,0,9.9,49.9,105.5,0.1185
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,28588,0.292,0.676,0.024,0.009,0,0,9.2,50.3,100.7,0.1567
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,29833,0.25,0.707,0.02,0.011,0.013,0,8.8,89.3,103.4,0.145
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,27264,0.265,0.695,0.018,0.021,0,0.001,9.2,49.6,170.7,0.1758
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,27581,0.275,0.562,0.018,0.026,0.119,0,9.1,54.5,144.5,0.1557
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,37211,0.239,0.739,0.019,0.003,0,0,8.9,91.7,123.8,0.0929
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,32166,0.218,0.692,0.016,0.01,0.064,0,10,40.6,90.9,0.177
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,31982,0.169,0.817,0.013,0.001,0,0,8.5,42.4,80,0.089
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,21660,0.527,0.374,0.052,0.002,0.039,0.006,10.1,72.7,120.4,0.1465
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,30877,0.255,0.531,0.071,0.121,0.017,0.005,7.4,41.1,100,0.17
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,24974,0.178,0.789,0.031,0.002,0,0,9.7,74,125.8,0.1551
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,26113,0.232,0.746,0.02,0.002,0,0,9.9,63.4,114.7,0.1292
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,30336,0.243,0.72,0.029,0.008,0,0,8.1,46.4,67,0.145
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,25248,0.229,0.755,0.011,0.006,0,0,11.5,51.5,113.3,0.1921
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,22778,0.557,0.387,0.057,0,0,0,10.3,79.9,170.8,0.1203
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,30684,0.244,0.684,0.038,0.034,0,0,9.1,77.7,82.3,0.1759
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,32502,0.204,0.771,0.017,0.007,0,0.001,8.8,49.7,79.2,0.1011
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,27916,0.192,0.785,0.02,0.004,0,0,9,57.7,96.7,0.1483
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,28140,0.313,0.585,0.053,0.017,0.031,0.001,10.6,63.2,113.8,0.1828
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,26381,0.498,0.454,0.043,0,0,0.005,9.2,86,137.6,0.1817
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,30462,0.219,0.709,0.063,0.001,0,0.008,9.5,53.4,98.2,0.1873
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,28537,0.232,0.724,0.041,0,0,0.003,9.4,65.9,95.5,0.1222
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,32301,0.177,0.794,0.028,0.002,0,0,9.4,44.9,120,0.1417
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,27883,0.169,0.762,0.01,0.015,0.044,0,8.9,77.3,145.4,0.1362
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,25211,0.452,0.484,0.063,0.001,0,0,10.5,69.8,104.8,0.105
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,27420,0.246,0.724,0.02,0.009,0,0.001,9.3,60.3,121.8,0.1297
C. K-8 / 401 - 750,Sussex,90,Andover Reg,31137,0.2,0.776,0.017,0.007,0,0,7.9,43.9,68.8,0.1646
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,26502,0.305,0.657,0.038,0,0,0,8.1,51.7,114.2,0.1359
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,29136,0.478,0.451,0.061,0,0,0.01,9.7,53.2,119.8,0.1879
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,27503,0.274,0.706,0.021,0,0,0,10.1,119.8,195.7,0.184
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,23683,0.197,0.77,0.022,0.002,0.006,0.003,10.4,60.8,173.6,0.1001
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,24937,0.173,0.762,0.052,0.013,0,0,11.2,70.7,141.3,0.1392
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,23553,0.286,0.652,0.026,0.003,0.033,0,10.6,66.9,174.7,0.194
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,20662,0.413,0.56,0.027,0,0,0,10.6,73.9,166.3,0.1759
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,20140,0.267,0.623,0.034,0.002,0.073,0.001,12.1,92.2,233.7,0.1198
