GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
A. K-6,Gloucester,5740,Westville Boro,11.6,34|57,19.4,5|57
A. K-6,Gloucester,5870,Woodbury Heights Boro,27.4,3|57,14.2,24|57
A. K-6,Hunterdon,2590,Lebanon Boro,7.7,53|57,7.2,53|57
A. K-6,Hunterdon,3180,Milford Boro,8.2,51|57,N.R.,N.R.
A. K-6,Monmouth,130,Atlantic Highlands Boro,12.3,32|57,10.3,40|57
A. K-6,Monmouth,2160,Highlands Boro,10.9,36|57,13.1,28|57
A. K-6,Monmouth,4520,Roosevelt Boro,10.5,40|57,11.5,37|57
A. K-6,Morris,3240,Mine Hill Twp,12.3,32|57,11.7,33|57
A. K-6,Ocean,230,Beach Haven Boro,7.1,56|57,13.1,28|57
A. K-6,Ocean,320,Berkeley Twp,18.8,12|57,18.9,6|57
A. K-6,Ocean,1150,Eagleswood Twp,9.0,48|57,17.6,13|57
A. K-6,Ocean,2350,Island Heights Boro,10.9,36|57,11.4,38|57
A. K-6,Ocean,2690,Little Egg Harbor Twp,14.0,26|57,16.6,15|57
A. K-6,Ocean,2760,Long Beach Island,8.7,49|57,11.7,33|57
A. K-6,Ocean,3800,Ocean Gate Boro,9.4,45|57,9.3,46|57
A. K-6,Ocean,3820,Ocean Twp,15.0,24|57,18.7,8|57
A. K-6,Ocean,4710,Seaside Heights Boro,23.5,5|57,22.5,2|57
A. K-6,Ocean,5020,Stafford Twp,18.3,14|57,18.5,9|57
A. K-6,Ocean,5220,Tuckerton Boro,18.9,10|57,9.9,43|57
A. K-6,Sussex,1630,Fredon Twp,18.9,10|57,8.3,49|57
A. K-6,Sussex,1980,Hampton Twp,12.6,30|57,15.9,21|57
A. K-6,Sussex,4650,Sandyston-Walpack Twp,7.3,54|57,10.3,40|57
A. K-6,Sussex,5040,Stillwater Twp,10.4,41|57,9.6,45|57
A. K-6,Warren,400,Blairstown Twp,12.5,31|57,12.9,30|57
A. K-6,Warren,1620,Franklin Twp,9.8,44|57,9.8,44|57
A. K-6,Warren,1670,Frelinghuysen Twp,7.2,55|57,7.6,51|57
A. K-6,Warren,2470,Knowlton Twp,8.3,50|57,8.0,50|57
A. K-6,Warren,2970,Mansfield Twp,17.0,18|57,17.9,10|57
A. K-6,Warren,5480,Washington Boro,17.1,17|57,19.5,4|57
A. K-6,Warren,5530,Washington Twp,13.2,29|57,12.5,31|57
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,15.1,N.A.,15.1,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,2. State Median - Operating Type K-8,14.3,N.A.,14.1,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,5. State Average - All Operating Types,14.6,N.A.,14.2,N.A.
B. K-8 / 0 - 400,Statewide,N.A.,6. State Median - All Operating Types,13.7,N.A.,13.5,N.A.
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,18.3,8|80,17.8,13|79
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,5.7,75|80,6.2,75|79
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,14.7,20|80,16.0,19|79
B. K-8 / 0 - 400,Atlantic,3020,Margate City,14.3,23|80,14.8,29|79
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,12.8,39|80,12.6,38|79
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,5.6,76|80,3.5,79|79
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,5.4,78|80,4.7,78|79
B. K-8 / 0 - 400,Bergen,1380,Englewood Cliffs Boro,9.2,61|80,11.9,43|79
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,11.9,46|80,9.1,62|79
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,10.6,53|80,7.4,68|79
B. K-8 / 0 - 400,Burlington,380,Beverly City,10.0,57|80,13.7,32|79
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,9.0,62|80,9.9,55|79
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,8.9,64|80,11.7,45|79
B. K-8 / 0 - 400,Burlington,4460,Riverton,15.6,14|80,14.9,27|79
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,13.1,33|80,15.6,24|79
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,12.4,44|80,11.3,46|79
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,12.9,38|80,12.2,39|79
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,4.9,79|80,5.0,77|79
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,14.1,24|80,15.3,26|79
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,18.3,8|80,21.5,7|79
B. K-8 / 0 - 400,Camden,5900,Woodlynne Boro,12.0,45|80,10.7,51|79
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,23.0,1|80,18.0,12|79
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,9.8,59|80,9.3,60|79
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,5.5,77|80,7.3,70|79
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,13.1,33|80,9.5,59|79
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,17.4,11|80,16.0,19|79
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,15.5,16|80,6.8,72|79
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,18.4,5|80,8.7,63|79
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,6.0,73|80,20.1,8|79
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,10.0,57|80,10.9,48|79
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,8.6,66|80,0.5,80|79
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,4.9,79|80,5.1,76|79
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,15.5,16|80,9.8,57|79
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,18.4,5|80,17.4,15|79
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,8.2,70|80,8.0,66|79
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,14.4,22|80,17.2,16|79
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,12.8,39|80,15.5,25|79
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,16.0,13|80,18.3,11|79
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,15.6,14|80,10.9,48|79
B. K-8 / 0 - 400,Hunterdon,1970,Hampton Boro,5.8,74|80,8.0,66|79
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,10.4,55|80,16.5,18|79
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,13.4,31|80,13.9,31|79
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,8.3,69|80,10.3,52|79
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,10.7,52|80,10.1,53|79
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,10.1,56|80,10.9,48|79
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,13.1,33|80,14.7,30|79
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,14.5,21|80,18.5,10|79
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,8.2,70|80,11.0,47|79
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,12.6,41|80,13.6,33|79
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,9.0,62|80,9.7,58|79
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,20.7,3|80,19.7,9|79
B. K-8 / 0 - 400,Morris,460,Boonton Twp,11.6,48|80,11.9,43|79
B. K-8 / 0 - 400,Morris,2010,Harding Township,13.5,30|80,12.8,36|79
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,13.4,31|80,12.0,40|79
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,15.5,16|80,12.0,40|79
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,13.0,36|80,13.2,34|79
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,11.6,48|80,16.0,19|79
B. K-8 / 0 - 400,Ocean,2500,Lakehurst Boro,11.4,50|80,8.3,64|79
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,17.5,10|80,6.7,73|79
B. K-8 / 0 - 400,Salem,60,Alloway Twp,13.8,27|80,7.3,70|79
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,16.4,12|80,16.0,19|79
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,21.1,2|80,23.0,6|79
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,11.0,51|80,12.0,40|79
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,9.5,60|80,9.2,61|79
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,18.4,5|80,33.9,2|79
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,14.1,24|80,13.0,35|79
B. K-8 / 0 - 400,Sussex,1800,Green Twp,12.5,42|80,15.9,23|79
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,13.9,26|80,17.2,16|79
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,12.5,42|80,30.1,4|79
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,8.8,65|80,10.0,54|79
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,8.6,66|80,7.4,68|79
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,11.9,46|80,12.7,37|79
B. K-8 / 0 - 400,Union,1710,Garwood Boro,15.2,19|80,24.0,5|79
B. K-8 / 0 - 400,Union,5810,Winfield Twp,7.4,72|80,6.7,73|79
B. K-8 / 0 - 400,Warren,70,Alpha Boro,13.0,36|80,17.6,14|79
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,13.8,27|80,32.0,3|79
B. K-8 / 0 - 400,Warren,2250,Hope Twp,10.6,53|80,9.9,55|79
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,13.6,29|80,14.9,27|79
B. K-8 / 0 - 400,Warren,4200,Pohatcong Twp,8.4,68|80,8.3,64|79
B. K-8 / 0 - 400,Warren,5780,White Twp,19.3,4|80,34.4,1|79
C. K-8 / 401 - 750,Statewide,N.A.,1. State Average - Operating Type K-8,15.1,N.A.,15.1,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,2. State Median - Operating Type K-8,14.3,N.A.,14.1,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,5. State Average - All Operating Types,14.6,N.A.,14.2,N.A.
C. K-8 / 401 - 750,Statewide,N.A.,6. State Median - All Operating Types,13.7,N.A.,13.5,N.A.
C. K-8 / 401 - 750,Atlantic,1300,Egg Harbor City,16.6,14|65,14.0,28|65
C. K-8 / 401 - 750,Atlantic,3480,Mullica Twp,14.2,33|65,11.7,48|65
C. K-8 / 401 - 750,Atlantic,4800,Somers Point City,17.1,13|65,16.9,12|65
C. K-8 / 401 - 750,Atlantic,5350,Ventnor City,17.2,12|65,21.3,5|65
C. K-8 / 401 - 750,Bergen,740,Carlstadt Boro,8.5,65|65,10.6,57|65
C. K-8 / 401 - 750,Bergen,1230,East Rutherford Boro,18.4,9|65,13.7,30|65
C. K-8 / 401 - 750,Bergen,2050,Harrington Park Boro,13.3,36|65,13.5,31|65
C. K-8 / 401 - 750,Bergen,2090,Haworth Boro,13.1,39|65,13.1,35|65
C. K-8 / 401 - 750,Bergen,2200,Ho Ho Kus Boro,9.7,61|65,9.8,65|65
C. K-8 / 401 - 750,Bergen,3730,Northvale Boro,15.0,29|65,15.0,23|65
C. K-8 / 401 - 750,Bergen,3740,Norwood Boro,9.6,63|65,14.6,26|65
C. K-8 / 401 - 750,Bergen,3850,Old Tappan Boro,10.1,59|65,10.6,57|65
C. K-8 / 401 - 750,Bergen,4470,Rochelle Park Twp,15.1,27|65,11.7,48|65
C. K-8 / 401 - 750,Bergen,5880,Woodcliff Lake Boro,15.3,22|65,10.1,62|65
C. K-8 / 401 - 750,Burlington,1250,Eastampton Twp,16.1,18|65,12.8,40|65
C. K-8 / 401 - 750,Burlington,1910,Hainesport Twp,16.3,16|65,13.2,34|65
C. K-8 / 401 - 750,Burlington,3070,Medford Lakes Boro,10.8,56|65,11.0,55|65
C. K-8 / 401 - 750,Burlington,4740,Shamong Twp,12.5,45|65,12.7,43|65
C. K-8 / 401 - 750,Burlington,4930,Southampton Township School District,12.3,47|65,10.8,56|65
C. K-8 / 401 - 750,Burlington,5130,Tabernacle Twp,16.0,19|65,13.9,29|65
C. K-8 / 401 - 750,Camden,190,Barrington Boro,13.8,34|65,15.9,18|65
C. K-8 / 401 - 750,Camden,340,Berlin Twp,11.1,55|65,11.5,50|65
C. K-8 / 401 - 750,Camden,880,Clementon Boro,15.1,27|65,17.0,11|65
C. K-8 / 401 - 750,Camden,3420,Mount Ephraim Boro,12.1,49|65,12.4,45|65
C. K-8 / 401 - 750,Camden,4790,Somerdale Boro,12.8,42|65,10.0,64|65
C. K-8 / 401 - 750,Cape May,1080,Dennis Twp,18.6,7|65,17.5,10|65
C. K-8 / 401 - 750,Cumberland,950,Commercial Twp,15.2,25|65,23.0,4|65
C. K-8 / 401 - 750,Cumberland,1460,Fairfield Twp,8.8,64|65,10.1,62|65
C. K-8 / 401 - 750,Cumberland,2270,Hopewell Twp,15.3,22|65,15.0,23|65
C. K-8 / 401 - 750,Cumberland,2570,Lawrence Twp,13.3,36|65,12.8,40|65
C. K-8 / 401 - 750,Gloucester,1830,Greenwich Twp,12.8,42|65,13.1,35|65
C. K-8 / 401 - 750,Hunterdon,20,Alexandria Twp,13.0,40|65,10.3,61|65
C. K-8 / 401 - 750,Hunterdon,1040,Delaware Twp,13.0,40|65,12.0,47|65
C. K-8 / 401 - 750,Hunterdon,2220,Holland Twp,21.9,1|65,23.2,3|65
C. K-8 / 401 - 750,Hunterdon,2600,Lebanon Twp,18.6,7|65,18.4,7|65
C. K-8 / 401 - 750,Hunterdon,5180,Tewksbury Twp,15.3,22|65,12.7,43|65
C. K-8 / 401 - 750,Hunterdon,5270,Union Twp,11.4,53|65,11.3,52|65
C. K-8 / 401 - 750,Middlesex,970,Cranbury Twp,11.2,54|65,11.2,53|65
C. K-8 / 401 - 750,Middlesex,2370,Jamesburg Boro,13.5,35|65,15.2,22|65
C. K-8 / 401 - 750,Monmouth,270,Belmar Boro,16.0,19|65,16.5,14|65
C. K-8 / 401 - 750,Monmouth,560,Brielle Boro,14.7,30|65,15.7,20|65
C. K-8 / 401 - 750,Monmouth,2720,Little Silver Boro,13.2,38|65,13.1,35|65
C. K-8 / 401 - 750,Monmouth,3830,Oceanport Boro,9.7,61|65,13.3,33|65
C. K-8 / 401 - 750,Monmouth,4770,Shrewsbury Boro,12.1,49|65,15.3,21|65
C. K-8 / 401 - 750,Monmouth,5230,Union Beach,18.8,6|65,15.8,19|65
C. K-8 / 401 - 750,Monmouth,5640,West Long Branch Boro,10.1,59|65,13.5,31|65
C. K-8 / 401 - 750,Morris,3090,Mendham Boro,10.6,57|65,10.4,60|65
C. K-8 / 401 - 750,Morris,3380,Morris Plains Boro,12.5,45|65,12.3,46|65
C. K-8 / 401 - 750,Morris,4480,Rockaway Boro,12.6,44|65,12.8,40|65
C. K-8 / 401 - 750,Morris,5770,Wharton Boro,16.6,14|65,16.7,13|65
C. K-8 / 401 - 750,Passaic,420,Bloomingdale Boro,12.2,48|65,13.1,35|65
C. K-8 / 401 - 750,Passaic,3640,North Haledon Boro,11.7,51|65,11.2,53|65
C. K-8 / 401 - 750,Somerset,240,Bedminster Twp,15.5,21|65,16.3,16|65
C. K-8 / 401 - 750,Somerset,1810,Green Brook Twp,18.2,10|65,17.6,9|65
C. K-8 / 401 - 750,Somerset,4850,South Bound Brook,11.5,52|65,11.4,51|65
C. K-8 / 401 - 750,Somerset,5540,Watchung Boro,15.2,25|65,14.9,25|65
C. K-8 / 401 - 750,Sussex,90,Andover Reg,10.3,58|65,10.5,59|65
C. K-8 / 401 - 750,Sussex,1560,Frankford Twp,16.3,16|65,16.5,14|65
C. K-8 / 401 - 750,Sussex,1570,Franklin Boro,14.6,32|65,14.4,27|65
C. K-8 / 401 - 750,Sussex,2030,Hardyston Twp,20.9,3|65,17.7,8|65
C. K-8 / 401 - 750,Union,3470,Mountainside Boro,19.5,4|65,19.1,6|65
C. K-8 / 401 - 750,Warren,30,Allamuchy Twp,14.7,30|65,13.1,35|65
C. K-8 / 401 - 750,Warren,1785,Great Meadows Regional,19.1,5|65,16.2,17|65
C. K-8 / 401 - 750,Warren,1840,Greenwich Twp,18.0,11|65,25.0,2|65
C. K-8 / 401 - 750,Warren,2790,Lopatcong Twp,21.9,1|65,34.8,1|65
D. K-8 / 751 +,Statewide,N.A.,1. State Average - Operating Type K-8,15.1,N.A.,15.1,N.A.
D. K-8 / 751 +,Statewide,N.A.,2. State Median - Operating Type K-8,14.3,N.A.,14.1,N.A.
D. K-8 / 751 +,Statewide,N.A.,5. State Average - All Operating Types,14.6,N.A.,14.2,N.A.
D. K-8 / 751 +,Statewide,N.A.,6. State Median - All Operating Types,13.7,N.A.,13.5,N.A.
D. K-8 / 751 +,Atlantic,10,Absecon City,16.5,40|72,17.2,28|71
D. K-8 / 751 +,Atlantic,1690,Galloway Twp,19.8,7|72,20.0,8|71
D. K-8 / 751 +,Atlantic,1940,Hamilton Twp,18.3,17|72,18.3,16|71
D. K-8 / 751 +,Atlantic,2680,Linwood City,11.8,68|72,10.3,70|71
D. K-8 / 751 +,Atlantic,3720,Northfield City,20.4,5|72,20.4,6|71
D. K-8 / 751 +,Bergen,40,Allendale Boro,16.6,38|72,16.2,40|71
D. K-8 / 751 +,Bergen,930,Closter Boro,15.9,45|72,17.0,30|71
D. K-8 / 751 +,Bergen,1070,Demarest Boro,14.1,55|72,14.7,48|71
D. K-8 / 751 +,Bergen,1470,Fairview Boro,11.8,68|72,12.1,66|71
D. K-8 / 751 +,Bergen,1580,Franklin Lakes Boro,17.7,23|72,17.9,22|71
D. K-8 / 751 +,Bergen,2180,Hillsdale Boro,17.3,25|72,17.5,26|71
D. K-8 / 751 +,Bergen,2710,Little Ferry Boro,11.4,71|72,13.4,58|71
D. K-8 / 751 +,Bergen,3060,Maywood Boro,19.1,12|72,19.3,12|71
D. K-8 / 751 +,Bergen,3330,Montvale Boro,12.9,64|72,13.3,60|71
D. K-8 / 751 +,Bergen,3760,Oakland Boro,12.8,65|72,13.1,61|71
D. K-8 / 751 +,Bergen,4430,River Vale Twp,13.8,58|72,16.4,38|71
D. K-8 / 751 +,Bergen,5330,Upper Saddle River Boro,14.9,53|72,13.9,55|71
D. K-8 / 751 +,Bergen,5920,Wyckoff Twp,17.1,28|72,19.1,13|71
D. K-8 / 751 +,Burlington,1280,Edgewater Park Twp,12.2,67|72,12.2,65|71
D. K-8 / 751 +,Burlington,1420,Evesham Twp,21.6,2|72,21.1,4|71
D. K-8 / 751 +,Burlington,2850,Lumberton Twp,17.2,26|72,14.9,47|71
D. K-8 / 751 +,Burlington,3080,Medford Twp,16.9,35|72,17.6,23|71
D. K-8 / 751 +,Burlington,3430,Mount Holly Twp,15.1,50|72,18.2,18|71
D. K-8 / 751 +,Burlington,3440,Mount Laurel Twp,19.4,10|72,20.1,7|71
D. K-8 / 751 +,Burlington,5720,Westampton,16.2,43|72,14.1,51|71
D. K-8 / 751 +,Camden,260,Bellmawr Boro,8.6,72|72,11.8,69|71
D. K-8 / 751 +,Camden,330,Berlin Boro,17.1,28|72,21.5,3|71
D. K-8 / 751 +,Camden,1780,Gloucester Twp,17.2,26|72,18.0,21|71
D. K-8 / 751 +,Camden,4590,Runnemede Boro,16.3,42|72,14.7,48|71
D. K-8 / 751 +,Camden,5080,Stratford Boro,12.4,66|72,13.0,63|71
D. K-8 / 751 +,Camden,5400,Voorhees Twp,17.7,23|72,17.6,23|71
D. K-8 / 751 +,Cape May,5340,Upper Twp,17.9,19|72,17.5,26|71
D. K-8 / 751 +,Cumberland,5300,Upper Deerfield Twp,16.8,36|72,17.1,29|71
D. K-8 / 751 +,Gloucester,2750,Logan Twp,15.1,50|72,12.0,67|71
D. K-8 / 751 +,Hudson,1850,Guttenberg Town,16.5,40|72,12.0,67|71
D. K-8 / 751 +,Hunterdon,920,Clinton Twp,13.7,59|72,14.0,52|71
D. K-8 / 751 +,Hunterdon,1510,Flemington-Raritan Reg,17.9,19|72,19.4,10|71
D. K-8 / 751 +,Hunterdon,4350,Readington Twp,16.1,44|72,16.6,36|71
D. K-8 / 751 +,Middlesex,3220,Milltown Boro,13.3,62|72,13.8,56|71
D. K-8 / 751 +,Monmouth,945,Colts Neck Twp,19.9,6|72,16.4,38|71
D. K-8 / 751 +,Monmouth,1260,Eatontown Boro,15.4,48|72,17.0,30|71
D. K-8 / 751 +,Monmouth,1440,Fair Haven Boro,15.7,47|72,19.9,9|71
D. K-8 / 751 +,Monmouth,1640,Freehold Boro,17.0,31|72,16.7,35|71
D. K-8 / 751 +,Monmouth,1660,Freehold Twp,17.0,31|72,16.6,36|71
D. K-8 / 751 +,Monmouth,2290,Howell Twp,15.8,46|72,15.8,44|71
D. K-8 / 751 +,Monmouth,2920,Manalapan-Englishtown Reg,17.0,31|72,16.0,42|71
D. K-8 / 751 +,Monmouth,3030,Marlboro Twp,19.4,10|72,18.2,18|71
D. K-8 / 751 +,Monmouth,3200,Millstone Twp,13.5,61|72,12.5,64|71
D. K-8 / 751 +,Monmouth,4360,Red Bank Boro,16.8,36|72,14.3,50|71
D. K-8 / 751 +,Monmouth,4570,Rumson Boro,15.4,48|72,15.9,43|71
D. K-8 / 751 +,Monmouth,5185,Tinton Falls,17.8,21|72,17.6,23|71
D. K-8 / 751 +,Morris,820,Chester Twp,18.6,15|72,18.4,15|71
D. K-8 / 751 +,Morris,1090,Denville Twp,19.7,8|72,20.6,5|71
D. K-8 / 751 +,Morris,1190,East Hanover Twp,13.0,63|72,13.6,57|71
D. K-8 / 751 +,Morris,1530,Florham Park Boro,14.1,55|72,15.0,46|71
D. K-8 / 751 +,Morris,2000,Hanover Twp,17.1,28|72,17.0,30|71
D. K-8 / 751 +,Morris,2650,Lincoln Park Boro,16.6,38|72,16.1,41|71
D. K-8 / 751 +,Morris,4000,Long Hill Twp,13.9,57|72,14.0,52|71
D. K-8 / 751 +,Morris,3100,Mendham Twp,18.4,16|72,13.4,58|71
D. K-8 / 751 +,Morris,4490,Rockaway Twp,19.7,8|72,23.3,2|71
D. K-8 / 751 +,Morris,5520,Washington Twp,21.6,2|72,19.4,10|71
D. K-8 / 751 +,Passaic,1920,Haledon Boro,23.2,1|72,25.7,1|71
D. K-8 / 751 +,Passaic,2700,Little Falls Twp,19.1,12|72,18.7,14|71
D. K-8 / 751 +,Passaic,4270,Prospect Park Boro,18.7,14|72,N.R.,N.R.
D. K-8 / 751 +,Passaic,4400,Ringwood Boro,13.6,60|72,13.1,61|71
D. K-8 / 751 +,Passaic,5200,Totowa Boro,11.7,70|72,9.6,71|71
D. K-8 / 751 +,Passaic,5440,Wanaque Boro,15.0,52|72,16.8,34|71
D. K-8 / 751 +,Passaic,5690,Woodland Park,14.8,54|72,14.0,52|71
D. K-8 / 751 +,Somerset,510,Branchburg Twp,17.0,31|72,15.4,45|71
D. K-8 / 751 +,Somerset,5470,Warren Twp,18.1,18|72,18.3,16|71
D. K-8 / 751 +,Sussex,640,Byram Twp,17.8,21|72,16.9,33|71
D. K-8 / 751 +,Sussex,5100,Sussex-Wantage Regional,21.0,4|72,18.2,18|71
E. K-12 / 0 - 1800,Statewide,N.A.,1. State Average - Operating Type K-12,15.3,N.A.,14.8,N.A.
E. K-12 / 0 - 1800,Statewide,N.A.,2. State Median - Operating Type K-12,15.0,N.A.,14.8,N.A.
E. K-12 / 0 - 1800,Statewide,N.A.,5. State Average - All Operating Types,14.6,N.A.,14.2,N.A.
E. K-12 / 0 - 1800,Statewide,N.A.,6. State Median - All Operating Types,13.7,N.A.,13.5,N.A.
E. K-12 / 0 - 1800,Atlantic,590,Buena Regional,10.8,43|51,10.1,48|51
E. K-12 / 0 - 1800,Bergen,440,Bogota Boro,11.6,37|51,12.2,28|51
E. K-12 / 0 - 1800,Bergen,990,Cresskill Boro,13.5,21|51,11.5,36|51
E. K-12 / 0 - 1800,Bergen,1360,Emerson Boro,12.2,34|51,11.4,40|51
E. K-12 / 0 - 1800,Bergen,2080,Hasbrouck Heights Boro,13.1,27|51,13.0,25|51
E. K-12 / 0 - 1800,Bergen,3170,Midland Park Boro,15.2,6|51,15.1,10|51
E. K-12 / 0 - 1800,Bergen,3910,Palisades Park,N.R.,N.R.,18.8,2|51
E. K-12 / 0 - 1800,Bergen,3940,Park Ridge Boro,10.5,45|51,9.3,50|51
E. K-12 / 0 - 1800,Bergen,4370,Ridgefield Boro,13.1,27|51,12.0,30|51
E. K-12 / 0 - 1800,Bergen,4610,Saddle Brook Twp,17.7,4|51,14.3,11|51
E. K-12 / 0 - 1800,Bergen,5410,Waldwick Boro,14.8,10|51,14.1,13|51
