GROUP,CONAME,DIST,DISTNAME,PP111,RK111,PCT111,SBA11,PP211,RK211,PCT211,SBB11,PP311,RK311,PCT311,SBC11
,Statewide,200,,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,879,N.A.,0.054,0.486,890,N.A.,0.053,0.474,983,N.A.,0.054,0.486
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,872,N.A.,0.049,0.451,872,N.A.,0.05,0.431,1034,N.A.,0.053,0.475
A. K-6,Statewide,N.A.,5. State average - All operating types,977,N.A.,0.058,0.492,1049,N.A.,0.059,0.483,1143,N.A.,0.06,0.489
A. K-6,Statewide,N.A.,6. State median - All operating types,889,N.A.,0.053,0.46,953,N.A.,0.055,0.462,1071,N.A.,0.056,0.486
A. K-6,Bergen,1270,Edgewater Boro,864,28|55,0.063,0.4404,1113,37|56,0.067,0.4833,1622,52|57,0.074,0.5671
A. K-6,Bergen,3870,Oradell Boro,807,22|55,0.054,0.5147,814,22|56,0.054,0.4713,944,26|57,0.059,0.5466
A. K-6,Bergen,4410,River Edge Boro,789,21|55,0.054,0.6014,786,19|56,0.049,0.5737,896,22|57,0.051,0.566
A. K-6,Bergen,4620,Saddle River Boro,1778,54|55,0.058,0.5945,2731,55|56,0.077,0.5206,3678,57|57,0.081,0.5158
A. K-6,Burlington,830,Chesterfield Twp,1049,41|55,0.067,0.6255,1186,44|56,0.069,0.5871,1340,47|57,0.074,0.6737
A. K-6,Burlington,2960,Mansfield Twp,1232,45|55,0.061,0.5507,1243,45|56,0.062,0.5454,1247,44|57,0.057,0.4943
A. K-6,Burlington,3650,North Hanover Twp,1047,40|55,0.056,0.556,824,23|56,0.047,0.4827,844,18|57,0.043,0.4584
A. K-6,Burlington,5010,Springfield Twp,985,36|55,0.064,0.5661,1117,38|56,0.076,0.6091,1110,38|57,0.061,0.3763
A. K-6,Camden,2540,Laurel Springs Boro,308,3|55,0.02,0.1688,267,3|56,0.017,0.1647,363,4|57,0.02,0.1801
A. K-6,Camden,3770,Oaklyn Boro,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,10,1|57,48E-5,0.0064
A. K-6,Camden,5560,Waterford Twp,844,27|55,0.047,0.4322,791,20|56,0.044,0.4038,825,17|57,0.041,0.3875
A. K-6,Cape May,710,Cape May City,1158,44|55,0.053,0.401,1180,42|56,0.057,0.3806,1632,54|57,0.064,0.4206
A. K-6,Cape May,2840,Lower Twp,1423,52|55,0.084,0.6192,1376,50|56,0.081,0.6571,1607,51|57,0.093,0.6978
A. K-6,Cape May,5610,West Cape May Boro,1367,50|55,0.063,0.5766,1376,50|56,0.066,0.5242,1412,48|57,0.064,0.4916
A. K-6,Essex,1400,Essex Fells Boro,1268,46|55,0.063,0.6252,1159,41|56,0.056,0.5024,1276,45|57,0.058,0.4921
A. K-6,Essex,1465,Fairfield Twp,777,20|55,0.048,0.5392,850,26|56,0.052,0.4835,1027,28|57,0.055,0.5127
A. K-6,Essex,3630,North Caldwell Boro,945,34|55,0.054,0.5324,1104,36|56,0.063,0.4931,1210,43|57,0.062,0.5518
