CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,COUNTY,enrol1
80,6060,6562173,3013921,2841617,80698,91606,401421,385191,2438030,544949,703027,44710,0,0,7789,Atlantic Community Charter School,Atlantic,K. Charter,C,,,1,351.6,Atlantic,
80,6104,7305413,4199781,3348034,133515,718232,198597,171439,1720132,791932,1088404,137169,98500,0,62844,Principle Academy Charter School,Atlantic,K. Charter,C,,,1,526.2,Atlantic,
80,7410,5880041,2792118,2769321,22483,314,760694,692939,1272170,1014947,882832,20974,0,172226,9150,Charter~tech High School,Atlantic,K. Charter,C,,,1,373.2,Atlantic,
80,6013,13569501,7041342,6590722,296527,154093,747489,697958,3474565,1468446,1799402,783839,0,506703,79637,Bergen Arts And Sciences Charter School,Bergen,K. Charter,C,,,1,1196.3,Bergen,
80,6430,4471478,2686038,2543658,58942,83438,0,0,1212165,1082294,573275,0,0,0,26900,Englewood On The Palisades Charter Schoo,Bergen,K. Charter,C,,,1,311.6,Bergen,
80,7890,5517680,2711724,2579799,83055,48870,0,0,1157681,1033379,1577742,412448,0,0,117901,Teaneck Community Cs,Bergen,K. Charter,C,,,1,341.9,Bergen,
80,6026,1825862,962902,891376,71526,0,0,0,652148,487927,210812,0,0,0,0,Riverbank Charter School Of Excelle,Burlington,K. Charter,C,,,1,153.8,Burlington,
80,6076,5308384,3011316,2638141,66532,306643,0,0,1980946,1309017,316122,0,0,0,38137,Benjamin Banneker Prep Cs,Burlington,K. Charter,C,,,1,356.8,Burlington,
80,1799,26457164,9539558,7898197,1462776,178585,0,0,14953371,8903679,1964235,0,0,0,143973,Kipp Cooper Norcross,Camden,K. Charter,C,,,1,1769.6,Camden,
80,1801,16324463,5246778,4874076,291185,81517,0,0,6629101,3307938,4326666,0,0,0,14999,Camden Prep,Camden,K. Charter,C,,,1,1017.9,Camden,
80,1802,45934982,23744344,19079974,1007310,3657060,2997402,1927823,11995906,4797414,6989540,163209,0,207790,0,Mastery Schools Of Camden,Camden,K. Charter,C,,,1,2420.3,Camden,
80,6086,1824561,698659,675056,18974,4629,82823,35363,612743,464950,430337,47065,0,0,0,Hope Community Cs,Camden,K. Charter,C,,,1,137.1,Camden,
