CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ENROLL,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
80,6060,5714667,2205597,2108867,92474,4256,456060,446782,2323778,566351,729232,56235,0,0,0,Atlantic Community Charter School,Atlantic,K. Charter,C,,,1,317.5,9.6,55000,106,66950,63.6,95945,7.2,Atlantic
80,6104,7548333,3984258,3204154,85860,694244,421519,381850,1813265,831288,1229621,254959,99670,0,0,Principle Academy Charter School,Atlantic,K. Charter,C,,,1,466.7,12.6,59181,286.5,68944,233.5,134125,19.3,Atlantic
80,7410,6497957,2893307,2767187,125935,185,870131,802862,1586959,977676,906146,16333,0,241415,26563,Charter~tech High School,Atlantic,K. Charter,C,,,1,361.1,8.6,56888,90.3,70094,90.3,109560,11.5,Atlantic
80,6013,15818700,8563061,7729953,543537,289571,0,0,5124734,2660752,2130905,0,0,0,234572,Bergen Arts And Sciences Charter School,Bergen,K. Charter,C,,,1,1200.1,16.2,57300,200,62767,171.4,87239,11.4,Bergen
80,6430,4672125,2951832,2777006,75033,99793,0,0,1199668,1033957,520625,0,0,0,30089,Englewood On The Palisades Charter Schoo,Bergen,K. Charter,C,,,1,310.9,13.5,79057,311,57101,155.5,183103,12,Bergen
80,7890,5914208,3968293,3804958,111951,51384,0,0,128790,0,1817125,606946,0,0,60884,Teaneck Community Cs,Bergen,K. Charter,C,,,1,349.1,12,73655,149.1,47339,87.3,132785,7.8,Bergen
80,6026,1624718,931999,884566,46657,776,0,0,632417,533062,60302,0,0,0,0,Riverbank Charter School Of Excelle,Burlington,K. Charter,C,,,1,154.2,12.8,56000,154,60000,77,98500,6.5,Burlington
80,6076,5575757,2981373,2676167,162726,142480,0,0,2289578,1524870,304806,0,0,0,0,Benjamin Banneker Prep Cs,Burlington,K. Charter,C,,,1,352.9,,,,,,,,Burlington
80,1799,27989447,11295065,9379390,1113012,802663,0,0,14479180,7420134,2215202,0,0,0,341338,Kipp Cooper Norcross,Camden,K. Charter,C,,,1,1890,18.2,72000,315,73000,945,107500,55,Camden
80,1801,19679728,5715172,4967465,342676,405031,0,0,9973561,4696143,3990995,0,0,0,217138,Camden Prep,Camden,K. Charter,C,,,1,1105.9,23.5,63000,221.2,76000,221.2,90640,10.4,Camden
80,1802,54758573,29524817,21909367,1751276,5864174,2924073,1753497,12037066,4523745,10022245,155985,0,250372,0,Mastery Schools Of Camden,Camden,K. Charter,C,,,1,2812.7,13.7,73000,255.7,65500,281.3,131000,21.6,Camden
80,6086,1861866,880555,816088,48580,15887,157214,95505,641152,519243,182946,55537,0,0,0,Hope Community Cs,Camden,K. Charter,C,,,1,143.9,8.7,51500,130.9,53964,48,98800,5.9,Camden
80,6107,32657288,20628166,19188140,999783,440243,303839,232996,5657653,4201289,6067630,0,0,0,273675,Camden’s Promise Charter School,Camden,K. Charter,C,,,1,2163.2,10.1,61000,113.8,68000,169.6,104400,18.3,Camden
80,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Environment Community Cs,Camden,K. Charter,C,,,1,,8.8,57400,1207.1,26850,56.3,95790,6.4,Camden
80,6240,11299838,5406389,4014663,80868,1310858,1028230,1001044,3605400,2193229,1259159,112090,0,660,0,Freedom Prep Charter School,Camden,K. Charter,C,,,1,781.5,16,64896,97.8,60900,130.3,102000,9.5,Camden
80,7109,17414533,8433640,8035690,90628,307322,1387344,1088932,3450070,2101929,3122639,200592,0,187599,193037,Leap Academy University Cs,Camden,K. Charter,C,,,1,1546.6,15.2,62475,1547,90000,309.4,100000,20.6,Camden
80,6028,3994150,1812028,1714392,79389,18247,310437,251342,914162,554205,957522,36547,0,0,0,Vineland Public Charter School,Cumberland,K. Charter,C,,,1,380.2,11.5,50000,,,126.7,90000,11,Cumberland
80,6069,2517027,1169008,1117592,44386,7030,97492,97492,491747,192589,758781,0,0,0,4155,Millville Public Charter School,Cumberland,K. Charter,C,,,1,285.9,12.4,48410,286,50000,143,91350,12,Cumberland
80,6089,1891998,1135856,1097476,32843,5537,69473,67824,453146,223645,233523,102431,0,0,0,Compass Academy Cs,Cumberland,K. Charter,C,,,1,178.2,9.4,49329,89,67722,71.2,75000,8.4,Cumberland
80,6100,1607228,690788,641196,23671,25921,45363,45363,451833,274769,419244,0,0,0,4775,Bridgeton Public Charter School,Cumberland,K. Charter,C,,,1,115.5,10.5,49500,232,22800,116,110000,11.5,Cumberland
80,6020,4508879,2087801,1913083,23851,150867,0,0,1569778,1230967,851300,0,0,0,7404,Pride Academy Charter School,Essex,K. Charter,C,,,1,299.4,11.6,58000,149.5,70956,47.5,105000,4.4,Essex
80,6022,4002551,1860437,1714273,139806,6358,161603,158453,889800,565793,1090711,101352,0,0,0,Burch Charter School Of Excellence,Essex,K. Charter,C,,,1,334.9,16,54036,167.5,40450,83.8,100000,5.8,Essex
80,6029,4226438,2012081,1775765,6688,229628,611984,489070,863955,521420,738419,92900,0,0,0,Newark Educators Community Charter Schoo,Essex,K. Charter,C,,,1,189.9,21.1,63761,95,58099,95,122500,5.5,Essex
80,6053,32503157,14138055,11133624,1448856,1555575,1344347,201085,12939557,9568900,4081197,0,0,0,0,Great Oaks Legacy Charter School,Essex,K. Charter,C,,,1,1872.2,14.3,57633,133.7,72199,93.6,82500,7.3,Essex
80,6057,7354004,2812759,2644437,26341,141981,0,0,3819685,3081997,721559,199445,0,0,0,Peoples Preparatory Charter School,Essex,K. Charter,C,,,1,350.9,18.5,78246,175.5,68722,,,,Essex
80,6058,6465079,3536588,3089535,29204,417849,0,0,1974237,1456226,954254,235573,0,0,0,Roseville Community Cs,Essex,K. Charter,C,,,1,263.7,9.8,65178,44,61655,88,119481,11,Essex
80,6094,8226114,3517642,3354804,38315,124523,800727,589170,1626593,1334465,2281153,1076394,0,0,0,Phillip's Academy Charter School,Essex,K. Charter,C,,,1,517.7,13.3,61000,172.7,78540,129.5,105570,10.5,Essex
80,6099,5546949,3462505,2894371,73824,494310,44728,0,1489512,1047802,550204,0,0,0,37040,Link Community Charter School,Essex,K. Charter,C,,,1,319.1,10,63272,290,47507,67.2,87537,6.9,Essex
80,6109,4165934,1949424,1539828,13853,395743,0,0,1237653,754533,956620,0,22237,0,0,Lead Charter School,Essex,K. Charter,C,,,1,234.2,22.3,73493,66.9,63125,78,110000,4.7,Essex
80,6110,5765768,3017916,2221882,64299,731735,174323,137002,1676501,926317,877686,87509,19343,0,16963,Achieve Community Charter School,Essex,K. Charter,C,,,1,455.8,19.8,68000,,,456,125240,23,Essex
80,6320,1460290,896322,727603,67282,101437,0,0,312224,110856,251744,0,0,0,0,Discovery Cs,Essex,K. Charter,C,,,1,100,14.3,66200,,,66.7,88686,4.7,Essex
80,6410,7090348,3319478,3113120,181984,24374,0,0,3025927,2145054,744943,0,0,0,0,East Orange Community Cs,Essex,K. Charter,C,,,1,453.8,14.2,53329,,,64.9,83424,4.6,Essex
80,6665,4591582,2039621,1911435,81592,46594,0,0,1674594,1410365,877367,0,0,0,0,Gray Cs,Essex,K. Charter,C,,,1,351.5,20.7,70184,176,92702,117.3,165000,6.3,Essex
80,7210,24995212,10571559,9716454,84321,770784,1520271,1389792,5785729,4938905,7052893,678126,0,64760,3069,Marion P. Thomas Cs,Essex,K. Charter,C,,,1,1273.8,13.7,62798,98,81000,57.9,120600,4.8,Essex
80,7290,6263216,3027303,2762993,131158,133152,0,0,1775443,1375968,1460470,655723,0,0,580332,New Horizons Comm. Cs,Essex,K. Charter,C,,,1,412,12.5,59785,99,30000,82.4,118650,7.4,Essex
80,7320,93926324,31945392,28451167,2687893,806332,0,0,45284035,23273619,16696897,0,0,0,240892,North Star Academy Charter School,Essex,K. Charter,C,,,1,6370.5,19.1,69000,579.2,81000,398.2,103500,21.5,Essex
80,7325,86052774,33159951,28564277,2675974,1919700,0,0,41972177,24472046,10920646,0,0,0,342070,Team Academy Charter School,Essex,K. Charter,C,,,1,5576.6,20.6,69000,259.4,72000,,,,Essex
80,7730,9810171,4679181,3964611,550561,164009,817709,715900,1804720,1455381,2442545,685179,0,66016,37470,Robert Treat Academy Cs,Essex,K. Charter,C,,,1,689.8,17,54281,150,65368,191.7,124440,12.6,Essex
80,7735,8265903,3535529,3280798,82301,172430,716214,716214,2859465,2154327,1154696,202999,0,0,0,Maria L. Varisco-Rogers Cs,Essex,K. Charter,C,,,1,555.9,13.4,56793,185.3,62810,53,137215,4.2,Essex
80,8065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,University Heights Cs,Essex,K. Charter,C,,,1,,9.3,57242,139,65000,46.3,105500,5.3,Essex
80,6030,4236264,2223245,2035519,110903,76823,0,0,1058802,884584,912565,443615,41652,0,0,The Ethical Community Charter School,Hudson,K. Charter,C,,,1,365.2,12.2,47444,182.5,63250,91.3,90000,8,Hudson
80,6036,5415554,3144568,2802356,171224,170988,0,0,1208324,915939,1062662,172989,0,0,0,Hola Hoboken Dual Lang Cs,Hudson,K. Charter,C,,,1,414.3,25.9,57264,414,82400,414,91052,17,Hudson
80,6064,5336571,2016304,1962962,5601,47741,0,0,1676026,1169514,1644241,840037,0,0,0,Dr Lena Edwards Academic Charter School,Hudson,K. Charter,C,,,1,381.5,14.7,56750,127.3,56750,127.3,125460,9.7,Hudson
80,6082,19274568,8821255,8171022,252993,397240,0,0,3933882,3056247,6519431,2265467,0,0,195473,Beloved Community Charter School,Hudson,K. Charter,C,,,1,1430,15,63500,178.8,63125,158.9,87000,11.5,Hudson
80,6093,4954245,2802293,2577559,138258,86476,146641,87082,1114518,648469,890793,0,0,0,42946,Jersey City Global Cs,Hudson,K. Charter,C,,,1,431.4,13.1,47360,143.7,68000,143.7,105000,12,Hudson
80,6103,12604030,6895055,6432348,341536,121171,0,0,1894919,1346206,3814056,1510568,0,0,74794,Empowerment Academy Charter School,Hudson,K. Charter,C,,,1,879.5,11.9,59000,146.5,66500,109.9,79000,10,Hudson
80,6105,9266895,4858792,4375968,388153,94671,0,0,2756813,975153,1651290,0,0,0,104033,Hudson Arts And Science  Charter School,Hudson,K. Charter,C,,,1,786.3,14.6,56300,393,60152,786,92394,56,Hudson
80,6420,3844519,2631295,2530205,29476,71614,53365,0,621979,432364,504313,14869,33568,0,0,Elysian Cs Of Hoboken,Hudson,K. Charter,C,,,1,287.7,11.2,57859,144,72119,288,140000,27.7,Hudson
80,6720,4674258,2380127,2295409,84718,0,520110,376021,864384,680356,909637,0,0,0,0,Hoboken Cs,Hudson,K. Charter,C,,,1,295.9,10.5,59500,128.7,60700,59.2,100243,6.1,Hudson
80,6910,6088592,3343747,3170221,110404,63122,0,0,2428514,1742313,316331,0,0,0,0,Jersey City Comm. Cs,Hudson,K. Charter,C,,,1,559.8,17.5,60508,133.3,45309,140,111591,9.1,Hudson
80,6915,6771819,3504501,3191988,121986,190527,712615,590654,1134378,829317,1402309,235052,0,0,101596,Jersey City Golden Door Charter School,Hudson,K. Charter,C,,,1,570.2,14.2,52994,190,54669,114,126952,8.6,Hudson
80,7115,7153872,4998459,4320053,188433,489973,157660,152370,1133893,815924,863860,156415,0,0,0,Learning Community Cs,Hudson,K. Charter,C,,,1,592.5,13.3,56713,197.7,59913,197.7,110352,15.9,Hudson
80,7830,2836627,1752348,1635441,94517,22390,266708,111114,418954,244112,398617,0,0,0,29,Soaring Heights Cs,Hudson,K. Charter,C,,,1,269.1,14.2,59623,168.1,65279,269,120280,20.6,Hudson
80,8060,6776422,3643330,3368238,98852,176240,760190,760190,1293634,1113776,1079269,0,0,0,0,University Academy Cs,Hudson,K. Charter,C,,,1,432.8,12.4,50833,80.2,58052,75.3,102148,7,Hudson
80,6017,15559976,7357182,6203602,350120,803460,1100,0,5518274,4364541,2683420,894481,0,0,0,Foundation Academy Cs,Mercer,K. Charter,C,,,1,1054.2,16.2,63090,210.8,67000,117.1,130836,7.8,Mercer
80,6025,6137722,3947130,3333998,146873,466259,0,0,1186503,895463,916818,0,87271,0,0,Paul Robeson Humanities  Charter School,Mercer,K. Charter,C,,,1,431.5,11.8,63654,108,62500,216,102542,20.3,Mercer
80,6183,8530603,2916744,2593832,73501,249411,0,0,4420278,3534475,1193581,0,0,0,4763,Trenton Stem-To-Civics Cs,Mercer,K. Charter,C,,,1,557.1,16.4,53560,69.6,58000,69.6,145000,5.3,Mercer
80,6810,1151896,775249,697409,26427,51413,0,0,353427,279647,23220,0,0,0,2839,International Charter School,Mercer,K. Charter,C,,,1,88,9.4,57761,88,58811,88,110480,10.4,Mercer
80,7500,4646613,2875858,2626906,152209,96743,59515,59515,1419918,1030849,225559,0,0,0,0,Pace Cs Of Hamilton,Mercer,K. Charter,C,,,1,433.2,12,55672,433,72100,108.3,103875,9.3,Mercer
80,7540,6443244,4089909,3785477,133354,171078,243126,123495,1420683,855258,687032,83641,0,2494,3528,Princeton Cs,Mercer,K. Charter,C,,,1,423.3,10.9,71216,528.8,81007,141,141171,13.2,Mercer
80,7895,5799556,3324346,2215945,272316,836085,0,0,1756567,1111966,718642,20100,0,0,0,Achievers Early College Prep Charter Sch,Mercer,K. Charter,C,,,1,354.1,16.9,57000,70.8,60000,70.8,93000,5.2,Mercer
