CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
Bergen,1370,Englewood City,80468904,2641,30464,72,97928129,2918,33561,71,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1380,Englewood Cliffs Boro,16414599,504,32582,65,17495160,457,38308,74,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,1450,Fair Lawn Boro,128234122,5297,24210,46,139897483,5390,25956,36,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1470,Fairview Boro,34088294,2125,16045,1,36955631,2167,17051,1,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,1550,Fort Lee Boro,88415416,4123,21447,10,100828054,4077,24734,21,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1580,Franklin Lakes Boro,37181108,1162,32001,70,40267593,1180,34118,69,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,1700,Garfield City,127838278,4645,27521,82,139727927,4657,30003,77,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,1760,Glen Rock Boro,63396813,2578,24589,49,72213196,2600,27778,48,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,1860,Hackensack City,139025025,5339,26038,69,155084977,5472,28344,62,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,2050,Harrington Park Boro,16584034,577,28754,57,17830405,648,27506,37,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,2080,Hasbrouck Heights Boro,41837563,1743,23999,24,44520358,1735,25667,20,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,2090,Haworth Boro,11066852,412,26867,48,14269993,427,33444,63,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,2180,Hillsdale Boro,28880132,1085,26619,54,31353453,1096,28599,48,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,2200,Ho Ho Kus Boro,18700541,870,21496,7,20274254,859,23598,8,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,2620,Leonia Boro,43921609,2038,21553,17,51889466,2140,24245,17,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2710,Little Ferry Boro,27351876,1136,24068,37,29646170,1110,26700,39,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,2740,Lodi Borough,70097230,3142,22310,26,83275099,3150,26435,40,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2860,Lyndhurst Twp,53839787,2505,21493,16,63689362,2449,26007,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,2900,Mahwah Twp,82634964,2786,29661,70,91277894,2781,32823,69,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3060,Maywood Boro,24685552,1198,20602,11,27518362,1213,22694,10,"K. K-12|K-8,751+",KK-12K-8751plus
Bergen,3170,Midland Park Boro,28260090,862,32789,48,30819554,882,34935,47,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3330,Montvale Boro,22560930,941,23975,35,23162496,959,24157,26,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3350,Moonachie Boro,11076791,458,24202,25,12751948,474,26899,31,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,3550,New Milford Boro,46591613,1996,23346,39,51807104,2049,25281,29,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3600,North Arlington Boro,36225773,1927,18801,1,42445010,1958,21683,1,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,3700,Northern Highlands Reg,37738472,1387,27203,16,42386893,1336,31726,23,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3710,Northern Valley Regional,73858739,2139,34524,43,82312033,2358,34911,34,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,3730,Northvale Boro,13616290,545,24975,36,14138801,553,25586,24,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3740,Norwood Boro,13860838,638,21721,9,15301652,639,23960,11,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3760,Oakland Boro,38047544,1322,28780,66,41088531,1302,31568,66,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,3850,Old Tappan Boro,15656177,674,23223,18,18795150,729,25784,26,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,3870,Oradell Boro,15258056,751,20309,7,17185811,801,21465,4,A. K-6|K-6,AK-6K-6
Bergen,3910,Palisades Park,31992440,1714,18663,1,36803072,1830,20109,1,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3930,Paramus Boro,101926826,3639,28009,84,111947284,3695,30295,80,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,3940,Park Ridge Boro,42330079,1240,34150,49,42152188,1232,34217,46,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,3960,Pascack Valley Regional,69331268,1940,35740,45,74485998,1869,39849,44,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4300,Ramapo-Indian Hill Reg,65541331,2248,29160,25,74868505,2127,35203,35,"G. G9-12|7-12,9-12",GG9-127-129-12
Bergen,4310,Ramsey Boro,77512018,2618,29612,69,86928138,2589,33578,72,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4370,Ridgefield Boro,46774840,1618,28905,42,50918189,1569,32446,43,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4380,Ridgefield Park Twp,51197642,2274,22511,30,62953877,2091,30101,62,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4390,Ridgewood Village,130543119,5610,23269,38,138921574,5626,24693,17,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,4405,River Dell Regional,41794146,1610,25963,13,46020118,1610,28579,13,"F. G7-12|7-12,9-12",FG7-127-129-12
Bergen,4410,River Edge Boro,24498516,1233,19876,5,26691698,1178,22652,7,A. K-6|K-6,AK-6K-6
Bergen,4430,River Vale Twp,29396329,1062,27687,61,37122048,1036,35827,72,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,4470,Rochelle Park Twp,16062605,651,24695,33,16998323,666,25515,23,"J. K-12|K-8,401-750",JK-12K-8401-750
Bergen,4500,Rockleigh,628597,27,23281,8,645162,25,25806,10,K-12|Non-Operating,
Bergen,4600,Rutherford Boro,60493458,2540,23815,45,56463588,2483,22740,5,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,4610,Saddle Brook Twp,43069680,1699,25347,30,48224221,1727,27921,30,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,4620,Saddle River Boro,10068364,337,29912,49,11369230,331,34361,54,H. K-12|K-6,HK-12K-6
Bergen,4870,South Hackensack Twp,9915342,361,27490,51,11712323,364,32180,61,"I. K-12|K-8,0-400",IK-12K-80-400
Bergen,5150,Teaneck Twp,127634801,3793,33652,93,136259757,3751,36328,92,"N. K-12|K-12,3500+",NK-12K-123500plus
Bergen,5160,Tenafly Boro,91543819,3600,25426,52,99868122,3572,27956,49,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,5330,Upper Saddle River Boro,29776790,1116,26688,55,30638621,1133,27032,42,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,5410,Waldwick Boro,37904162,1633,23212,19,41192089,1617,25482,16,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5430,Wallington Boro,26784104,1220,21962,9,29115372,1245,23381,4,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5755,Westwood Regional,66562065,2804,23739,44,73683177,2800,26320,39,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Bergen,5830,Wood-Ridge Boro,26710370,1213,22019,11,29758520,1252,23777,6,"L. K-12|K-12,0-1800",LK-12K-120-1800
Bergen,5880,Woodcliff Lake Boro,19100885,705,27087,49,20435835,727,28125,42,"D. K-8|K-8,401-750",DK-8K-8401-750
Bergen,5920,Wyckoff Twp,50651482,1937,26155,48,54124717,2012,26907,40,"E. K-8|K-8,751+",EK-8K-8751plus
Bergen,6013,Bergen Arts And Sciences,18478589,1196,15446,20,22330119,1200,18607,18,O. Charter,OCharter
Bergen,6430,Englewood On The Palisad,5816889,312,18668,52,6672526,311,21462,38,O. Charter,OCharter
Bergen,7890,Teaneck Community Cs,6860833,342,20067,61,8007565,349,22938,50,O. Charter,OCharter
Burlington,200,Bass River Twp,1980480,63,31436,13,1803455,78,23121,7,K-6|Non-Operating,
Burlington,380,Beverly City,9982240,410,24325,28,11820595,427,27671,38,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,475,Bordentown Regional,52561620,2278,23070,34,60368704,2213,27278,46,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,600,Burlington City,54292049,1728,31416,73,62531073,1797,34806,73,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,605,Burlington Co Spec Serv,48134369,527,91398,5,49266012,537,91691,5,P. CSSD,PCSSD
Burlington,610,Burlington Co Vocational,49870327,2119,23540,9,54870169,2082,26352,9,Q. County Voc,QCountyVoc
Burlington,620,Burlington Twp,84024483,3650,23019,32,92927983,3634,25573,32,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,830,Chesterfield Twp,16478994,719,22910,22,18594155,715,26003,28,A. K-6|K-6,AK-6K-6
Burlington,840,Cinnaminson Twp,60781648,2741,22178,24,66218362,2757,24020,15,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,1030,Delanco Twp,11551878,512,22573,21,12828906,494,25996,23,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,1060,Delran Twp,61999698,2940,21088,14,71884611,2916,24652,21,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,1250,Eastampton Twp,13002988,559,23266,19,14627753,555,26371,28,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,1280,Edgewater Park Twp,24476329,1077,22730,30,26479038,1094,24202,27,"K. K-12|K-8,751+",KK-12K-8751plus
Burlington,1420,Evesham Twp,95208887,4344,21919,21,98920555,4383,22568,9,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,1520,Florence Twp,35141688,1517,23164,17,38962568,1555,25057,13,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,1910,Hainesport Twp,12409982,549,22602,14,13834604,565,24479,12,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,2610,Lenape Regional,186219213,6845,27206,17,199692401,6693,29835,15,"G. G9-12|7-12,9-12",GG9-127-129-12
Burlington,2850,Lumberton Twp,29622373,1119,26470,51,31462459,1158,27174,43,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,2960,Mansfield Twp,15123829,502,30133,50,16349054,531,30815,47,A. K-6|K-6,AK-6K-6
Burlington,3010,Maple Shade Twp,54569419,2441,22359,28,63935308,2404,26595,41,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Burlington,3070,Medford Lakes Boro,9900507,489,20251,2,10940729,488,22434,5,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,3080,Medford Twp,63030363,2546,24756,41,69128522,2616,26428,37,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3360,Moorestown Twp,96082581,3846,24983,60,106407487,3883,27405,54,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,3430,Mount Holly Twp,27187477,1084,25077,42,31216101,1111,28108,46,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3440,Mount Laurel Twp,89406648,4085,21888,20,97041210,4193,23145,12,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,3540,New Hanover Twp,6419845,195,32976,67,6226854,216,28868,47,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,3650,North Hanover Twp,36396092,1159,31399,55,39618531,1305,30354,44,A. K-6|K-6,AK-6K-6
Burlington,3690,Northern Burlington Reg,58288364,2169,26879,15,56544040,2181,25926,7,"F. G7-12|7-12,9-12",FG7-127-129-12
Burlington,3920,Palmyra Boro,21788350,959,22711,13,24048108,998,24087,7,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,4050,Pemberton Twp,132210183,4377,30209,88,142597756,4169,34204,89,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,4320,Rancocas Valley Regional,45890337,2120,21644,5,51640959,2095,24650,6,"G. G9-12|7-12,9-12",GG9-127-129-12
Burlington,4450,Riverside Twp,31513009,1379,22846,14,36344316,1497,24284,8,"L. K-12|K-12,0-1800",LK-12K-120-1800
Burlington,4460,Riverton,7406493,361,20529,8,8238956,366,22489,4,"I. K-12|K-8,0-400",IK-12K-80-400
Burlington,4740,Shamong Twp,16824284,701,23996,26,18461141,699,26415,30,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,4930,Southampton Twp,17483809,704,24839,35,18614726,693,26845,33,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,5010,Springfield Twp,5535345,237,23334,25,6055291,262,23110,11,A. K-6|K-6,AK-6K-6
Burlington,5130,Tabernacle Twp,16384140,673,24339,29,17394814,697,24950,14,"D. K-8|K-8,401-750",DK-8K-8401-750
Burlington,5490,Washington Twp,1392759,65,21427,7,1781891,66,26998,12,K-12|Non-Operating,
Burlington,5720,Westampton,18825323,999,18852,4,21538700,940,22907,11,"E. K-8|K-8,751+",EK-8K-8751plus
Burlington,5805,Willingboro Twp,87356488,3507,24910,58,96319790,3642,26449,41,"N. K-12|K-12,3500+",NK-12K-123500plus
Burlington,5890,Woodland Twp,3243959,115,28310,53,3684062,104,35359,69,"C. K-8|K-8,0-400",CK-8K-80-400
Burlington,6026,Riverbank Charter School,2269211,154,14754,18,3491388,154,22642,46,O. Charter,OCharter
Burlington,6076,Benjamin Banneker Prep Cs,6625385,357,18569,50,8480918,353,24032,60,O. Charter,OCharter
Camden,150,Audubon Boro,30750301,1443,21308,8,34785706,1424,24431,10,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,190,Barrington Boro,17565743,811,21653,8,20157972,802,25149,17,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,260,Bellmawr Boro,25022785,1173,21327,16,26870174,1158,23205,13,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,330,Berlin Boro,15315296,838,18269,3,17657120,825,21402,3,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,340,Berlin Twp,18359160,752,24407,30,19489942,768,25396,22,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,390,Black Horse Pike Regional,85416543,3497,24426,9,95830198,3527,27168,9,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,580,Brooklawn Boro,7320911,352,20775,9,8535911,360,23746,10,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,680,Camden City,277121670,7506,36922,94,305108349,7006,43552,94,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,700,Camden County Vocational,56746555,2232,25429,12,61832139,2189,28251,11,Q. County Voc,QCountyVoc
Camden,800,Cherry Hill Twp,252974249,10629,23801,40,269456063,10790,24972,27,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,880,Clementon Boro,13603866,662,20553,5,15658056,657,23833,10,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,940,Collingswood Boro,48525293,2230,21763,19,53742035,2265,23726,12,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1255,Eastern Camden County Reg,43615843,1962,22234,6,48416388,2025,23915,5,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,1720,Gibbsboro Boro,6227202,284,21933,13,7150851,297,24086,11,"C. K-8|K-8,0-400",CK-8K-80-400
Camden,1770,Gloucester City,65756263,2260,29094,67,72066202,2517,28627,55,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1780,Gloucester Twp,133305251,6510,20478,8,146267919,6566,22278,6,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,1799,Kipp Cooper Norcross,41841109,1770,23645,85,45208546,1890,23920,59,O. Charter,OCharter
Camden,1801,Camden Prep,20902255,1018,20534,67,25115916,1106,22712,47,O. Charter,OCharter
Camden,1802,Mastery Schools Of Camden,50774861,2420,20979,71,64412398,2813,22901,49,O. Charter,OCharter
Camden,1880,Haddon Heights Boro,30958226,1501,20629,3,33807736,1563,21625,2,"L. K-12|K-12,0-1800",LK-12K-120-1800
Camden,1890,Haddon Twp,45452529,2009,22627,32,48878599,2082,23483,11,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,1900,Haddonfield,54701722,2663,20540,6,58881257,2714,21697,2,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,2130,Hi Nella,2510417,121,20747,6,2848214,120,23735,9,K-12|Non-Operating,
Camden,2540,Laurel Springs Boro,5431264,296,18324,1,6218030,317,19645,1,H. K-12|K-6,HK-12K-6
Camden,2560,Lawnside Boro,11295301,428,26366,44,12580738,470,26795,30,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,2670,Lindenwold Boro,60791475,2951,20603,7,82807239,3051,27144,45,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,2890,Magnolia Boro,9387322,386,24348,29,11227859,408,27525,37,"C. K-8|K-8,0-400",CK-8K-80-400
Camden,3110,Merchantville Boro,10621172,552,19258,3,11992934,550,21807,2,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,3420,Mount Ephraim Boro,12580605,566,22246,10,14167648,566,25024,16,"J. K-12|K-8,401-750",JK-12K-8401-750
Camden,3770,Oaklyn Boro,10265360,512,20050,6,11179513,492,22731,8,H. K-12|K-6,HK-12K-6
Camden,4060,Pennsauken Twp,113651752,4736,23998,43,132308575,4668,28344,62,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,4110,Pine Hill Boro,45120736,1846,24438,47,50657179,1893,26758,44,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Camden,4590,Runnemede Boro,18185931,842,21611,19,20481919,812,25238,32,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,4790,Somerdale Boro,11036937,463,23862,25,11498065,456,25224,19,"D. K-8|K-8,401-750",DK-8K-8401-750
Camden,5035,Sterling High School Dist,20828710,922,22591,7,23520577,906,25950,8,"G. G9-12|7-12,9-12",GG9-127-129-12
Camden,5080,Stratford Boro,17276107,867,19924,6,21176647,890,23784,20,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,5400,Voorhees Twp,64833714,2952,21959,22,77546853,2945,26329,35,"E. K-8|K-8,751+",EK-8K-8751plus
Camden,5560,Waterford Twp,32094511,1534,20922,11,37425921,1564,23924,16,H. K-12|K-6,HK-12K-6
Camden,5820,Winslow Twp,118958630,4686,25389,64,132388387,4770,27756,58,"N. K-12|K-12,3500+",NK-12K-123500plus
Camden,5900,Woodlynne Boro,11777328,575,20471,7,14788592,564,26230,25,"I. K-12|K-8,0-400",IK-12K-80-400
Camden,6086,Hope Community Cs,2850394,137,20791,70,4738319,144,32928,89,O. Charter,OCharter
Camden,6107,Camden’s Promise Charter,40639183,2133,19052,54,50395803,2163,23298,53,O. Charter,OCharter
Camden,6232,Eco Charter School,4873788,204,23915,87,541402,169,3198,2,O. Charter,OCharter
Camden,6240,Freedom Prep Charter Sch,14593099,815,17912,44,18115338,782,23180,52,O. Charter,OCharter
Camden,7109,Leap Academy University,27502677,1543,17824,42,31255503,1547,20209,28,O. Charter,OCharter
Cape May,170,Avalon Boro,4392706,102,43080,78,5290241,99,53377,80,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,710,Cape May City,4487999,149,30170,51,5619676,168,33473,52,A. K-6|K-6,AK-6K-6
Cape May,715,Cape May Co Special Serv,15746162,229,68827,3,15519613,232,66885,1,P. CSSD,PCSSD
Cape May,720,Cape May Co Vocational,19711152,605,32563,19,19741335,590,33464,17,Q. County Voc,QCountyVoc
Cape May,730,Cape May Point,66007,2,33004,14,64876,2,32438,14,K-12|Non-Operating,
Cape May,1080,Dennis Twp,19340732,750,25780,43,20500563,768,26684,32,"J. K-12|K-8,401-750",JK-12K-8401-750
Cape May,2820,Lower Cape May Regional,37213809,1248,29814,30,41801420,1201,34810,32,"F. G7-12|7-12,9-12",FG7-127-129-12
Cape May,2840,Lower Twp,36341477,1537,23650,26,41093144,1524,26956,33,A. K-6|K-6,AK-6K-6
Cape May,3130,Middle Twp,58457369,2508,23307,37,63956408,2585,24741,23,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Cape May,3680,North Wildwood City,11130776,236,47153,80,12117191,231,52554,79,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,3780,Ocean City,52123214,2051,25418,51,57113229,1941,29422,58,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
Cape May,4700,Sea Isle City,2043366,85,24182,9,2275769,97,23583,8,H. K-12|K-6,HK-12K-6
Cape May,5060,Stone Harbor Boro,3648538,105,34924,71,3697372,108,34362,65,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,5340,Upper Twp,39174402,1906,20552,10,42933054,1918,22391,7,"K. K-12|K-8,751+",KK-12K-8751plus
Cape May,5610,West Cape May Boro,2208860,79,28019,44,2356183,87,27020,34,A. K-6|K-6,AK-6K-6
Cape May,5700,West Wildwood,820335,32,25635,11,824797,36,22911,6,K-12|Non-Operating,
Cape May,5790,Wildwood City,24717263,886,27912,39,33625800,898,37454,49,"L. K-12|K-12,0-1800",LK-12K-120-1800
Cape May,5800,Wildwood Crest Boro,10139853,282,35940,74,11390244,271,41997,76,"I. K-12|K-8,0-400",IK-12K-80-400
Cape May,5840,Woodbine Boro,7430744,252,29438,56,7950555,282,28214,42,"I. K-12|K-8,0-400",IK-12K-80-400
Cumberland,540,Bridgeton City,140033540,6283,22287,23,165543891,6256,26462,43,"N. K-12|K-12,3500+",NK-12K-123500plus
