GROUP,CONAME,DIST,DISTNAME,STRAT0016,RK0016,SALT0016,RKSAL0016,STRAT0116,RK0116,SALT0116,RKSAL0116
A. K-6,Statewide,N.A.,1. State Average - Operating Type K-6,10.3,N.A.,67883,N.A.,10.4,N.A.,69985,N.A.
A. K-6,Statewide,N.A.,2. State Median - Operating Type K-6,9.8,N.A.,65121,N.A.,9.8,N.A.,67577,N.A.
A. K-6,Statewide,N.A.,5. State Average - All Operating Types,11.5,N.A.,76952,N.A.,11.6,N.A.,80016,N.A.
A. K-6,Statewide,N.A.,6. State Median - All Operating Types,10.8,N.A.,74175,N.A.,10.9,N.A.,77943,N.A.
A. K-6,Bergen,1270,Edgewater Boro,11.7,7|57,64628,28|57,10.7,18|57,67878,31|57
A. K-6,Bergen,3870,Oradell Boro,12.4,2|57,68830,39|57,12.8,3|57,70230,39|57
A. K-6,Bergen,4410,River Edge Boro,11.9,5|57,68892,40|57,11.6,8|57,70592,40|57
A. K-6,Bergen,4620,Saddle River Boro,7.2,54|57,65280,30|57,6.9,53|57,78805,55|57
A. K-6,Burlington,830,Chesterfield Twp,10.3,21|57,69452,43|57,10.7,18|57,74060,49|57
A. K-6,Burlington,2960,Mansfield Twp,8.9,37|57,69550,44|57,9.2,34|57,73561,47|57
A. K-6,Burlington,3650,North Hanover Twp,9.8,28|57,72226,49|57,9.9,27|57,71419,44|57
A. K-6,Burlington,5010,Springfield Twp,12.9,1|57,57134,8|57,12.6,5|57,64047,18|57
A. K-6,Camden,2540,Laurel Springs Boro,11.5,8|57,72877,51|57,11.6,8|57,77276,53|57
A. K-6,Camden,3770,Oaklyn Boro,8.3,40|57,56785,7|57,8.9,38|57,60635,11|57
A. K-6,Camden,5560,Waterford Twp,9,35|57,64126,27|57,9.8,28|57,66692,28|57
A. K-6,Cape May,710,Cape May City,7.4,52|57,62010,20|57,6.4,56|57,63435,17|57
A. K-6,Cape May,2840,Lower Twp,10.4,20|57,60107,12|57,10.4,21|57,61198,12|57
A. K-6,Cape May,5610,West Cape May Boro,8.3,40|57,58449,10|57,7.9,48|57,60278,10|57
A. K-6,Essex,1400,Essex Fells Boro,11.5,8|57,65503,33|57,8.4,43|57,64871,23|57
A. K-6,Essex,1465,Fairfield Twp,9.9,27|57,61916,19|57,10,25|57,63341,16|57
A. K-6,Essex,3630,North Caldwell Boro,9.6,30|57,51567,1|57,10.4,21|57,63063,15|57
A. K-6,Essex,4530,Roseland Boro,10.5,18|57,66936,36|57,10.3,23|57,68800,34|57
A. K-6,Gloucester,1180,East Greenwich Twp,11.5,8|57,65528,34|57,11.6,8|57,68256,33|57
A. K-6,Gloucester,1330,Elk Twp,10.5,18|57,74502,53|57,10.2,24|57,70806,42|57
A. K-6,Gloucester,1590,Franklin Twp,10.2,25|57,55405,3|57,10.8,15|57,56005,2|57
A. K-6,Gloucester,2070,Harrison Twp,11.8,6|57,74754,54|57,12.4,6|57,74754,50|57
A. K-6,Gloucester,2990,Mantua Twp,9.5,31|57,62148,22|57,9.5,32|57,70017,38|57
A. K-6,Gloucester,3490,National Park Boro,9.8,28|57,61579,18|57,9.8,28|57,64367,19|57
A. K-6,Gloucester,4880,South Harrison Twp,12.2,4|57,60462,13|57,13.2,2|57,60000,8|57
A. K-6,Gloucester,5120,Swedesboro-Woolwich,11.3,12|57,71123,47|57,11,14|57,65625,26|57
A. K-6,Gloucester,5590,Wenonah Boro,10.3,21|57,62274,23|57,8.3,45|57,64846,22|57
A. K-6,Gloucester,5740,Westville Boro,10.8,14|57,80515,56|57,10.7,18|57,83228,56|57
A. K-6,Gloucester,5870,Woodbury Heights Boro,10.1,26|57,66169,35|57,9.8,28|57,67491,29|57
A. K-6,Hunterdon,2590,Lebanon Boro,7.3,53|57,60470,14|57,7.4,51|57,64476,20|57
A. K-6,Hunterdon,3180,Milford Boro,7.9,47|57,56103,5|57,6.4,56|57,58411,5|57
A. K-6,Monmouth,130,Atlantic Highlands Boro,9.1,33|57,86445,57|57,10.8,15|57,90920,57|57
A. K-6,Monmouth,2160,Highlands Boro,7.8,48|57,65280,30|57,8,47|57,71080,43|57
A. K-6,Monmouth,4520,Roosevelt Boro,10.3,21|57,75729,55|57,22.3,1|57,56829,3|57
A. K-6,Morris,3240,Mine Hill Twp,10.3,21|57,63190,25|57,11.1,13|57,64894,24|57
A. K-6,Ocean,230,Beach Haven Boro,6.4,57|57,53000,2|57,6.5,55|57,55850,1|57
A. K-6,Ocean,320,Berkeley Twp,11.5,8|57,65385,32|57,11.6,8|57,68185,32|57
A. K-6,Ocean,1150,Eagleswood Twp,8.4,39|57,61570,17|57,9.4,33|57,58995,6|57
A. K-6,Ocean,2350,Island Heights Boro,8.3,40|57,56593,6|57,9.6,31|57,60154,9|57
A. K-6,Ocean,2690,Little Egg Harbor Twp,10.6,16|57,71699,48|57,10.8,15|57,69574,37|57
A. K-6,Ocean,2760,Long Beach Island,6.5,56|57,68249,38|57,6.7,54|57,72224,46|57
A. K-6,Ocean,3800,Ocean Gate Boro,8,45|57,61020,15|57,7.4,51|57,62683,14|57
A. K-6,Ocean,3820,Ocean Twp,10.8,14|57,62652,24|57,11.8,7|57,67577,30|57
A. K-6,Ocean,4710,Seaside Heights Boro,7.8,48|57,74004,52|57,8.4,43|57,75279,51|57
A. K-6,Ocean,5020,Stafford Twp,12.4,2|57,63383,26|57,12.7,4|57,61493,13|57
A. K-6,Ocean,5220,Tuckerton Boro,9.2,32|57,55462,4|57,8.8,41|57,59137,7|57
A. K-6,Sussex,1630,Fredon Twp,7.8,48|57,64773,29|57,8.5,42|57,64982,25|57
A. K-6,Sussex,1980,Hampton Twp,7.1,55|57,62064,21|57,8.3,45|57,65795,27|57
A. K-6,Sussex,4650,Sandyston-Walpack Twp,9.1,33|57,57500,9|57,8.9,38|57,69205,35|57
A. K-6,Sussex,5040,Stillwater Twp,8.1,44|57,69420,42|57,9,37|57,77618,54|57
A. K-6,Warren,400,Blairstown Twp,8.3,40|57,69070,41|57,7.8,49|57,69525,36|57
A. K-6,Warren,1620,Franklin Twp,7.8,48|57,66973,37|57,7.8,49|57,70798,41|57
A. K-6,Warren,1670,Frelinghuysen Twp,10.6,16|57,59415,11|57,10,25|57,57115,4|57
A. K-6,Warren,2470,Knowlton Twp,8,45|57,69740,45|57,9.1,36|57,71893,45|57
A. K-6,Warren,2970,Mansfield Twp,9,35|57,70739,46|57,9.2,34|57,73870,48|57
A. K-6,Warren,5480,Washington Boro,10.9,13|57,61515,16|57,11.2,12|57,64476,20|57
A. K-6,Warren,5530,Washington Twp,8.9,37|57,72810,50|57,8.9,38|57,77245,52|57
B. K-8 / 0 - 400,Statewide,N.A.,1. State Average - Operating Type K-8,10.1,N.A.,73292,N.A.,10.3,N.A.,75714,N.A.
