GROUP,CONAME,DIST,DISTNAME,PP13,RK13,PCT13,SBA3,PP23,RK23,PCT23,SBB3,PP33,RK33,PCT33,SBC3
A. K-6,Statewide,N.A.,1. State average - Operating Type K-6,9374,N.A.,0.572,0.944,9488,N.A.,0.569,0.941,10131,N.A.,0.56,0.936
A. K-6,Statewide,N.A.,2. State median - Operating Type K-6,9961,N.A.,0.559,0.967,9856,N.A.,0.562,0.936,10837,N.A.,0.558,0.949
A. K-6,Statewide,N.A.,5. State average - All operating types,9314,N.A.,0.554,0.942,9641,N.A.,0.546,0.938,10302,N.A.,0.538,0.926
A. K-6,Statewide,N.A.,6. State median - All operating types,9322,N.A.,0.556,0.938,9564,N.A.,0.55,0.937,10240,N.A.,0.538,0.93
A. K-6,Bergen,1270,Edgewater Boro,6275,1|57,0.461,0.8436,7832,4|57,0.472,0.8981,11373,38|57,0.518,0.9113
A. K-6,Bergen,3870,Oradell Boro,8734,13|57,0.59,0.9563,8299,8|57,0.556,0.9147,9083,7|57,0.566,0.9373
A. K-6,Bergen,4410,River Edge Boro,9202,19|57,0.628,0.9548,9832,28|57,0.615,0.9408,10826,28|57,0.622,0.9483
A. K-6,Bergen,4620,Saddle River Boro,13121,55|57,0.426,0.9619,14614,56|57,0.412,0.8855,20413,57|57,0.447,0.8897
A. K-6,Burlington,830,Chesterfield Twp,8311,9|57,0.533,0.9341,8756,12|57,0.513,0.9386,9147,10|57,0.506,0.9315
A. K-6,Burlington,2960,Mansfield Twp,10693,35|57,0.526,0.9464,10275,32|57,0.509,0.9251,11141,37|57,0.507,0.9226
A. K-6,Burlington,3650,North Hanover Twp,10752,38|57,0.573,0.9376,9883,30|57,0.559,0.9349,10676,26|57,0.548,0.9007
A. K-6,Burlington,5010,Springfield Twp,8118,6|57,0.531,0.9486,7600,2|57,0.518,0.9508,9158,12|57,0.5,0.9555
A. K-6,Camden,2540,Laurel Springs Boro,8685,11|57,0.557,0.958,9434,18|57,0.602,0.9267,10598,25|57,0.582,0.9106
A. K-6,Camden,3770,Oaklyn Boro,8731,12|57,0.485,0.8779,9430,17|57,0.496,0.8744,9997,19|57,0.478,0.8253
A. K-6,Camden,5560,Waterford Twp,9647,25|57,0.542,0.9552,9783,25|57,0.547,0.9627,10941,31|57,0.541,0.958
A. K-6,Cape May,710,Cape May City,11307,41|57,0.514,0.9298,11512,43|57,0.553,0.8919,12528,46|57,0.491,0.8434
