CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,COUNTY,ENROLL
80,1802,53472181,29757593,22347495,1674488,5735610,5737607,2414634,13325631,5644673,4651349,0,0,0,9197367,13.9,78500,220.8,75133,287.1,142463,22,Mastery Schools Of Camden,Camden,K. Charter,C,,,1,Camden,2871.0
80,6086,2364151,1336412,1187598,81814,67000,339910,143410,377345,283045,310484,0,0,0,0,7.4,52466,131,56350,32.8,92195,4.7,Hope Community Cs,Camden,K. Charter,C,,,1,Camden,131.0
80,6107,36600551,23115560,21323509,1077051,715000,2783711,2318711,4495679,2924255,6205601,0,0,0,0,11,66000,109.6,74000,143.8,102000,14.4,Camden’s Promise Charter School,Camden,K. Charter,C,,,1,Camden,2301.1
80,6232,,,,,,,,,,,,,,,,,,,,,,Environment Community Cs,Camden,K. Charter,C,,,1,Camden,
80,6240,10315967,6074813,5814813,150000,110000,842002,592502,2239153,1431653,1160000,0,0,0,0,18.1,71770,70.5,70763,50.4,107635,3.5,Freedom Prep Charter School,Camden,K. Charter,C,,,1,Camden,705.0
80,7109,22075131,10476468,9860871,240000,375597,5080904,3509084,4273440,2680723,1934098,0,0,0,120781,14.5,64784,219.7,60000,90.5,105000,6.6,Leap Academy University Cs,Camden,K. Charter,C,,,1,Camden,1538.0
80,6028,4500313,2179563,1992857,90000,96706,693518,417345,781731,428500,845500,0,0,0,0,13.4,52760,,,134,100000,10,Vineland Public Charter School,Cumberland,K. Charter,C,,,1,Cumberland,402.0
80,6069,3436470,1774869,1682169,62200,30500,485153,202903,523448,177698,653000,0,0,0,0,10,50000,,,270,130000,27,Millville Public Charter School,Cumberland,K. Charter,C,,,1,Cumberland,270.0
80,6089,2131902,1396651,1285651,49000,62000,308836,262476,348555,284105,77860,0,0,0,0,10.4,53750,167,84602,41.8,48800,4.3,Compass Academy Cs,Cumberland,K. Charter,C,,,1,Cumberland,167.0
80,6100,1966052,900404,782004,47500,70900,190986,65236,480570,322070,394092,0,0,0,0,8.8,50000,,,115,133300,13,Bridgeton Public Charter School,Cumberland,K. Charter,C,,,1,Cumberland,115.0
80,6020,6314931,2904886,2614258,90600,200028,538272,283544,912754,876761,526029,0,0,0,4000,13.2,70900,100,63400,42.9,114750,3.7,Pride Academy Charter School,Essex,K. Charter,C,,,1,Essex,300.0
80,6022,4300015,1959519,1790019,125000,44500,585858,283425,1021535,591342,733103,0,0,0,0,18.2,52726,164,62950,82,104500,5,Burch Charter School Of Excellence,Essex,K. Charter,C,,,1,Essex,328.0
80,6029,4287189,2295603,1868333,151770,275500,503420,392397,874584,624346,613582,0,0,0,0,7.3,74174,44,80000,66,139863,10.5,Newark Educators Community Charter Schoo,Essex,K. Charter,C,,,1,Essex,132.0
80,6053,36663013,17240994,13220332,2028701,1991961,3785276,1946071,11517798,9835256,4118945,0,0,0,0,19.4,65696,139.7,78970,115.1,89500,6.8,Great Oaks Legacy Charter School,Essex,K. Charter,C,,,1,Essex,1956.0
80,6057,7468706,3288002,3049546,60000,178456,1416619,1145719,2124676,1582112,639409,0,0,0,3000,21.6,73250,108,75229,162,147205,9,Peoples Preparatory Charter School,Essex,K. Charter,C,,,1,Essex,324.0
80,6058,7178410,4198958,3613210,436248,149500,1002730,715610,1343785,912585,627936,0,0,0,25000,12.7,68631,55,72699,110,100998,10.7,Roseville Community Cs,Essex,K. Charter,C,,,1,Essex,330.0
80,6094,8609567,4323979,4100530,109374,114075,2041516,1553463,1175723,944001,1068350,0,0,0,0,16.3,65560,85.1,63585,96.5,103000,7.1,Phillip's Academy Charter School,Essex,K. Charter,C,,,1,Essex,579.0
80,6099,5757900,3208876,2762286,110840,335750,715752,414132,1313462,1070187,519810,0,0,0,47500,13.4,70455,161,78571,92,88780,7.4,Link Community Charter School,Essex,K. Charter,C,,,1,Essex,322.0
80,6109,4722589,2448797,1709285,80140,659372,427267,330767,1116411,660445,722114,0,0,0,0,25,79500,75,71100,30,106575,1.6,Lead Charter School,Essex,K. Charter,C,,,1,Essex,150.0
80,6110,7138232,3528307,2551930,155813,820564,575443,378813,2442966,1674105,591517,0,0,0,25000,14.6,68867,438,66865,73,103750,5.2,Achieve Community Charter School,Essex,K. Charter,C,,,1,Essex,438.0
80,6320,1727656,1104534,985126,36997,82411,117256,0,245019,97452,260847,0,0,0,0,20,62000,,,50,75343,2.5,Discovery Cs,Essex,K. Charter,C,,,1,Essex,100.0
80,6410,7324126,3624104,3249400,285000,89704,1870694,1680944,1082716,469864,746612,0,0,0,0,445,85018,222.5,74108,74.2,91062,0.5,East Orange Community Cs,Essex,K. Charter,C,,,1,Essex,445.0
80,6665,5485083,2698285,2454285,93000,151000,810254,694754,1097943,908943,878600,0,0,0,0,20.8,73597,125,95024,187.5,203768,10.5,Gray Cs,Essex,K. Charter,C,,,1,Essex,375.0
80,7210,26530860,14029803,12231803,600000,1198000,3031446,1513920,5736560,4757180,3733051,0,0,0,0,186.6,70000,,,1306,95000,7,Marion P. Thomas Cs,Essex,K. Charter,C,,,1,Essex,1306.0
80,7290,7546858,3369466,3021344,200000,148122,1843831,926404,2026593,1469689,306967,0,0,0,338000,14.6,77125,190,64250,76,125000,5.6,New Horizons Comm. Cs,Essex,K. Charter,C,,,1,Essex,380.0
80,7320,112000044,55808382,46042927,5759079,4006376,15188122,2532373,28480262,4492213,12523277,0,0,0,0,26.9,79900,275,72200,574.9,157600,23.5,North Star Academy Charter School,Essex,K. Charter,C,,,1,Essex,6324.1
80,7325,109109649,59315690,50490540,3164139,5661011,20187432,10081558,16755586,10136724,12004566,0,0,0,601000,22.5,78120,216.6,78981,6066,111120,298,Team Academy Charter School,Essex,K. Charter,C,,,1,Essex,6066.0
80,7730,11422712,5923060,5057555,516818,348687,2233834,1825545,1719182,1301099,1546636,0,0,0,37500,18.5,75306,157,76235,203.2,90429,12.3,Robert Treat Academy Cs,Essex,K. Charter,C,,,1,Essex,691.0
80,7735,11045773,5958132,5548132,175000,235000,1278140,779740,2840626,2528626,968875,0,0,0,0,11.9,58520,186,78012,55.8,131494,5,Maria L. Varisco-Rogers Cs,Essex,K. Charter,C,,,1,Essex,558.0
80,8065,,,,,,,,,,,,,,,,,,,,,,University Heights Cs,Essex,K. Charter,C,,,1,Essex,
80,6030,6721025,3863373,3411677,225750,225946,1095131,590226,1330521,1015815,432000,0,0,0,0,19.9,53108,126.3,65508,75.8,103628,4.4,The Ethical Community Charter School,Hudson,K. Charter,C,,,1,Hudson,379.0
80,6036,5553078,3143077,2878623,150683,113771,617638,342188,1086864,843578,705499,0,0,0,0,26.4,62643,422,78000,422,100000,17,Hola Hoboken Dual Lang Cs,Hudson,K. Charter,C,,,1,Hudson,422.0
80,6064,7877935,4736937,4011937,325000,400000,975836,950836,1424390,898390,720772,0,0,0,50000,14,64800,75.6,64800,189,141143,16,Dr Lena Edwards Academic Charter School,Hudson,K. Charter,C,,,1,Hudson,378.0
80,6082,22809716,11790230,10619399,711177,459654,4316343,3645742,3493208,2604092,3209935,0,0,0,314295,15.5,72200,155,71125,129.2,102000,9.2,Beloved Community Charter School,Hudson,K. Charter,C,,,1,Hudson,1550.0
80,6093,5692490,2848193,2630193,101000,117000,776286,343036,1246248,791848,814264,0,0,0,105000,27.2,55000,204,61845,102,125000,4.3,Jersey City Global Cs,Hudson,K. Charter,C,,,1,Hudson,408.0
80,6103,14690870,8336001,7794116,449951,91934,2326305,1965028,2037695,1619309,1971434,0,0,0,270000,13.2,62000,110.2,65000,90.2,87500,7.6,Empowerment Academy Charter School,Hudson,K. Charter,C,,,1,Hudson,992.0
80,6105,12392396,6606270,5724703,697326,184241,1265771,985926,2845691,1056625,1674663,0,0,0,174924,15.6,63500,165.4,69000,275.7,100260,19.3,Hudson Arts And Science  Charter School,Hudson,K. Charter,C,,,1,Hudson,827.0
80,6420,4157015,2597227,2474707,21000,101520,491815,380015,598773,461026,469200,0,0,0,0,11,60000,144,75539,288,142800,28.3,Elysian Cs Of Hoboken,Hudson,K. Charter,C,,,1,Hudson,288.0
80,6720,5033465,2449145,2256899,125839,66407,635550,426559,1020849,754382,927922,0,0,0,0,10.6,59619,90.3,70045,59.6,105750,6.3,Hoboken Cs,Hudson,K. Charter,C,,,1,Hudson,298.0
80,6910,8360514,4707503,4511503,110000,86000,1536127,1328627,1301421,818121,278500,0,0,0,88500,21,63157,39.1,58800,195.7,131250,14.3,Jersey City Comm. Cs,Hudson,K. Charter,C,,,1,Hudson,587.0
80,6915,8728876,4766296,4066296,350000,350000,1279363,811863,1573154,1013154,1110063,0,0,0,140000,14.2,55959,621,58284,124.2,131395,8.9,Jersey City Golden Door Charter School,Hudson,K. Charter,C,,,1,Hudson,621.0
80,7115,7954983,5321632,4774680,264650,282302,877603,404403,1517748,1055200,238000,0,0,0,40000,12.2,65438,296,80838,236.8,125801,20.2,Learning Community Cs,Hudson,K. Charter,C,,,1,Hudson,592.0
80,7830,4292427,2619637,2289637,180000,150000,488884,143884,681252,306252,502654,0,0,0,0,30,92000,225,76600,,,,Soaring Heights Cs,Hudson,K. Charter,C,,,1,Hudson,450.0
80,8060,8349518,4612397,4297397,85000,230000,1360669,1128669,1276452,1092552,1100000,0,0,0,70000,13.3,61833,81.5,59162,62.9,91516,5.5,University Academy Cs,Hudson,K. Charter,C,,,1,Hudson,440.0
80,6017,17259064,8668407,8114426,298131,255850,1708102,974301,5528479,4910145,1354076,0,0,0,0,16.8,80138,87,74875,58,104680,4.1,Foundation Academy Cs,Mercer,K. Charter,C,,,1,Mercer,1044.0
80,6025,6433138,4078762,3386431,197533,494798,704635,405100,1133305,689915,516436,0,0,0,37500,12.2,67500,109.5,64375,146,80855,13.3,Paul Robeson Humanities  Charter School,Mercer,K. Charter,C,,,1,Mercer,438.0
80,6183,9427992,4511985,4089353,120882,301750,3016837,2660487,1014170,779720,885000,0,0,0,0,24.9,58000,97.7,60000,83.7,160000,4.2,Trenton Stem-To-Civics Cs,Mercer,K. Charter,C,,,1,Mercer,586.0
80,6810,1652183,931484,814884,58000,58600,183686,92336,413512,350262,123500,0,0,0,0,12.3,59030,67.5,35000,45,90000,4.3,International Charter School,Mercer,K. Charter,C,,,1,Mercer,108.0
80,7500,6663800,3717300,3424300,165000,128000,759300,580800,1237200,1052700,950000,0,0,0,0,11.7,58750,,,111.5,110800,9.5,Pace Cs Of Hamilton,Mercer,K. Charter,C,,,1,Mercer,446.0
80,7540,6821382,4374318,4186268,142000,46050,655124,297629,1238224,907342,177500,0,0,0,5000,10.2,74903,424,83437,141.3,145406,14.1,Princeton Cs,Mercer,K. Charter,C,,,1,Mercer,424.0
80,7895,5523192,3061244,2672744,180500,208000,562521,363821,1303905,1032655,595522,0,0,0,0,17.1,60823,68.4,68250,57,84750,4.2,Achievers Early College Prep Charter Sch,Mercer,K. Charter,C,,,1,Mercer,342.0
80,8140,4909531,2802109,2438565,238794,124750,761922,428672,1061554,940419,143400,0,0,0,0,12,63000,120,94000,90,137000,8.3,Village Cs,Mercer,K. Charter,C,,,1,Mercer,360.0
80,6032,8464295,4271397,3785647,171870,313880,1407538,1209950,2278676,1710741,506684,0,0,0,72274,16.2,59441,84,61088,105,118513,7.8,Academy For Urban Leadership Charter Sch,Middlesex,K. Charter,C,,,1,Middlesex,420.0
80,6041,8087190,4958606,4785606,127000,46000,496721,364961,1185185,980313,1446678,0,0,0,10000,14.3,66000,107.2,39695,170,120121,13.5,Hatikvah International Cs,Middlesex,K. Charter,C,,,1,Middlesex,595.0
80,6635,7075074,4169980,3970880,141000,58100,911736,799736,1386456,1029035,156000,0,0,0,0,,,,,,,,Greater Brunswick Cs,Middlesex,K. Charter,C,,,1,Middlesex,397.0
80,7896,6866028,3864786,3599551,197656,67579,1097190,900056,921274,707992,982778,0,0,0,60360,14.7,59800,87.4,59000,437,31881,34.8,Middlesex Charter School,Middlesex,K. Charter,C,,,1,Middlesex,437.0
80,6010,3602076,1833476,1705244,56380,71852,687826,496700,647835,591937,432939,0,0,0,13759,10.3,66225,45,65688,90,93558,10.8,Academy Charter High School,Monmouth,K. Charter,C,,,1,Monmouth,180.0
80,6740,4232736,2375219,2159504,130819,84896,465068,203547,1128915,763356,153875,0,0,0,643023,10.7,58700,170,41710,90.4,86700,9,Hope Academy Cs,Monmouth,K. Charter,C,,,1,Monmouth,272.0
80,7720,2924674,1690586,1614136,34450,42000,364812,248292,672201,565458,70814,0,0,0,20000,6.9,52614,55.9,58041,89.5,136200,14.7,The Red Bank Cs,Monmouth,K. Charter,C,,,1,Monmouth,179.0
80,7891,9962039,5698377,4252415,419500,1026462,1368795,1188795,2158178,1171261,678688,0,0,0,125000,14.8,62000,109.4,67000,91.2,86000,7,College Achieve Greater Asbury Park Char,Monmouth,K. Charter,C,,,1,Monmouth,547.0
80,8050,4558516,2461191,2335191,52500,73500,713388,552163,896282,723752,487655,0,0,0,35000,10.2,55620,231.8,38603,63.8,107671,6.5,Unity Cs,Morris,K. Charter,C,,,1,Morris,255.0
80,7893,7928433,4492936,4045684,253000,194252,1260412,559731,1795430,1283742,379654,0,0,0,1040350,11.5,58200,224.5,71068,145.8,80000,13.2,Ocean Academy Charter School,Ocean,K. Charter,C,,,1,Ocean,449.0
80,6021,18337813,9810825,5006825,4718000,86000,2621993,1937023,3048245,2358005,2856750,0,0,0,75279,16.1,69714,300,81232,81.8,120199,5.4,Community Charter School Of Paterso,Passaic,K. Charter,C,,,1,Passaic,900.0
80,6079,9897341,4416043,3863284,180000,372759,1493251,1384651,1727808,1058863,2260239,0,0,0,0,20.7,60000,171,60000,85.5,113000,4.6,John P Holland Charter School,Passaic,K. Charter,C,,,1,Passaic,684.0
80,6080,26528641,14687640,13557435,736688,393517,3077584,2350757,5456489,1652825,3306928,0,0,0,386591,15.6,65400,177,71073,486.8,121957,34,Passaic Arts And Science Charter School,Passaic,K. Charter,C,,,1,Passaic,1947.1
80,6096,17796503,9596791,8638523,668112,290156,1875140,1505596,3183535,644657,3141037,0,0,0,157056,15,63700,173.6,71784,,,,Paterson Arts And Science Charter School,Passaic,K. Charter,C,,,1,Passaic,1215.0
80,6106,8252913,4534462,4323862,135600,75000,1621020,1210033,1158185,767321,939246,0,0,0,0,11.3,64050,56.7,62400,85,109500,9,Philip’s Charter School Of Paterson,Passaic,K. Charter,C,,,1,Passaic,510.0
80,6230,2155062,1065983,1016925,40058,9000,214481,201381,453940,320790,420658,0,0,0,0,12.5,51750,81.5,54100,81.5,80000,7.5,Classical Academy Charter School Of Clif,Passaic,K. Charter,C,,,1,Passaic,163.0
80,7503,27397624,14544053,13434526,710434,399093,4537345,3678509,4759020,4282842,3355903,0,0,0,49250,13.3,63225,81,73263,115.6,114301,10.1,Paterson Cs For Sci/Tech,Passaic,K. Charter,C,,,1,Passaic,1619.0
80,7892,21775285,12444058,9360562,826500,2256996,2501644,1731644,4342536,2476869,2407048,0,0,0,327700,18.4,68250,156.6,65750,78.3,121654,4.8,College Achieve Paterson Charter School,Passaic,K. Charter,C,,,1,Passaic,1253.0
80,7897,2923153,1774476,1567289,92820,114367,340892,30892,498044,96332,309741,0,0,0,7200,11.2,56000,191,53000,,,,Creativity Colaboratory Charter School,Salem,K. Charter,C,,,1,Salem,191.0
80,6018,19745398,11904204,11096342,398394,409468,2706659,2131948,2977703,2523985,2156832,0,0,0,0,13.2,61000,142.8,60770,214.2,115100,17.7,Central Jersey College Prep Charter Scho,Somerset,K. Charter,C,,,1,Somerset,1285.0
80,6081,9541278,5307654,4724613,327240,255801,1230074,875763,1841260,1426770,1162290,0,0,0,0,17.2,70250,216.7,83600,100,122448,6.3,Thomas Edison Energysmart Charter School,Somerset,K. Charter,C,,,1,Somerset,650.0
80,7850,4509829,2658928,2324044,100112,234772,814750,491682,822272,656273,93575,0,0,0,0,9.8,65883,88.8,59383,111,95248,12.6,Sussex County Technology Charter School,Sussex,K. Charter,C,,,1,Sussex,222.0
80,6033,4572162,2587666,2194991,210300,182375,587391,337041,781505,540500,615600,0,0,0,0,9.5,61484,101.2,47000,63.3,111475,7.3,The Barack Obama Green Charter High Scho,Union,K. Charter,C,,,1,Union,253.0
80,6101,22349340,12376071,9240897,1173400,1961774,1782137,1042137,5321617,2543123,2789516,0,0,0,220000,13.8,58750,139.1,70250,99.4,122000,7.9,College Achieve Central Charter School,Union,K. Charter,C,,,1,Union,1391.0
80,6102,7964766,4242553,3861637,263000,117916,1667006,1497568,1125996,926984,929210,0,0,0,20000,14.5,62121,261.5,88500,523,150000,38,Cresthaven Academy Charter School,Union,K. Charter,C,,,1,Union,523.0
80,7600,8737229,5640992,5331692,108300,201000,668916,146559,2028481,1003302,359398,0,0,0,0,25.3,52033,101,60788,202,165000,10,Queen City Academy Cs,Union,K. Charter,C,,,1,Union,404.0
80,8010,6518947,3350616,2744689,168964,436963,479593,315883,1711117,1105414,976121,0,0,0,0,,,,,,,,Union County Teams Cs,Union,K. Charter,C,,,1,Union,334.0
80,7727,2767112,1583330,1515187,48123,20020,462267,61490,635875,528548,55640,0,0,0,7073,6.9,49181,78.1,62634,41.7,90714,6.5,Ridge And Valley Cs,Warren,K. Charter,C,,,1,Warren,125.0
