GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
A. K-6,Bergen,1270,Edgewater Boro,2374246,8254984,10629230,6174362
A. K-6,Bergen,3870,Oradell Boro,2779803,1328433,4108236,492682
A. K-6,Bergen,4410,River Edge Boro,3652461,1176342,4828803,1292685
A. K-6,Bergen,4620,Saddle River Boro,2569643,1273648,3843291,1048516
A. K-6,Burlington,830,Chesterfield Twp,3851762,1099147,4950909,732952
A. K-6,Burlington,2960,Mansfield Twp,2710629,932946,3643575,648407
A. K-6,Burlington,3650,North Hanover Twp,12283367,330578,12613945,-3383366
A. K-6,Burlington,5010,Springfield Twp,1538372,281073,1819445,370850
A. K-6,Camden,2540,Laurel Springs Boro,820813,546259,1367071,469714
A. K-6,Camden,3770,Oaklyn Boro,1354020,270887,1624907,321102
A. K-6,Camden,5560,Waterford Twp,4211587,1826337,6037924,83062
A. K-6,Cape May,710,Cape May City,1671201,203631,1874832,1007451
A. K-6,Cape May,2840,Lower Twp,7588442,1030870,8619312,216969
A. K-6,Cape May,5610,West Cape May Boro,1046693,4814,1051507,-90459
A. K-6,Essex,1400,Essex Fells Boro,1047037,280300,1327337,145217
A. K-6,Essex,1465,Fairfield Twp,2388192,1083169,3471361,172877
A. K-6,Essex,3630,North Caldwell Boro,8975411,1645400,10620811,1075256
A. K-6,Essex,4530,Roseland Boro,3379991,136252,3516243,196654
A. K-6,Gloucester,1180,East Greenwich Twp,3981040,847792,4828832,220847
A. K-6,Gloucester,1330,Elk Twp,2298969,929643,3228612,404256
A. K-6,Gloucester,1590,Franklin Twp,5579587,582716,6156660,210620
A. K-6,Gloucester,2070,Harrison Twp,3165996,661599,3827595,354978
A. K-6,Gloucester,2990,Mantua Twp,3032024,896936,3928960,-948226
A. K-6,Gloucester,3490,National Park Boro,1111486,628673,1800869,436873
A. K-6,Gloucester,4880,South Harrison Twp,893572,364002,1257574,78968
A. K-6,Gloucester,5120,Swedesboro-Woolwich,4738912,626085,5364997,240441
A. K-6,Gloucester,5590,Wenonah Boro,613497,280768,894265,165516
A. K-6,Gloucester,5740,Westville Boro,2422857,487000,2909857,513399
A. K-6,Gloucester,5870,Woodbury Heights Boro,1533590,-48878,1484712,-191569
A. K-6,Hunterdon,2590,Lebanon Boro,853331,92632,945963,224386
A. K-6,Hunterdon,3180,Milford Boro,1238533,571128,1809661,411067
A. K-6,Monmouth,130,Atlantic Highlands Boro,1055358,192706,1248064,270049
A. K-6,Monmouth,2160,Highlands Boro,1722134,523692,2245826,481842
A. K-6,Monmouth,4520,Roosevelt Boro,1278728,348607,1627335,65848
A. K-6,Morris,3240,Mine Hill Twp,4664026,1588410,6252436,1018506
A. K-6,Ocean,230,Beach Haven Boro,1810597,136938,1947535,-983781
A. K-6,Ocean,320,Berkeley Twp,8565501,1071015,9636516,941915
A. K-6,Ocean,1150,Eagleswood Twp,785295,96042,913938,112398
A. K-6,Ocean,2350,Island Heights Boro,573270,-50017,523253,82398
A. K-6,Ocean,2690,Little Egg Harbor Twp,5137544,897712,6035256,256693
A. K-6,Ocean,2760,Long Beach Island,4648050,229521,4877571,1189411
A. K-6,Ocean,3800,Ocean Gate Boro,1226845,218965,1445809,57259
A. K-6,Ocean,3820,Ocean Twp,5976230,-10087,5777396,-815621
A. K-6,Ocean,4710,Seaside Heights Boro,687367,149976,837343,-320267
A. K-6,Ocean,5020,Stafford Twp,10717760,1494688,12212448,3252290
A. K-6,Ocean,5220,Tuckerton Boro,2019208,117679,2136887,-98875
A. K-6,Sussex,1630,Fredon Twp,2046600,307740,2354340,199733
A. K-6,Sussex,1980,Hampton Twp,2634218,832478,3466696,466788
A. K-6,Sussex,4650,Sandyston-Walpack Twp,782519,365900,1148419,133400
