GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
A. K-6,1. State average - Operating Type K-6,16395,N.A.,16684,N.A.,18099,N.A.,9925,N.A.,0.605,10078,N.A.,0.604,10826,N.A.,0.598,9374,N.A.,0.572,0.944,9488,N.A.,0.569,0.941,10131,N.A.,0.56,0.936,367,N.A.,0.022,379,N.A.,0.023,390,N.A.,0.022,184,N.A.,0.011,211,N.A.,0.013,309,N.A.,0.017,2856,N.A.,0.174,2941,N.A.,0.176,3354,N.A.,0.185,2327,N.A.,0.142,0.815,2355,N.A.,0.141,0.801,2597,N.A.,0.143,0.774,1705,N.A.,0.104,1673,N.A.,0.1,1756,N.A.,0.097,1364,N.A.,0.083,0.8,1310,N.A.,0.079,0.783,1382,N.A.,0.076,0.787,1809,N.A.,0.11,1878,N.A.,0.113,2021,N.A.,0.112,879,N.A.,0.054,0.486,890,N.A.,0.053,0.474,983,N.A.,0.054,0.486,45,N.A.,0.003,25,N.A.,0.001,66,N.A.,0.004,19,N.A.,0.001,38,N.A.,0.002,51,N.A.,0.003,0.319,0.315,0.349,187,202,207,10.3,,67883,,10.4,,69985,,66.7,,69026,,66.1,,72210,,130.7,,112622,,132.2,,121963,,14.7,,14.7,,52,N.A.,0.003,49,N.A.,0.003,49,N.A.,0.003,,,23366,,,,25347,
A. K-6,2. State median - Operating Type K-6,17827,N.A.,17538,N.A.,19420,N.A.,10304,N.A.,0.578,10535,N.A.,0.601,11421,N.A.,0.588,9961,N.A.,0.559,0.967,9856,N.A.,0.562,0.936,10837,N.A.,0.558,0.949,315,N.A.,0.018,365,N.A.,0.021,390,N.A.,0.02,219,N.A.,0.012,219,N.A.,0.012,331,N.A.,0.017,3006,N.A.,0.169,2964,N.A.,0.169,3535,N.A.,0.182,2404,N.A.,0.135,0.8,2387,N.A.,0.136,0.805,2584,N.A.,0.133,0.731,1853,N.A.,0.104,1798,N.A.,0.103,1916,N.A.,0.099,1401,N.A.,0.079,0.756,1370,N.A.,0.078,0.762,1366,N.A.,0.07,0.713,1934,N.A.,0.108,2020,N.A.,0.115,2176,N.A.,0.112,872,N.A.,0.049,0.451,872,N.A.,0.05,0.431,1034,N.A.,0.053,0.475,43,N.A.,0.002,31,N.A.,0.002,55,N.A.,0.003,15,N.A.,0.001,33,N.A.,0.002,55,N.A.,0.003,0.31,0.289,0.327,123,181,173,9.8,,65121,,9.8,,67577,,64.9,,68957,,62.1,,72121,,114,,115672,,116.8,,120000,,13.2,,13.1,,48,N.A.,0.003,48,N.A.,0.003,49,N.A.,0.003,,,24483,,,,27020,
B. K-8 / 0 - 400,1. State average - Operating Type K-8,17372,N.A.,17899,N.A.,19457,N.A.,10651,N.A.,0.613,10874,N.A.,0.608,11677,N.A.,0.6,10024,N.A.,0.577,0.941,10232,N.A.,0.572,0.941,10921,N.A.,0.561,0.935,346,N.A.,0.02,338,N.A.,0.019,398,N.A.,0.02,281,N.A.,0.016,304,N.A.,0.017,360,N.A.,0.019,2846,N.A.,0.164,2967,N.A.,0.166,3334,N.A.,0.171,2402,N.A.,0.138,0.844,2466,N.A.,0.138,0.831,2719,N.A.,0.14,0.816,1851,N.A.,0.107,1869,N.A.,0.104,1964,N.A.,0.101,1507,N.A.,0.087,0.814,1523,N.A.,0.085,0.815,1574,N.A.,0.081,0.801,1879,N.A.,0.108,1981,N.A.,0.111,2239,N.A.,0.115,839,N.A.,0.048,0.447,889,N.A.,0.05,0.449,978,N.A.,0.05,0.437,54,N.A.,0.003,36,N.A.,0.002,39,N.A.,0.002,73,N.A.,0.004,140,N.A.,0.008,162,N.A.,0.008,0.31,0.298,0.331,138,141,137,10.1,,73292,,10.3,,75714,,61.3,,74962,,59.2,,77533,,131,,126745,,131.9,,132027,,15.1,,15.1,,49,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003,,,24720,,,,27059,
B. K-8 / 0 - 400,2. State median - Operating Type K-8,17388,N.A.,18071,N.A.,19900,N.A.,10668,N.A.,0.614,11126,N.A.,0.616,11799,N.A.,0.593,10004,N.A.,0.575,0.938,10362,N.A.,0.573,0.931,11090,N.A.,0.557,0.94,339,N.A.,0.019,348,N.A.,0.019,381,N.A.,0.019,211,N.A.,0.012,235,N.A.,0.013,276,N.A.,0.014,2891,N.A.,0.166,3044,N.A.,0.168,3493,N.A.,0.176,2361,N.A.,0.136,0.817,2437,N.A.,0.135,0.801,2731,N.A.,0.137,0.782,1978,N.A.,0.114,1961,N.A.,0.109,2070,N.A.,0.104,1549,N.A.,0.089,0.783,1519,N.A.,0.084,0.775,1581,N.A.,0.079,0.764,1898,N.A.,0.109,2001,N.A.,0.111,2346,N.A.,0.118,855,N.A.,0.049,0.45,907,N.A.,0.05,0.453,1004,N.A.,0.05,0.428,58,N.A.,0.003,36,N.A.,0.002,42,N.A.,0.002,64,N.A.,0.004,143,N.A.,0.008,177,N.A.,0.009,0.304,0.292,0.329,105,110,124,9.8,,70585,,9.7,,73300,,62.4,,72900,,62.7,,75700,,119.6,,126169,,115.9,,131374,,14.3,,14.1,,49,N.A.,0.003,42,N.A.,0.002,52,N.A.,0.003,,,25325,,,,27690,
C. K-8 / 401 - 750,1. State average - Operating Type K-8,17372,N.A.,17899,N.A.,19457,N.A.,10651,N.A.,0.613,10874,N.A.,0.608,11677,N.A.,0.6,10024,N.A.,0.577,0.941,10232,N.A.,0.572,0.941,10921,N.A.,0.561,0.935,346,N.A.,0.02,338,N.A.,0.019,398,N.A.,0.02,281,N.A.,0.016,304,N.A.,0.017,360,N.A.,0.019,2846,N.A.,0.164,2967,N.A.,0.166,3334,N.A.,0.171,2402,N.A.,0.138,0.844,2466,N.A.,0.138,0.831,2719,N.A.,0.14,0.816,1851,N.A.,0.107,1869,N.A.,0.104,1964,N.A.,0.101,1507,N.A.,0.087,0.814,1523,N.A.,0.085,0.815,1574,N.A.,0.081,0.801,1879,N.A.,0.108,1981,N.A.,0.111,2239,N.A.,0.115,839,N.A.,0.048,0.447,889,N.A.,0.05,0.449,978,N.A.,0.05,0.437,54,N.A.,0.003,36,N.A.,0.002,39,N.A.,0.002,73,N.A.,0.004,140,N.A.,0.008,162,N.A.,0.008,0.31,0.298,0.331,138,141,137,10.1,,73292,,10.3,,75714,,61.3,,74962,,59.2,,77533,,131,,126745,,131.9,,132027,,15.1,,15.1,,49,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003,,,24720,,,,27059,
C. K-8 / 401 - 750,2. State median - Operating Type K-8,17388,N.A.,18071,N.A.,19900,N.A.,10668,N.A.,0.614,11126,N.A.,0.616,11799,N.A.,0.593,10004,N.A.,0.575,0.938,10362,N.A.,0.573,0.931,11090,N.A.,0.557,0.94,339,N.A.,0.019,348,N.A.,0.019,381,N.A.,0.019,211,N.A.,0.012,235,N.A.,0.013,276,N.A.,0.014,2891,N.A.,0.166,3044,N.A.,0.168,3493,N.A.,0.176,2361,N.A.,0.136,0.817,2437,N.A.,0.135,0.801,2731,N.A.,0.137,0.782,1978,N.A.,0.114,1961,N.A.,0.109,2070,N.A.,0.104,1549,N.A.,0.089,0.783,1519,N.A.,0.084,0.775,1581,N.A.,0.079,0.764,1898,N.A.,0.109,2001,N.A.,0.111,2346,N.A.,0.118,855,N.A.,0.049,0.45,907,N.A.,0.05,0.453,1004,N.A.,0.05,0.428,58,N.A.,0.003,36,N.A.,0.002,42,N.A.,0.002,64,N.A.,0.004,143,N.A.,0.008,177,N.A.,0.009,0.304,0.292,0.329,105,110,124,9.8,,70585,,9.7,,73300,,62.4,,72900,,62.7,,75700,,119.6,,126169,,115.9,,131374,,14.3,,14.1,,49,N.A.,0.003,42,N.A.,0.002,52,N.A.,0.003,,,25325,,,,27690,
D. K-8 / 751 +,1. State average - Operating Type K-8,17372,N.A.,17899,N.A.,19457,N.A.,10651,N.A.,0.613,10874,N.A.,0.608,11677,N.A.,0.6,10024,N.A.,0.577,0.941,10232,N.A.,0.572,0.941,10921,N.A.,0.561,0.935,346,N.A.,0.02,338,N.A.,0.019,398,N.A.,0.02,281,N.A.,0.016,304,N.A.,0.017,360,N.A.,0.019,2846,N.A.,0.164,2967,N.A.,0.166,3334,N.A.,0.171,2402,N.A.,0.138,0.844,2466,N.A.,0.138,0.831,2719,N.A.,0.14,0.816,1851,N.A.,0.107,1869,N.A.,0.104,1964,N.A.,0.101,1507,N.A.,0.087,0.814,1523,N.A.,0.085,0.815,1574,N.A.,0.081,0.801,1879,N.A.,0.108,1981,N.A.,0.111,2239,N.A.,0.115,839,N.A.,0.048,0.447,889,N.A.,0.05,0.449,978,N.A.,0.05,0.437,54,N.A.,0.003,36,N.A.,0.002,39,N.A.,0.002,73,N.A.,0.004,140,N.A.,0.008,162,N.A.,0.008,0.31,0.298,0.331,138,141,137,10.1,,73292,,10.3,,75714,,61.3,,74962,,59.2,,77533,,131,,126745,,131.9,,132027,,15.1,,15.1,,49,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003,,,24720,,,,27059,
D. K-8 / 751 +,2. State median - Operating Type K-8,17388,N.A.,18071,N.A.,19900,N.A.,10668,N.A.,0.614,11126,N.A.,0.616,11799,N.A.,0.593,10004,N.A.,0.575,0.938,10362,N.A.,0.573,0.931,11090,N.A.,0.557,0.94,339,N.A.,0.019,348,N.A.,0.019,381,N.A.,0.019,211,N.A.,0.012,235,N.A.,0.013,276,N.A.,0.014,2891,N.A.,0.166,3044,N.A.,0.168,3493,N.A.,0.176,2361,N.A.,0.136,0.817,2437,N.A.,0.135,0.801,2731,N.A.,0.137,0.782,1978,N.A.,0.114,1961,N.A.,0.109,2070,N.A.,0.104,1549,N.A.,0.089,0.783,1519,N.A.,0.084,0.775,1581,N.A.,0.079,0.764,1898,N.A.,0.109,2001,N.A.,0.111,2346,N.A.,0.118,855,N.A.,0.049,0.45,907,N.A.,0.05,0.453,1004,N.A.,0.05,0.428,58,N.A.,0.003,36,N.A.,0.002,42,N.A.,0.002,64,N.A.,0.004,143,N.A.,0.008,177,N.A.,0.009,0.304,0.292,0.329,105,110,124,9.8,,70585,,9.7,,73300,,62.4,,72900,,62.7,,75700,,119.6,,126169,,115.9,,131374,,14.3,,14.1,,49,N.A.,0.003,42,N.A.,0.002,52,N.A.,0.003,,,25325,,,,27690,
E. K-12 / 0 - 1800,1. State average - Operating Type K-12,16667,N.A.,17606,N.A.,19072,N.A.,9898,N.A.,0.594,10335,N.A.,0.587,11131,N.A.,0.584,9370,N.A.,0.562,0.947,9741,N.A.,0.553,0.943,10353,N.A.,0.543,0.93,277,N.A.,0.017,295,N.A.,0.017,402,N.A.,0.021,251,N.A.,0.015,298,N.A.,0.017,375,N.A.,0.02,2748,N.A.,0.165,2916,N.A.,0.166,3266,N.A.,0.171,2389,N.A.,0.143,0.869,2485,N.A.,0.141,0.852,2738,N.A.,0.144,0.838,1719,N.A.,0.103,1793,N.A.,0.102,1886,N.A.,0.099,1424,N.A.,0.085,0.828,1464,N.A.,0.083,0.817,1533,N.A.,0.08,0.813,1926,N.A.,0.116,2132,N.A.,0.121,2327,N.A.,0.122,1003,N.A.,0.06,0.521,1076,N.A.,0.061,0.505,1159,N.A.,0.061,0.498,86,N.A.,0.005,51,N.A.,0.003,29,N.A.,0.002,278,N.A.,0.017,321,N.A.,0.018,354,N.A.,0.019,0.314,0.304,0.318,92,106,93,11.7,,78185,,11.7,,81103,,68.8,,83020,,68,,85100,,152.6,,136523,,147.5,,139816,,15.3,,14.8,,42,N.A.,0.003,44,N.A.,0.002,47,N.A.,0.002,,,24511,,,,27627,
E. K-12 / 0 - 1800,2. State median - Operating Type K-12,16458,N.A.,17159,N.A.,18727,N.A.,9736,N.A.,0.592,10031,N.A.,0.585,11006,N.A.,0.588,9229,N.A.,0.561,0.948,9427,N.A.,0.549,0.94,10162,N.A.,0.543,0.923,263,N.A.,0.016,282,N.A.,0.016,346,N.A.,0.018,205,N.A.,0.012,232,N.A.,0.013,267,N.A.,0.014,2613,N.A.,0.159,2760,N.A.,0.161,3132,N.A.,0.167,2237,N.A.,0.136,0.856,2349,N.A.,0.137,0.851,2591,N.A.,0.138,0.827,1788,N.A.,0.109,1811,N.A.,0.106,1942,N.A.,0.104,1465,N.A.,0.089,0.819,1505,N.A.,0.088,0.831,1582,N.A.,0.084,0.815,1785,N.A.,0.108,1970,N.A.,0.115,2130,N.A.,0.114,909,N.A.,0.055,0.509,981,N.A.,0.057,0.498,1059,N.A.,0.057,0.497,29,N.A.,0.002,16,N.A.,0.001,20,N.A.,0.001,356,N.A.,0.022,398,N.A.,0.023,437,N.A.,0.023,0.295,0.282,0.301,72,87,67,11.4,,75713,,11.4,,79293,,68,,82445,,66,,84732,,143,,135325,,140.8,,137932,,15,,14.8,,35,N.A.,0.002,37,N.A.,0.002,43,N.A.,0.002,,,23531,,,,26382,
