GROUP,DISTNAME,csg1PP1,csg1RK1,csg1PP2,csg1RK2,csg1PP3,csg1RK3,csg2PP1,csg2RK1,csg2pct1,csg2PP2,csg2RK2,csg2pct2,csg2PP3,csg2RK3,csg2pct3,csg3PP1,csg3RK1,csg3pct1,csg3sba,csg3PP2,csg3RK2,csg3pct2,csg3sbb,csg3PP3,csg3RK3,csg3pct3,csg3sbc,csg4PP1,csg4RK1,csg4pct1,csg4PP2,csg4RK2,csg4pct2,csg4PP3,csg4RK3,csg4pct3,csg5PP1,csg5RK1,csg5pct1,csg5PP2,csg5RK2,csg5pct2,csg5PP3,csg5RK3,csg5pct3,csg6PP1,csg6RK1,csg6pct1,csg6PP2,csg6RK2,csg6pct2,csg6PP3,csg6RK3,csg6pct3,csg7PP1,csg7RK1,csg7pct1,csg7sba,csg7PP2,csg7RK2,csg7pct2,csg7sbb,csg7PP3,csg7RK3,csg7pct3,csg7sbc,csg8PP1,csg8RK1,csg8pct1,csg8PP2,csg8RK2,csg8pct2,csg8PP3,csg8RK3,csg8pct3,csg9PP1,csg9RK1,csg9pct1,csg9sba,csg9PP2,csg9RK2,csg9pct2,csg9sbb,csg9PP3,csg9RK3,csg9pct3,csg9sbc,csg10PP1,csg10RK1,csg10pct1,csg10PP2,csg10RK2,csg10pct2,csg10PP3,csg10RK3,csg10pct3,csg11PP1,csg11RK1,csg11pct1,csg11sba,csg11PP2,csg11RK2,csg11pct2,csg11sbb,csg11PP3,csg11RK3,csg11pct3,csg11sbc,csg12PP1,csg12RK1,csg12pct1,csg12PP2,csg12RK2,csg12pct2,csg12PP3,csg12RK3,csg12pct3,csg13PP1,csg13RK1,csg13pct1,csg13PP2,csg13RK2,csg13pct2,csg13PP3,csg13RK3,csg13pct3,csg14PP1,csg14PP2,csg14PP3,csg15PP1,csg15PP2,csg15PP3,csg16STRAT00,csg16RK00,csg16SALT00,csg16RKSAL00,csg16STRAT01,csg16RK01,csg16SALT01,csg16RKSAL01,csg17SSRAT00,csg17RK00,csg17SALS00,csg17RKSAL00,csg17SSRAT01,csg17RK01,csg17SALS01,csg17RKSAL01,csg18SARAT00,csg18RK00,csg18SALAM00,csg18RKSAL00,csg18SARAT01,csg18RK01,csg18SALAM01,csg18RKSAL01,csg19FARAT00,csg19RK00,csg19FARAT01,csg19RK01,csg8aPP1,csg8aRK1,csg8apct1,csg8aPP2,csg8aRK2,csg8apct2,csg8aPP3,csg8aRK3,csg8apct3,csg1aEXP1,csg1aADE1,csg1aPP1,csg1aRK1,csg1aEXP2,csg1aADE2,csg1aPP2,csg1aRK2
F. K-12 / 1801 - 350,1. State average - Operating Type K-12,16667,N.A.,17606,N.A.,19072,N.A.,9898,N.A.,0.594,10335,N.A.,0.587,11131,N.A.,0.584,9370,N.A.,0.562,0.947,9741,N.A.,0.553,0.943,10353,N.A.,0.543,0.93,277,N.A.,0.017,295,N.A.,0.017,402,N.A.,0.021,251,N.A.,0.015,298,N.A.,0.017,375,N.A.,0.02,2748,N.A.,0.165,2916,N.A.,0.166,3266,N.A.,0.171,2389,N.A.,0.143,0.869,2485,N.A.,0.141,0.852,2738,N.A.,0.144,0.838,1719,N.A.,0.103,1793,N.A.,0.102,1886,N.A.,0.099,1424,N.A.,0.085,0.828,1464,N.A.,0.083,0.817,1533,N.A.,0.08,0.813,1926,N.A.,0.116,2132,N.A.,0.121,2327,N.A.,0.122,1003,N.A.,0.06,0.521,1076,N.A.,0.061,0.505,1159,N.A.,0.061,0.498,86,N.A.,0.005,51,N.A.,0.003,29,N.A.,0.002,278,N.A.,0.017,321,N.A.,0.018,354,N.A.,0.019,0.314,0.304,0.318,92,106,93,11.7,,78185,,11.7,,81103,,68.8,,83020,,68,,85100,,152.6,,136523,,147.5,,139816,,15.3,,14.8,,42,N.A.,0.003,44,N.A.,0.002,47,N.A.,0.002,,,24511,,,,27627,
F. K-12 / 1801 - 350,2. State median - Operating Type K-12,16458,N.A.,17159,N.A.,18727,N.A.,9736,N.A.,0.592,10031,N.A.,0.585,11006,N.A.,0.588,9229,N.A.,0.561,0.948,9427,N.A.,0.549,0.94,10162,N.A.,0.543,0.923,263,N.A.,0.016,282,N.A.,0.016,346,N.A.,0.018,205,N.A.,0.012,232,N.A.,0.013,267,N.A.,0.014,2613,N.A.,0.159,2760,N.A.,0.161,3132,N.A.,0.167,2237,N.A.,0.136,0.856,2349,N.A.,0.137,0.851,2591,N.A.,0.138,0.827,1788,N.A.,0.109,1811,N.A.,0.106,1942,N.A.,0.104,1465,N.A.,0.089,0.819,1505,N.A.,0.088,0.831,1582,N.A.,0.084,0.815,1785,N.A.,0.108,1970,N.A.,0.115,2130,N.A.,0.114,909,N.A.,0.055,0.509,981,N.A.,0.057,0.498,1059,N.A.,0.057,0.497,29,N.A.,0.002,16,N.A.,0.001,20,N.A.,0.001,356,N.A.,0.022,398,N.A.,0.023,437,N.A.,0.023,0.295,0.282,0.301,72,87,67,11.4,,75713,,11.4,,79293,,68,,82445,,66,,84732,,143,,135325,,140.8,,137932,,15,,14.8,,35,N.A.,0.002,37,N.A.,0.002,43,N.A.,0.002,,,23531,,,,26382,
G. K-12 / 3501 +,1. State average - Operating Type K-12,16667,N.A.,17606,N.A.,19072,N.A.,9898,N.A.,0.594,10335,N.A.,0.587,11131,N.A.,0.584,9370,N.A.,0.562,0.947,9741,N.A.,0.553,0.943,10353,N.A.,0.543,0.93,277,N.A.,0.017,295,N.A.,0.017,402,N.A.,0.021,251,N.A.,0.015,298,N.A.,0.017,375,N.A.,0.02,2748,N.A.,0.165,2916,N.A.,0.166,3266,N.A.,0.171,2389,N.A.,0.143,0.869,2485,N.A.,0.141,0.852,2738,N.A.,0.144,0.838,1719,N.A.,0.103,1793,N.A.,0.102,1886,N.A.,0.099,1424,N.A.,0.085,0.828,1464,N.A.,0.083,0.817,1533,N.A.,0.08,0.813,1926,N.A.,0.116,2132,N.A.,0.121,2327,N.A.,0.122,1003,N.A.,0.06,0.521,1076,N.A.,0.061,0.505,1159,N.A.,0.061,0.498,86,N.A.,0.005,51,N.A.,0.003,29,N.A.,0.002,278,N.A.,0.017,321,N.A.,0.018,354,N.A.,0.019,0.314,0.304,0.318,92,106,93,11.7,,78185,,11.7,,81103,,68.8,,83020,,68,,85100,,152.6,,136523,,147.5,,139816,,15.3,,14.8,,42,N.A.,0.003,44,N.A.,0.002,47,N.A.,0.002,,,24511,,,,27627,
G. K-12 / 3501 +,2. State median - Operating Type K-12,16458,N.A.,17159,N.A.,18727,N.A.,9736,N.A.,0.592,10031,N.A.,0.585,11006,N.A.,0.588,9229,N.A.,0.561,0.948,9427,N.A.,0.549,0.94,10162,N.A.,0.543,0.923,263,N.A.,0.016,282,N.A.,0.016,346,N.A.,0.018,205,N.A.,0.012,232,N.A.,0.013,267,N.A.,0.014,2613,N.A.,0.159,2760,N.A.,0.161,3132,N.A.,0.167,2237,N.A.,0.136,0.856,2349,N.A.,0.137,0.851,2591,N.A.,0.138,0.827,1788,N.A.,0.109,1811,N.A.,0.106,1942,N.A.,0.104,1465,N.A.,0.089,0.819,1505,N.A.,0.088,0.831,1582,N.A.,0.084,0.815,1785,N.A.,0.108,1970,N.A.,0.115,2130,N.A.,0.114,909,N.A.,0.055,0.509,981,N.A.,0.057,0.498,1059,N.A.,0.057,0.497,29,N.A.,0.002,16,N.A.,0.001,20,N.A.,0.001,356,N.A.,0.022,398,N.A.,0.023,437,N.A.,0.023,0.295,0.282,0.301,72,87,67,11.4,,75713,,11.4,,79293,,68,,82445,,66,,84732,,143,,135325,,140.8,,137932,,15,,14.8,,35,N.A.,0.002,37,N.A.,0.002,43,N.A.,0.002,,,23531,,,,26382,
H. 7-12 / 9-12,1. State average - Operating Type 7-12,16188,N.A.,17116,N.A.,18560,N.A.,9259,N.A.,0.572,9692,N.A.,0.566,10380,N.A.,0.559,8748,N.A.,0.54,0.945,9115,N.A.,0.533,0.94,9674,N.A.,0.521,0.932,253,N.A.,0.016,299,N.A.,0.017,355,N.A.,0.019,258,N.A.,0.016,279,N.A.,0.016,351,N.A.,0.019,2363,N.A.,0.146,2498,N.A.,0.146,2838,N.A.,0.153,2089,N.A.,0.129,0.884,2161,N.A.,0.126,0.865,2369,N.A.,0.128,0.835,1750,N.A.,0.108,1809,N.A.,0.106,1935,N.A.,0.104,1441,N.A.,0.089,0.823,1458,N.A.,0.085,0.806,1526,N.A.,0.082,0.789,1957,N.A.,0.121,2150,N.A.,0.126,2344,N.A.,0.126,993,N.A.,0.061,0.507,1061,N.A.,0.062,0.493,1153,N.A.,0.062,0.492,26,N.A.,0.002,12,N.A.,0.001,61,N.A.,0.003,765,N.A.,0.047,866,N.A.,0.051,935,N.A.,0.05,0.305,0.286,0.305,190,245,203,11.7,,78097,,11.7,,82025,,77.5,,80390,,75.6,,83633,,132,,132085,,125.4,,136226,,13,,12.4,,33,N.A.,0.002,47,N.A.,0.003,47,N.A.,0.003,,,24570,,,,27604,
H. 7-12 / 9-12,2. State median - Operating Type 7-12,17284,N.A.,18708,N.A.,20232,N.A.,9984,N.A.,0.578,10464,N.A.,0.559,11250,N.A.,0.556,9453,N.A.,0.547,0.947,9862,N.A.,0.527,0.942,10424,N.A.,0.515,0.927,249,N.A.,0.014,309,N.A.,0.017,335,N.A.,0.017,191,N.A.,0.011,227,N.A.,0.012,344,N.A.,0.017,2419,N.A.,0.14,2598,N.A.,0.139,2892,N.A.,0.143,2138,N.A.,0.124,0.884,2259,N.A.,0.121,0.87,2371,N.A.,0.117,0.82,1861,N.A.,0.108,1921,N.A.,0.103,2003,N.A.,0.099,1436,N.A.,0.083,0.772,1516,N.A.,0.081,0.789,1548,N.A.,0.077,0.773,2067,N.A.,0.12,2291,N.A.,0.122,2616,N.A.,0.129,1018,N.A.,0.059,0.493,1074,N.A.,0.057,0.469,1144,N.A.,0.057,0.437,32,N.A.,0.002,12,N.A.,0.001,61,N.A.,0.003,881,N.A.,0.051,928,N.A.,0.05,995,N.A.,0.049,0.291,0.275,0.283,89,104,209,11.3,,78200,,11.1,,82116,,74.9,,81683,,76.4,,85137,,135.2,,128614,,125.3,,133909,,12.3,,12.2,,37,N.A.,0.002,39,N.A.,0.002,33,N.A.,0.002,,,25842,,,,29350,
H. 7-12 / 9-12,3. State average - Operating Type 9-12,18172,N.A.,18966,N.A.,20645,N.A.,10190,N.A.,0.561,10489,N.A.,0.553,11374,N.A.,0.551,9517,N.A.,0.524,0.934,9814,N.A.,0.517,0.936,10479,N.A.,0.508,0.921,327,N.A.,0.018,322,N.A.,0.017,471,N.A.,0.023,347,N.A.,0.019,359,N.A.,0.019,433,N.A.,0.021,2861,N.A.,0.157,2986,N.A.,0.157,3333,N.A.,0.161,2546,N.A.,0.14,0.89,2616,N.A.,0.138,0.876,2847,N.A.,0.138,0.854,1856,N.A.,0.102,1901,N.A.,0.1,2031,N.A.,0.098,1497,N.A.,0.082,0.807,1509,N.A.,0.08,0.794,1603,N.A.,0.078,0.789,2187,N.A.,0.12,2424,N.A.,0.128,2628,N.A.,0.127,1059,N.A.,0.058,0.484,1129,N.A.,0.06,0.466,1248,N.A.,0.06,0.475,63,N.A.,0.003,57,N.A.,0.003,24,N.A.,0.001,990,N.A.,0.054,1090,N.A.,0.057,1191,N.A.,0.058,0.277,0.269,0.302,152,189,127,12,,85876,,12,,89132,,64.1,,86543,,60.5,,88592,,112.5,,139487,,107.6,,144032,,11.2,,10.8,,52,N.A.,0.003,58,N.A.,0.003,58,N.A.,0.003,,,26881,,,,29696,
H. 7-12 / 9-12,4. State median - Operating Type 9-12,19398,N.A.,20039,N.A.,21517,N.A.,10414,N.A.,0.537,10726,N.A.,0.535,11505,N.A.,0.535,9805,N.A.,0.505,0.942,10028,N.A.,0.5,0.935,10673,N.A.,0.496,0.928,373,N.A.,0.019,354,N.A.,0.018,436,N.A.,0.02,246,N.A.,0.013,302,N.A.,0.015,354,N.A.,0.016,3105,N.A.,0.16,3124,N.A.,0.156,3492,N.A.,0.162,2661,N.A.,0.137,0.857,2710,N.A.,0.135,0.867,2870,N.A.,0.133,0.822,1951,N.A.,0.101,1996,N.A.,0.1,2127,N.A.,0.099,1562,N.A.,0.081,0.801,1583,N.A.,0.079,0.793,1681,N.A.,0.078,0.79,2213,N.A.,0.114,2542,N.A.,0.127,2760,N.A.,0.128,1085,N.A.,0.056,0.49,1141,N.A.,0.057,0.449,1338,N.A.,0.062,0.485,25,N.A.,0.001,27,N.A.,0.001,12,N.A.,0.001,1071,N.A.,0.055,1184,N.A.,0.059,1330,N.A.,0.062,0.271,0.26,0.304,164,158,127,11.5,,88575,,11.6,,91520,,64.7,,87017,,63.8,,89990,,98.7,,138766,,97.1,,141061,,10.4,,10.5,,56,N.A.,0.003,51,N.A.,0.003,58,N.A.,0.003,,,28752,,,,31440,
I. CSSD,1. State average -  Operating Type CSSD,66244,N.A.,66951,N.A.,76319,N.A.,35897,N.A.,0.542,35884,N.A.,0.536,41574,N.A.,0.545,33338,N.A.,0.503,0.929,33219,N.A.,0.496,0.926,38157,N.A.,0.5,0.918,624,N.A.,0.009,597,N.A.,0.009,1034,N.A.,0.014,1935,N.A.,0.029,2067,N.A.,0.031,2384,N.A.,0.031,15223,N.A.,0.23,15567,N.A.,0.233,17649,N.A.,0.231,13847,N.A.,0.209,0.91,14417,N.A.,0.215,0.926,16234,N.A.,0.213,0.92,6709,N.A.,0.101,6776,N.A.,0.101,7862,N.A.,0.103,5221,N.A.,0.079,0.778,5074,N.A.,0.076,0.749,5968,N.A.,0.078,0.759,7059,N.A.,0.107,7389,N.A.,0.11,8661,N.A.,0.113,3258,N.A.,0.049,0.462,3408,N.A.,0.051,0.461,3859,N.A.,0.051,0.446,1313,N.A.,0.02,2883,N.A.,0.043,266,N.A.,0.003,258,N.A.,0.004,282,N.A.,0.004,281,N.A.,0.004,0.467,0.424,0.45,1141,423,401,4.2,,77640,,4.6,,79928,,5.1,,78035,,5.2,,79852,,34.4,,116999,,36.4,,126463,,14.9,,14.9,,176,N.A.,0.003,246,N.A.,0.004,258,N.A.,0.003,,,87944,,,,90940,
I. CSSD,2. State median - Operating Type CSSD,50557,N.A.,55444,N.A.,74625,N.A.,30668,N.A.,0.607,29170,N.A.,0.526,35209,N.A.,0.472,29369,N.A.,0.581,0.958,25355,N.A.,0.457,0.869,33990,N.A.,0.455,0.965,397,N.A.,0.008,523,N.A.,0.009,552,N.A.,0.007,1141,N.A.,0.023,1060,N.A.,0.019,1263,N.A.,0.017,11693,N.A.,0.231,11982,N.A.,0.216,13910,N.A.,0.186,10946,N.A.,0.217,0.936,11150,N.A.,0.201,0.931,12764,N.A.,0.171,0.918,6735,N.A.,0.133,6958,N.A.,0.125,7624,N.A.,0.102,5147,N.A.,0.102,0.764,5028,N.A.,0.091,0.723,5557,N.A.,0.074,0.729,6604,N.A.,0.131,7422,N.A.,0.134,8531,N.A.,0.114,3161,N.A.,0.063,0.479,3335,N.A.,0.06,0.449,3677,N.A.,0.049,0.431,291,N.A.,0.006,919,N.A.,0.017,147,N.A.,0.002,189,N.A.,0.004,198,N.A.,0.004,224,N.A.,0.003,0.434,0.401,0.431,233,213,348,5.1,,77847,,5.4,,78647,,5.1,,75512,,5.3,,77847,,36.4,,117255,,38.8,,122563,,12.2,,11.5,,87,N.A.,0.002,142,N.A.,0.003,154,N.A.,0.002,,,69181,,,,83618,
J. VOC,1. State average - Operating Type VOC,17303,N.A.,18322,N.A.,19154,N.A.,9253,N.A.,0.535,9755,N.A.,0.532,10119,N.A.,0.528,8312,N.A.,0.48,0.898,8658,N.A.,0.473,0.888,8851,N.A.,0.462,0.875,372,N.A.,0.021,465,N.A.,0.025,542,N.A.,0.028,569,N.A.,0.033,632,N.A.,0.034,727,N.A.,0.038,2207,N.A.,0.128,2306,N.A.,0.126,2443,N.A.,0.128,2032,N.A.,0.117,0.921,2099,N.A.,0.115,0.91,2178,N.A.,0.114,0.892,2700,N.A.,0.156,2788,N.A.,0.152,2810,N.A.,0.147,2048,N.A.,0.118,0.759,2145,N.A.,0.117,0.769,2143,N.A.,0.112,0.763,2677,N.A.,0.155,2922,N.A.,0.159,3178,N.A.,0.166,1121,N.A.,0.065,0.419,1209,N.A.,0.066,0.414,1258,N.A.,0.066,0.396,149,N.A.,0.009,89,N.A.,0.005,69,N.A.,0.004,392,N.A.,0.023,529,N.A.,0.029,552,N.A.,0.029,0.307,0.282,0.32,185,238,193,13.1,,78137,,13.4,,83163,,87.4,,82413,,89,,86014,,119.9,,136196,,121.7,,141483,,10.6,,10.5,,58,N.A.,0.003,56,N.A.,0.003,53,N.A.,0.003,,,25621,,,,28655,
J. VOC,2. State median - Operating Type VOC,16821,N.A.,18296,N.A.,17972,N.A.,8926,N.A.,0.531,9195,N.A.,0.503,9196,N.A.,0.512,7914,N.A.,0.47,0.887,7881,N.A.,0.431,0.857,8366,N.A.,0.466,0.91,361,N.A.,0.021,469,N.A.,0.026,605,N.A.,0.034,352,N.A.,0.021,384,N.A.,0.021,514,N.A.,0.029,1996,N.A.,0.119,2101,N.A.,0.115,2055,N.A.,0.114,1816,N.A.,0.108,0.91,1954,N.A.,0.107,0.93,1919,N.A.,0.107,0.934,2596,N.A.,0.154,2822,N.A.,0.154,2908,N.A.,0.162,1890,N.A.,0.112,0.728,2147,N.A.,0.117,0.761,2109,N.A.,0.117,0.725,2543,N.A.,0.151,2923,N.A.,0.16,2947,N.A.,0.164,1193,N.A.,0.071,0.469,1261,N.A.,0.069,0.431,1403,N.A.,0.078,0.476,93,N.A.,0.006,71,N.A.,0.004,75,N.A.,0.004,341,N.A.,0.02,492,N.A.,0.027,544,N.A.,0.03,0.325,0.293,0.328,109,126,81,12.5,,74932,,12.3,,80310,,93.5,,79276,,90.5,,84150,,122.7,,132122,,113.2,,137111,,10,,9.5,,43,N.A.,0.003,39,N.A.,0.002,39,N.A.,0.002,,,24985,,,,28251,
K. CHARTER,1. State average-Operating Type CHARTER,13900,N.A.,14684,N.A.,16823,N.A.,6711,N.A.,0.483,7006,N.A.,0.477,9035,N.A.,0.537,5969,N.A.,0.429,0.889,6139,N.A.,0.418,0.876,7760,N.A.,0.461,0.859,341,N.A.,0.025,338,N.A.,0.023,602,N.A.,0.036,403,N.A.,0.029,531,N.A.,0.036,674,N.A.,0.04,787,N.A.,0.057,861,N.A.,0.059,2322,N.A.,0.138,651,N.A.,0.047,0.827,711,N.A.,0.048,0.826,1402,N.A.,0.083,0.604,4222,N.A.,0.304,4598,N.A.,0.313,3442,N.A.,0.205,2610,N.A.,0.188,0.618,2821,N.A.,0.192,0.614,1978,N.A.,0.118,0.575,2448,N.A.,0.176,2631,N.A.,0.179,1947,N.A.,0.116,532,N.A.,0.038,0.217,693,N.A.,0.047,0.263,,N.A.,,,122,N.A.,0.009,116,N.A.,0.008,,N.A.,,182,N.A.,0.013,172,N.A.,0.012,,N.A.,,0.231,0.25,0.276,111,99,432,14.4,,62701,,16.3,,68894,,175.1,,63783,,152.8,,69982,,152.1,,109949,,141.3,,114936,,11.4,,9.6,,63,N.A.,0.005,51,N.A.,0.003,77,N.A.,0.005,,,18414,,,,21950,
K. CHARTER,2. State median-Operating Type CHARTER,13396,N.A.,14278,N.A.,16318,N.A.,6947,N.A.,0.519,7007,N.A.,0.491,8894,N.A.,0.545,6271,N.A.,0.468,0.903,6324,N.A.,0.443,0.903,7836,N.A.,0.48,0.881,250,N.A.,0.019,287,N.A.,0.02,421,N.A.,0.026,208,N.A.,0.016,278,N.A.,0.019,383,N.A.,0.023,719,N.A.,0.054,896,N.A.,0.063,2125,N.A.,0.13,597,N.A.,0.045,0.83,704,N.A.,0.049,0.786,1307,N.A.,0.08,0.615,3141,N.A.,0.234,3559,N.A.,0.249,3102,N.A.,0.19,2148,N.A.,0.16,0.684,2415,N.A.,0.169,0.679,2138,N.A.,0.131,0.689,2315,N.A.,0.173,2494,N.A.,0.175,1844,N.A.,0.113,431,N.A.,0.032,0.186,517,N.A.,0.036,0.207,,N.A.,,,108,N.A.,0.008,95,N.A.,0.007,,N.A.,,190,N.A.,0.014,109,N.A.,0.008,,N.A.,,0.217,0.248,0.258,66,85,121,12.9,,60200,,14,,66120,,147.8,,65000,,139.4,,70120,,107.4,,105000,,99.4,,107241,,9.7,,8.3,,49,N.A.,0.004,48,N.A.,0.003,59,N.A.,0.004,,,18156,,,,22451,
L. ALL,5. State average - All operating types,16803,N.A.,17656,N.A.,19164,N.A.,9886,N.A.,0.588,10274,N.A.,0.582,11122,N.A.,0.58,9314,N.A.,0.554,0.942,9641,N.A.,0.546,0.938,10302,N.A.,0.538,0.926,296,N.A.,0.018,311,N.A.,0.018,418,N.A.,0.022,276,N.A.,0.016,322,N.A.,0.018,402,N.A.,0.021,2727,N.A.,0.162,2889,N.A.,0.164,3233,N.A.,0.169,2365,N.A.,0.141,0.867,2462,N.A.,0.139,0.852,2678,N.A.,0.14,0.828,1894,N.A.,0.113,1973,N.A.,0.112,2012,N.A.,0.105,1516,N.A.,0.09,0.8,1558,N.A.,0.088,0.79,1584,N.A.,0.083,0.787,1984,N.A.,0.118,2174,N.A.,0.123,2339,N.A.,0.122,977,N.A.,0.058,0.492,1049,N.A.,0.059,0.483,1143,N.A.,0.06,0.489,95,N.A.,0.006,71,N.A.,0.004,35,N.A.,0.002,292,N.A.,0.017,342,N.A.,0.019,378,N.A.,0.02,0.31,0.3,0.319,109,122,118,11.5,,76952,,11.6,,80016,,68.3,,81093,,67.1,,83386,,144.3,,133209,,140.3,,137219,,14.6,,14.2,,45,N.A.,0.003,46,N.A.,0.003,50,N.A.,0.003,,,24504,,,,27486,
L. ALL,6. State median - All operating types,16767,N.A.,17378,N.A.,19030,N.A.,9939,N.A.,0.593,10203,N.A.,0.587,11017,N.A.,0.579,9322,N.A.,0.556,0.938,9564,N.A.,0.55,0.937,10240,N.A.,0.538,0.93,289,N.A.,0.017,319,N.A.,0.018,382,N.A.,0.02,212,N.A.,0.013,246,N.A.,0.014,304,N.A.,0.016,2657,N.A.,0.158,2818,N.A.,0.162,3170,N.A.,0.167,2237,N.A.,0.133,0.842,2350,N.A.,0.135,0.834,2544,N.A.,0.134,0.803,1969,N.A.,0.117,1980,N.A.,0.114,2092,N.A.,0.11,1553,N.A.,0.093,0.789,1560,N.A.,0.09,0.788,1625,N.A.,0.085,0.777,1933,N.A.,0.115,2063,N.A.,0.119,2205,N.A.,0.116,889,N.A.,0.053,0.46,953,N.A.,0.055,0.462,1071,N.A.,0.056,0.486,46,N.A.,0.003,34,N.A.,0.002,40,N.A.,0.002,211,N.A.,0.013,270,N.A.,0.016,309,N.A.,0.016,0.295,0.283,0.311,91,100,91,10.8,,74175,,10.9,,77943,,69,,79914,,66.8,,82659,,127,,132345,,123.7,,135544,,13.7,,13.5,,41,N.A.,0.002,42,N.A.,0.002,48,N.A.,0.002,,,24053,,,,26912,
