GROUP,CONAME,DIST,DISTNAME,SARAT0018,RK0018,SALAM0018,RKSAL0018,SARAT0118,RK0118,SALAM0118,RKSAL0118
A. K-6,Statewide,N.A.,Group Average: A. K-6,128.9,N.A.,123458,N.A.,128.0,N.A.,127196,N.A.
A. K-6,Statewide,N.A.,Group Median:  A. K-6,115.0,N.A.,123540,N.A.,115.2,N.A.,125410,N.A.
A. K-6,Statewide,N.A.,State Average:   All Operating Types,137.8,N.A.,139433,N.A.,137.1,N.A.,142555,N.A.
A. K-6,Statewide,N.A.,State Median:    All Operating Types,122.0,N.A.,137723,N.A.,123.8,N.A.,140048,N.A.
A. K-6,Bergen,1270,Edgewater Boro,113.3,30|56,143377,50|56,119.5,25|54,160124,49|54
A. K-6,Bergen,3870,Oradell Boro,110.4,32|56,140000,47|56,116.0,27|54,140039,42|54
A. K-6,Bergen,4410,River Edge Boro,119.0,27|56,175550,56|56,146.0,15|54,175002,54|54
A. K-6,Bergen,4620,Saddle River School District,28.8,56|56,126511,32|56,29.0,54|54,130306,32|54
A. K-6,Burlington,830,Chesterfield Twp,115.3,28|56,122528,29|56,102.3,34|54,123210,24|54
A. K-6,Burlington,2960,Mansfield Twp,91.8,37|56,120827,26|56,91.8,37|54,125410,28|54
A. K-6,Burlington,3650,North Hanover Twp,142.1,19|56,131755,41|56,130.1,21|54,133950,37|54
A. K-6,Burlington,5010,Springfield Twp,84.7,39|56,60000,2|56,73.5,43|54,63700,3|54
A. K-6,Camden,2540,Laurel Springs Boro,94.0,35|56,109178,19|56,52.4,49|54,77688,5|54
A. K-6,Camden,3770,Oaklyn Boro,134.5,21|56,129119,39|56,136.5,20|54,133352,36|54
A. K-6,Camden,5560,Waterford Twp,132.3,22|56,109046,18|56,114.3,28|54,121458,21|54
A. K-6,Cape May,710,Cape May City,51.7,52|56,131325,40|56,49.0,50|54,131325,33|54
A. K-6,Cape May,2840,Lower Twp,158.6,11|56,110078,20|56,139.7,19|54,114369,17|54
A. K-6,Cape May,5610,West Cape May Boro,81.0,40|56,128875,37|56,N.R.,N.R.,N.R.,N.R.
A. K-6,Essex,1400,Essex Fells Boro,123.5,24|56,138207,45|56,125.5,23|54,172681,53|54
A. K-6,Essex,1465,Fairfield Twp,146.3,17|56,153303,53|56,178.3,4|54,160441,50|54
A. K-6,Essex,3630,North Caldwell Boro,135.6,20|56,170000,55|56,174.8,6|54,161500,51|54
A. K-6,Essex,4530,Roseland Boro,147.3,16|56,149334,51|56,112.5,32|54,142056,43|54
A. K-6,Gloucester,1180,East Greenwich Twp,121.5,26|56,107686,17|56,146.9,14|54,123694,25|54
A. K-6,Gloucester,1330,Elk Twp,173.5,7|56,100000,12|56,175.5,5|54,105775,12|54
A. K-6,Gloucester,1590,Franklin Twp,164.4,8|56,128054,36|56,163.0,8|54,122055,22|54
A. K-6,Gloucester,2070,Harrison Twp,151.2,15|56,123911,30|56,148.2,13|54,124195,26|54
A. K-6,Gloucester,2990,Mantua Twp,152.4,14|56,121473,27|56,143.1,17|54,125117,27|54
A. K-6,Gloucester,3490,National Park Boro,N.R.,N.R.,N.R.,N.R.,142.5,18|54,101573,10|54
