GROUP,CONAME,DIST,DISTNAME,PP114,PP214,PP314
A. K-6,Statewide,N.A.,Group average: A. K-6,0.327,0.340,0.376
A. K-6,Statewide,N.A.,Group median:  A. K-6,0.311,0.323,0.359
A. K-6,Statewide,N.A.,State average:   All operating types,0.306,0.317,0.340
A. K-6,Statewide,N.A.,State median:    All operating types,0.292,0.305,0.334
A. K-6,Bergen,1270,Edgewater Boro,0.281,0.279,0.320
A. K-6,Bergen,3870,Oradell Boro,0.269,0.280,0.304
A. K-6,Bergen,4410,River Edge Boro,0.313,0.325,0.360
A. K-6,Bergen,4620,Saddle River School District,0.285,0.318,0.358
A. K-6,Burlington,830,Chesterfield Twp,0.290,0.297,0.330
A. K-6,Burlington,2960,Mansfield Twp,0.339,0.318,0.336
A. K-6,Burlington,3650,North Hanover Twp,0.303,0.330,0.311
A. K-6,Burlington,5010,Springfield Twp,0.343,0.363,0.302
A. K-6,Camden,2540,Laurel Springs Boro,0.296,0.379,0.374
A. K-6,Camden,3770,Oaklyn Boro,0.324,0.377,0.402
A. K-6,Camden,5560,Waterford Twp,0.329,0.339,0.376
A. K-6,Cape May,710,Cape May City,0.294,0.318,0.325
A. K-6,Cape May,2840,Lower Twp,0.372,0.380,0.436
A. K-6,Cape May,5610,West Cape May Boro,0.154,0.199,0.210
A. K-6,Essex,1400,Essex Fells Boro,0.276,0.298,0.332
A. K-6,Essex,1465,Fairfield Twp,0.257,0.274,0.325
A. K-6,Essex,3630,North Caldwell Boro,0.362,0.371,0.378
A. K-6,Essex,4530,Roseland Boro,0.314,0.318,0.358
A. K-6,Gloucester,1180,East Greenwich Twp,0.281,0.285,0.305
A. K-6,Gloucester,1330,Elk Twp,0.324,0.299,0.320
A. K-6,Gloucester,1590,Franklin Twp,0.473,0.441,0.442
A. K-6,Gloucester,2070,Harrison Twp,0.276,0.292,0.309
A. K-6,Gloucester,2990,Mantua Twp,0.318,0.343,0.380
A. K-6,Gloucester,3490,National Park Boro,0.242,0.246,0.331
A. K-6,Gloucester,4880,South Harrison Twp,0.321,0.290,0.312
A. K-6,Gloucester,5120,Swedesboro-Woolwich,0.388,0.411,0.428
A. K-6,Gloucester,5590,Wenonah Boro,0.218,0.229,0.232
A. K-6,Gloucester,5740,Westville Boro,0.289,0.296,0.345
A. K-6,Gloucester,5870,Woodbury Heights Boro,0.229,0.236,0.291
A. K-6,Hunterdon,1970,Hampton Boro,0.275,0.313,0.385
A. K-6,Hunterdon,2590,Lebanon Boro,0.359,0.361,0.420
A. K-6,Hunterdon,3180,Milford Boro,0.342,0.343,0.531
A. K-6,Monmouth,130,Atlantic Highlands Boro,0.244,0.357,N.R.
A. K-6,Monmouth,2160,Highlands Boro,0.280,0.274,N.R.
A. K-6,Monmouth,4520,Roosevelt Boro,0.255,0.313,0.412
A. K-6,Morris,3240,Mine Hill Twp,0.295,0.322,0.359
A. K-6,Ocean,230,Beach Haven Boro,0.437,0.416,0.478
A. K-6,Ocean,320,Berkeley Twp,0.337,0.344,0.418
A. K-6,Ocean,1150,Eagleswood Twp,0.385,0.381,0.403
A. K-6,Ocean,2350,Island Heights Boro,0.274,0.287,0.353
A. K-6,Ocean,2690,Little Egg Harbor Twp,0.353,0.385,0.450
A. K-6,Ocean,2760,Long Beach Island,0.322,0.357,0.384
A. K-6,Ocean,3800,Ocean Gate Boro,0.271,0.292,0.314
A. K-6,Ocean,3820,Ocean Twp,0.460,0.425,0.492
A. K-6,Ocean,4710,Seaside Heights Boro,0.309,0.382,0.451
A. K-6,Ocean,5020,Stafford Twp,0.388,0.396,0.460
A. K-6,Ocean,5220,Tuckerton Boro,0.313,0.326,0.350
A. K-6,Sussex,1630,Fredon Twp,0.368,0.365,0.395
A. K-6,Sussex,1980,Hampton Twp,0.327,0.347,0.378
A. K-6,Sussex,4650,Sandyston-Walpack Twp,0.336,0.283,0.344
A. K-6,Sussex,5040,Stillwater Twp,0.326,0.323,0.371
A. K-6,Warren,400,Blairstown Twp,0.250,0.259,0.274
A. K-6,Warren,1620,Franklin Twp,0.326,0.339,0.410
A. K-6,Warren,1670,Frelinghuysen Twp,0.254,0.273,0.258
A. K-6,Warren,2470,Knowlton Twp,0.257,0.294,0.303
A. K-6,Warren,2970,Mansfield Twp,0.302,0.338,0.374
A. K-6,Warren,5480,Washington Boro,0.349,0.366,0.439
A. K-6,Warren,5530,Washington Twp,0.254,0.256,0.259
B. K-8 / 0 - 400,Statewide,N.A.,Group average: B. K-8 / 0-400,0.301,0.320,0.356
B. K-8 / 0 - 400,Statewide,N.A.,Group median:  B. K-8 / 0-400,0.294,0.318,0.340
B. K-8 / 0 - 400,Statewide,N.A.,State average:   All operating types,0.306,0.317,0.340
B. K-8 / 0 - 400,Statewide,N.A.,State median:    All operating types,0.292,0.305,0.334
B. K-8 / 0 - 400,Atlantic,570,Brigantine City,0.352,0.385,0.440
B. K-8 / 0 - 400,Atlantic,1410,Estell Manor City,0.298,0.320,0.381
B. K-8 / 0 - 400,Atlantic,1540,Folsom Boro,0.294,0.319,0.327
B. K-8 / 0 - 400,Atlantic,3020,Margate City,0.260,0.293,0.352
B. K-8 / 0 - 400,Atlantic,4240,Port Republic City,0.247,0.312,0.377
B. K-8 / 0 - 400,Atlantic,5760,Weymouth Twp,0.308,0.361,0.359
B. K-8 / 0 - 400,Bergen,80,Alpine Boro,0.268,0.298,0.378
B. K-8 / 0 - 400,Bergen,3350,Moonachie Boro,0.272,0.300,0.325
B. K-8 / 0 - 400,Bergen,4870,South Hackensack Twp,0.285,0.319,0.317
B. K-8 / 0 - 400,Burlington,380,Beverly City,0.280,0.297,0.284
B. K-8 / 0 - 400,Burlington,1030,Delanco Twp,0.287,0.299,0.337
B. K-8 / 0 - 400,Burlington,3540,New Hanover Twp,0.216,0.263,0.336
B. K-8 / 0 - 400,Burlington,4460,Riverton,0.253,0.255,0.268
B. K-8 / 0 - 400,Burlington,5890,Woodland Twp,0.315,0.308,0.339
B. K-8 / 0 - 400,Camden,580,Brooklawn Boro,0.258,0.291,0.274
B. K-8 / 0 - 400,Camden,1720,Gibbsboro Boro,0.317,0.334,0.314
B. K-8 / 0 - 400,Camden,2560,Lawnside Boro,0.335,0.387,0.332
B. K-8 / 0 - 400,Camden,2890,Magnolia Boro,0.399,0.409,0.467
B. K-8 / 0 - 400,Camden,3110,Merchantville Boro,0.256,0.249,0.322
B. K-8 / 0 - 400,Cape May,170,Avalon Boro,0.326,0.347,0.382
B. K-8 / 0 - 400,Cape May,3680,North Wildwood City,0.332,0.421,0.380
B. K-8 / 0 - 400,Cape May,5060,Stone Harbor Boro,0.421,0.378,0.463
B. K-8 / 0 - 400,Cape May,5800,Wildwood Crest Boro,0.381,0.358,0.423
B. K-8 / 0 - 400,Cape May,5840,Woodbine Boro,0.304,0.346,0.405
B. K-8 / 0 - 400,Cumberland,1020,Deerfield Twp,0.323,0.344,0.444
B. K-8 / 0 - 400,Cumberland,1120,Downe Twp,0.362,0.347,0.306
B. K-8 / 0 - 400,Cumberland,1820,Greenwich Twp,0.355,0.415,0.368
B. K-8 / 0 - 400,Cumberland,3050,Maurice River Twp,0.335,0.343,0.347
B. K-8 / 0 - 400,Cumberland,5070,Stow Creek Twp,0.387,0.367,0.508
B. K-8 / 0 - 400,Hudson,1200,East Newark Boro,0.281,0.330,0.340
B. K-8 / 0 - 400,Hunterdon,370,Bethlehem Twp,0.352,0.342,0.389
B. K-8 / 0 - 400,Hunterdon,430,Bloomsbury Boro,0.239,0.187,0.365
B. K-8 / 0 - 400,Hunterdon,670,Califon Boro,0.276,0.276,0.332
B. K-8 / 0 - 400,Hunterdon,910,Clinton-Glen Gardner,0.366,0.370,0.402
B. K-8 / 0 - 400,Hunterdon,1160,East Amwell Twp,0.336,0.355,0.419
B. K-8 / 0 - 400,Hunterdon,1600,Franklin Twp,0.286,0.335,0.337
B. K-8 / 0 - 400,Hunterdon,1680,Frenchtown Boro,0.272,0.279,0.322
B. K-8 / 0 - 400,Hunterdon,2140,High Bridge Boro,0.336,0.373,0.391
B. K-8 / 0 - 400,Hunterdon,2450,Kingwood Twp,0.355,0.362,0.489
B. K-8 / 0 - 400,Monmouth,180,Avon Boro,0.294,0.364,0.395
B. K-8 / 0 - 400,Monmouth,270,Belmar Boro,0.343,0.342,0.383
B. K-8 / 0 - 400,Monmouth,500,Bradley Beach Boro,0.339,0.325,0.351
B. K-8 / 0 - 400,Monmouth,1000,Deal Boro,0.282,0.304,0.315
B. K-8 / 0 - 400,Monmouth,1490,Farmingdale Boro,0.254,0.278,0.345
B. K-8 / 0 - 400,Monmouth,3250,Monmouth Beach Boro,0.259,0.268,0.307
B. K-8 / 0 - 400,Monmouth,3500,Neptune City,0.315,0.327,0.432
B. K-8 / 0 - 400,Monmouth,4690,Sea Girt Boro,0.229,0.242,0.273
B. K-8 / 0 - 400,Monmouth,4980,Spring Lake Boro,0.270,0.291,0.326
B. K-8 / 0 - 400,Monmouth,4990,Spring Lake Heights Boro,0.278,0.318,0.305
B. K-8 / 0 - 400,Morris,460,Boonton Twp,0.335,0.315,0.337
B. K-8 / 0 - 400,Morris,2010,Harding Township,0.328,0.357,0.370
B. K-8 / 0 - 400,Morris,3410,Mount Arlington Boro,0.268,0.282,0.303
B. K-8 / 0 - 400,Morris,3520,Netcong Boro,0.216,0.208,0.267
B. K-8 / 0 - 400,Morris,4440,Riverdale Boro,0.264,0.259,0.284
B. K-8 / 0 - 400,Ocean,210,Bay Head Boro,0.238,0.238,0.258
B. K-8 / 0 - 400,Ocean,2550,Lavallette Boro,0.250,0.295,0.294
B. K-8 / 0 - 400,Salem,60,Alloway Twp,0.239,0.291,0.330
B. K-8 / 0 - 400,Salem,1350,Elsinboro Twp,0.328,0.356,0.393
B. K-8 / 0 - 400,Salem,2800,Lower Alloways Creek,0.238,0.272,0.337
B. K-8 / 0 - 400,Salem,2950,Mannington Twp,0.313,0.373,0.447
B. K-8 / 0 - 400,Salem,3860,Oldmans Twp,0.287,0.290,0.340
B. K-8 / 0 - 400,Salem,4280,Quinton Twp,0.261,0.303,0.332
B. K-8 / 0 - 400,Salem,5320,Upper Pittsgrove Twp,0.296,0.292,0.291
B. K-8 / 0 - 400,Sussex,1930,Hamburg Boro,0.258,0.336,0.402
B. K-8 / 0 - 400,Sussex,2490,Lafayette Twp,0.256,0.276,0.305
B. K-8 / 0 - 400,Sussex,3300,Montague Twp,0.325,0.367,0.463
B. K-8 / 0 - 400,Sussex,3840,Ogdensburg Boro,0.303,0.289,0.320
B. K-8 / 0 - 400,Sussex,5030,Stanhope Boro,0.275,0.300,0.299
B. K-8 / 0 - 400,Union,5810,Winfield Twp,0.211,0.158,0.226
B. K-8 / 0 - 400,Warren,70,Alpha Boro,0.301,0.310,0.379
B. K-8 / 0 - 400,Warren,2040,Harmony Twp,0.298,0.349,0.431
B. K-8 / 0 - 400,Warren,2250,Hope Twp,0.306,0.279,0.428
B. K-8 / 0 - 400,Warren,3890,Oxford Twp,0.315,0.304,0.293
