GROUP,CONAME,DIST,DISTNAME,DE120,DE220,DE320,DE420
A. K-6,Bergen,1270,Edgewater Boro,16803592,4338511,21142103,2449375
A. K-6,Bergen,3870,Oradell Boro,4600918,116961,4717879,127973
A. K-6,Bergen,4410,River Edge Boro,6121488,687710,6809198,23046
A. K-6,Bergen,4620,Saddle River School District,4891807,253766,5145573,277410
A. K-6,Burlington,830,Chesterfield Twp,5683861,1137580,6823187,556788
A. K-6,Burlington,2960,Mansfield Twp,4291982,-277359,4014623,78425
A. K-6,Burlington,3650,North Hanover Twp,9230579,-4106058,5124521,1407177
A. K-6,Burlington,5010,Springfield Twp,2190295,15240,2159340,-439151
A. K-6,Camden,2540,Laurel Springs Boro,1836786,-178487,1658299,-402359
A. K-6,Camden,3770,Oaklyn Boro,1946009,440454,2386463,-123223
A. K-6,Camden,5560,Waterford Twp,6120986,1357138,7478124,-1350920
A. K-6,Cape May,710,Cape May City,2882283,768671,3650954,939710
A. K-6,Cape May,2840,Lower Twp,8836281,-750052,8086229,-300081
A. K-6,Cape May,5610,West Cape May Boro,961048,-88809,872239,-1605
A. K-6,Essex,1400,Essex Fells Boro,1472554,-9014,1463540,103634
A. K-6,Essex,1465,Fairfield Twp,3644238,478828,4123066,2844294
A. K-6,Essex,3630,North Caldwell Boro,11691372,1323591,13014963,-1361651
A. K-6,Essex,4530,Roseland Boro,3712897,-78517,3634380,-143614
A. K-6,Gloucester,1180,East Greenwich Twp,5104328,-914147,4190181,87840
A. K-6,Gloucester,1330,Elk Twp,3632868,-322743,3310125,217534
A. K-6,Gloucester,1590,Franklin Twp,6367280,-1100724,5266556,-960087
A. K-6,Gloucester,2070,Harrison Twp,4182573,-32774,4149799,-973732
A. K-6,Gloucester,2990,Mantua Twp,2980734,793154,3773888,519853
A. K-6,Gloucester,3490,National Park Boro,2237742,588110,2825852,613376
A. K-6,Gloucester,4880,South Harrison Twp,1336542,-69834,1266708,-97106
A. K-6,Gloucester,5120,Swedesboro-Woolwich,5605438,-876844,4728594,-2257237
A. K-6,Gloucester,5590,Wenonah Boro,1059781,-227028,832753,-207385
A. K-6,Gloucester,5740,Westville Boro,3423256,954848,4378104,-53671
A. K-6,Gloucester,5870,Woodbury Heights Boro,1293143,289681,1582824,614697
A. K-6,Hunterdon,1970,Hampton Boro,1581041,200148,1781189,223379
A. K-6,Hunterdon,2590,Lebanon Boro,1170349,-187990,982359,175566
A. K-6,Hunterdon,3180,Milford Boro,2220728,620214,2840942,437217
A. K-6,Monmouth,130,Atlantic Highlands Boro,1518113,325382,1843495,-282435
A. K-6,Monmouth,2160,Highlands Boro,2727668,550631,3278299,-130138
A. K-6,Monmouth,4520,Roosevelt Boro,1693185,100442,1793627,254859
A. K-6,Morris,3240,Mine Hill Twp,7270942,680144,7951086,-489538
A. K-6,Ocean,230,Beach Haven Boro,963754,-56913,906841,460113
A. K-6,Ocean,320,Berkeley Twp,10578431,376057,10954488,-671582
A. K-6,Ocean,1150,Eagleswood Twp,1026336,409850,1436186,272313
A. K-6,Ocean,2350,Island Heights Boro,588279,-129952,458327,173494
A. K-6,Ocean,2690,Little Egg Harbor Twp,6291949,230624,6522573,-2356314
A. K-6,Ocean,2760,Long Beach Island,6064100,919855,6983955,618524
A. K-6,Ocean,3800,Ocean Gate Boro,1500074,-3779,1496295,-862813
A. K-6,Ocean,3820,Ocean Twp,4961775,1721679,6683454,-235723
A. K-6,Ocean,4710,Seaside Heights Boro,517076,385168,902244,-391603
