GROUP,CONAME,DIST,DISTNAME,PP113,RK113,PCT113,PP213,RK213,PCT213,PP313,RK313,PCT313
A. K-6,Statewide,N.A.,Group average: A. K-6,40,N.A.,0.002,42,N.A.,0.002,54,N.A.,0.003
A. K-6,Statewide,N.A.,Group median:  A. K-6,33,N.A.,0.002,33,N.A.,0.002,57,N.A.,0.003
A. K-6,Statewide,N.A.,State average:   All operating types,363,N.A.,0.02,381,N.A.,0.02,412,N.A.,0.019
A. K-6,Statewide,N.A.,State median:    All operating types,267,N.A.,0.015,287,N.A.,0.015,330,N.A.,0.016
A. K-6,Bergen,1270,Edgewater Boro,32,20|45,0.002,59,33|46,0.003,48,17|46,0.002
A. K-6,Bergen,3870,Oradell Boro,40,25|45,0.003,41,26|46,0.002,46,16|46,0.003
A. K-6,Bergen,4410,River Edge Boro,33,22|45,0.002,22,18|46,0.001,48,17|46,0.003
A. K-6,Bergen,4620,Saddle River School District,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
A. K-6,Burlington,830,Chesterfield Twp,42,26|45,0.002,21,16|46,0.001,58,25|46,0.003
A. K-6,Burlington,2960,Mansfield Twp,2,2|45,11E-5,75,36|46,0.003,84,34|46,0.004
A. K-6,Burlington,3650,North Hanover Twp,36,23|45,0.002,42,27|46,0.002,57,23|46,0.003
A. K-6,Burlington,5010,Springfield Twp,20,13|45,0.001,26,20|46,0.002,27,9|46,0.002
A. K-6,Camden,2540,Laurel Springs Boro,N.R.,N.R.,N.R.,1,1|46,61E-6,N.R.,N.R.,N.R.
A. K-6,Camden,3770,Oaklyn Boro,72,37|45,0.004,90,39|46,0.004,130,41|46,0.005
A. K-6,Camden,5560,Waterford Twp,N.R.,N.R.,N.R.,8,5|46,41E-5,16,4|46,77E-5
A. K-6,Cape May,710,Cape May City,164,43|45,0.007,5,2|46,17E-5,158,44|46,0.005
A. K-6,Cape May,2840,Lower Twp,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.
