CO,DIST,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND15,IND16A,IND16B,IND17A,IND17B,IND18A,IND18B,IND19,DISTNAME,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,County,ENROLL
1,10,19748189,11963795,11260005,600446,103344,3807011,3223023,1974212,1272327,1678000,738753,0,148963,105226,9.2,69481,64.8,61754,151.3,127194,18.8,Absecon City,Atlantic,D. K-8 / 751 +,23,CD,,1,Atlantic,891.0
1,110,174675978,108707034,88405033,5356240,14945761,23871136,17769549,15954862,11541525,23859810,11118029,0,1896607,1701500,9.6,105695,86.7,102237,191.7,144128,22.2,Atlantic City,Atlantic,G. K-12 / 3501 +,33,A,,1,Atlantic,6232.0
1,120,33223681,17900830,17055758,539181,305891,4088990,3670107,4126470,3089393,5786129,3022486,0,1179394,0,12.6,78351,76.6,68961,115.8,115437,10.7,Atlantic Co Vocational,Atlantic,J. County Voc,8,,,1,Atlantic,1845.0
1,125,16622805,8719644,8284574,64350,370720,3696692,3581382,1856200,1276369,2305269,1129408,40000,0,0,8.7,88194,9.1,97213,85.3,131385,19.1,Atlantic Co Special Serv,Atlantic,I. CSSD,7,,,1,Atlantic,341.0
1,570,15402868,9060670,8527208,409662,123800,2781568,2069968,961590,694990,2356886,1230986,0,234606,85600,6.8,100012,34.5,95503,95,139162,16.8,Brigantine City,Atlantic,B. K-8 / 0 - 400,21,CD,,1,Atlantic,384.0
1,590,33459279,18595059,17635521,270151,689387,5686618,4223854,3181418,2399405,4714697,1676282,0,1253743,141000,10.7,85500,53.7,98280,97.3,112500,10.9,Buena Regional,Atlantic,E. K-12 / 0 - 1800,31,A,,1,Atlantic,1635.0
1,1300,12463221,7479965,6928998,407679,143288,1881611,1630066,1130497,898447,1819338,612755,0,151810,157972,8.7,63967,55.7,71982,139.3,130185,18.5,Egg Harbor City,Atlantic,C. K-8 / 401 - 750,22,A,,1,Atlantic,563.0
1,1310,157332849,93890168,87522545,2580421,3787202,29434224,25247461,10825876,9110302,19395135,11207967,0,2055045,652676,10.6,79704,61.9,75104,159.5,120563,17.7,Egg Harbor Twp,Atlantic,G. K-12 / 3501 +,33,CD,,1,Atlantic,7391.0
1,1410,4070988,2274063,2143601,95712,34750,702269,524092,454104,375968,564368,224135,0,48663,0,12.2,69914,80.8,61421,67.3,125000,6.3,Estell Manor City,Atlantic,B. K-8 / 0 - 400,21,DE,,1,Atlantic,194.0
1,1540,7269793,4276160,3874562,214703,186895,1306323,1161323,805663,598913,679078,301078,0,69449,0,9.9,70580,46.9,68688,125,131472,15.3,Folsom Boro,Atlantic,B. K-8 / 0 - 400,21,CD,,1,Atlantic,368.0
