GROUP,CONAME,DIST,DISTNAME,PP14,RK14,PCT14,PP24,RK24,PCT24,PP34,RK34,PCT34
A. K-6,Statewide,N.A.,Group average: A. K-6,346,N.A.,0.02,367,N.A.,0.02,416,N.A.,0.022
A. K-6,Statewide,N.A.,Group median:  A. K-6,340,N.A.,0.018,363,N.A.,0.019,426,N.A.,0.021
A. K-6,Statewide,N.A.,State average:   All operating types,326,N.A.,0.018,337,N.A.,0.017,495,N.A.,0.023
A. K-6,Statewide,N.A.,State median:    All operating types,321,N.A.,0.018,339,N.A.,0.018,416,N.A.,0.02
A. K-6,Bergen,1270,Edgewater Boro,768,51|57,0.04,720,49|58,0.035,763,48|56,0.038
A. K-6,Bergen,3870,Oradell Boro,362,33|57,0.024,416,32|58,0.025,327,21|56,0.019
A. K-6,Bergen,4410,River Edge Boro,389,36|57,0.023,521,40|58,0.032,494,35|56,0.027
A. K-6,Bergen,4620,Saddle River School District,737,49|57,0.017,1109,57|58,0.025,786,49|56,0.019
A. K-6,Burlington,830,Chesterfield Twp,502,42|57,0.03,432,35|58,0.023,300,19|56,0.015
A. K-6,Burlington,2960,Mansfield Twp,568,43|57,0.027,431,34|58,0.019,522,37|56,0.025
A. K-6,Burlington,3650,North Hanover Twp,312,25|57,0.017,357,27|58,0.018,502,36|56,0.023
A. K-6,Burlington,5010,Springfield Twp,330,27|57,0.022,6,1|58,37E-5,233,10|56,0.015
A. K-6,Camden,2540,Laurel Springs Boro,300,20|57,0.017,361,29|58,0.02,233,10|56,0.012
A. K-6,Camden,3770,Oaklyn Boro,477,40|57,0.024,696,47|58,0.032,261,14|56,0.009
A. K-6,Camden,5560,Waterford Twp,261,17|57,0.014,279,19|58,0.014,408,26|56,0.019
A. K-6,Cape May,710,Cape May City,1008,56|57,0.042,559,41|58,0.021,1441,55|56,0.046
A. K-6,Cape May,2840,Lower Twp,254,15|57,0.014,276,18|58,0.016,284,16|56,0.017
A. K-6,Cape May,5610,West Cape May Boro,229,13|57,0.011,699,48|58,0.031,1340,53|56,0.057
A. K-6,Essex,1400,Essex Fells Boro,856,55|57,0.04,778,51|58,0.034,825,50|56,0.037
A. K-6,Essex,1465,Fairfield Twp,164,8|57,0.01,263,16|58,0.016,297,18|56,0.015
A. K-6,Essex,3630,North Caldwell Boro,429,37|57,0.023,610,44|58,0.031,486,33|56,0.021
A. K-6,Essex,4530,Roseland Boro,81,1|57,0.005,127,5|58,0.007,174,6|56,0.008
A. K-6,Gloucester,1180,East Greenwich Twp,349,30|57,0.024,275,17|58,0.018,332,23|56,0.02
A. K-6,Gloucester,1330,Elk Twp,137,7|57,0.009,191,11|58,0.012,121,4|56,0.006
A. K-6,Gloucester,1590,Franklin Twp,273,18|57,0.018,149,7|58,0.009,220,8|56,0.014
A. K-6,Gloucester,2070,Harrison Twp,452,39|57,0.032,595,43|58,0.041,450,31|56,0.029
A. K-6,Gloucester,2990,Mantua Twp,212,11|57,0.013,294,21|58,0.017,242,13|56,0.015
A. K-6,Gloucester,3490,National Park Boro,336,28|57,0.021,358,28|58,0.02,738,47|56,0.034
A. K-6,Gloucester,4880,South Harrison Twp,189,10|57,0.015,155,8|58,0.01,194,7|56,0.013
A. K-6,Gloucester,5120,Swedesboro-Woolwich,370,35|57,0.024,404,31|58,0.023,445,30|56,0.025
A. K-6,Gloucester,5590,Wenonah Boro,257,16|57,0.014,624,46|58,0.03,295,17|56,0.014
A. K-6,Gloucester,5740,Westville Boro,223,12|57,0.015,182,10|58,0.011,601,40|56,0.029
A. K-6,Gloucester,5870,Woodbury Heights Boro,249,14|57,0.017,364,30|58,0.023,424,27|56,0.024
A. K-6,Hunterdon,1970,Hampton Boro,308,N.A.,0.012,288,20|58,0.011,366,24|56,0.013
A. K-6,Hunterdon,2590,Lebanon Boro,570,44|57,0.022,1105,56|58,0.04,732,46|56,0.029
A. K-6,Hunterdon,3180,Milford Boro,849,54|57,0.032,944,55|58,0.037,1872,56|56,0.048
A. K-6,Monmouth,130,Atlantic Highlands Boro,447,38|57,0.023,621,45|58,0.029,N.R.,N.R.,N.R.
A. K-6,Monmouth,2160,Highlands Boro,733,48|57,0.028,1554,58|58,0.055,N.R.,N.R.,N.R.
A. K-6,Monmouth,4520,Roosevelt Boro,780,52|57,0.037,573,42|58,0.025,1435,54|56,0.05
A. K-6,Morris,3240,Mine Hill Twp,657,46|57,0.037,830,52|58,0.045,651,44|56,0.036
A. K-6,Ocean,230,Beach Haven Boro,490,41|57,0.019,885,53|58,0.027,1212,52|56,0.035
A. K-6,Ocean,320,Berkeley Twp,301,21|57,0.02,443,37|58,0.028,725,45|56,0.041
A. K-6,Ocean,1150,Eagleswood Twp,1068,57|57,0.049,892,54|58,0.046,930,51|56,0.043
A. K-6,Ocean,2350,Island Heights Boro,584,45|57,0.027,476,38|58,0.024,424,27|56,0.021
A. K-6,Ocean,2690,Little Egg Harbor Twp,127,4|57,0.008,31,2|58,0.002,91,1|56,0.005
A. K-6,Ocean,2760,Long Beach Island,739,50|57,0.023,743,50|58,0.02,458,32|56,0.014
A. K-6,Ocean,3800,Ocean Gate Boro,295,19|57,0.012,227,12|58,0.01,328,22|56,0.014
A. K-6,Ocean,3820,Ocean Twp,320,26|57,0.02,325,23|58,0.019,596,38|56,0.031
A. K-6,Ocean,4710,Seaside Heights Boro,302,22|57,0.013,347,26|58,0.012,488,34|56,0.015
A. K-6,Ocean,5020,Stafford Twp,303,23|57,0.02,294,21|58,0.019,240,12|56,0.014
A. K-6,Ocean,5220,Tuckerton Boro,166,9|57,0.009,255,15|58,0.013,610,42|56,0.029
A. K-6,Sussex,1630,Fredon Twp,354,31|57,0.017,231,13|58,0.011,232,9|56,0.01
A. K-6,Sussex,1980,Hampton Twp,309,24|57,0.016,433,36|58,0.021,428,29|56,0.018
A. K-6,Sussex,4650,Sandyston-Walpack Twp,358,32|57,0.016,344,25|58,0.015,396,25|56,0.015
